day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max
0,665031.935,664956,665098,340.627,285,406,0.0,0,0,0.0,0,0,0.0,0,0,52.43,30,78,0.0,0,0
1,664553.846,664453,664675,676.379,588,763,0.0,0,0,2.134,0,9,0.0,0,0,145.398,110,189,1.664,0,7
2,663973.721,663847,664128,1051.331,923,1150,0.0,0,0,8.012,1,18,0.0,0,0,276.35,225,333,6.344,0,18
3,663248.226,663071,663426,1502.089,1371,1664,0.0,0,0,19.422,8,33,0.0,0,0,448.324,380,514,14.827,3,30
4,662334.258,662115,662528,2057.119,1909,2249,0.0,0,0,37.849,20,62,0.0,0,0,669.522,590,751,28.741,11,50
5,661184.373,660918,661432,2743.629,2572,2994,0.179,0,3,66.359,38,99,0.0,0,0,951.904,841,1063,47.675,23,78
6,659732.572,659334,660029,3605.398,3374,3961,0.714,0,4,109.658,76,144,0.0,0,0,1306.472,1194,1448,71.975,42,116
7,657907.628,657432,658280,4679.246,4441,5023,1.688,0,8,170.495,122,215,0.0,0,0,1755.317,1603,1897,103.32,66,153
8,655612.296,654964,656038,6021.862,5748,6463,3.158,0,11,254.586,204,307,0.001,0,1,2319.572,2154,2564,142.822,102,188
9,652740.975,651917,653316,7689.866,7279,8194,5.428,0,15,367.265,304,438,0.006,0,1,3028.607,2801,3252,192.025,150,245
10,649147.614,648216,649844,9769.248,9286,10311,8.625,0,21,517.523,444,601,0.007,0,1,3915.08,3665,4173,254.057,206,317
11,644664.432,643502,645639,12348.597,11782,13003,13.045,3,28,712.528,603,820,0.011,0,1,5027.057,4749,5377,331.84,276,397
12,639081.485,637721,640226,15550.435,14857,16273,18.775,4,33,965.448,861,1091,0.018,0,1,6412.582,6087,6884,428.368,365,503
13,632161.621,630726,633470,19487.614,18713,20318,26.208,11,50,1289.235,1159,1411,0.027,0,1,8142.445,7764,8681,549.859,469,636
14,623600.412,621927,625253,24330.335,23291,25246,35.7,19,59,1704.155,1543,1848,0.053,0,2,10293.861,9865,10909,700.24,621,809
15,613061.467,611060,615069,30245.863,29111,31382,48.126,26,82,2229.818,2036,2411,0.079,0,2,12960.159,12408,13624,887.524,789,1025
16,600141.05,597726,602478,37441.587,36245,38712,63.616,38,97,2893.325,2712,3106,0.115,0,2,16252.847,15603,17058,1121.541,1018,1251
17,584407.903,581623,587258,46108.497,44634,47752,82.477,54,116,3728.714,3502,3975,0.169,0,3,20310.881,19481,21203,1409.704,1289,1559
18,565387.74,562132,568898,56441.971,54640,58150,106.099,72,146,4774.594,4528,5066,0.253,0,3,25284.617,24288,26238,1767.299,1641,1955
19,542608.533,538768,546843,68604.419,66227,70571,135.032,96,186,6082.664,5751,6480,0.368,0,3,31343.642,30018,32449,2207.775,2050,2409
20,515640.031,511247,520398,82687.89,80455,84724,170.547,134,222,7709.544,7334,8162,0.52,0,4,38671.258,37166,40110,2745.458,2574,2933
21,484129.902,479065,489580,98682.344,96246,100998,213.265,162,264,9724.095,9300,10229,0.755,0,4,47455.527,45655,49089,3401.313,3166,3632
