day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max
0,809527.391,809445,809612,528.944,456,613,0.0,0,0,0.0,0,0,0.0,0,0,9.734,2,19,0.0,0,0
1,808802.401,808660,808937,1114.116,1013,1229,0.0,0,0,0.681,0,4,0.0,0,0,27.056,13,45,5.569,0,16
2,807857.986,807672,808050,1847.352,1674,2028,0.0,0,0,2.615,0,10,0.0,0,0,52.456,27,79,21.258,7,38
3,806594.792,806341,806836,2808.653,2608,3010,0.0,0,0,6.26,0,15,0.0,0,0,87.837,61,123,51.098,28,77
4,804889.888,804531,805190,4094.573,3845,4347,0.0,0,0,12.282,1,25,0.0,0,0,135.515,100,181,101.674,67,133
5,802598.88,802131,803029,5807.389,5516,6161,0.621,0,4,26.511,6,44,0.0,0,0,200.416,156,250,174.131,133,222
6,799517.369,798938,800080,8098.551,7694,8545,2.237,0,9,54.336,32,82,0.003,0,1,287.834,233,340,272.959,213,329
7,795391.706,794627,796160,11149.6,10549,11697,5.232,0,14,101.43,69,134,0.009,0,1,404.942,340,479,407.956,343,467
8,789881.701,788932,790874,15211.36,14512,15848,10.109,1,22,175.399,124,222,0.016,0,1,562.864,485,652,588.348,502,671
9,782561.07,781444,783816,20581.078,19755,21450,17.556,5,32,284.717,226,345,0.042,0,2,775.038,683,888,830.799,727,921
10,772863.342,771296,774550,27671.416,26489,28993,28.261,14,45,441.977,364,509,0.078,0,2,1056.62,934,1195,1156.356,1039,1288
11,760084.569,758168,762156,36968.349,35511,38397,43.349,25,64,664.673,565,766,0.129,0,2,1430.394,1299,1586,1589.114,1447,1749
12,743344.415,740640,745881,49081.125,47316,51119,63.972,39,90,973.531,863,1089,0.25,0,3,1925.712,1753,2132,2169.326,1961,2355
13,721581.959,717976,724634,64720.547,62575,67283,91.967,68,121,1398.723,1266,1542,0.422,0,3,2579.918,2363,2805,2938.502,2757,3138
14,693589.131,688624,697550,84666.011,81819,88238,129.268,99,165,1979.854,1820,2143,0.715,0,4,3434.46,3207,3699,3955.088,3718,4195
15,658019.541,651909,662764,109730.74,106189,113876,178.323,140,215,2765.281,2561,2979,1.169,0,5,4545.304,4269,4820,5295.37,5026,5566
16,613606.401,606047,619450,140547.856,136431,145577,240.986,195,286,3826.968,3575,4062,1.952,0,8,5978.523,5661,6308,7050.971,6685,7423
17,559404.679,550403,566784,177350.474,172446,183306,319.468,268,372,5249.903,4938,5546,3.179,0,11,7802.045,7487,8213,9329.745,8802,9833
18,495136.435,484763,503524,219690.932,213976,226183,416.242,353,491,7146.783,6729,7548,5.159,0,13,10082.599,9692,10564,12260.745,11575,12764
19,421780.798,410209,431360,265900.774,259884,272739,531.433,463,620,9661.961,9211,10146,8.329,1,18,12873.809,12368,13426,15992.182,15080,16741
20,342107.633,329633,352031,312743.498,306655,319625,663.003,577,745,12980.75,12434,13603,13.349,3,26,16200.31,15669,16833,20651.025,19881,21664
21,260788.608,248315,271249,355455.514,349844,360842,804.984,696,899,17318.263,16582,18131,21.418,8,38,20039.713,19313,20739,26362.198,25427,27413
22,184028.633,172747,193847,388358.072,384326,391784,946.517,846,1041,22935.447,21906,23934,33.378,19,53,24287.1,23528,25114,33186.228,32217,34457
23,169200.536,158419,178626,355292.426,352330,357993,1076.059,966,1170,30135.311,28752,31331,51.086,28,79,28758.202,27886,29657,41065.011,39897,42648
24,152910.765,142734,161878,327760.223,325219,329820,1178.479,1051,1279,39221.463,37787,40859,75.881,48,109,32399.472,31596,33092,49833.382,48512,51575
25,136158.629,126819,144432,304091.849,302165,305826,1247.713,1107,1342,50434.903,48717,52317,109.38,74,145,35355.114,34528,36079,58666.451,57350,60695
26,119717.217,111367,127269,283019.117,281472,284336,1285.723,1146,1385,64005.486,61849,66420,153.036,111,194,37734.786,36925,38554,66869.49,65423,68926
27,104122.515,96488,110700,263709.774,262168,265354,1303.797,1174,1409,80089.258,77671,82911,206.152,154,260,39609.479,38851,40497,73884.297,72251,75712
28,89759.2,83023,95631,245542.155,243599,247566,1311.304,1189,1416,98748.975,95833,102011,269.657,221,328,41052.443,40208,41887,79305.031,77319,80528
29,76832.085,71024,82084,228198.125,225622,230611,1314.222,1209,1428,119420.704,116346,123109,341.103,288,408,42105.437,41291,42944,83417.209,81579,84848
30,65417.089,60292,69903,211470.975,208894,214410,1313.854,1216,1428,141666.667,138178,145351,419.023,346,496,42810.002,42027,43634,86405.317,84754,87871
31,55489.532,50983,59458,195325.231,192429,198365,1312.749,1202,1426,165105.952,161300,168878,501.283,424,579,43203.38,42478,43887,88425.134,87080,89565
32,46957.849,43063,50241,179764.944,176561,183009,1309.586,1204,1420,189420.347,185390,193686,586.911,500,677,43314.948,42645,43952,89617.13,88583,90668
33,39698.457,36309,42427,164854.704,161541,168395,1305.723,1203,1407,214351.854,210124,218931,675.219,600,761,43171.579,42570,43886,90056.273,88911,91181
34,33568.391,30686,35958,150653.373,147109,154480,1300.44,1199,1412,239653.133,235222,244555,765.408,690,856,42801.855,42204,43473,89838.674,88745,90773
35,28431.775,25988,30471,137203.046,133716,140805,1294.155,1182,1389,265108.787,260578,270207,855.799,763,944,42232.394,41660,42950,89055.616,88150,89973
36,24134.99,22218,25888,124574.873,120998,128094,1287.795,1164,1398,290548.171,285839,295804,946.583,855,1034,41488.359,40883,42168,87772.753,86939,88755
37,20554.246,18988,22073,112788.569,109506,116237,1280.501,1176,1388,315792.654,310933,321225,1036.722,940,1133,40598.754,40065,41274,86052.176,84911,86999
38,17572.718,16195,18822,101855.466,98762,105108,1271.565,1162,1388,340702.771,336000,346227,1125.615,1020,1217,39580.194,39019,40194,83982.076,82945,84860
39,15094.902,13913,16191,91766.408,89013,94917,1263.661,1158,1377,365155.547,360277,370759,1213.219,1089,1313,38459.477,37921,39099,81598.667,80812,82536
40,13034.148,11986,13986,82506.476,79942,85294,1253.648,1145,1369,389058.657,383825,394670,1299.104,1180,1400,37258.162,36622,37808,78956.274,78137,79759
41,11314.605,10371,12184,74049.439,71821,76570,1244.31,1136,1357,412301.891,407306,418073,1382.972,1266,1491,35989.362,35352,36540,76125.453,75120,76977
42,9879.906,9045,10663,66347.795,64186,68585,1233.72,1128,1348,434828.907,430106,440281,1463.744,1344,1581,34682.844,34021,35272,73138.359,72016,73982
43,8678.869,7919,9407,59366.9,57505,61373,1224.287,1112,1348,456574.464,451914,461705,1541.754,1426,1661,33335.826,32667,33921,70058.42,68973,71056
44,7669.319,7009,8332,53054.042,51274,54995,1212.44,1104,1342,477493.524,472603,482389,1616.862,1501,1743,31974.883,31355,32544,66918.055,65908,67815
45,6818.544,6269,7475,47357.119,45687,49257,1201.94,1103,1316,497553.2,492640,502133,1689.153,1561,1821,30605.78,29957,31127,63758.894,62697,64750
46,6098.655,5665,6645,42240.012,40696,43936,1190.585,1076,1295,516737.319,512053,520884,1758.364,1616,1898,29240.942,28608,29762,60597.776,59594,61683
47,5487.811,5068,5959,37638.732,36235,39280,1179.862,1086,1283,535040.539,530348,538944,1823.962,1690,1961,27888.498,27241,28466,57456.289,56480,58551
48,4968.195,4577,5402,33516.419,32252,34926,1168.646,1070,1273,552454.056,547870,556426,1886.808,1756,2027,26559.822,25928,27076,54361.144,53375,55395
49,4522.571,4151,4888,29829.746,28657,31134,1156.981,1067,1250,568992.177,564695,572903,1946.742,1816,2099,25257.734,24705,25812,51328.215,50422,52350
50,4139.518,3787,4453,26532.658,25543,27623,1145.438,1033,1248,584657.868,580373,588557,2003.029,1872,2160,23986.399,23447,24591,48373.722,47356,49285
51,3809.355,3474,4117,23591.172,22630,24581,1133.526,1047,1240,599463.483,595383,603100,2056.33,1928,2208,22753.737,22232,23342,45518.923,44717,46363
52,3523.297,3231,3780,20964.639,20013,21802,1122.089,1033,1225,613441.152,609535,616842,2106.499,1975,2261,21557.126,21078,22110,42767.103,41862,43611
53,3274.547,2990,3520,18626.661,17771,19471,1109.811,1023,1205,626617.437,622921,629843,2153.667,2023,2319,20398.886,19906,20925,40117.861,39116,40875
54,3056.98,2777,3273,16545.593,15744,17277,1097.316,1006,1194,639006.146,635514,642026,2198.107,2059,2375,19284.608,18843,19836,37586.798,36742,38396
55,2867.08,2591,3082,14694.268,13942,15379,1085.798,984,1182,650646.27,647458,653655,2239.771,2108,2422,18216.935,17797,18793,35166.003,34418,36050
56,2700.015,2432,2902,13050.248,12328,13706,1073.365,975,1183,661570.022,658256,664603,2278.779,2151,2458,17192.891,16799,17718,32858.076,32076,33714
57,2553.365,2290,2749,11586.23,10961,12162,1061.013,978,1157,671805.239,668488,674646,2315.417,2183,2506,16211.25,15823,16699,30671.306,29835,31441
58,2423.249,2171,2625,10289.407,9781,10873,1048.904,963,1143,681382.188,678155,684082,2350.02,2217,2540,15277.017,14872,15754,28592.787,27907,29351
59,2307.495,2057,2520,9134.946,8677,9714,1036.488,958,1133,690339.247,687291,692817,2382.237,2244,2566,14382.17,13956,14818,26635.38,25857,27531
60,2204.993,1963,2412,8111.156,7707,8619,1024.539,939,1116,698700.666,695773,700975,2412.537,2269,2606,13532.855,13120,13932,24789.604,24104,25556
61,2113.896,1898,2320,7200.926,6810,7638,1012.193,911,1109,706501.954,703846,708741,2440.692,2293,2626,12728.376,12316,13138,23046.35,22409,23748
62,2032.581,1808,2241,6393.703,6056,6796,999.39,895,1089,713769.828,711337,716065,2466.626,2315,2651,11964.556,11584,12362,21418.389,20763,22019
63,1960.255,1756,2153,5678.787,5349,6068,987.792,894,1082,720544.358,718208,722610,2491.012,2337,2679,11240.038,10865,11624,19881.154,19352,20478
64,1894.838,1694,2087,5043.086,4727,5353,975.799,876,1060,726850.688,724826,728731,2513.559,2355,2706,10553.844,10194,10934,18445.332,17872,19034
65,1836.156,1644,2023,4478.533,4184,4770,963.082,855,1057,732711.962,730793,734541,2534.587,2376,2720,9905.575,9580,10259,17106.843,16562,17716
66,1783.45,1601,1956,3978.642,3682,4287,950.92,840,1042,738164.256,736363,739867,2554.287,2397,2747,9291.193,8938,9636,15848.91,15300,16394
67,1736.111,1562,1905,3535.134,3260,3808,938.475,840,1023,743224.639,741612,744838,2572.343,2412,2768,8712.671,8376,9061,14682.721,14160,15293
68,1693.346,1517,1866,3142.447,2846,3404,926.086,831,1017,747926.203,746455,749451,2589.14,2432,2785,8167.448,7847,8516,13586.772,13067,14113
69,1654.834,1486,1819,2793.725,2531,3016,913.984,823,1008,752288.995,750902,753773,2604.935,2448,2805,7653.757,7367,7990,12564.918,12160,13022
70,1619.839,1453,1774,2485.065,2249,2691,901.528,807,996,756332.588,755050,757686,2619.487,2468,2818,7169.299,6892,7489,11617.964,11186,12060
71,1587.633,1425,1739,2210.894,2011,2404,889.283,794,974,760084.533,758864,761402,2632.902,2481,2835,6713.792,6432,6994,10732.595,10377,11162
72,1558.303,1393,1700,1967.232,1788,2152,876.962,786,961,763556.206,762363,764866,2645.414,2488,2846,6285.639,6010,6590,9916.416,9564,10310
73,1531.701,1367,1672,1751.012,1592,1931,864.636,782,954,766772.548,765634,767996,2657.031,2498,2866,5881.928,5566,6176,9158.727,8810,9557
74,1507.727,1351,1646,1558.988,1424,1731,852.064,768,951,769748.888,768668,770912,2667.782,2512,2878,5505.065,5209,5770,8455.49,8127,8862
75,1485.685,1329,1619,1388.201,1244,1560,839.414,758,931,772504.667,771492,773568,2677.837,2520,2886,5149.485,4864,5415,7801.727,7486,8160
76,1465.962,1311,1599,1236.513,1086,1400,826.593,756,927,775056.291,773984,776002,2687.162,2533,2897,4815.885,4538,5073,7194.295,6836,7508
77,1447.71,1300,1585,1102.392,965,1261,814.234,736,912,777416.029,776317,778348,2695.625,2543,2903,4502.917,4252,4765,6629.993,6364,6981
78,1431.08,1282,1568,983.014,850,1117,802.071,727,911,779597.818,778459,780401,2703.538,2549,2912,4209.397,3994,4481,6108.521,5849,6383
79,1415.859,1272,1555,877.41,752,1000,789.414,709,904,781612.76,780576,782487,2710.783,2558,2924,3934.647,3718,4207,5630.472,5370,5914
80,1401.918,1258,1546,783.606,672,881,776.736,700,886,783475.208,782471,784265,2717.807,2562,2928,3676.773,3482,3938,5186.178,4898,5465
81,1389.201,1246,1530,699.33,598,800,764.02,678,859,785193.721,784278,785967,2724.026,2575,2937,3436.139,3236,3704,4775.428,4481,5031
82,1377.518,1240,1520,624.188,533,722,751.487,680,836,786783.162,785918,787522,2729.817,2580,2944,3209.865,3027,3461,4395.964,4127,4645
83,1366.772,1231,1509,558.101,475,649,738.877,666,825,788252.817,787465,788976,2735.344,2585,2950,2998.505,2844,3243,4042.707,3797,4279
84,1357.014,1221,1498,499.003,420,582,725.937,655,802,789608.964,788923,790301,2740.388,2589,2953,2799.814,2649,2990,3720.397,3485,3974
85,1347.947,1214,1489,446.451,367,536,712.767,643,790,790859.003,790181,791522,2745.071,2592,2962,2614.425,2455,2793,3423.562,3203,3623
86,1339.682,1206,1480,399.701,338,472,699.702,619,788,792013.776,791358,792645,2749.636,2595,2970,2441.046,2285,2635,3149.17,2954,3387
87,1331.947,1195,1471,357.641,292,428,686.696,611,780,793079.663,792411,793680,2753.801,2601,2976,2278.426,2132,2493,2896.823,2716,3135
88,1325.092,1194,1465,320.152,260,388,673.838,601,761,794064.622,793473,794621,2757.575,2606,2985,2126.769,1976,2336,2661.732,2495,2824
89,1318.693,1189,1460,287.076,233,349,660.956,576,746,794972.058,794402,795513,2761.146,2609,2988,1985.087,1844,2180,2448.098,2286,2623
90,1312.704,1183,1455,257.16,203,324,647.902,568,728,795810.143,795272,796352,2764.548,2613,2990,1852.497,1718,2031,2249.894,2086,2430
91,1307.458,1178,1451,231.046,180,294,634.785,559,713,796583.516,796066,797126,2767.542,2615,2994,1728.867,1594,1899,2067.059,1908,2236
92,1302.643,1173,1447,207.053,160,259,621.581,541,696,797296.924,796852,797865,2770.39,2617,2997,1612.817,1486,1762,1901.029,1771,2053
