day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max
0,710140.206,710066,710237,463.316,373,538,0.0,0,0,0.0,0,0,0.0,0,0,8.393,1,20,0.0,0,0
1,709516.967,709403,709622,964.155,880,1069,0.0,0,0,0.583,0,5,0.0,0,0,23.297,10,44,4.973,0,13
2,708728.671,708586,708879,1568.855,1421,1701,0.0,0,0,2.16,0,9,0.0,0,0,45.072,23,65,18.67,5,39
3,707695.654,707494,707878,2342.732,2183,2511,0.0,0,0,5.242,0,16,0.0,0,0,75.338,51,105,45.352,24,71
4,706328.215,706093,706597,3357.593,3145,3572,0.0,0,0,10.452,2,23,0.0,0,0,115.724,85,152,89.186,59,124
5,704511.247,704189,704865,4695.704,4441,4950,0.646,0,5,22.824,9,39,0.0,0,0,169.063,130,209,150.964,109,198
6,702097.125,701733,702581,6466.537,6111,6814,2.305,0,8,46.553,25,72,0.003,0,1,240.348,191,293,234.161,181,293
7,698890.891,698430,699436,8809.915,8383,9219,5.621,0,14,86.588,58,120,0.012,0,1,334.281,276,395,344.931,283,409
8,694638.082,693990,695374,11912.07,11340,12439,10.897,3,22,148.248,109,189,0.059,0,2,459.312,394,534,492.407,414,561
9,689018.654,688187,689955,15999.967,15266,16719,18.787,8,37,238.8,179,290,0.115,0,2,624.287,530,714,685.905,609,775
10,681598.138,680561,682826,21382.313,20418,22233,29.829,10,50,367.935,306,431,0.228,0,2,843.068,742,938,943.746,839,1064
11,671841.192,670529,673478,28440.202,27183,29412,45.194,21,73,548.415,473,621,0.406,0,5,1130.736,1009,1266,1284.35,1162,1434
12,659080.734,657320,661282,37631.395,36014,38957,66.117,33,94,796.633,709,894,0.705,0,5,1511.541,1361,1671,1731.89,1586,1877
13,642470.706,640188,644893,49539.98,47894,51226,94.009,61,125,1132.474,1014,1275,1.201,0,6,2011.42,1838,2166,2325.84,2147,2506
14,621050.348,617776,623926,64790.942,62720,67215,130.805,90,166,1589.011,1440,1762,2.033,0,8,2665.36,2473,2837,3105.403,2929,3310
15,593714.996,589375,597408,84073.524,81561,87227,177.984,131,229,2203.013,2029,2429,3.311,0,10,3515.432,3291,3698,4130.491,3882,4402
16,559389.952,553998,563886,107971.922,104904,111847,238.377,194,292,3021.892,2776,3256,5.388,0,13,4612.323,4338,4875,5471.88,5124,5790
17,517057.843,510172,522736,136940.348,133131,141964,313.731,263,364,4116.341,3812,4378,8.571,1,17,6011.293,5710,6285,7210.891,6809,7599
18,466199.268,457974,473083,170860.679,166125,176568,405.987,346,475,5568.195,5273,5847,13.685,3,25,7772.387,7418,8120,9455.631,9028,9859
19,407097.866,398235,415060,208850.522,203557,214541,515.096,448,592,7490.813,7127,7849,21.841,9,38,9949.282,9550,10415,12320.628,11838,12836
20,341297.518,332011,350152,248849.893,243236,254517,638.912,558,733,10020.905,9536,10463,34.722,16,61,12579.266,12076,13226,15924.588,15346,16528
21,271835.868,262101,281154,287584.061,281954,292843,771.801,684,866,13330.886,12759,13888,54.618,30,78,15658.299,15104,16287,20384.074,19684,21200
22,203335.919,194061,212290,320575.621,316109,324524,905.987,803,991,17627.397,16874,18318,84.578,53,117,19138.899,18534,19865,25761.272,24921,26704
23,189204.714,180155,197628,295159.36,291903,298454,1027.104,927,1132,23151.478,22263,24024,129.098,87,168,22898.842,22159,23601,32071.438,31041,32979
24,173526.083,164834,181748,274431.218,271652,276999,1124.343,1013,1225,30158.939,29116,31213,191.476,138,232,25994.0,25272,26655,39223.569,38033,40312
25,157176.402,149163,165087,256920.69,254715,259074,1190.286,1082,1301,38856.25,37443,40228,276.273,209,331,28547.903,27778,29286,46551.403,45101,47699
26,140877.802,133328,148171,241533.109,240063,243160,1226.756,1123,1336,49435.139,47735,51089,386.563,313,451,30648.209,29872,31490,53491.527,52139,54690
27,125166.556,118399,131970,227460.164,226188,228735,1245.386,1135,1353,62071.64,60190,63947,523.648,440,605,32363.567,31607,33229,59547.589,58171,60758
28,110424.454,104235,116568,214148.946,212574,215363,1254.409,1137,1347,76869.479,74710,78959,688.014,582,780,33731.735,32999,34603,64338.765,63130,65638
29,96885.715,91235,102563,201278.646,199535,202782,1258.885,1149,1363,93385.962,90764,95748,874.384,767,977,34797.552,34157,35530,68090.069,66771,69224
30,84657.284,79515,89814,188687.302,186916,190536,1261.096,1148,1374,111280.661,108525,113940,1077.723,970,1204,35580.954,34965,36267,70948.693,69869,72320
31,73764.973,69253,78377,176306.945,174430,178355,1262.0,1152,1378,130254.792,127125,133060,1295.107,1188,1417,36109.23,35416,36717,73033.737,71915,74229
32,64169.244,60111,68169,164157.493,162028,166423,1261.406,1149,1380,150048.616,146714,153065,1521.905,1407,1664,36410.285,35760,37020,74450.695,73426,75524
33,55788.627,52132,59126,152297.91,149827,154615,1259.813,1145,1377,170462.606,166710,173786,1758.179,1636,1910,36495.623,35893,37155,75263.759,74192,76233
34,48523.49,45502,51500,140783.834,138431,143222,1256.874,1151,1377,191301.157,187304,195004,1999.276,1841,2151,36386.184,35824,37073,75540.598,74596,76482
35,42263.614,39664,44868,129679.078,126979,132424,1253.524,1147,1368,212391.188,208218,216460,2244.185,2091,2416,36102.241,35560,36773,75336.932,74495,76222
36,36883.414,34592,39260,119060.482,116361,121624,1249.751,1137,1363,233584.79,229149,237644,2490.701,2338,2676,35666.452,35096,36265,74713.36,73860,75786
37,32271.71,30180,34217,108987.751,106485,111697,1245.805,1150,1357,254750.082,250291,259089,2738.359,2599,2912,35088.116,34516,35708,73703.761,72903,74644
38,28336.566,26441,30062,99482.009,97037,102003,1240.329,1129,1366,275765.05,271165,279916,2984.017,2824,3169,34392.405,33844,34966,72363.918,71580,73181
39,24974.935,23341,26564,90571.188,88070,93166,1235.599,1132,1348,296518.128,291927,300820,3225.681,3063,3394,33594.978,33001,34228,70748.02,69842,71606
40,22102.509,20662,23503,82280.75,79837,84557,1229.772,1122,1367,316923.123,312506,321215,3464.543,3287,3638,32710.718,32154,33335,68872.915,68069,69632
41,19646.975,18278,20867,74590.054,72378,76676,1224.622,1119,1341,336890.991,332398,341250,3697.341,3503,3892,31752.872,31185,32264,66804.323,65926,67500
42,17544.554,16283,18587,67492.669,65460,69533,1217.539,1120,1339,356354.694,352040,360528,3925.612,3734,4139,30740.319,30191,31277,64577.222,63736,65398
43,15743.339,14606,16655,60967.236,59077,62883,1211.46,1105,1326,375260.686,371061,379361,4147.169,3933,4365,29688.29,29119,30226,62207.75,61444,63083
44,14194.658,13195,15030,54998.167,53159,56942,1204.517,1098,1323,393549.269,389252,397819,4361.38,4150,4563,28604.095,28107,29117,59757.673,58680,60567
45,12860.992,11925,13608,49549.444,48005,51427,1198.149,1092,1291,411188.456,406901,415429,4568.185,4350,4768,27502.238,26955,28067,57233.169,56261,58111
46,11710.487,10875,12387,44586.767,42920,46384,1190.696,1082,1304,428159.801,424025,432220,4767.57,4554,4975,26389.166,25792,26980,54678.434,53785,55608
47,10715.753,9956,11328,40084.233,38560,41662,1183.174,1080,1284,444427.912,440297,448578,4958.465,4749,5178,25273.65,24671,25823,52108.234,51280,52973
48,9851.061,9173,10468,36004.882,34512,37480,1175.354,1062,1286,459994.514,455943,463927,5140.939,4956,5365,24164.034,23565,24689,49546.977,48710,50433
49,9100.277,8512,9695,32316.519,30855,33644,1167.691,1073,1285,474839.167,471106,478621,5315.356,5125,5530,23065.228,22411,23623,47022.956,46189,47909
50,8443.806,7908,8968,28988.94,27555,30205,1159.876,1051,1276,488982.784,485489,492913,5481.599,5279,5698,21985.583,21359,22535,44521.16,43720,45324
51,7868.113,7378,8368,25988.434,24656,27091,1152.173,1049,1273,502409.021,499096,505982,5639.929,5432,5867,20928.081,20418,21450,42092.939,41341,42931
52,7364.339,6909,7812,23288.823,22060,24185,1144.135,1044,1274,515147.103,511896,518711,5789.105,5559,6025,19894.18,19410,20394,39719.991,38945,40531
53,6918.943,6503,7329,20859.288,19772,21689,1136.667,1024,1250,527202.794,524011,530516,5930.592,5704,6167,18893.142,18482,19405,37419.493,36783,38234
54,6526.546,6138,6907,18679.605,17654,19496,1128.526,1030,1249,538590.06,535344,541735,6064.37,5843,6297,17919.324,17499,18418,35211.297,34500,35994
55,6177.392,5811,6557,16726.257,15836,17523,1120.245,1014,1232,549340.812,546286,552271,6190.307,5960,6414,16978.091,16542,17433,33077.459,32296,33694
56,5868.768,5515,6230,14971.37,14118,15642,1111.801,1014,1207,559462.884,556581,562236,6308.884,6085,6543,16072.284,15652,16510,31041.952,30248,31663
57,5593.91,5260,5910,13400.056,12619,14032,1103.566,988,1201,568986.613,566181,571574,6419.958,6187,6658,15200.323,14807,15648,29093.341,28369,29774
58,5349.07,5025,5687,11993.527,11303,12555,1095.284,983,1190,577938.419,575262,580555,6524.894,6282,6779,14364.2,13951,14778,27234.412,26617,27847
59,5130.741,4809,5442,10735.268,10120,11234,1085.938,967,1183,586340.642,583885,588874,6622.902,6376,6876,13561.25,13153,13988,25472.585,24841,26161
60,4935.368,4636,5262,9606.954,9059,10075,1077.753,975,1176,594217.691,591859,596606,6715.621,6469,6957,12796.861,12414,13204,23798.311,23061,24395
61,4759.34,4477,5067,8599.785,8100,9038,1069.351,955,1161,601592.004,599293,603874,6801.899,6555,7054,12065.312,11683,12452,22210.67,21536,22801
62,4600.871,4318,4928,7697.848,7258,8124,1060.005,945,1158,608493.781,606369,610676,6882.875,6645,7131,11369.48,10994,11745,20715.891,20064,21289
63,4458.318,4175,4774,6890.912,6480,7279,1050.979,927,1155,614948.443,612919,617083,6958.504,6712,7200,10706.797,10355,11057,19300.536,18636,19913
64,4330.101,4036,4629,6169.031,5848,6505,1041.755,923,1150,620977.303,619052,622979,7028.798,6785,7276,10078.013,9745,10442,17963.479,17389,18496
65,4213.854,3919,4484,5524.293,5224,5869,1032.24,915,1136,626596.962,624814,628519,7094.991,6844,7339,9480.299,9173,9830,16714.199,16223,17193
66,4108.702,3827,4376,4947.072,4655,5263,1022.675,923,1130,631845.782,630250,633601,7156.804,6912,7403,8913.363,8603,9250,15535.25,14956,16062
67,4013.655,3744,4282,4431.289,4153,4714,1013.091,921,1125,636735.259,635117,638364,7213.995,6960,7463,8375.598,8072,8735,14432.189,13847,14961
68,3927.352,3671,4194,3970.949,3680,4264,1003.062,917,1107,641285.661,639717,642810,7266.566,7012,7510,7868.0,7584,8196,13403.031,12908,13920
69,3848.848,3585,4109,3559.204,3286,3841,993.182,910,1098,645521.761,643980,647035,7315.981,7046,7565,7387.725,7112,7715,12440.201,11965,12977
70,3777.33,3513,4030,3191.506,2936,3478,983.564,890,1089,649463.594,648038,650914,7361.844,7081,7618,6933.482,6649,7249,11539.279,11152,12026
71,3712.212,3455,3959,2863.436,2652,3139,974.004,870,1075,653126.038,651707,654407,7405.22,7132,7658,6505.449,6231,6875,10698.332,10307,11084
72,3653.028,3397,3891,2568.521,2355,2798,963.301,874,1047,656532.561,655088,657777,7444.883,7183,7703,6101.043,5828,6447,9909.385,9572,10353
73,3598.828,3340,3831,2307.304,2103,2517,952.939,862,1039,659696.851,658381,660868,7482.077,7222,7747,5719.28,5481,6048,9178.363,8823,9578
74,3549.47,3292,3775,2072.431,1909,2243,942.878,851,1033,662633.821,661383,663800,7516.603,7245,7781,5360.865,5135,5696,8493.756,8122,8906
75,3504.253,3263,3720,1862.094,1707,2033,932.193,839,1026,665359.231,664226,666485,7548.716,7281,7821,5023.747,4805,5333,7859.898,7552,8217
76,3463.065,3225,3683,1673.265,1534,1818,921.041,831,1021,667883.417,666799,668963,7578.4,7306,7851,4707.078,4497,5006,7272.979,6949,7621
77,3425.158,3182,3646,1504.281,1370,1639,909.829,822,1006,670230.432,669163,671187,7606.022,7334,7875,4408.479,4203,4714,6723.046,6370,7008
78,3390.632,3139,3599,1352.148,1234,1477,898.57,805,992,672402.94,671340,673272,7631.718,7357,7905,4127.38,3918,4392,6214.516,5873,6499
79,3358.96,3116,3567,1216.544,1086,1338,886.92,792,984,674418.759,673407,675239,7655.64,7376,7931,3864.05,3666,4106,5744.248,5382,6044
80,3329.686,3087,3530,1095.616,985,1211,875.171,778,971,676284.203,675333,677106,7677.809,7399,7949,3617.322,3425,3826,5307.755,5038,5670
81,3302.875,3057,3504,987.155,890,1107,863.479,760,960,678014.01,677079,678815,7698.528,7427,7970,3384.221,3172,3595,4901.658,4626,5198
82,3278.55,3034,3481,890.097,792,993,851.706,740,944,679613.695,678668,680393,7717.671,7442,7991,3166.067,2968,3356,4525.549,4225,4747
83,3256.097,3007,3458,802.454,716,907,839.966,728,944,681098.812,680234,681830,7735.295,7453,8006,2962.01,2791,3154,4172.511,3887,4427
84,3235.329,2989,3440,724.446,633,817,827.633,710,941,682472.202,681574,683136,7751.704,7474,8023,2770.166,2609,2945,3847.623,3596,4094
