day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max
0,1265791.35,1265686,1265880,893.741,805,988,0.0,0,0,0.0,0,0,0.0,0,0,66.154,42,94,0.0,0,0
1,1264702.75,1264559,1264843,1846.135,1690,1977,0.0,0,0,12.474,3,29,0.0,0,0,181.002,132,227,0.437,0,4
2,1263387.645,1263198,1263592,2956.687,2759,3119,0.0,0,0,46.522,27,84,0.0,0,0,337.841,267,403,1.692,0,7
3,1261743.099,1261461,1261991,4315.288,4092,4547,0.0,0,0,110.082,81,155,0.0,0,0,541.484,467,624,4.177,0,12
4,1259645.628,1259308,1259991,6027.107,5714,6351,0.0,0,0,211.713,160,273,0.0,0,0,800.277,697,911,8.26,1,19
5,1256933.787,1256528,1257371,8228.002,7865,8581,0.002,0,1,362.217,289,431,0.0,0,0,1127.398,996,1252,14.396,4,28
6,1253399.353,1252819,1254005,11092.901,10569,11593,0.005,0,2,574.308,487,655,0.0,0,0,1540.726,1418,1716,23.214,9,39
7,1248758.888,1248016,1249626,14853.941,14111,15481,0.024,0,2,864.479,758,963,0.0,0,0,2072.589,1908,2217,35.485,15,59
8,1242634.03,1241592,1243837,19824.693,18809,20799,0.051,0,2,1255.111,1130,1384,0.0,0,0,2760.516,2540,2982,51.854,27,74
9,1234528.329,1233053,1236156,26415.62,25023,27716,0.153,0,2,1776.502,1617,1960,0.0,0,0,3655.319,3427,3880,73.836,47,99
10,1223774.885,1221796,1225632,35171.273,33578,36847,0.305,0,4,2466.456,2271,2657,0.0,0,0,4832.789,4539,5208,102.796,63,136
11,1209507.932,1206660,1211910,46804.688,44763,49211,0.562,0,5,3378.086,3174,3639,0.0,0,0,6383.46,5955,6735,140.745,104,186
12,1190596.292,1186795,1193886,62229.234,59534,65488,0.969,0,6,4585.398,4329,4886,0.0,0,0,8437.021,7987,8959,190.509,142,236
13,1165623.177,1161079,1170411,82597.503,78697,86345,1.538,0,8,6180.31,5851,6528,0.001,0,1,11147.591,10546,11703,256.185,211,307
14,1132883.766,1126749,1138854,109242.594,104358,114230,2.336,0,9,8283.909,7862,8743,0.002,0,1,14743.473,13980,15601,342.683,282,403
15,1090311.094,1082415,1098458,143772.13,137182,150608,3.482,0,12,11067.387,10516,11653,0.005,0,1,19483.235,18520,20517,456.801,378,524
16,1035716.279,1025516,1046322,187808.696,179240,196203,5.084,0,14,14747.789,14109,15449,0.008,0,1,25678.551,24254,27002,608.077,525,696
17,967019.977,954136,980956,242741.704,231444,253433,7.234,0,18,19598.766,18704,20618,0.015,0,1,33701.556,32063,35389,805.887,700,935
18,882715.292,867378,899360,309270.227,296246,321839,10.087,2,23,25967.5,24727,27274,0.019,0,1,43961.255,41867,45947,1065.163,952,1194
19,782622.075,764148,801826,386738.253,371951,401292,13.63,3,27,34268.197,32679,35853,0.022,0,1,56827.534,54064,59349,1404.061,1274,1536
20,668760.076,648409,689730,472312.279,456965,487586,18.233,5,32,45002.974,42913,47022,0.03,0,1,72559.97,69338,75497,1841.504,1669,2026
21,546090.123,525475,568108,560464.182,545102,574875,24.25,11,40,58718.893,55997,61263,0.042,0,1,91144.835,87461,94601,2400.285,2203,2591
22,422423.371,402305,444585,643195.437,628922,656173,31.922,13,50,75954.66,72419,79231,0.053,0,2,112218.949,108183,116128,3102.718,2822,3355
23,347487.993,329018,368317,671180.586,659375,681856,41.791,24,65,97177.431,92866,101066,0.074,0,2,134948.348,130356,139117,3973.154,3690,4263
