day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max
0,600599.368,600522,600672,285.94,231,349,0.0,0,0,0.0,0,0,0.0,0,0,165.323,121,218,0.0,0,0
1,600090.533,599985,600183,508.301,434,591,0.0,0,0,14.393,3,27,0.0,0,0,419.527,349,495,0.667,0,4
2,599511.032,599383,599634,715.806,618,824,0.0,0,0,50.381,25,80,0.0,0,0,732.025,630,824,2.337,0,8
3,598840.294,598678,598999,936.267,826,1056,0.0,0,0,113.852,86,174,0.0,0,0,1090.16,946,1195,5.353,0,15
4,598060.216,597869,598242,1181.251,1027,1310,0.0,0,0,207.718,158,277,0.0,0,0,1497.619,1355,1632,9.912,2,22
5,597148.343,596932,597370,1465.255,1297,1608,0.026,0,2,337.509,279,397,0.0,0,0,1955.979,1811,2101,15.977,4,31
6,596074.838,595866,596338,1803.624,1658,1956,0.13,0,3,507.559,427,597,0.0,0,0,2475.309,2315,2661,23.758,11,41
7,594810.96,594514,595062,2202.469,2066,2376,0.411,0,3,722.818,623,818,0.0,0,0,3071.657,2906,3265,32.805,17,52
8,593314.953,592974,593641,2680.863,2486,2867,0.982,0,5,992.15,875,1091,0.005,0,1,3757.799,3541,3996,42.799,20,74
9,591541.565,591212,591892,3255.311,3053,3490,1.95,0,8,1320.027,1203,1430,0.008,0,1,4556.411,4316,4834,54.289,33,84
10,589431.697,589045,589782,3947.267,3693,4153,3.27,0,12,1720.185,1597,1855,0.019,0,1,5490.159,5231,5796,67.128,42,95
11,586919.671,586482,587326,4775.172,4482,5030,4.823,0,14,2201.681,2045,2357,0.04,0,1,6593.554,6289,6899,81.876,51,114
12,583927.964,583327,584406,5768.191,5457,6047,6.886,0,17,2781.226,2617,2959,0.071,0,2,7894.495,7486,8259,99.413,52,132
13,580355.465,579617,580921,6962.586,6654,7299,9.362,1,22,3475.133,3282,3702,0.115,0,2,9439.973,9024,9790,119.729,81,157
14,576087.148,575219,576774,8397.904,8032,8765,12.448,3,30,4304.246,4104,4535,0.179,0,2,11278.738,10852,11769,143.383,107,190
15,571006.116,570107,571800,10098.119,9695,10595,16.274,4,33,5299.218,5090,5535,0.277,0,3,13468.121,12952,14044,171.23,124,228
16,564957.923,563908,565850,12115.305,11632,12572,20.61,6,38,6487.096,6234,6770,0.401,0,3,16076.724,15505,16802,205.168,161,265
17,557776.213,556596,558799,14499.717,13856,15061,25.823,10,46,7901.911,7614,8249,0.572,0,4,19180.72,18577,19942,245.165,192,321
18,549281.965,547857,550502,17284.972,16743,17889,32.079,14,53,9591.303,9240,10028,0.795,0,4,22868.811,22230,23682,292.686,231,351
19,539277.366,537725,540656,20517.405,19782,21122,39.641,18,63,11606.184,11207,12090,1.046,0,5,27233.112,26523,28215,348.512,278,422
20,527563.056,525849,529215,24226.433,23293,24861,48.246,23,73,14007.025,13563,14578,1.39,0,5,32374.101,31433,33394,415.615,339,495
21,513934.321,511775,516018,28433.252,27527,29252,58.365,34,86,16861.45,16347,17481,1.846,0,7,38397.471,37340,39616,495.02,421,574
22,498232.043,495887,500614,33110.961,32175,34084,70.266,46,107,20245.674,19680,20936,2.418,0,8,45402.41,44075,46795,589.308,476,671
23,483981.737,481341,486609,34703.203,33792,35719,84.295,60,116,24244.482,23686,25082,3.235,0,10,53335.894,52121,54854,700.013,614,801
24,467770.972,464743,470595,37640.99,36688,38519,100.705,70,144,28949.649,28267,29928,4.223,0,12,61154.311,59699,62793,827.149,725,914
25,450356.62,447133,453361,40669.486,39844,41677,119.151,89,160,34343.374,33562,35420,5.508,0,14,69343.28,67810,71074,971.388,871,1083
26,432146.384,428565,435506,43326.273,42322,44185,140.588,103,188,40471.529,39523,41728,7.137,0,17,77911.43,76328,79898,1128.855,1010,1247
