age_group,day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max,type
0,99.0,111733.70119597991,110556.25125628141,112842.38693467337,25296.691743718595,24381.6783919598,26200.0,1981.2062110552763,1898.8793969849246,2065.105527638191,1058812.5502663315,1057642.2663316582,1060134.1256281408,909.1599296482412,820.9145728643216,1017.0150753768844,9466.349658291458,9227.165829145728,9715.010050251256,22157.172753768842,21607.688442211056,22713.27638190955,average
1,99.0,54122.122547738705,53529.39698492462,54698.34673366834,12747.248894472363,12246.040201005026,13243.844221105528,61.4869095477387,44.27638190954774,82.41708542713567,534711.7107135678,534088.9597989949,535404.4070351758,65.57290452261307,45.27638190954774,95.98994974874371,34469.43983417085,33754.41206030151,35143.01005025126,797.6901306532662,751.7638190954774,846.7185929648241,average
2,99.0,57325.9503919598,56703.44221105528,57926.16582914573,13289.604236180909,12780.849246231155,13794.597989949749,63.833502512562816,46.753768844221106,83.61809045226131,556571.315603015,555893.9748743719,557245.9698492462,68.4184422110553,43.80402010050251,98.38693467336684,35933.975894472365,35259.56281407035,36661.693467336685,831.6264371859297,783.8894472361809,882.0653266331658,average
3,99.0,69375.9082361809,68633.45226130653,70081.54773869347,16179.582753768844,15570.64824120603,16807.78894472362,68.49009045226131,50.597989949748744,88.69849246231156,677915.3293768846,677141.6482412061,678769.4221105528,166.87454773869345,128.96984924623115,208.80402010050253,43749.09567336683,42914.5527638191,44568.98994974874,1012.4584472361809,959.1005025125628,1068.608040201005,average
4,99.0,62985.8456281407,62309.85929648241,63613.65829145729,14191.94318592965,13662.21608040201,14705.0,68.98314572864322,50.879396984924625,90.35678391959799,592226.783155779,591461.9547738694,592995.5025125628,474.9123065326633,413.8241206030151,543.643216080402,38374.07389949749,37669.608040201005,39135.9296482412,887.8296582914573,837.8140703517588,939.5577889447236,average
5,99.0,60118.723226130656,59441.005025125625,60749.61306532663,11995.649854271356,11571.140703517587,12417.371859296483,82.90115075376883,61.175879396984925,106.42713567839196,493344.9889447237,492584.8542713568,494144.2361809045,1097.8846683417084,994.0301507537688,1200.175879396985,32438.460874371856,31804.53768844221,33115.93969849246,750.5610603015075,702.9597989949749,799.9798994974874,average
6,99.0,66416.98093467337,65672.75879396984,67092.0351758794,12615.744819095478,12189.552763819096,13038.763819095477,131.90067839195981,104.8391959798995,160.9246231155779,513647.7722110554,512905.20603015076,514553.3768844221,3635.1042160804022,3482.527638190955,3833.3065326633164,34118.70726130653,33424.582914572864,34784.05527638191,789.6575075376885,743.4472361809045,840.4472361809045,average
7,99.0,9214.280160804019,8981.51256281407,9442.733668341709,2261.4266733668337,2046.2613065326634,2494.5175879396984,11.153251256281408,4.8542713567839195,21.688442211055275,95093.70653768844,94843.88944723619,95340.23618090453,30.874693467336684,14.93969849246231,51.35175879396985,6108.115422110553,5840.793969849246,6383.497487437186,141.30104522613064,121.8894472361809,162.38693467336682,average
,,61411.689040201,60728.459798994976,62055.81092964824,13572.236520100503,13056.048366834171,14087.73555276382,308.7443674623115,282.7820351758794,337.4045226130653,565290.5196011306,564570.3442211056,566073.4095477387,806.1002135678391,743.0358040201006,881.0841708542714,29332.27731469849,28736.90201005025,29938.515703517587,3421.037130025125,3313.5690954773872,3531.6300251256284,aoa
,,27824.287707451527,27567.25797107191,28062.44948202765,6287.635802484625,6092.894826736232,6476.086753251818,676.5767914340181,653.5693230968462,699.1256309838038,263740.44834403857,263496.79080291756,264023.1410779489,1213.6631504445158,1168.9588371831667,1271.623505436403,13764.0663902179,13547.618869014941,13981.290670305161,7574.962863041408,7396.113261287626,7755.237782460185,std
