age_group,day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max,type
0,99.0,140725.41134170853,138588.7135678392,143411.8743718593,11284.897482412058,10589.472361809045,11971.723618090453,7.684829145728643,2.869346733668342,14.969849246231156,973071.407673367,970426.6733668342,975296.0,10.333994974874376,2.9447236180904524,22.527638190954775,140412.10453266333,137450.6783919598,143280.48743718592,826.5601809045228,767.1809045226131,888.1407035175879,average
1,99.0,65901.42241708541,64700.693467336685,67303.08040201005,5685.569407035176,5309.64824120603,6062.402010050251,262.3746633165829,226.31155778894473,302.4422110552764,503387.44967839203,501994.94974874373,504571.19095477386,852.9136130653268,775.6532663316583,947.2361809045226,10928.505301507535,10591.678391959798,11279.75879396985,34059.40177889447,32958.221105527635,35163.06030150754,average
2,99.0,71144.97153266332,69808.6231155779,72659.91457286432,5922.960462311557,5538.326633165829,6307.929648241206,281.3599849246231,243.05527638190955,324.0502512562814,522423.87886432157,520928.5929648241,523740.34673366835,885.3221809045227,798.7738693467337,975.6231155778894,11383.785201005026,11037.03015075377,11727.854271356784,35480.75777889447,34312.19095477387,36635.175879396986,average
3,99.0,85504.97551256281,83912.27135678392,87371.19095477388,7213.095834170853,6745.286432160804,7690.402010050251,298.4227185929648,260.2814070351759,342.7537688442211,636042.3363668342,634193.7487437186,637714.2110552763,2158.8986281407033,2042.8693467336684,2290.814070351759,13866.624100502515,13440.24623115578,14313.5175879397,43212.0778643216,41772.33668341709,44631.70351758794,average
4,99.0,79481.34822613066,77964.23618090453,81281.95477386935,6309.802120603015,5916.849246231156,6727.733668341709,317.7422814070352,274.4070351758794,364.9899497487437,549417.2698140703,547618.6381909548,550990.688442211,6106.235678391961,5885.894472361809,6327.221105527638,12127.368271356785,11746.884422110552,12526.854271356784,37806.68092462311,36588.12060301508,39086.47236180904,average
5,99.0,83774.16728643216,82213.15577889448,85543.25125628141,5264.807130653266,4943.256281407035,5589.899497487437,444.18068341708545,389.72361809045225,501.43718592964825,440158.0813819095,438372.783919598,441736.02512562816,13822.051497487435,13512.115577889448,14145.713567839195,10122.364346733668,9788.43216080402,10458.768844221106,31540.72124120603,30491.984924623117,32584.281407035174,average
6,99.0,101353.10050251256,99585.25125628141,103353.66834170854,5456.10779396985,5132.13567839196,5784.005025125628,751.3177537688442,677.5778894472362,832.2562814070352,420516.9148844221,418492.72361809044,422299.1256281407,44890.40661306533,44210.92462311558,45595.81407035176,10486.46735678392,10136.939698492462,10822.361809045226,32684.40071356784,31650.562814070352,33789.497487437184,average
7,99.0,17489.727673366833,17294.27135678392,17672.40703517588,1009.9635527638192,931.1105527638191,1092.105527638191,55.08679899497487,40.62311557788945,72.73366834170854,83132.62411557787,82883.8944723618,83381.24120603016,370.47329648241197,321.1356783919598,424.14070351758795,1938.399256281407,1833.3417085427136,2048.7688442211056,6043.303577889447,5844.211055276382,6246.728643216081,average
,,80671.89056155778,79258.40201005025,82324.66771356785,6018.40047298995,5638.26067839196,6403.275125628141,302.27121419597995,264.3561557788945,344.4541457286432,516018.74534736184,514364.0006281407,517466.1036432161,8637.07943781407,8443.78894472362,8841.136306532662,26408.202295854273,25753.153894472365,27057.296482412057,27706.738007537686,26798.101130653267,28628.13253768844,aoa
,,34577.97120258482,34029.62845926993,35273.927970563396,2811.6239424674045,2641.2130228245765,2979.65651628247,230.5104722297216,209.39360374247613,252.86711643977975,246948.4241285008,246343.3541656924,247449.51297868075,15366.94111889693,15151.437616201945,15588.755101290164,46199.843350588766,45263.4365162697,47101.41177641006,15466.743290641627,14968.282250102899,15968.873156452559,std
