age_group,day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max,type
0,99.0,327682.74450251256,324294.95477386937,331044.4623115578,62426.38232160805,60807.959798994976,63987.48743718593,227.82584924623117,184.86934673366835,274.56281407035175,747518.6465678392,744292.8291457286,750895.0603015076,60.06333165829146,39.8391959798995,81.51256281407035,113861.153879397,111650.72864321608,115992.70351758794,3495.7359095477386,3305.170854271357,3689.2663316582916,average
1,99.0,145854.6096482412,144042.1407035176,147519.27135678392,31645.59105527638,30784.53768844221,32519.120603015075,597.9745477386934,527.9597989949749,670.5326633165829,383406.8352663316,381637.3266331658,385227.20603015076,402.1181306532663,346.63316582914575,454.48743718592965,28375.886773869344,27682.54773869347,29090.829145728643,11204.836582914573,10819.909547738693,11601.417085427136,average
2,99.0,164795.63106532666,162783.9798994975,166664.86432160804,32857.39895477387,31990.527638190953,33734.04522613066,641.0897688442211,567.3718592964824,717.0251256281407,387490.16329648235,385516.7035175879,389413.7135678392,405.2382864321607,347.6934673366834,466.54773869346735,29448.552010050254,28744.854271356784,30164.180904522615,11625.742959798994,11235.457286432162,12029.326633165829,average
3,99.0,201136.52501005022,198761.26130653266,203352.87939698494,39980.70676884422,38896.70351758794,41032.261306532666,683.6769748743721,603.7638190954774,762.929648241206,470903.0552613066,468701.1809045226,473221.3115577889,986.7886783919597,895.8341708542714,1072.5929648241206,35833.12387939698,35008.68341708543,36644.86934673367,14144.866085427135,13692.809045226131,14604.35175879397,average
4,99.0,164746.20157788944,162940.41708542712,166513.43718592965,35239.140125628146,34345.29648241206,36147.46733668342,717.2217336683418,642.4422110552764,797.321608040201,422025.6825829146,420189.02512562816,423833.44221105526,2892.6308944723623,2761.9145728643216,3050.6331658291456,31595.86861306533,30862.256281407033,32331.045226130653,12476.658185929648,12077.954773869347,12883.27135678392,average
5,99.0,151794.26838190955,150322.13065326633,153281.44723618092,29707.291005025127,28962.48743718593,30491.798994974873,939.1770301507537,849.6834170854271,1029.889447236181,340412.6136180904,338790.40201005025,341953.6231155779,6543.244633165829,6327.874371859297,6745.266331658291,26628.81320100503,26028.00502512563,27239.417085427136,10510.74734673367,10150.70351758794,10876.72864321608,average
6,99.0,167586.50279899497,165987.88944723617,169131.94974874373,31173.355924623116,30389.27638190955,31963.35175879397,1496.2106783919598,1385.3015075376884,1603.748743718593,335890.9479095477,334310.66834170854,337543.0904522613,21338.14096482412,20943.195979899498,21737.366834170854,27928.2111959799,27313.306532663315,28574.19095477387,11024.197758793971,10662.180904522613,11390.608040201005,average
7,99.0,18050.63935678392,17734.26633165829,18336.56783919598,5627.280296482412,5320.457286432161,5924.56783919598,113.92650251256282,86.56281407035176,145.06532663316582,75511.38884924624,75163.01005025125,75902.39698492462,209.27248743718596,165.643216080402,253.07035175879398,5045.559552763819,4843.778894472362,5260.542713567839,1992.4511306532665,1860.8793969849246,2125.954773869347,average
,,167705.89029271356,165858.38002512563,169480.6099246231,33582.14330653267,32687.15577889447,34475.012562814074,677.137885678392,605.9943467336684,750.1344221105528,395394.91666896985,393575.1432160804,397248.7305276382,4104.687175879397,3978.57851758794,4232.6846733668335,37339.64613819096,36516.770100502516,38162.22236180904,9559.404494974875,9225.633165829146,9900.115577889446,aoa
,,84392.61744136504,83547.08461309233,85236.0569745785,15502.276188244057,15138.797693199533,15849.550058770696,425.5834476789367,400.49503401291804,448.6519909139741,184969.9760901844,184182.5560944552,185794.0447723432,7300.264581257953,7178.614240113635,7422.345714314314,32248.200754481346,31658.224038842254,32806.589431691114,4368.582002061864,4257.487617469811,4482.419442509187,std
