day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max
0,665419.195,665402,665435,23.118,7,38,0.0,0,0,0.0,0,0,0.0,0,0,5.577,0,19,0.0,0,0
1,665384.253,665356,665408,42.802,23,64,0.0,0,0,0.745,0,7,0.0,0,0,14.389,4,29,0.15,0,2
2,665344.718,665307,665380,61.233,36,88,0.0,0,0,2.639,0,9,0.0,0,0,25.918,9,48,0.593,0,5
3,665300.137,665261,665341,79.916,47,114,0.0,0,0,6.022,0,16,0.0,0,0,39.136,16,61,1.401,0,7
4,665249.14,665198,665297,99.786,66,136,0.0,0,0,10.898,2,24,0.0,0,0,53.97,30,80,2.657,0,10
5,665191.167,665133,665246,121.47,82,164,0.011,0,1,17.827,5,34,0.0,0,0,70.106,45,101,4.211,0,12
6,665125.464,665057,665189,144.715,110,194,0.066,0,2,26.976,13,50,0.0,0,0,88.076,56,124,6.102,0,14
7,665050.245,664984,665113,170.915,123,213,0.164,0,3,38.976,21,66,0.0,0,0,108.079,75,143,8.272,1,19
8,664965.667,664885,665037,199.319,151,255,0.281,0,3,53.786,32,84,0.0,0,0,130.168,92,169,10.706,2,24
9,664869.105,664783,664950,231.794,187,285,0.442,0,4,71.741,47,99,0.001,0,1,154.247,114,207,13.561,4,28
10,664760.607,664671,664852,267.145,219,324,0.662,0,4,93.371,64,126,0.002,0,1,181.31,134,242,16.83,4,35
11,664638.565,664529,664743,306.577,241,365,0.927,0,5,119.146,83,159,0.002,0,1,210.916,161,260,20.512,7,43
12,664500.422,664377,664620,351.249,283,419,1.294,0,5,149.075,115,188,0.002,0,1,243.491,187,300,24.65,11,46
13,664346.492,664203,664498,399.506,332,480,1.717,0,7,183.738,141,226,0.003,0,1,280.152,226,338,29.223,15,48
14,664173.954,664015,664342,453.091,364,531,2.251,0,8,223.926,182,273,0.005,0,1,320.611,260,389,34.229,16,57
15,663980.106,663803,664173,512.987,411,604,2.829,0,9,270.835,222,320,0.008,0,1,364.968,296,436,39.72,20,61
16,663763.249,663566,663978,579.543,492,661,3.495,0,10,323.995,268,388,0.012,0,1,414.531,327,511,46.03,24,72
