day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max
0,113093.0,113093,113093,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
1,113093.0,113093,113093,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
2,113093.0,113093,113093,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
3,113093.0,113093,113093,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
4,113093.0,113093,113093,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5,113093.0,113093,113093,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
6,113093.0,113093,113093,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7,113092.995,113092,113093,0.005,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
8,113092.974,113091,113093,0.026,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
9,113092.916,113091,113093,0.081,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.002,0,1,0.0,0,0
10,113092.797,113090,113093,0.19,0,3,0.0,0,0,0.0,0,0,0.0,0,0,0.009,0,1,0.0,0,0
11,113092.53,113089,113093,0.449,0,4,0.0,0,0,0.0,0,0,0.0,0,0,0.01,0,1,0.0,0,0
12,113092.09,113087,113093,0.852,0,6,0.0,0,0,0.0,0,0,0.0,0,0,0.032,0,1,0.0,0,0
13,113091.312,113086,113093,1.546,0,6,0.0,0,0,0.003,0,1,0.0,0,0,0.087,0,2,0.001,0,1
14,113090.142,113083,113093,2.569,0,10,0.0,0,0,0.006,0,1,0.0,0,0,0.174,0,3,0.003,0,1
15,113088.444,113079,113093,4.037,0,13,0.0,0,0,0.022,0,2,0.0,0,0,0.302,0,4,0.011,0,1
16,113086.134,113075,113093,5.95,0,15,0.0,0,0,0.035,0,2,0.0,0,0,0.532,0,5,0.019,0,1
17,113082.84,113068,113092,8.721,1,21,0.0,0,0,0.073,0,2,0.0,0,0,0.843,0,6,0.036,0,2
18,113078.499,113062,113091,12.261,1,25,0.0,0,0,0.115,0,2,0.0,0,0,1.301,0,7,0.065,0,2
19,113072.684,113055,113087,16.915,4,31,0.0,0,0,0.168,0,3,0.0,0,0,1.972,0,7,0.096,0,2
20,113065.128,113042,113083,22.926,7,43,0.001,0,1,0.255,0,3,0.0,0,0,2.84,0,11,0.148,0,2
21,113055.484,113028,113074,30.457,13,53,0.001,0,1,0.381,0,3,0.0,0,0,4.048,0,13,0.227,0,4
22,113043.433,113019,113067,39.636,20,62,0.001,0,1,0.557,0,4,0.0,0,0,5.664,0,14,0.342,0,5
23,113028.238,113000,113057,51.145,26,77,0.001,0,1,0.81,0,6,0.0,0,0,7.719,0,18,0.507,0,5
24,113009.51,112981,113038,65.126,39,93,0.004,0,1,1.179,0,6,0.0,0,0,10.343,2,21,0.72,0,5
25,112986.725,112951,113018,81.821,54,113,0.007,0,1,1.662,0,7,0.0,0,0,13.702,2,25,1.033,0,6
26,112958.879,112919,112993,102.134,73,139,0.01,0,1,2.361,0,8,0.0,0,0,17.727,5,32,1.372,0,6
27,112924.931,112877,112968,126.338,90,172,0.013,0,1,3.211,0,10,0.0,0,0,23.02,9,38,1.856,0,8
28,112884.321,112840,112938,155.096,114,197,0.017,0,1,4.304,0,12,0.0,0,0,29.448,12,48,2.47,0,11
29,112835.484,112778,112892,189.321,144,238,0.024,0,1,5.729,0,16,0.0,0,0,37.238,17,57,3.28,0,13
30,112777.346,112723,112844,229.481,185,275,0.04,0,2,7.499,0,21,0.0,0,0,46.853,24,71,4.224,0,13
31,112708.379,112638,112778,277.008,222,333,0.053,0,2,9.787,1,24,0.0,0,0,58.012,31,85,5.449,0,15
32,112627.63,112540,112706,331.984,271,396,0.063,0,2,12.673,3,27,0.001,0,1,71.568,43,102,6.933,1,20
33,112533.291,112431,112630,395.282,320,475,0.088,0,2,16.102,5,30,0.001,0,1,87.866,59,119,8.818,1,21
34,112424.554,112295,112526,466.856,385,568,0.105,0,2,20.584,7,36,0.001,0,1,106.937,70,141,10.977,2,25
35,112299.714,112172,112416,548.143,434,633,0.148,0,3,25.912,10,43,0.001,0,1,129.266,92,168,13.558,4,29
36,112159.265,112042,112292,637.261,548,718,0.196,0,3,32.509,14,56,0.001,0,1,155.464,120,192,16.697,6,35
37,112001.385,111880,112164,735.414,627,836,0.25,0,3,40.491,21,68,0.002,0,1,185.825,142,237,20.388,8,38
38,111825.489,111704,112001,842.296,735,955,0.292,0,3,50.063,27,80,0.005,0,1,220.519,170,277,24.642,7,42
39,111632.22,111488,111818,957.173,854,1089,0.367,0,3,61.673,35,95,0.007,0,1,259.469,208,315,29.761,13,49
40,111420.167,111274,111621,1079.886,959,1219,0.451,0,3,75.106,48,113,0.008,0,1,303.778,242,357,35.631,16,58
41,111190.74,111023,111402,1208.33,1084,1351,0.556,0,4,91.016,59,132,0.017,0,2,353.347,286,409,42.21,21,64
42,110944.699,110776,111148,1342.146,1216,1490,0.684,0,4,109.713,73,151,0.024,0,2,407.698,336,480,49.765,27,72
43,110682.054,110497,110923,1479.167,1347,1622,0.833,0,5,131.488,90,172,0.034,0,2,467.654,392,536,58.408,35,82
44,110403.092,110201,110674,1620.037,1477,1765,0.963,0,6,156.805,110,203,0.051,0,2,532.381,458,606,68.271,44,95
45,110109.141,109866,110385,1762.516,1630,1922,1.113,0,6,185.682,138,228,0.066,0,2,602.388,521,688,79.405,53,108
46,109800.869,109531,110077,1906.419,1769,2055,1.305,0,6,218.599,168,262,0.093,0,2,677.694,603,766,91.101,58,125
47,109479.237,109167,109766,2049.848,1899,2237,1.501,0,6,255.357,203,303,0.125,0,3,758.438,647,874,104.394,69,139
48,109144.603,108855,109430,2192.832,2034,2363,1.68,0,6,297.74,231,356,0.147,0,3,843.402,727,962,119.063,82,153
49,108800.084,108539,109081,2332.359,2154,2517,1.907,0,7,345.044,274,415,0.187,0,3,932.701,815,1059,135.002,97,178
50,108444.111,108154,108705,2471.124,2273,2674,2.094,0,7,397.255,328,468,0.229,0,3,1026.518,918,1157,151.877,113,192
51,108079.237,107772,108381,2605.03,2425,2798,2.329,0,7,455.673,376,540,0.277,0,3,1124.005,996,1254,170.045,134,214
