day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max
0,709983.319,709903,710067,631.501,554,705,0.0,0,0,0.0,0,0,0.0,0,0,40.713,15,64,0.0,0,0
1,709230.699,709103,709339,1280.352,1167,1392,0.0,0,0,30.706,7,56,0.0,0,0,88.044,55,121,1.421,0,7
2,708378.745,708225,708537,1977.423,1829,2120,0.0,0,0,96.63,60,133,0.0,0,0,138.413,93,188,5.302,0,15
3,707404.314,707191,707605,2741.673,2553,2923,0.0,0,0,201.038,145,257,0.0,0,0,191.811,131,253,13.004,3,26
4,706280.727,706054,706514,3595.606,3391,3772,0.0,0,0,345.263,283,424,0.0,0,0,250.242,187,328,25.321,12,46
5,704971.728,704697,705247,4567.581,4333,4843,0.003,0,1,533.863,464,619,0.0,0,0,315.421,239,391,43.365,25,65
6,703451.265,703162,703785,5674.53,5421,5951,0.02,0,2,771.817,673,880,0.0,0,0,388.188,311,466,68.107,38,97
7,701673.994,701289,702011,6951.489,6644,7275,0.104,0,3,1063.921,962,1187,0.0,0,0,472.744,396,563,100.751,68,141
8,699595.877,699125,700041,8429.145,8069,8803,0.267,0,3,1420.944,1278,1563,0.001,0,1,568.424,476,667,142.118,107,187
9,697163.675,696631,697679,10144.493,9727,10620,0.648,0,6,1850.912,1689,2017,0.001,0,1,680.745,570,787,192.646,148,253
10,694313.678,693683,694963,12141.675,11632,12609,1.284,0,7,2368.238,2183,2544,0.003,0,1,809.919,705,916,254.723,205,312
11,690976.36,690156,691815,14467.482,13822,15124,2.314,0,8,2984.112,2771,3196,0.005,0,1,961.955,815,1095,328.225,276,401
12,687068.065,686031,688095,17183.412,16409,18014,3.745,0,11,3719.466,3525,3929,0.012,0,1,1134.254,1001,1272,415.75,350,493
13,682499.387,681315,683771,20345.546,19402,21232,5.902,0,14,4586.547,4353,4836,0.025,0,1,1340.251,1212,1491,519.897,455,591
14,677156.331,675954,678608,24034.51,23020,24910,8.593,1,18,5615.413,5372,5929,0.039,0,1,1575.945,1415,1743,641.358,553,721
15,670926.51,669578,672690,28318.843,27136,29316,12.225,2,23,6827.912,6496,7176,0.068,0,1,1852.091,1670,2049,783.902,694,879
16,663659.897,662043,665674,33302.464,31901,34624,16.555,5,29,8253.636,7861,8648,0.109,0,2,2178.56,1974,2383,950.675,852,1064
17,655211.056,653372,657569,39076.036,37335,40432,21.956,9,39,9937.825,9538,10363,0.176,0,2,2548.041,2347,2752,1146.0,1028,1264
18,645411.352,643335,648095,45742.534,43682,47251,28.673,13,46,11907.603,11431,12468,0.273,0,4,2987.587,2736,3211,1374.049,1241,1503
19,634066.452,631566,636817,53429.109,51495,55344,36.785,20,61,14220.151,13625,14843,0.386,0,4,3490.645,3223,3753,1639.31,1494,1810
20,621001.677,618146,624252,62237.267,60005,64338,46.481,27,71,16924.767,16242,17597,0.555,0,4,4067.763,3826,4394,1947.864,1764,2106
21,606018.82,602635,609551,72267.89,69830,74759,57.942,37,80,20083.021,19350,20830,0.797,0,5,4731.979,4407,5049,2307.747,2140,2497
22,588945.273,585044,592942,83601.982,81041,86294,71.289,45,99,23760.685,22962,24622,1.107,0,6,5488.816,5121,5847,2725.348,2510,2942
23,577086.846,572778,581414,88868.902,86182,91617,86.737,57,120,28028.38,26955,29135,1.566,0,7,6319.81,5946,6681,3206.681,2932,3422
24,563542.424,558823,568013,95412.591,92717,98358,104.623,72,144,32950.64,31615,34146,2.139,0,8,6831.499,6418,7236,3761.899,3483,4021
25,548622.191,543321,553583,102813.536,99720,106165,124.763,94,174,38287.284,36872,39766,2.909,0,10,7352.81,6952,7724,4388.17,4096,4623
26,532452.463,526883,537881,110881.961,107482,114356,147.335,113,194,44054.297,42546,45700,3.964,0,11,7916.32,7546,8299,5080.355,4754,5384
27,515086.11,509274,520714,119509.54,116103,122919,173.002,132,220,50295.138,48600,51943,5.38,0,15,8529.507,8123,8945,5834.242,5475,6165
28,496612.839,490357,502731,128562.689,125110,131862,200.878,157,248,57045.937,55124,58767,7.227,1,18,9200.068,8784,9709,6650.824,6286,7002
29,477103.36,470545,483512,137935.63,134394,141422,231.163,188,284,64362.354,62018,66651,9.644,1,22,9899.371,9503,10346,7525.873,7159,7872
30,456676.835,449719,463297,147486.962,143935,151091,263.191,218,315,72277.311,69886,74602,12.869,3,28,10628.067,10115,11126,8458.827,8064,8814
31,435440.872,428309,442316,157100.955,153754,160507,296.362,239,360,80810.03,77959,83188,16.971,4,33,11374.648,10876,11971,9447.235,9014,9867
32,413541.182,406293,420510,166612.556,163152,170043,330.198,276,392,89993.613,87025,92914,22.102,6,40,12130.775,11621,12656,10487.641,10078,10963
33,391139.64,383576,398459,175883.656,172517,179306,362.66,315,429,99834.435,96457,103007,28.641,13,44,12882.473,12310,13447,11583.843,11129,12047
34,368397.975,360691,375943,184760.284,181408,188064,393.403,335,451,110337.317,106585,113852,36.565,20,57,13616.15,13132,14175,12728.521,12197,13240
35,345509.93,337708,353055,193085.369,189655,196082,421.892,360,485,121494.795,117707,125275,46.135,25,69,14330.152,13836,14843,13917.937,13456,14460
36,322647.973,314826,330372,200732.698,197353,203707,447.102,389,511,133296.535,129178,137342,57.252,30,83,14997.983,14540,15524,15158.481,14691,15717
37,300032.835,292262,307830,207529.752,204363,210245,468.974,400,536,145720.21,141470,149946,70.288,39,98,15614.105,15041,16105,16435.929,15954,17015
38,277848.724,270236,285878,213355.034,210251,215801,487.633,421,564,158733.275,154074,163250,85.343,49,114,16170.366,15527,16672,17744.259,17223,18343
39,256262.123,248877,263945,218121.13,215459,220404,502.696,429,574,172288.378,167757,176978,102.56,60,137,16659.108,16016,17153,19084.591,18560,19754
40,235435.093,228536,242921,221757.134,219026,223729,515.196,434,597,186342.234,181513,191096,121.423,70,157,17062.519,16535,17597,20440.162,19760,21044
41,215513.37,209085,222724,224199.773,222001,225828,524.927,456,614,200839.811,195552,205850,142.455,94,183,17370.802,16781,17941,21803.265,21202,22448
42,196603.838,190500,203282,225437.617,223642,226841,532.733,460,622,215708.87,210502,220994,165.503,116,208,17590.114,17018,18077,23156.435,22541,23850
