age_group,day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max,type
0,99.0,116105.46682914575,115209.69849246231,116987.76381909547,57425.64263819096,56463.28643216081,58422.34170854271,140.76846231155778,112.46231155778895,171.92964824120602,1039169.6445075378,1038155.0502512563,1040155.6180904523,171.3404120603015,131.6281407035176,207.5175879396985,34651.37047738694,34073.884422110554,35215.55778894472,9920.446547738693,9684.140703517587,10155.437185929648,average
1,99.0,51544.272341708536,51092.19095477387,52001.66331658291,28939.722839195983,28362.743718592967,29495.688442211056,312.7150804020101,271.7638190954774,359.36180904522615,503612.4512060302,503042.75376884424,504247.0150753769,934.7148994974872,845.1809045226131,1022.9899497487437,1346.8917989949748,1275.6130653266332,1415.78391959799,26809.55732663317,26397.70351758794,27229.849246231155,average
2,99.0,54860.4980753769,54405.27135678392,55334.66331658291,30169.237608040206,29551.834170854272,30735.095477386934,331.5018442211056,288.02010050251255,378.49748743718595,523922.1303115578,523287.648241206,524560.4422110553,971.4041256281404,878.7185929648241,1065.3819095477386,1403.6071407035176,1334.4522613065326,1473.9497487437186,27950.89686934674,27501.869346733667,28415.120603015075,average
3,99.0,66263.35034673367,65737.80904522612,66867.35175879397,36731.54890452261,36045.0703517588,37404.57788944724,352.9569899497488,307.63819095477385,403.0753768844221,637215.4137386935,636456.3015075377,637949.3065326633,2370.3472160804017,2233.8693467336684,2504.5829145728644,1709.6384824120607,1633.7035175879396,1789.4371859296482,34028.10086432161,33508.18090452261,34535.19095477387,average
4,99.0,59544.044904522605,59067.27638190955,60075.150753768845,32223.16316080402,31610.015075376883,32857.306532663315,375.33768844221106,328.1507537688442,426.47738693467335,552832.1263115578,552086.5376884422,553570.4271356784,6747.350251256281,6537.78391959799,6968.51256281407,1498.7697889447231,1423.4422110552764,1574.6884422110552,29850.712256281407,29353.56783919598,30308.24120603015,average
5,99.0,56796.221839195976,56409.427135678394,57225.53768844221,27245.72004522613,26739.527638190953,27747.608040201005,498.2010703517588,441.22613065326635,559.7085427135678,451075.66614572867,450311.8140703518,451805.8894472362,15590.753331658292,15238.788944723618,15942.0,1267.875864321608,1198.819095477387,1333.7035175879396,25246.5268241206,24830.26633165829,25657.75376884422,average
6,99.0,62304.043603015074,61876.572864321606,62725.005025125625,28675.839834170853,28173.688442211056,29189.45728643216,799.9479145728644,726.6733668341709,881.5025125628141,436709.7167437186,435740.6432160804,437733.5477386935,51688.00821608041,50968.01005025126,52315.76884422111,1334.1324371859296,1266.502512562814,1404.5477386934674,26573.79755778895,26165.608040201005,26984.08040201005,average
7,99.0,9623.345869346735,9416.994974874371,9816.829145728643,5137.322422110553,4861.276381909548,5432.050251256282,49.49789447236181,33.7035175879397,68.20100502512562,88469.53897989947,88214.01507537688,88713.34673366834,433.17002010050254,378.3969849246231,500.8291457286432,238.70674371859297,211.64824120603015,267.73366834170855,4750.398371859295,4570.653266331658,4936.51256281407,average
,,59630.15547613066,59151.905150753766,60129.24560301507,30818.524681532665,30225.93027638191,31410.515703517587,357.6158680904523,313.70477386934675,406.0942211055276,529125.8359930904,528411.845477387,529841.949120603,9863.386059045228,9651.547110552763,10065.947864321608,5431.374091708544,5302.258165829146,5559.425251256282,23141.304577261308,22751.498743718592,23527.77324120603,aoa
,,28877.723703448082,28690.101084788574,29066.058861235768,14271.386165325412,14080.55993605239,14466.780397748573,226.90939429634133,209.88712043264863,245.52723473115887,262373.39346424775,262189.6192452213,262548.3098825655,17686.19437162268,17460.648090479,17879.79356644618,11814.740698379836,11633.125016903114,11991.423954724307,10207.54082537118,10088.40043221788,10321.03775893856,std
