day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max
0,632642.574,632630,632651,4.757,0,14,0.0,0,0,0.0,0,0,0.0,0,0,3.898,0,17,0.0,0,0
1,632628.791,632609,632645,10.471,0,24,0.0,0,0,0.563,0,4,0.0,0,0,8.866,1,23,0.109,0,3
2,632610.058,632577,632630,17.908,4,38,0.0,0,0,1.893,0,10,0.0,0,0,15.118,4,29,0.366,0,4
3,632584.047,632544,632615,28.709,9,53,0.0,0,0,4.159,0,13,0.0,0,0,23.166,10,43,0.896,0,6
4,632546.999,632483,632591,44.622,20,76,0.0,0,0,7.556,0,20,0.0,0,0,34.181,12,54,1.711,0,7
5,632492.899,632420,632551,69.074,36,113,0.004,0,1,12.611,2,28,0.0,0,0,49.347,27,79,2.907,0,11
6,632411.542,632299,632497,107.254,61,159,0.032,0,2,19.891,4,37,0.0,0,0,71.279,43,104,4.528,0,12
7,632288.683,632129,632419,165.957,102,249,0.099,0,3,30.678,14,55,0.001,0,1,104.099,54,151,6.872,0,17
8,632098.927,631901,632293,259.903,171,372,0.265,0,3,46.468,22,83,0.004,0,1,153.935,94,215,10.063,2,22
9,631806.337,631478,632121,405.189,244,622,0.532,0,4,69.621,38,125,0.007,0,1,231.177,151,317,14.575,4,31
10,631349.795,630805,631828,635.225,400,939,0.939,0,5,104.246,56,161,0.017,0,1,351.935,222,492,21.438,7,40
11,630634.453,629783,631401,1000.451,579,1435,1.597,0,7,157.239,91,220,0.034,0,1,538.104,352,767,31.712,11,55
12,629511.015,628016,630667,1574.405,1007,2376,2.533,0,10,238.46,145,339,0.073,0,2,832.634,509,1213,47.619,23,79
13,627745.429,625325,629526,2477.386,1626,3804,3.894,0,12,364.026,215,512,0.132,0,2,1296.932,778,1918,72.182,41,116
14,624972.092,621150,627797,3896.448,2468,5897,6.081,0,17,560.299,320,802,0.209,0,3,2027.158,1281,3047,110.121,61,202
15,620616.832,614720,625125,6124.355,3749,9109,9.509,1,24,866.832,529,1265,0.327,0,3,3175.059,2025,4801,169.445,109,277
16,613798.657,604640,620957,9603.499,5864,14138,14.706,2,31,1345.633,859,1961,0.551,0,5,4978.883,3159,7525,262.301,172,391
17,603194.125,588907,614345,14975.426,9166,22204,22.735,9,44,2099.592,1357,3061,0.91,0,5,7802.831,4944,11658,408.396,253,622
18,586866.351,565228,603946,23155.398,14545,33974,35.021,14,60,3278.594,2113,4810,1.52,0,7,12194.739,7659,18123,635.731,374,972
19,562167.465,530145,587773,35244.535,22693,50449,54.423,24,89,5122.319,3253,7527,2.544,0,8,18969.075,12010,28206,993.79,633,1511
20,525780.43,480014,563097,52454.29,34882,73293,83.924,49,125,7990.718,5092,11852,4.3,0,14,29213.385,18670,42493,1549.452,973,2287
21,474326.837,413043,527334,75358.12,51819,100198,128.813,76,182,12409.872,7928,18130,7.496,0,20,44320.57,28706,63611,2404.676,1522,3546
22,405933.086,330946,476118,102736.04,74811,127308,195.668,108,286,19118.165,12254,27833,13.509,2,32,65688.834,43596,91580,3699.33,2387,5434
23,344192.84,263767,425107,108588.911,85010,125477,294.338,196,421,29086.474,18858,41628,25.574,7,54,94025.106,65008,125000,5604.508,3626,7996
24,273529.562,196025,360365,120160.559,103738,125742,431.874,295,602,43405.9,28792,60684,50.392,21,101,120368.52,86637,152883,8303.365,5529,11570
25,207340.602,139236,293414,120949.833,114080,122989,611.09,423,808,61889.967,41971,84526,100.503,44,209,147129.219,112466,176180,11668.152,7941,15597
26,150939.064,95927,229046,111536.61,95427,117773,820.384,582,1025,84768.245,59411,112449,199.892,100,367,170235.913,137954,192378,15592.114,11066,20032
27,106322.329,64505,171265,95461.019,74709,110712,1026.502,804,1217,111722.818,80974,143591,388.69,181,693,186469.41,160676,199381,19781.776,14720,24464
28,73223.058,43452,123527,76612.915,54901,98328,1183.468,1012,1337,141997.321,106385,176840,712.643,370,1161,194384.675,177993,199163,23800.368,18645,28189
29,49889.875,29329,86484,58257.493,39070,82275,1264.178,1144,1402,174401.212,135086,210917,1183.307,647,1762,194156.291,187944,195809,27400.162,22608,31202
30,33988.007,20034,59519,42452.182,26988,64549,1310.118,1188,1442,207765.376,166336,244657,1791.732,1082,2506,187177.468,175626,191746,30256.36,26313,33182
31,23349.33,13875,40925,29994.12,18666,47939,1351.015,1234,1487,241023.262,198624,277331,2520.782,1663,3391,175374.976,159438,186723,32198.833,29208,33937
32,16279.92,9848,28361,20739.601,12557,34218,1392.63,1280,1514,273299.849,231495,308215,3348.254,2415,4327,160708.048,142780,177167,33214.136,31354,34172
33,11561.607,7104,19807,14174.469,8597,24151,1435.017,1336,1554,303964.489,264005,336884,4245.135,3254,5249,144767.265,126153,163568,33408.56,32668,34042
34,8381.311,5262,13984,9641.175,5684,16860,1477.763,1354,1636,332609.902,295304,363037,5179.673,4135,6221,128736.659,110847,147993,32944.198,31954,33592
35,6204.532,4015,9980,6568.52,3813,11861,1520.632,1399,1654,358994.315,324453,386823,6129.279,5036,7190,113394.836,96621,132117,31999.486,30781,33012
36,4688.167,3138,7326,4512.492,2662,8114,1561.467,1429,1724,383070.913,351245,408261,7071.112,5942,8148,99163.58,83828,117119,30738.252,29140,32064
37,3615.068,2458,5516,3130.408,1917,5603,1601.687,1487,1744,404878.139,375972,427416,7989.763,6869,9027,86256.474,72542,102753,29293.613,27565,30861
38,2839.424,2000,4222,2201.11,1290,3766,1638.469,1512,1779,424516.793,398040,444843,8873.593,7836,9860,74740.569,62489,89916,27755.679,26008,29618
39,2269.551,1617,3332,1572.887,909,2672,1673.45,1533,1811,442140.479,418001,460501,9717.723,8739,10675,64575.008,53701,78276,26200.065,24415,28050
40,1844.132,1350,2648,1142.718,658,1938,1706.901,1568,1847,457939.547,436238,474164,10517.764,9591,11439,55663.887,46239,67727,24655.128,22859,26566
41,1521.009,1083,2168,844.521,555,1395,1737.63,1616,1896,472076.009,452515,486451,11275.096,10400,12144,47907.882,39737,58532,23147.061,21529,25116
42,1272.386,928,1788,633.6,394,1036,1764.125,1638,1909,484718.761,467210,497571,11988.366,11137,12820,41184.132,34249,50368,21708.944,20310,23761
43,1078.154,796,1481,482.478,310,834,1790.111,1680,1946,496039.682,480146,507508,12660.809,11896,13464,35366.894,29355,43379,20338.686,18985,22351
44,924.871,697,1237,372.915,212,623,1813.44,1690,1966,506175.713,492015,516387,13288.723,12546,14060,30353.008,25174,37266,19042.52,17785,20910
45,802.321,613,1055,292.077,162,476,1833.718,1712,1959,515262.624,502576,524619,13878.689,13139,14616,26031.886,21514,32049,17823.271,16611,19482
46,702.425,535,921,232.842,147,358,1851.897,1710,1990,523424.028,512089,531977,14432.54,13700,15148,22315.47,18393,27503,16670.936,15594,18077
47,620.939,477,806,187.562,102,260,1867.806,1740,1990,530763.503,520439,538506,14950.87,14247,15628,19124.885,15692,23713,15584.271,14525,17018
48,554.05,429,715,152.236,88,227,1880.297,1741,2006,537373.963,528130,544406,15436.201,14776,16089,16385.045,13378,20264,14567.081,13488,15827
49,497.846,376,633,125.338,67,190,1891.985,1750,2015,543331.942,534913,549673,15890.096,15265,16532,14036.806,11484,17429,13613.869,12521,14925
50,450.797,337,568,104.072,59,166,1901.278,1725,2020,548717.068,541069,554497,16314.134,15733,16953,12021.13,9846,14901,12722.674,11666,13999
51,411.199,313,521,86.667,48,134,1907.543,1759,2045,553587.826,546663,558921,16711.554,16131,17342,10295.948,8470,12806,11887.85,10929,13011
52,377.323,289,474,73.479,37,110,1911.439,1764,2027,558005.237,551699,562789,17084.79,16535,17664,8815.025,7205,10960,11105.43,10214,12133
53,348.297,263,438,62.506,33,102,1914.275,1768,2048,562013.488,556386,566377,17433.272,16871,17973,7548.215,6226,9354,10375.86,9547,11254
54,323.43,246,409,53.468,27,87,1915.167,1761,2041,565660.242,560565,569605,17758.787,17225,18244,6463.245,5336,7995,9689.004,8901,10561
55,301.798,229,386,45.844,18,81,1915.103,1791,2033,568981.116,564332,572653,18063.462,17527,18549,5533.247,4578,6853,9053.076,8209,9946
56,283.057,219,363,39.808,15,71,1912.346,1782,2026,572009.931,567700,575412,18348.991,17807,18815,4737.77,3931,5833,8458.929,7651,9279
57,266.773,203,350,34.341,9,64,1908.174,1778,2018,574779.93,570841,577873,18616.521,18093,19093,4055.165,3319,4979,7900.646,7166,8693
58,252.114,184,330,30.307,10,53,1901.985,1790,2010,577307.792,573722,580118,18867.987,18339,19348,3472.811,2827,4228,7384.007,6651,8148
59,239.34,168,316,26.676,11,48,1893.718,1777,2008,579630.914,576291,582118,19104.294,18597,19587,2972.524,2434,3653,6898.255,6242,7608
60,228.018,162,301,23.464,7,44,1884.22,1757,2014,581762.036,578635,584033,19324.504,18824,19795,2545.73,2094,3155,6440.176,5883,7090
61,217.808,157,280,21.087,6,41,1874.084,1754,1995,583717.751,580839,585762,19531.094,19030,20014,2179.842,1810,2703,6015.848,5521,6643
62,208.841,151,264,18.625,3,39,1862.192,1751,1971,585517.986,582858,587312,19724.794,19199,20206,1867.13,1536,2326,5617.589,5210,6167
63,200.767,145,255,16.569,2,37,1849.146,1728,1962,587176.748,584733,588886,19906.792,19387,20384,1600.241,1304,2011,5244.653,4825,5863
64,193.51,140,249,14.907,3,34,1833.508,1696,1953,588704.928,586401,590381,20077.025,19549,20554,1370.654,1121,1744,4899.027,4492,5493
65,186.966,137,242,13.401,2,35,1816.6,1685,1944,590115.787,588040,591727,20237.291,19732,20716,1175.129,947,1500,4576.048,4192,5100
66,181.138,134,232,11.983,1,30,1797.982,1683,1904,591419.706,589426,592939,20388.027,19887,20868,1007.289,807,1303,4273.091,3927,4818
67,175.712,132,225,11.009,1,25,1779.724,1659,1900,592625.53,590794,594075,20529.272,20021,21009,863.824,685,1097,3991.065,3677,4431
68,171.006,129,217,9.558,1,23,1759.596,1631,1885,593741.66,592047,595083,20662.036,20162,21136,740.659,580,946,3728.542,3406,4134
69,166.709,125,213,8.645,0,22,1738.653,1610,1878,594776.76,593203,596025,20786.891,20302,21252,635.572,481,811,3480.827,3160,3860
70,162.956,123,208,7.76,0,19,1717.115,1580,1866,595733.85,594302,596943,20904.875,20402,21365,545.479,432,698,3253.031,2963,3579
71,159.392,118,202,7.168,1,19,1694.53,1579,1828,596624.619,595266,597776,21016.079,20502,21465,467.845,362,613,3037.329,2747,3382
72,156.166,117,198,6.617,0,18,1670.96,1562,1802,597451.294,596174,598510,21120.262,20588,21573,402.012,299,522,2837.507,2550,3157
73,153.002,114,195,6.239,0,18,1645.772,1538,1787,598219.334,596996,599227,21218.849,20687,21670,345.586,257,456,2651.308,2383,2987
74,150.092,112,191,5.83,0,18,1619.872,1507,1785,598935.047,597823,599890,21312.125,20790,21769,297.208,216,394,2475.346,2224,2852
75,147.481,111,190,5.331,0,16,1593.564,1478,1722,599600.669,598596,600482,21399.873,20870,21867,255.514,190,338,2312.984,2082,2604
76,145.157,109,188,4.894,0,15,1567.273,1451,1690,600221.062,599290,601014,21482.553,20944,21936,219.7,159,292,2159.23,1955,2421
77,143.081,106,186,4.415,0,13,1540.029,1401,1664,600798.87,599938,601596,21560.682,21026,22015,189.206,136,256,2016.37,1817,2278
78,141.03,104,182,4.184,0,14,1512.201,1345,1629,601337.011,600482,602112,21634.627,21095,22088,163.063,109,222,1883.043,1690,2092
79,139.257,101,180,3.709,0,12,1483.76,1301,1604,601840.372,601032,602567,21704.411,21161,22169,140.693,101,194,1757.587,1573,1943
80,137.641,99,180,3.452,0,12,1455.113,1265,1578,602308.805,601560,602994,21770.838,21228,22231,121.121,82,168,1641.701,1474,1849
81,136.055,97,179,3.216,0,12,1425.292,1243,1546,602747.177,602017,603390,21833.487,21292,22296,104.735,70,144,1532.861,1339,1724
82,134.601,95,178,2.972,0,10,1395.432,1225,1526,603156.398,602450,603799,21892.902,21344,22370,90.292,58,126,1431.619,1259,1600
83,133.252,95,175,2.769,0,11,1365.65,1226,1519,603538.536,602841,604157,21949.063,21408,22438,78.092,48,110,1337.84,1196,1514
84,132.047,91,173,2.57,0,11,1335.404,1197,1484,603896.567,603242,604529,22002.221,21456,22492,67.524,43,99,1250.387,1109,1408
85,130.905,90,171,2.428,0,9,1304.734,1163,1447,604231.202,603560,604852,22053.028,21498,22553,58.325,32,86,1167.303,1033,1354
86,129.861,88,171,2.252,0,10,1274.186,1144,1437,604544.004,603921,605182,22101.099,21549,22600,50.647,28,78,1090.294,973,1248
87,128.853,88,171,2.128,0,9,1243.793,1125,1390,604837.513,604249,605473,22146.917,21590,22656,43.856,19,68,1017.996,898,1169
88,127.955,88,171,1.999,0,9,1213.469,1101,1343,605113.013,604534,605753,22190.175,21621,22698,38.055,14,60,950.346,830,1072
89,127.116,88,170,1.852,0,9,1182.307,1070,1315,605369.923,604791,605993,22231.677,21667,22742,33.102,11,54,889.087,766,1009
90,126.363,87,169,1.697,0,7,1151.591,1037,1285,605610.813,605039,606226,22271.029,21699,22786,28.836,10,48,830.743,704,935
