day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max
0,600499.394,600428,600575,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,484.694,421,556,0.0,0,0
1,599390.043,599264,599550,549.069,471,636,0.0,0,0,85.176,50,121,0.0,0,0,882.162,790,983,4.908,0,13
2,597812.818,597599,598054,1017.216,906,1131,0.0,0,0,239.855,195,295,0.0,0,0,1683.409,1558,1857,14.31,4,26
3,594927.039,594531,595277,2328.047,2153,2485,0.0,0,0,534.386,456,617,0.0,0,0,2746.956,2546,2955,32.878,16,51
4,590153.812,589619,590621,4217.074,3963,4436,0.0,0,0,1013.629,879,1119,0.0,0,0,4753.929,4468,5077,63.952,40,95
5,581499.626,580845,582197,8103.548,7722,8508,0.022,0,1,1845.362,1642,1995,0.0,0,0,8031.096,7678,8456,118.096,84,150
6,566371.758,565252,567444,14583.575,13934,15139,0.097,0,2,3250.548,2994,3464,0.0,0,0,14080.665,13551,14590,210.0,158,258
7,539519.113,537472,541338,26322.914,25344,27446,0.347,0,5,5714.033,5435,6001,0.0,0,0,24643.39,23862,25436,370.371,310,426
8,493668.652,490134,496879,45346.145,43921,46828,1.004,0,6,10024.576,9666,10481,0.003,0,1,43458.56,42062,44945,650.088,566,735
9,419318.059,414016,424080,73888.868,72194,76125,2.235,0,10,17623.524,16969,18399,0.014,0,2,75348.376,73115,77740,1141.4,1033,1247
10,311838.571,305232,318132,107088.079,105188,108945,4.459,0,13,30808.577,29536,31930,0.035,0,2,126195.261,123034,129683,1994.2,1857,2141
11,184731.597,178387,190971,126816.078,125479,128244,8.476,0,19,52877.808,50817,54579,0.089,0,2,196692.717,192846,200835,3429.358,3246,3631
12,78760.489,74808,82931,105798.483,102893,108630,15.175,4,28,87284.706,84552,89598,0.185,0,3,271770.12,267869,275452,5694.031,5366,6016
13,25868.034,24308,27787,52818.846,50176,55590,27.13,10,46,134836.332,131733,137770,0.388,0,3,315527.262,313751,317172,8892.961,8563,9261
14,9228.298,8536,10064,16615.303,15459,17951,47.383,26,72,190078.812,186756,193296,0.838,0,5,305924.222,303251,308562,12757.967,12354,13204
15,3874.497,3513,4198,5345.072,4943,5868,80.539,50,107,243710.722,240948,246696,1.888,0,7,266780.517,263397,269404,16744.518,16285,17176
