age_group,day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max,type
0,99.0,244095.96095477388,235316.2814070352,254603.37688442212,76219.83411055275,68524.01005025125,83940.88944723619,1071.662120603015,976.9095477386935,1166.608040201005,866447.3924924623,856001.7738693467,875208.6582914573,626.0265879396985,554.9346733668342,716.9396984924623,6765.9253115577885,6105.64824120603,7419.909547738694,18967.061221105527,17450.140703517587,20504.78894472362,average
1,99.0,121359.62324623116,116651.4472361809,127025.13567839196,38400.82061306532,34418.16582914573,42403.56783919598,439.74433668341715,380.00502512562815,502.09045226130655,439344.57503517583,433848.7487437186,444024.2361809045,601.163648241206,530.6884422110553,672.427135678392,3908.5474924623118,3497.884422110553,4324.271356783919,9076.688070351758,8314.27135678392,9836.48743718593,average
2,99.0,131603.15435678393,126557.60804020101,137626.63819095478,40014.23274371859,36011.46733668342,44115.94472361809,464.73147236180904,400.7638190954774,531.3417085427136,453008.10661809036,447006.0301507538,457919.06030150753,620.8440552763819,553.3165829145729,687.8894472361809,4072.069175879398,3639.547738693467,4505.035175879397,9458.201879396984,8674.869346733669,10266.195979899498,average
3,99.0,158346.91782412058,152328.10050251256,165685.26130653266,48721.840206030145,43732.306532663315,53767.0703517588,494.7367738693467,433.4673366834171,562.0854271356784,552658.4401105527,545210.0753768844,558693.8542713568,1515.5436030150754,1394.8492462311558,1647.5577889447236,4959.539432160805,4459.261306532663,5495.316582914573,11516.794738693467,10540.562814070352,12492.733668341709,average
4,99.0,142311.74457788942,137050.3567839196,148776.17085427136,42726.16132160803,38416.874371859296,47063.0351758794,522.7939899497488,458.24120603015075,590.3015075376884,478388.6532412062,472071.2010050251,483590.4974874372,4283.354427135679,4095.457286432161,4486.381909547738,4348.4033819095475,3901.1959798994976,4807.21608040201,10099.169648241206,9252.954773869347,10944.040201005026,average
5,99.0,130063.44240201006,125789.45226130653,135272.76381909547,36063.99307537688,32674.557788944723,39521.08542713568,676.5478040201006,600.9195979899497,752.6582914572864,388638.9431457286,383552.45728643215,392854.3065326633,9799.60994472362,9479.994974874371,10103.472361809045,3670.2857236180907,3310.180904522613,4035.0100502512564,8524.844190954775,7834.723618090452,9214.08040201005,average
6,99.0,146243.06828643216,141638.36683417085,151816.0552763819,37785.243030150756,34339.57788944724,41308.97487437186,1107.1071557788946,1010.3618090452261,1204.1507537688442,378054.13814070355,372701.89949748747,382621.97487437184,31937.62274371859,31165.341708542714,32648.91959798995,3845.74375879397,3477.43216080402,4230.889447236181,8931.21295477387,8225.35175879397,9638.170854271357,average
7,99.0,13551.400281407035,13049.552763819096,14150.989949748744,6805.7365175879395,6073.738693467337,7539.427135678392,144.72518592964826,110.79899497487438,182.28643216080403,85524.94454271358,84923.79899497487,86056.26633165829,306.12857788944723,253.04020100502512,355.29145728643215,692.5051105527638,611.748743718593,776.1809045226131,1608.7610452261306,1474.2211055276382,1743.4070351758794,average
,,135946.91399120603,131047.6457286432,141869.54899497487,40842.2327022613,36773.83731155779,44957.499371859296,615.2561048994976,546.4334170854272,686.4403266331658,455258.1491658292,449414.4981155779,460121.1067839196,6211.286698492463,6003.452889447236,6414.859924623115,4032.8774233668346,3625.3624371859296,4449.22864321608,9772.841718592965,8970.886934673366,10579.988065326634,aoa
,,62782.4278256463,60535.245420117935,65483.526079113755,18953.017068897396,17031.69103436397,20880.461686191582,327.74470098039615,307.69711183166993,346.38714071637537,215955.66866026013,213249.5271605243,218201.8970851837,10884.32627097274,10640.18932344139,11104.930281270223,1680.5348948960573,1518.5910416741096,1843.0044356880724,4738.6437555042785,4359.00787979048,5123.920772194921,std
