age_group,day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max,type
0,99.0,73006.88032663317,72587.57788944723,73549.29648241206,6312.900567839196,6122.130653266332,6514.613065326633,2612.2719497487437,2505.2311557788944,2734.120603015075,1095637.3350703516,1094811.5628140704,1096411.9246231157,410.38375879396995,346.47738693467335,479.94472361809045,20237.69229145729,19855.145728643216,20612.914572864323,27639.729306532663,27243.78894472362,28032.396984924624,average
1,99.0,34613.97295477387,34390.60301507538,34872.6783919598,3182.545005025125,3076.221105527638,3294.0100502512564,120.92989949748745,92.5929648241206,152.34170854271358,579822.5526482412,579456.4623115578,580145.2412060301,44.95914572864321,27.492462311557787,65.50753768844221,16753.875462311556,16436.849246231155,17071.291457286432,1511.3547638190955,1430.251256281407,1601.7738693467336,average
2,99.0,36759.21107537689,36525.54271356784,37037.502512562816,3317.553919597989,3206.9145728643216,3438.6532663316584,126.92321105527638,95.99497487437186,161.70854271356785,603828.2539698493,603457.5929648242,604161.1306532663,46.645844221105534,29.894472361809044,66.30150753768844,17466.551120603013,17141.261306532662,17792.899497487437,1575.6485879396982,1493.8090452261306,1664.3015075376884,average
3,99.0,44438.17338190955,44159.85929648241,44780.43718592965,4038.9198944723616,3907.64824120603,4174.281407035176,136.0368542713568,105.38693467336684,169.2110552763819,735383.0328241206,734924.1005025125,735771.3316582915,114.3697185929648,82.79899497487438,149.356783919598,21264.849301507536,20870.396984924624,21661.97487437186,1917.7547738693468,1828.8844221105528,2015.6482412060302,average
4,99.0,40392.50209045226,40137.74371859297,40705.85427135678,3542.2395829145726,3428.613065326633,3666.668341708543,141.18617085427132,109.69346733668341,175.62311557788945,643441.9661809045,643006.6834170854,643832.4020100503,325.825,276.4221105527638,386.42713567839195,18654.06306030151,18289.376884422112,18998.105527638192,1682.1935577889446,1596.748743718593,1770.1708542713568,average
5,99.0,40910.53755276382,40567.80904522613,41301.4824120603,2983.501693467337,2888.56783919598,3087.597989949749,171.25340703517588,133.71356783919597,210.40201005025125,537001.6990552763,536563.2462311558,537417.4020100503,755.1132814070352,657.1206030150754,838.7989949748744,15723.338959798995,15444.010050251256,16008.603015075378,1418.09224120603,1339.3718592964824,1502.8693467336684,average
6,99.0,47287.96978894472,46872.979899497484,47779.0703517588,3127.7836934673364,3026.718592964824,3239.035175879397,263.25724120603013,219.25628140703517,309.8140703517588,559297.615718593,558796.4271356784,559833.7587939699,2496.8755175879396,2354.140703517588,2647.0201005025124,16491.959381909546,16200.788944723618,16782.577889447235,1487.351301507538,1407.6381909547738,1576.8492462311558,average
7,99.0,10348.619944723618,10150.72864321608,10516.040201005026,568.7874371859297,485.73366834170855,656.8994974874372,14.818798994974873,5.618090452261306,27.91457286432161,98507.36233668344,98299.24623115578,98711.0351758794,20.289793969849242,7.723618090452261,37.653266331658294,2969.2164221105527,2761.246231155779,3195.613065326633,267.71138190954775,233.03517587939697,303.91959798994975,average
,,40969.73338944724,40674.10552763819,41317.79522613066,3384.278974246231,3267.818467336683,3508.969849246231,448.3346915829146,408.43592964824126,492.64195979899495,606614.9772255025,606164.4152010051,607035.5282663316,526.8077575376885,472.7587939698493,583.876256281407,16195.193249999998,15874.884422110552,16515.497487437187,4687.479489321608,4571.69095477387,4808.491206030151,aoa
,,17214.787864883518,17145.23981256095,17327.06770185353,1568.8432684692268,1538.3065804225475,1600.771056438271,877.0044451719842,849.2463573308121,908.9800535054474,273355.9153184525,273194.89763560396,273500.0665509668,834.663160358479,791.9956282640069,877.9108740090333,5672.677725407969,5616.382766342377,5721.221856827491,9287.043305840853,9173.115587908906,9397.658811454005,std
