Date,Sex,AgeGroup,DailyPositive,CumulativePositive,CrudeRatePositive,DailyDeaths,CumulativeDeaths,CrudeRateDeaths,CumulativeNegative,CrudeRateNegative
20200307,Total,85plus,0,0,0.0,0,0,0.0,29,22.60133581688242
20200307,Total,Total,6,27,0.4939626783754116,0,0,0.0,1960,35.858031467252104
20200308,Female,0 to 14,0,0,0.0,0,0,0.0,178,42.47105168345228
20200308,Female,0 to 59,0,9,0.4414705678930228,0,0,0.0,800,39.24182825715759
20200308,Female,15 to 19,0,0,0.0,0,0,0.0,29,21.027749378231203
20200308,Female,20 to 24,0,2,1.187274788813497,0,0,0.0,83,49.27190373576013
20200308,Female,25 to 44,0,3,0.415015825936829,0,0,0.0,276,38.18145598618828
20200308,Female,45 to 64,0,4,0.5180206431226284,0,0,0.0,307,39.75808435966174
20200308,Female,60+,0,1,0.1312082839662164,0,0,0.0,218,28.6034059046352
20200308,Female,65 to 74,0,1,0.326985455686931,0,0,0.0,95,31.06361829025845
20200308,Female,75 to 84,0,0,0.0,0,0,0.0,32,16.664062906837472
20200308,Female,85plus,0,0,0.0,0,0,0.0,18,21.83803457688808
20200308,Female,Total,0,10,0.3570423752172603,0,0,0.0,1018,36.3469137971171
20200308,Male,0 to 14,0,0,0.0,0,0,0.0,230,52.19194837081699
20200308,Male,0 to 59,2,17,0.8421219491655562,0,0,0.0,839,41.56119502058245
20200308,Male,15 to 19,0,0,0.0,0,0,0.0,29,20.109980791501105
20200308,Male,20 to 24,0,0,0.0,0,0,0.0,47,27.120287128827137
20200308,Male,25 to 44,2,10,1.4115501502595134,0,0,0.0,285,40.22917928239614
20200308,Male,45 to 64,0,7,0.9684828025125212,0,0,0.0,312,43.1666620548438
20200308,Male,60+,1,3,0.4640356874379351,0,0,0.0,214,33.10121237057271
20200308,Male,65 to 74,1,3,1.0697513541269226,0,0,0.0,91,32.449124408516646
20200308,Male,75 to 84,0,0,0.0,0,0,0.0,48,32.1121785437127
20200308,Male,85plus,0,0,0.0,0,0,0.0,11,23.97245347164713
20200308,Male,Total,3,20,0.7504093482994973,0,0,0.0,1053,39.509052187968535
20200308,Total,0 to 14,0,0,0.0,0,0,0.0,408,47.45344793496086
20200308,Total,0 to 59,2,26,0.6408121949518294,0,0,0.0,1641,40.44510815061354
20200308,Total,15 to 19,0,0,0.0,0,0,0.0,58,20.55862753438253
20200308,Total,20 to 24,0,2,0.5852145542859651,0,0,0.0,131,38.33155330573072
20200308,Total,25 to 44,2,13,0.90826204058534,0,0,0.0,562,39.26486667761239
20200308,Total,45 to 64,0,11,0.7358105622261614,0,0,0.0,619,41.4060670925449
20200308,Total,60+,1,4,0.2839600212686056,0,0,0.0,432,30.667682297009407
20200308,Total,65 to 74,1,4,0.682287642235652,0,0,0.0,186,31.72637536395781
20200308,Total,75 to 84,0,0,0.0,0,0,0.0,80,23.42564991537484
20200308,Total,85plus,0,0,0.0,0,0,0.0,29,22.60133581688242
20200308,Total,Total,3,30,0.5488474204171241,0,0,0.0,2073,37.92535675082327
20200309,Female,0 to 14,0,0,0.0,0,0,0.0,212,50.58349975781957
20200309,Female,0 to 59,2,11,0.5395751385359169,0,0,0.0,915,44.88284106912399
20200309,Female,15 to 19,0,0,0.0,0,0,0.0,34,24.653223408960724
20200309,Female,20 to 24,0,2,1.187274788813497,0,0,0.0,90,53.42736549660736
20200309,Female,25 to 44,1,4,0.5533544345824387,0,0,0.0,319,44.13001615794949
20200309,Female,45 to 64,2,6,0.7770309646839426,0,0,0.0,342,44.29076498698473
20200309,Female,60+,1,2,0.2624165679324329,0,0,0.0,253,33.19569584345277
20200309,Female,65 to 74,0,1,0.326985455686931,0,0,0.0,104,34.00648739144083
20200309,Female,75 to 84,0,0,0.0,0,0,0.0,41,21.350830599385517
20200309,Female,85plus,0,0,0.0,0,0,0.0,26,31.54382772217167
