day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max
0,710301.791,710237,710359,303.644,253,357,0.0,0,0,0.0,0,0,0.0,0,0,43.807,22,67,0.0,0,0
1,709900.719,709822,709984,588.533,516,671,0.0,0,0,6.72,0,18,0.0,0,0,116.918,84,150,1.49,0,9
2,709441.169,709322,709560,882.969,783,977,0.0,0,0,25.184,9,46,0.0,0,0,212.032,164,260,5.468,0,18
3,708905.121,708767,709045,1202.843,1098,1323,0.0,0,0,58.108,32,84,0.0,0,0,327.666,253,385,12.92,4,31
4,708273.624,708103,708432,1562.357,1423,1704,0.0,0,0,109.575,75,150,0.0,0,0,463.243,394,540,24.655,10,44
5,707527.459,707309,707706,1974.874,1840,2113,0.011,0,1,182.403,119,233,0.0,0,0,619.745,540,698,42.039,22,65
6,706644.766,706385,706854,2453.153,2302,2671,0.092,0,2,279.344,223,335,0.0,0,0,801.329,712,906,65.005,41,99
7,705604.971,705342,705864,3004.081,2826,3205,0.303,0,3,406.343,323,476,0.001,0,1,1011.902,895,1117,94.584,66,128
8,704377.744,704016,704747,3646.876,3438,3871,0.725,0,5,567.418,458,643,0.006,0,1,1256.414,1147,1387,130.572,91,176
9,702933.509,702560,703401,4397.146,4162,4639,1.456,0,7,769.085,648,869,0.013,0,1,1536.891,1413,1686,174.074,137,229
10,701240.211,700829,701765,5265.594,5031,5547,2.654,0,9,1017.808,902,1137,0.029,0,2,1863.734,1710,2044,225.589,181,284
11,699255.03,698757,699825,6276.622,5992,6593,4.16,0,14,1322.882,1181,1457,0.044,0,2,2242.04,2042,2479,287.478,229,354
12,696927.611,696332,697483,7454.808,7133,7814,6.271,0,16,1691.481,1551,1845,0.083,0,2,2681.586,2477,2872,360.266,293,429
13,694207.084,693538,694840,8820.273,8428,9245,9.007,1,21,2134.174,1995,2310,0.132,0,2,3194.701,2942,3442,445.793,385,532
14,691032.072,690271,691735,10405.437,9943,10880,12.464,2,25,2664.327,2477,2860,0.221,0,3,3788.839,3499,4019,546.136,466,642
15,687330.102,686492,688136,12244.993,11783,12748,16.747,5,31,3296.262,3097,3547,0.351,0,3,4477.288,4162,4727,664.335,570,762
16,683018.453,682027,683965,14374.07,13801,14955,21.793,8,38,4047.37,3820,4360,0.516,0,4,5276.864,4981,5558,801.363,706,887
17,678004.519,676871,679133,16837.439,16207,17504,27.923,13,51,4933.013,4705,5266,0.758,0,4,6206.254,5879,6553,961.644,838,1066
18,672189.183,670718,673593,19674.886,18920,20583,35.382,20,54,5979.715,5694,6356,1.066,0,5,7282.346,6954,7635,1147.481,1034,1277
19,665459.052,663824,667115,22939.802,22129,23826,44.452,27,67,7209.977,6885,7609,1.449,0,7,8525.275,8137,8967,1363.686,1215,1492
20,657699.17,655909,659813,26670.052,25472,27660,54.828,35,86,8654.397,8286,9083,1.996,0,8,9961.218,9542,10396,1615.948,1467,1760
21,648763.976,646867,651286,30927.135,29592,31983,67.087,43,99,10344.322,9893,10814,2.621,0,8,11618.854,11153,12115,1907.281,1728,2076
