day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max
0,809367.36,809278,809488,487.594,408,565,0.0,0,0,0.0,0,0,0.0,0,0,128.242,83,167,0.0,0,0
1,808550.173,808411,808699,852.448,762,947,0.0,0,0,7.37,1,17,0.0,0,0,330.614,278,398,114.831,74,173
2,807684.247,807505,807868,1134.496,1024,1270,0.0,0,0,25.908,10,44,0.0,0,0,583.348,493,661,329.016,234,409
3,806774.259,806581,806955,1359.803,1227,1495,0.0,0,0,58.454,31,84,0.0,0,0,869.382,782,969,619.375,524,721
4,805824.153,805575,806039,1542.294,1394,1670,0.0,0,0,107.238,72,140,0.0,0,0,1177.388,1071,1285,967.596,859,1084
5,804839.416,804577,805132,1693.578,1552,1856,0.12,0,3,174.354,124,215,0.0,0,0,1498.584,1375,1619,1363.541,1234,1520
6,803820.647,803544,804129,1827.086,1671,2019,0.626,0,6,263.08,196,317,0.001,0,1,1826.524,1686,1956,1793.359,1657,1939
7,802772.974,802423,803107,1940.24,1785,2117,1.739,0,7,377.907,289,445,0.008,0,1,2157.956,2002,2324,2244.285,2073,2450
8,801695.124,801370,802059,2042.075,1839,2184,3.894,0,11,525.448,436,603,0.044,0,2,2490.836,2325,2707,2709.617,2512,2912
9,800591.06,800211,800949,2134.565,1977,2287,7.014,1,17,711.019,605,806,0.13,0,2,2822.008,2654,3022,3174.802,2969,3399
10,799459.518,799059,799897,2220.368,2045,2409,11.049,0,26,941.817,839,1036,0.276,0,3,3150.38,2942,3349,3633.68,3413,3850
11,798304.325,797930,798748,2300.84,2147,2453,15.999,5,31,1220.44,1105,1326,0.515,0,4,3473.422,3253,3693,4079.344,3862,4311
12,797122.792,796730,797591,2377.397,2215,2530,22.012,8,38,1551.239,1419,1675,0.871,0,5,3792.788,3545,3986,4507.025,4288,4752
13,795918.617,795527,796380,2451.221,2273,2620,28.345,13,50,1936.434,1795,2096,1.394,0,6,4105.187,3848,4288,4914.684,4679,5173
14,794693.925,794273,795147,2519.12,2349,2709,34.582,16,56,2378.35,2214,2538,2.01,0,8,4412.43,4163,4632,5297.293,5059,5519
15,793446.62,793002,793953,2584.932,2391,2772,41.635,19,68,2874.421,2717,3065,2.736,0,9,4714.782,4489,4955,5655.017,5351,5897
16,792181.684,791721,792682,2646.165,2477,2846,48.112,22,73,3426.115,3223,3654,3.645,0,11,5009.926,4759,5266,5988.626,5687,6260
17,790897.371,790425,791407,2704.096,2516,2917,54.315,31,82,4030.787,3825,4245,4.793,0,14,5299.055,5096,5573,6297.351,5945,6571
18,789595.66,789108,790145,2758.454,2532,3019,60.573,35,93,4687.089,4440,4921,5.978,0,17,5581.719,5328,5887,6584.598,6238,6917
19,788275.817,787752,788886,2811.899,2636,3004,66.253,35,101,5392.012,5120,5648,7.355,1,19,5857.596,5598,6147,6848.87,6507,7114
20,786940.779,786422,787561,2863.219,2690,3055,71.144,37,109,6143.804,5905,6392,8.858,1,21,6124.877,5873,6421,7094.532,6725,7387
21,785590.447,785045,786199,2909.907,2718,3087,76.535,46,108,6937.512,6662,7207,10.484,1,24,6388.179,6135,6673,7321.201,6947,7585
22,784225.737,783633,784863,2953.013,2787,3145,81.005,46,116,7772.279,7428,8066,12.239,3,25,6645.57,6381,6915,7534.087,7175,7825
23,783966.615,783371,784618,2144.419,1984,2305,84.731,52,119,8647.728,8362,8965,14.195,4,27,6769.141,6484,7030,7728.339,7365,8025
24,783719.457,783112,784385,1615.732,1481,1762,88.986,56,122,9550.314,9267,9918,16.218,4,32,6751.226,6453,7029,7798.479,7469,8108
25,783490.063,782872,784130,1261.77,1140,1428,91.901,48,140,10471.332,10141,10848,18.372,5,34,6645.713,6346,6943,7708.132,7424,7998
26,783278.866,782637,783929,1016.793,890,1130,94.279,59,133,11406.519,11065,11794,20.592,5,36,6486.87,6225,6768,7484.785,7191,7750
27,783082.308,782436,783736,846.383,746,962,97.402,61,145,12350.61,11961,12743,22.725,8,40,6294.75,6028,6556,7164.015,6818,7435
28,782898.093,782226,783546,724.936,626,809,99.931,60,137,13299.359,12853,13715,25.022,10,42,6084.355,5821,6355,6774.508,6488,7017
29,782725.781,782043,783353,635.663,556,727,101.094,63,143,14248.688,13793,14697,27.473,13,47,5866.291,5607,6182,6336.154,6014,6620
30,782564.866,781869,783190,566.985,482,644,101.973,60,137,15187.838,14740,15650,29.929,16,50,5646.615,5355,5949,5867.542,5551,6123
31,782415.229,781710,783030,510.801,431,591,102.177,64,145,16111.473,15661,16611,32.456,18,52,5427.413,5135,5699,5384.414,5078,5616
