day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max
0,809937.278,809888,809984,170.358,135,214,0.0,0,0,0.0,0,0,0.0,0,0,16.236,3,31,0.0,0,0
1,809651.839,809574,809733,411.744,335,484,0.0,0,0,0.751,0,5,0.0,0,0,46.153,27,72,0.418,0,4
2,809194.521,809051,809328,796.466,696,922,0.0,0,0,2.844,0,9,0.0,0,0,94.906,67,130,1.668,0,7
3,808460.488,808240,808683,1412.079,1230,1610,0.0,0,0,7.24,1,17,0.0,0,0,173.262,128,221,4.168,0,12
4,807289.83,806944,807612,2389.636,2126,2675,0.0,0,0,15.167,5,30,0.0,0,0,300.443,248,365,8.735,1,23
5,805424.366,804912,805945,3943.452,3515,4380,0.033,0,1,29.029,13,48,0.0,0,0,504.55,405,593,16.236,5,35
6,802458.359,801677,803192,6412.916,5789,7020,0.143,0,4,52.975,29,75,0.0,0,0,827.889,701,951,28.037,13,49
7,797759.354,796534,798942,10316.148,9338,11361,0.386,0,4,93.257,64,125,0.0,0,0,1345.708,1169,1551,46.817,25,71
8,790349.385,788498,792157,16462.823,14944,18032,0.857,0,7,159.83,118,205,0.0,0,0,2164.628,1930,2453,76.836,50,108
9,778715.949,775922,781568,26092.212,23732,28392,1.658,0,8,266.896,209,329,0.002,0,1,3461.557,3088,3918,124.932,92,162
10,760573.295,755961,764867,41076.339,37536,44779,2.896,0,9,437.995,342,536,0.003,0,1,5506.663,4946,6096,200.348,149,268
11,732597.264,725647,739150,64089.137,58814,69717,4.953,0,15,710.056,609,844,0.009,0,1,8715.013,7868,9574,320.72,264,382
12,690168.477,680113,700080,98786.905,90782,106786,8.204,1,19,1142.077,983,1327,0.021,0,1,13710.779,12451,14956,510.802,434,606
13,627546.607,613038,642233,149506.105,137612,160847,13.548,3,29,1824.892,1586,2087,0.044,0,2,21382.093,19491,23275,807.902,699,943
14,538921.081,518578,559292,220130.26,203860,235711,21.723,5,41,2889.912,2552,3266,0.073,0,2,32960.187,30178,35615,1268.324,1128,1456
15,421724.791,396373,447193,310841.364,291725,329533,34.475,16,55,4538.58,4112,5064,0.134,0,3,49913.624,45860,53675,1973.481,1754,2249
16,282761.688,255445,310978,412403.625,392976,430799,54.729,30,79,7044.372,6359,7770,0.225,0,3,73706.72,68028,78812,3031.092,2742,3440
17,144971.922,122298,170452,500583.146,486342,512301,85.91,56,120,10765.657,9852,11758,0.395,0,3,104916.417,97692,111326,4568.099,4176,5099
18,44086.688,31859,59187,541238.502,538164,543044,132.543,96,173,16105.231,14761,17504,0.794,0,5,142095.264,133967,149456,6706.014,6140,7348
19,2354.297,0,6073,517861.753,507813,527997,200.629,158,257,23426.656,21734,25465,1.531,0,8,180969.031,172873,187589,9488.498,8772,10182
20,0.0,0,0,457915.761,447101,470569,293.35,233,354,32949.188,30892,35492,3.061,0,11,216092.692,208709,222014,12813.297,11975,13579
21,0.0,0,0,402840.619,393277,413815,410.288,342,487,44682.768,42102,47614,6.034,0,15,244550.026,238714,249831,16388.365,15522,17163
22,0.0,0,0,354381.941,345699,363731,541.369,467,617,58501.107,55453,61961,11.573,2,23,267084.927,262731,271644,19851.85,19044,20623
23,0.0,0,0,311749.511,304160,320111,666.098,589,756,74308.391,70727,78020,21.349,7,36,284514.621,281231,287975,22885.245,22204,23644
24,0.0,0,0,274256.109,267804,281962,758.073,672,852,91920.432,88099,95875,36.155,16,56,297559.808,294794,300437,25323.858,24675,26015
25,0.0,0,0,241272.32,235379,248131,806.197,723,913,111033.053,106875,115323,56.215,35,83,306854.513,304830,308981,27164.718,26601,27776
26,0.0,0,0,212241.591,206969,218348,821.821,735,918,131288.847,126912,135834,80.284,56,110,312957.0,311295,314974,28478.574,27797,29143
27,0.0,0,0,186707.774,182037,192094,823.083,739,914,152348.87,148123,157167,106.622,79,141,316344.549,315013,317998,29360.047,28621,29905
28,0.0,0,0,164250.694,160214,168834,819.605,731,920,173950.241,169842,178895,135.031,103,173,317425.545,315973,318924,29870.626,29263,30474
29,0.0,0,0,144487.076,140861,148673,814.821,736,890,195863.099,191506,200893,164.481,129,215,316579.539,315236,317976,30073.699,29487,30698
30,0.0,0,0,127109.408,123760,130672,808.919,727,896,217889.994,213460,223075,194.392,155,247,314112.626,312502,315545,30025.434,29458,30519
31,0.0,0,0,111818.176,108905,114990,803.288,727,882,239885.791,235563,244922,224.868,183,274,310302.956,308379,311872,29768.27,29173,30303
32,0.0,0,0,98370.657,95909,101110,796.325,718,867,261711.417,257342,266584,255.567,209,304,305391.188,303530,306956,29334.768,28761,29873
33,0.0,0,0,86536.406,84374,88979,789.576,704,866,283270.024,278947,287896,285.982,237,339,299574.731,297810,301261,28762.27,28255,29270
34,0.0,0,0,76131.22,74198,78385,782.946,698,859,304468.075,300149,309094,316.038,265,383,293029.421,291207,294761,28082.337,27507,28616
35,0.0,0,0,66972.158,65037,68866,776.07,690,858,325237.586,320944,329738,345.536,285,412,285913.043,283929,287708,27311.713,26791,27921
36,0.0,0,0,58914.051,57247,60517,769.059,671,847,345506.291,341348,349676,374.172,313,450,278366.656,276299,280196,26476.675,26022,27021
37,0.0,0,0,51828.224,50339,53347,762.639,664,841,365247.477,361153,369152,402.474,337,478,270484.217,268649,272421,25599.122,25076,26197
38,0.0,0,0,45591.286,44221,46866,756.204,661,838,384426.105,380399,388160,429.644,359,513,262372.533,260569,264306,24680.78,24143,25333
39,0.0,0,0,40108.812,38866,41225,749.829,654,833,403020.155,399006,406734,455.988,386,540,254099.411,252188,256027,23744.422,23129,24453
40,0.0,0,0,35280.479,34158,36211,742.718,644,815,421001.977,417134,424604,481.41,409,573,245756.268,243717,247716,22795.759,22238,23385
41,0.0,0,0,31034.836,30010,31885,736.238,655,809,438375.515,434748,441790,505.501,428,588,237387.592,235386,239499,21842.313,21356,22369
