age_group,day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max,type
0,99.0,79154.10707537689,78583.88944723619,79820.08040201005,26090.8616281407,25436.1608040201,26755.0,1283.1427236180905,1215.427135678392,1353.9748743718592,1053193.3250502513,1052380.351758794,1053985.472361809,532.3229296482411,471.27638190954775,613.2613065326633,32980.71489949749,32507.442211055277,33456.427135678394,42073.937341708544,41544.959798994976,42569.693467336685,average
1,99.0,37319.23116080402,37007.19095477387,37667.477386934675,13149.007216080403,12783.211055276382,13529.060301507538,119.58700502512562,96.15577889447236,144.84422110552765,548204.6439849247,547670.0603015076,548658.3668341709,119.13991457286428,80.82914572864321,151.82412060301507,31200.472964824115,30735.934673366835,31678.43216080402,4677.60343718593,4548.763819095478,4816.94472361809,average
2,99.0,39576.39683417086,39264.58793969849,39926.46733668342,13707.964241206031,13331.658291457286,14090.638190954774,126.1148944723618,102.67336683417085,152.08040201005025,570865.8143919598,570393.391959799,571321.7537688442,123.41104020100504,95.17587939698493,155.79396984924622,32530.962396984924,32051.929648241206,32999.04522613066,4875.974703517588,4742.643216080402,5019.86432160804,average
3,99.0,47866.442577889444,47493.67336683417,48321.884422110554,16687.737788944723,16229.417085427136,17144.628140703517,134.26348743718594,110.07537688442211,159.96482412060303,695165.7222211054,694596.216080402,695701.8592964824,301.4890351758794,250.76381909547737,351.8241206030151,39602.50954271357,39034.67336683417,40136.62311557789,5936.080613065326,5792.924623115578,6088.452261306533,average
4,99.0,43235.49876884421,42912.38190954774,43609.633165829146,14637.695216080403,14236.175879396986,15033.497487437186,141.32517085427136,116.05025125628141,170.6180904522613,607956.7465577889,607419.0854271357,608448.2763819095,856.1077437185929,768.391959798995,943.713567839196,34743.19216080402,34257.14572864322,35258.65829145729,5206.840874371859,5069.0,5351.592964824121,average
5,99.0,40777.14919095477,40490.04522613066,41109.27638190955,12378.177492462311,12067.668341708542,12686.427135678392,179.32139195979897,150.36180904522612,211.45226130653268,508650.6862211055,508132.93467336684,509139.3819095477,1996.4103919597994,1872.678391959799,2159.8040201005024,29384.04293969849,28964.13567839196,29799.75376884422,4404.282869346734,4274.70351758794,4532.251256281407,average
6,99.0,44611.1704120603,44314.62311557789,44943.33668341709,13027.85748241206,12699.185929648242,13341.336683417085,281.5135226130653,243.38693467336682,321.4070351758794,529072.6918994974,528484.9246231156,529659.2613065327,6630.244246231156,6395.638190954774,6855.708542713568,30926.82861306533,30482.371859296483,31357.180904522615,4636.654688442211,4500.517587939698,4777.115577889447,average
7,99.0,12439.910246231153,12306.08040201005,12573.633165829146,2334.6636834170854,2198.2311557788944,2471.2964824120604,20.734201005025124,11.869346733668342,32.48743718592965,91268.2501306533,91084.4824120603,91453.42713567839,51.77056281407034,31.28643216080402,74.44723618090453,5529.668999999999,5360.211055276382,5712.140703517588,828.6370904522614,772.2763819095477,884.9597989949749,average
,,43122.48828329146,42796.55904522613,43496.47361809046,14001.745593592965,13622.713567839197,14381.485552763817,285.75029962311555,255.75,318.3536432160804,575547.2350571607,575020.1809045225,576045.9748743719,1326.361983040201,1245.755025125628,1413.2971105527638,29612.29906469849,29174.230527638192,30049.782663316582,9080.001452261307,8905.723618090453,9255.109296482413,aoa
,,18190.206820591775,18071.66183510844,18335.905958473806,6483.8746622122535,6339.311812786439,6630.9113109556565,409.4021456030421,393.0389621924225,426.00019662881147,263339.9339875885,263173.8915227391,263499.56874978205,2236.4254943116343,2167.5479343178404,2303.089629853435,10213.930586664143,10097.790629205783,10322.82652185726,13417.637935254057,13272.146949717822,13549.794401191117,std
