age_group,day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max,type
0,99.0,61465.80332663316,61007.60301507538,61926.175879396986,16887.04957286432,16435.99497487437,17354.532663316582,813.3060150753769,731.7989949748744,896.6180904522613,1027609.8703618088,1026793.6834170854,1028503.5477386934,922.6293668341709,833.4120603015075,1017.2663316582915,6500.212487437186,6357.778894472362,6665.185929648242,33115.621356783915,32616.140703517587,33626.5175879397,average
1,99.0,28916.40130653266,28673.447236180906,29153.643216080403,8510.795150753767,8248.733668341709,8765.331658291458,212.25202010050253,173.1608040201005,254.321608040201,535675.2609698492,535135.688442211,536227.2462311558,597.4514221105528,527.643216080402,663.0050251256281,15099.269547738691,14833.150753768845,15346.698492462312,10696.824437185931,10425.11055276382,10973.457286432162,average
2,99.0,30676.629959799,30425.256281407033,30935.73366834171,8872.417160804021,8612.557788944723,9129.959798994974,226.27677386934678,186.01005025125627,269.74874371859295,557932.5115075377,557328.9648241206,558475.8643216081,623.2902562814071,550.9849246231156,696.2110552763819,15739.901743718592,15495.643216080402,16003.924623115578,11152.473969849249,10876.165829145728,11427.59296482412,average
3,99.0,37096.931748743715,36780.150753768845,37392.633165829146,10802.27543718593,10485.61809045226,11113.211055276382,240.456391959799,198.79396984924622,285.5778894472362,678758.5051356785,678140.1959798995,679378.904522613,1520.9291608040198,1407.9396984924624,1655.0954773869346,19164.07926130653,18858.824120603014,19471.095477386934,13576.328100502513,13256.447236180904,13888.61809045226,average
4,99.0,33501.434231155785,33254.37688442211,33748.9296482412,9474.641597989948,9201.286432160805,9749.010050251256,257.04849748743715,213.97989949748742,303.65829145728645,591436.273718593,590790.4120603015,592058.4673366834,4322.1639798994975,4142.532663316583,4546.457286432161,16811.63256281407,16507.361809045226,17080.05025125628,11909.09882914573,11622.959798994974,12201.095477386934,average
5,99.0,31545.331964824123,31328.929648241206,31751.27135678392,8010.782175879397,7800.713567839196,8226.834170854272,343.5675527638191,292.34170854271355,398.643216080402,490483.2058592965,489835.6180904523,491140.5326633166,10056.782427135679,9725.417085427136,10367.326633165829,14218.05726633166,13981.944723618091,14450.8391959799,10072.909221105527,9812.934673366834,10337.0,average
6,99.0,34483.29216080402,34246.497487437184,34706.85427135678,8430.941924623114,8216.507537688442,8649.065326633166,548.0268140703517,480.7185929648241,618.4572864321608,491957.8126532663,491095.73869346734,492726.783919598,33425.16892462311,32925.53768844221,33988.38190954774,14964.63216080402,14710.683417085427,15211.03015075377,10601.847241206031,10340.1608040201,10877.391959798995,average
7,99.0,7661.764628140704,7528.708542713568,7785.447236180905,1513.243457286432,1372.6633165829146,1656.9246231155778,37.5184824120603,22.798994974874372,55.653266331658294,92203.32660301508,91977.36180904522,92429.97487437187,270.3734221105527,226.07035175879398,318.8140703517588,2675.573909547739,2564.6532663316584,2791.5829145728644,1895.4936582914575,1782.3517587939698,2009.5175879396984,average
,,33168.44866582914,32905.621231155776,33425.08605527638,9062.768309673367,8796.759422110554,9330.608668341709,334.8065684673367,287.4503768844221,385.3347989949749,558257.0958511306,557637.2079145729,558867.6652010051,6467.348619974875,6292.442211055276,6656.56972361809,13146.669867462311,12913.755025125627,13377.550879396986,12877.574601758794,12591.53391959799,13167.648869346735,aoa
,,14616.661034430344,14526.773802671252,14708.773811780884,4196.206020565461,4108.424629949954,4287.259058189125,240.4246723570199,220.86605271929722,259.60706860325536,257076.5672472885,256931.96207776584,257243.87873071383,11379.380586397856,11227.43250131352,11549.165560824475,5586.345196352895,5517.022928802443,5647.342279464014,8883.271328490735,8780.080653294739,8989.067534683361,std
