day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max
0,113093.0,113093,113093,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
1,113093.0,113093,113093,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
2,113093.0,113093,113093,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
3,113093.0,113093,113093,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
4,113093.0,113093,113093,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5,113093.0,113093,113093,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
6,113090.362,113017,113093,2.638,0,76,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7,113074.743,112950,113093,16.939,0,142,0.0,0,0,0.0,0,0,0.0,0,0,0.866,0,26,0.0,0,0
8,113019.64,112794,113093,63.737,0,267,0.0,0,0,0.027,0,3,0.0,0,0,6.23,0,56,0.032,0,3
9,112867.716,112450,113093,184.617,0,535,0.0,0,0,0.252,0,4,0.0,0,0,26.479,0,116,0.289,0,5
10,112520.178,112021,112931,441.597,130,902,0.0,0,0,1.224,0,14,0.0,0,0,84.468,0,244,1.419,0,12
11,111792.274,111026,112477,953.995,478,1516,0.0,0,0,4.41,0,25,0.0,0,0,221.291,50,458,5.055,0,23
12,110386.594,109152,111532,1893.172,1130,2641,0.0,0,0,12.819,0,36,0.0,0,0,517.71,218,826,14.827,0,40
13,107742.764,106277,109392,3613.396,2614,4649,0.001,0,1,32.194,8,78,0.0,0,0,1101.538,584,1637,37.132,7,77
14,102946.964,100833,105129,6644.182,5372,8134,0.001,0,1,73.544,31,134,0.0,0,0,2212.708,1436,2904,84.661,42,144
15,94628.554,91749,97826,11715.327,9710,13800,0.005,0,1,156.638,89,242,0.0,0,0,4249.659,3177,5205,179.581,98,264
16,80992.264,77689,84621,19625.458,17106,21783,0.039,0,1,316.351,227,444,0.0,0,0,7831.038,6301,9085,361.166,227,474
17,60766.368,57094,65768,30267.343,27825,32919,0.105,0,3,611.048,456,766,0.001,0,1,13798.25,11972,15482,694.799,507,873
18,35555.284,31801,39249,40685.397,38119,43072,0.282,0,4,1131.763,900,1346,0.007,0,1,22945.065,20865,24862,1280.111,1012,1540
19,12614.588,10321,15474,43749.182,41129,45932,0.6,0,5,1999.266,1665,2274,0.015,0,1,35066.055,33017,37081,2244.606,1924,2565
20,994.729,209,1932,33989.366,31437,36619,1.108,0,6,3329.7,2950,3719,0.054,0,2,47709.24,46040,49514,3702.034,3326,4098
21,0.0,0,0,18376.325,16833,20203,1.849,0,8,5144.885,4650,5578,0.135,0,4,56761.408,55705,57693,5647.323,5167,6146
22,0.0,0,0,9399.59,8552,10280,2.926,0,12,7318.388,6711,7774,0.298,0,4,60491.797,59931,61192,7893.023,7441,8407
23,0.0,0,0,4805.522,4305,5363,4.437,0,12,9666.634,9070,10171,0.622,0,4,61217.989,60531,61760,10174.286,9644,10725
24,0.0,0,0,2458.761,2135,2790,6.773,0,17,12097.291,11449,12604,1.219,0,6,60450.594,59824,61055,12335.184,11856,12947
25,0.0,0,0,1256.443,1018,1437,10.237,1,24,14586.868,13941,15147,2.198,0,7,58962.534,58338,59719,14283.558,13826,14751
26,0.0,0,0,641.884,509,776,15.065,1,31,17140.914,16426,17734,3.772,0,10,57146.316,56477,57969,15961.494,15552,16425
27,0.0,0,0,327.905,236,419,21.049,7,41,19782.568,19062,20390,6.111,0,15,55201.327,54530,55997,17330.796,16928,17786
28,0.0,0,0,167.673,115,230,28.363,12,54,22524.843,21804,23178,9.286,2,18,53230.916,52606,53983,18373.262,17984,18803
29,0.0,0,0,86.068,41,131,36.765,20,59,25377.054,24565,26048,13.419,4,26,51282.83,50588,51970,19089.752,18623,19601
30,0.0,0,0,44.094,15,74,46.376,19,72,28342.605,27534,29151,18.483,6,32,49382.368,48739,50111,19484.341,19073,19995
31,0.0,0,0,22.495,3,48,55.61,21,91,31404.295,30619,32179,24.509,9,38,47540.413,46899,48210,19593.074,19188,20061
32,0.0,0,0,11.457,0,33,65.486,25,93,34544.344,33710,35357,31.468,11,50,45760.451,45091,46429,19441.967,18979,19823
33,0.0,0,0,5.927,0,19,74.548,43,102,37730.611,36930,38655,38.786,18,56,44045.793,43366,44684,19073.489,18519,19453
34,0.0,0,0,3.211,0,12,83.819,50,112,40942.257,40221,41830,46.725,25,66,42390.576,41771,42976,18524.343,18055,18938
35,0.0,0,0,1.786,0,8,91.498,60,125,44144.859,43328,45083,54.894,31,80,40798.824,40199,41375,17834.505,17401,18267
36,0.0,0,0,0.953,0,7,99.199,64,132,47310.846,46466,48111,63.34,37,90,39265.931,38652,39861,17042.162,16622,17457
37,0.0,0,0,0.539,0,6,105.428,70,144,50419.089,49541,51223,71.741,43,100,37792.822,37185,38347,16176.134,15797,16593
38,0.0,0,0,0.301,0,5,110.909,76,161,53452.239,52546,54272,80.041,48,112,36372.486,35775,36922,15268.618,14869,15679
39,0.0,0,0,0.162,0,4,115.417,75,152,56390.673,55550,57199,88.301,55,117,35004.692,34383,35600,14342.7,13936,14748
40,0.0,0,0,0.084,0,4,118.776,85,160,59223.938,58254,60015,96.297,65,131,33688.629,33122,34265,13415.992,12990,13836
41,0.0,0,0,0.049,0,2,120.911,79,159,61945.09,61005,62695,103.858,70,139,32420.371,31893,33024,12505.629,11991,12897
42,0.0,0,0,0.026,0,1,122.19,86,175,64545.229,63629,65227,111.195,75,147,31200.026,30629,31814,11621.502,11124,11992
43,0.0,0,0,0.017,0,1,122.923,86,169,67018.418,66118,67698,118.116,80,153,30028.152,29462,30576,10774.796,10314,11155
44,0.0,0,0,0.013,0,1,122.784,86,170,69372.628,68538,70036,124.393,88,158,28899.819,28340,29431,9967.286,9570,10326
45,0.0,0,0,0.008,0,1,122.154,88,160,71604.306,70903,72217,130.416,93,166,27813.41,27280,28349,9205.959,8889,9540
46,0.0,0,0,0.007,0,1,120.701,88,169,73718.1,73045,74287,136.161,97,176,26768.065,26258,27301,8488.625,8195,8802
47,0.0,0,0,0.006,0,1,118.748,83,170,75716.997,75018,76282,141.448,104,181,25760.321,25238,26322,7819.938,7519,8104
48,0.0,0,0,0.005,0,1,115.696,78,151,77605.613,76862,78145,146.377,106,186,24792.338,24315,25382,7195.277,6921,7510
