day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max
0,600701.22,600625,600763,282.468,232,339,0.0,0,0,0.0,0,0,0.0,0,0,19.674,8,39,0.0,0,0
1,600165.543,600065,600256,679.605,599,775,0.0,0,0,6.0,0,18,0.0,0,0,48.135,29,86,56.544,27,84
2,599459.087,599306,599600,1161.553,1026,1298,0.0,0,0,20.378,5,38,0.0,0,0,89.701,62,118,160.221,119,205
3,598455.234,598277,598656,1836.767,1673,1977,0.0,0,0,47.266,23,76,0.0,0,0,144.154,104,189,328.365,261,399
4,597042.919,596724,597321,2773.789,2548,3001,0.0,0,0,90.448,57,122,0.0,0,0,219.055,165,266,575.937,483,674
5,595014.311,594659,595370,4125.878,3833,4391,0.185,0,4,157.1,114,198,0.0,0,0,321.576,254,381,931.935,830,1031
6,592080.985,591581,592567,6090.41,5681,6471,0.976,0,6,257.953,207,322,0.006,0,1,464.164,390,559,1436.043,1254,1575
7,587809.436,587053,588583,8967.638,8399,9600,3.132,0,12,405.614,324,475,0.041,0,2,672.524,576,786,2154.019,1979,2311
8,581567.031,580399,582718,13192.666,12365,14076,7.298,1,20,625.131,531,721,0.127,0,2,971.503,856,1089,3178.814,2925,3434
9,572456.556,570601,574018,19374.482,18281,20768,14.565,2,30,951.062,851,1076,0.349,0,3,1409.608,1262,1547,4653.653,4351,4918
10,559240.23,556859,561465,28328.068,26852,30044,26.778,11,43,1433.178,1299,1568,0.784,0,5,2047.011,1863,2236,6782.307,6364,7152
11,540278.19,536804,543251,41095.096,39228,43533,44.663,21,68,2140.084,1976,2321,1.688,0,7,2974.684,2749,3207,9871.315,9277,10367
12,513546.569,508936,517776,58876.021,56106,61715,70.406,43,97,3175.589,2984,3407,3.307,0,11,4311.78,4037,4603,14355.429,13494,15150
13,476961.564,470709,482408,82667.512,79270,86556,107.23,72,144,4681.25,4422,5002,5.961,0,18,6204.577,5851,6617,20821.824,19720,22204
14,428941.737,420998,435578,112760.447,108753,117737,157.65,114,205,6860.618,6482,7208,10.275,1,23,8806.793,8332,9289,30056.706,28536,31852
15,369585.345,360092,377450,147692.309,143114,153309,226.402,175,274,9972.531,9500,10446,17.798,5,34,12243.414,11509,12850,42973.504,40861,45235
16,302049.717,291569,310641,183248.809,179022,188545,316.977,251,374,14332.566,13629,15013,30.327,15,50,16534.713,15588,17370,60522.307,57603,63422
17,232872.568,222801,241594,212793.483,209660,216565,431.806,365,518,20310.102,19338,21266,51.681,30,79,21439.275,20553,22291,83382.021,79890,87189
18,170303.34,162098,177355,229333.765,227322,231211,565.212,493,645,28245.15,26928,29465,88.636,59,124,26464.162,25708,27350,111475.871,107466,115961
19,120406.035,114201,125531,229627.67,227923,231245,705.312,619,814,38402.086,36834,40037,151.1,115,194,30876.638,30184,31804,143626.387,139269,148407
20,84576.091,80539,88458,215813.522,212644,218459,828.145,727,931,50899.163,49138,52894,253.891,206,323,33977.907,33265,34619,177416.121,172560,182260
21,60478.538,57696,63222,193263.196,189328,196408,914.536,829,1010,65733.236,63682,68130,415.006,352,489,35400.393,34730,35972,209808.148,205377,214342
22,44651.653,42939,46610,167316.597,162847,170643,962.526,864,1071,82825.004,80457,85549,650.527,570,738,35190.136,34516,35844,238077.683,234384,242071
23,37767.952,36282,39270,138048.165,134462,141094,996.329,898,1092,102123.716,99282,105205,973.126,869,1081,33645.306,32947,34346,260343.369,257189,263499
24,32591.56,31258,33855,113383.379,110219,116231,1025.233,932,1133,123614.445,120587,127012,1395.931,1252,1540,30993.852,30272,31735,275634.622,273553,277520
25,28699.407,27622,29785,92769.177,90041,95071,1051.381,946,1192,147240.93,144094,150812,1926.92,1776,2070,27806.925,27136,28567,283155.912,281799,284838
26,25733.206,24809,26651,75689.827,73470,77542,1085.117,900,1255,172863.759,169409,176615,2567.765,2383,2746,24468.492,23849,25127,283592.673,282223,285194
27,23448.187,22630,24282,61612.573,59724,63186,1113.45,884,1457,200269.074,196745,204279,3311.829,3065,3510,21212.421,20422,21759,277801.894,276160,279364
28,21670.365,20984,22406,50075.765,48627,51397,1222.544,901,1635,228967.707,225033,233488,4128.369,3853,4361,18171.157,17599,18723,266824.315,264754,268784
29,20275.519,19621,20920,40647.124,39206,41754,1294.219,935,1750,258523.053,254933,262764,5018.044,4768,5263,15420.972,14915,16011,251750.961,249129,253820
30,19173.152,18541,19844,32962.94,31638,33888,1258.681,952,1802,288383.225,284653,292960,5965.689,5679,6315,12989.285,12545,13422,233725.715,230466,235927
31,18298.178,17736,18933,26709.597,25583,27614,1343.962,980,1823,317725.632,314282,322557,6904.638,6592,7250,10873.445,10405,11275,213848.861,210148,216261
32,17598.875,17022,18217,21638.892,20796,22435,1375.181,1026,1794,346124.35,342257,350426,7838.685,7502,8144,9052.599,8600,9457,193098.788,189611,195826
33,17036.911,16514,17670,17520.608,16739,18297,1329.389,1031,1823,373107.731,369408,377189,8750.185,8389,9069,7509.638,7136,7857,172291.802,169198,175019
34,16584.946,16078,17196,14187.901,13577,14901,1385.389,1010,1770,398162.725,394750,401667,9593.634,9224,9899,6205.895,5900,6492,152098.972,149111,154998
35,16219.93,15742,16830,11485.284,10989,12112,1381.298,1098,1769,421196.701,418236,424629,10383.684,10028,10726,5111.15,4798,5377,132977.752,130113,135545
36,15924.9,15468,16533,9298.337,8878,9842,1382.246,1095,1761,442024.268,438854,445169,11105.028,10727,11439,4201.485,3958,4450,115260.823,112650,117550
37,15686.297,15240,16272,7526.978,7077,8012,1376.867,1147,1680,460639.647,457777,463322,11753.237,11356,12073,3444.879,3230,3695,99123.194,96851,101413
38,15493.302,15047,16095,6094.325,5784,6522,1383.665,1165,1641,477068.928,474287,479587,12326.258,11914,12672,2817.374,2597,3048,84655.075,82608,86816
39,15337.719,14897,15941,4931.98,4629,5302,1384.47,1196,1613,491435.596,489272,493667,12831.967,12446,13219,2299.362,2076,2473,71848.304,69892,73666
40,15211.727,14788,15796,3992.055,3721,4260,1389.24,1225,1553,503877.301,501864,505927,13269.169,12907,13616,1876.686,1618,2067,60643.18,59004,62112
41,15110.331,14683,15700,3231.116,3029,3444,1385.211,1269,1511,514575.463,512705,516416,13647.304,13267,14028,1529.717,1336,1696,50933.705,49334,52336
42,15028.282,14599,15619,2614.389,2447,2817,1378.18,1268,1494,523712.829,521992,525341,13972.119,13553,14364,1244.318,1075,1366,42585.258,41181,43741
43,14961.967,14522,15536,2115.122,1968,2301,1363.595,1250,1494,531466.497,529811,532841,14249.049,13825,14632,1014.144,889,1133,35464.463,34286,36562
44,14908.405,14466,15473,1712.667,1575,1848,1343.813,1246,1449,538006.22,536461,539293,14485.036,14095,14852,824.69,706,919,29435.754,28503,30452
45,14865.175,14417,15436,1386.164,1248,1514,1318.336,1194,1446,543506.668,542103,544710,14684.693,14300,15031,669.639,583,752,24350.897,23502,25332
