Date,Product,Population,Dose,NumberVaccinated,PercentCoverage,CumulativeNumberVaccinated,CumulativePercentCoverage,AgeBand
20210517,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,2,,16 years and over
20210517,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,3611,,1051973,,16 years and over
20210517,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,3469,,810897,,16 years and over
20210517,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,5525,,1975194,,16 years and over
20210517,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,26637,,858570,,16 years and over
20210517,Total,4541903,Dose 1,9201,,3045152,,16 years and over
20210517,Total,4434138,Dose 1,9077,0.204707205774832,3034680,68.4390066344349,18 years and over
20210517,Total,2183051,Dose 1,347,0.0158951852247153,2151839,98.5702578638795,50 years and over
20210517,Total,4541903,Dose 2,30106,,1669469,,16 years and over
20210517,Total,4434138,Dose 2,29953,0.6755089715295279,1666476,37.582862779642895,18 years and over
20210517,Total,2183051,Dose 2,18484,0.846704909779937,1357356,62.1770173944631,50 years and over
