Date,Product,Population,Dose,NumberVaccinated,PercentCoverage,CumulativeNumberVaccinated,CumulativePercentCoverage,AgeBand
20210421,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
20210421,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,1055,,900852,,16 years and over
20210421,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,25454,,522957,,16 years and over
20210421,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,936,,1841731,,16 years and over
20210421,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,26289,,401205,,16 years and over
20210421,Total,4541903,Dose 1,2384,,2752989,,16 years and over
20210421,Total,4434138,Dose 1,2366,0.053358736241407,2745129,61.908966297395295,18 years and over
20210421,Total,2183051,Dose 1,686,0.0314239108477081,2137595,97.91777654301251,50 years and over
20210421,Total,4541903,Dose 2,51743,,924162,,16 years and over
20210421,Total,4434138,Dose 2,51723,1.16647249138389,923319,20.822964914488498,18 years and over
20210421,Total,2183051,Dose 2,48673,2.2295860243301697,723447,33.139262435921104,50 years and over
20210422,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,362,,10768,,16 years and over
20210422,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
20210422,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,1636,,902488,,16 years and over
20210422,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,22211,,545168,,16 years and over
20210422,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,1084,,1842815,,16 years and over
20210422,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,25824,,427029,,16 years and over
20210422,Total,4541903,Dose 1,3082,,2756071,,16 years and over
20210422,Total,4434138,Dose 1,3065,0.0691227922992022,2748194,61.9780890896945,18 years and over
20210422,Total,2183051,Dose 1,816,0.0373788793756994,2138411,97.95515542238822,50 years and over
20210422,Total,4541903,Dose 2,48035,,972197,,16 years and over
20210422,Total,4434138,Dose 2,47998,1.08246518263527,971317,21.9054300971237,18 years and over
20210422,Total,2183051,Dose 2,45349,2.07732205981445,768796,35.2165844957356,50 years and over
20210423,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,1263,,12031,,16 years and over
20210423,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
20210423,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,3549,,906037,,16 years and over
20210423,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,17688,,562856,,16 years and over
20210423,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,773,,1843588,,16 years and over
20210423,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,21472,,448501,,16 years and over
20210423,Total,4541903,Dose 1,5585,,2761656,,16 years and over
20210423,Total,4434138,Dose 1,5477,0.123518934232539,2753671,62.1016080239271,18 years and over
20210423,Total,2183051,Dose 1,652,0.0298664575403873,2139063,97.9850218799286,50 years and over
20210423,Total,4541903,Dose 2,39160,,1011357,,16 years and over
20210423,Total,4434138,Dose 2,39141,0.88271948234358,1010458,22.7881495794673,18 years and over
20210423,Total,2183051,Dose 2,36519,1.6728422744132,805315,36.889426770148795,50 years and over
20210424,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,1188,,13219,,16 years and over
20210424,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
20210424,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,1836,,907873,,16 years and over
20210424,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,14798,,577654,,16 years and over
20210424,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,823,,1844411,,16 years and over
20210424,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,33597,,482098,,16 years and over
20210424,Total,4541903,Dose 1,3847,,2765503,,16 years and over
20210424,Total,4434138,Dose 1,3716,0.0838043380697669,2757387,62.185412361996896,18 years and over
20210424,Total,2183051,Dose 1,815,0.0373330719254841,2139878,98.0223549518541,50 years and over
20210424,Total,4541903,Dose 2,48395,,1059752,,16 years and over
20210424,Total,4434138,Dose 2,48358,1.0905840097894999,1058816,23.8787335892568,18 years and over
20210424,Total,2183051,Dose 2,45211,2.07100063168474,850526,38.9604274018335,50 years and over
20210425,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,349,,13568,,16 years and over
20210425,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,0,,16 years and over
20210425,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,1906,,909779,,16 years and over
20210425,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,14758,,592412,,16 years and over
20210425,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,342,,1844753,,16 years and over
20210425,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,12689,,494787,,16 years and over
20210425,Total,4541903,Dose 1,2597,,2768100,,16 years and over
20210425,Total,4434138,Dose 1,2581,0.05820748023629401,2759968,62.2436198422331,18 years and over
20210425,Total,2183051,Dose 1,314,0.0143835393676098,2140192,98.0367384912217,50 years and over
20210425,Total,4541903,Dose 2,27447,,1087199,,16 years and over
20210425,Total,4434138,Dose 2,27431,0.6186320768546221,1086247,24.4973656661114,18 years and over
20210425,Total,2183051,Dose 2,25956,1.18897817778879,876482,40.1494055796223,50 years and over
20210426,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,348,,13916,,16 years and over
20210426,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,1,,1,,16 years and over
20210426,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,6284,,916063,,16 years and over
20210426,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,17143,,609555,,16 years and over
20210426,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,748,,1845501,,16 years and over
20210426,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,19242,,514029,,16 years and over
20210426,Total,4541903,Dose 1,7380,,2775480,,16 years and over
20210426,Total,4434138,Dose 1,7332,0.16535344637447,2767300,62.4089732886076,18 years and over
20210426,Total,2183051,Dose 1,545,0.0249650603673483,2140737,98.06170355158899,50 years and over
20210426,Total,4541903,Dose 2,36386,,1123585,,16 years and over
20210426,Total,4434138,Dose 2,36360,0.8200015425771591,1122607,25.3173672086886,18 years and over
20210426,Total,2183051,Dose 2,33603,1.5392677495853302,910085,41.6886733292076,50 years and over
20210427,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,360,,14276,,16 years and over
20210427,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,1,,16 years and over
20210427,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,6344,,922407,,16 years and over
20210427,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,15754,,625309,,16 years and over
20210427,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,1000,,1846501,,16 years and over
20210427,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,24703,,538732,,16 years and over
20210427,Total,4541903,Dose 1,7704,,2783184,,16 years and over
20210427,Total,4434138,Dose 1,7655,0.172637838515626,2774955,62.5816111271232,18 years and over
20210427,Total,2183051,Dose 1,727,0.0333020163065361,2141464,98.0950055678956,50 years and over
20210427,Total,4541903,Dose 2,40457,,1164042,,16 years and over
20210427,Total,4434138,Dose 2,40441,0.9120374692894091,1163048,26.229404677978,18 years and over
20210427,Total,2183051,Dose 2,37588,1.7218104386933701,947673,43.410483767901,50 years and over
20210428,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,239,,14515,,16 years and over
20210428,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,1,,16 years and over
20210428,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,5220,,927627,,16 years and over
20210428,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,16046,,641355,,16 years and over
20210428,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,1197,,1847698,,16 years and over
20210428,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,26186,,564918,,16 years and over
20210428,Total,4541903,Dose 1,6656,,2789840,,16 years and over
20210428,Total,4434138,Dose 1,6544,0.147582235825768,2781499,62.729193362949,18 years and over
20210428,Total,2183051,Dose 1,716,0.0327981343541676,2142180,98.1278037022497,50 years and over
20210428,Total,4541903,Dose 2,42232,,1206274,,16 years and over
20210428,Total,4434138,Dose 2,42216,0.9520677976192891,1205264,27.1814724755973,18 years and over
20210428,Total,2183051,Dose 2,38317,1.7552040699003402,985990,45.16568783780129,50 years and over
20210429,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,197,,14712,,16 years and over
20210429,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,1,,2,,16 years and over
20210429,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,4508,,932135,,16 years and over
20210429,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,14629,,655984,,16 years and over
20210429,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,2902,,1850600,,16 years and over
20210429,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,26282,,591200,,16 years and over
20210429,Total,4541903,Dose 1,7607,,2797447,,16 years and over
20210429,Total,4434138,Dose 1,7567,0.17065323632236998,2789066,62.8998465992714,18 years and over
20210429,Total,2183051,Dose 1,526,0.0240947188132572,2142706,98.15189842106301,50 years and over
20210429,Total,4541903,Dose 2,40912,,1247186,,16 years and over
20210429,Total,4434138,Dose 2,40879,0.9219153756603878,1246143,28.1033878512577,18 years and over
20210429,Total,2183051,Dose 2,37300,1.7086178930313602,1023290,46.8743057308327,50 years and over
20210430,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,166,,14878,,16 years and over
20210430,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,2,,16 years and over
20210430,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,7409,,939544,,16 years and over
20210430,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,13711,,669695,,16 years and over
20210430,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,2110,,1852710,,16 years and over
20210430,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,24045,,615245,,16 years and over
20210430,Total,4541903,Dose 1,9685,,2807132,,16 years and over
20210430,Total,4434138,Dose 1,9632,0.217223730970935,2798698,63.1170703302423,18 years and over
20210430,Total,2183051,Dose 1,746,0.0341723578606272,2143452,98.1860707789236,50 years and over
20210430,Total,4541903,Dose 2,37756,,1284942,,16 years and over
20210430,Total,4434138,Dose 2,37709,0.8504245921078691,1283852,28.953812443365504,18 years and over
20210430,Total,2183051,Dose 2,34408,1.5761427470086598,1057698,48.4504484778413,50 years and over
20210501,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,14878,,16 years and over
20210501,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,2,,16 years and over
20210501,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,5189,,944733,,16 years and over
20210501,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,11822,,681517,,16 years and over
20210501,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,1131,,1853841,,16 years and over
20210501,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,17883,,633128,,16 years and over
20210501,Total,4541903,Dose 1,6320,,2813452,,16 years and over
20210501,Total,4434138,Dose 1,6304,0.142169684389615,2805002,63.2592400146319,18 years and over
20210501,Total,2183051,Dose 1,832,0.0381117985791445,2144284,98.2241825775028,50 years and over
20210501,Total,4541903,Dose 2,29705,,1314647,,16 years and over
20210501,Total,4434138,Dose 2,29676,0.669261985080302,1313528,29.6230744284458,18 years and over
20210501,Total,2183051,Dose 2,27181,1.2450923043025601,1084879,49.6955407821439,50 years and over
20210502,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,1,,14879,,16 years and over
20210502,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,2,,16 years and over
20210502,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,5486,,950219,,16 years and over
20210502,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,14803,,696320,,16 years and over
20210502,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,910,,1854751,,16 years and over
20210502,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,10745,,643873,,16 years and over
20210502,Total,4541903,Dose 1,6397,,2819849,,16 years and over
20210502,Total,4434138,Dose 1,6226,0.140410605172866,2811228,63.399650619804795,18 years and over
20210502,Total,2183051,Dose 1,470,0.0215295016011994,2144754,98.24571207910401,50 years and over
20210502,Total,4541903,Dose 2,25548,,1340195,,16 years and over
20210502,Total,4434138,Dose 2,25323,0.571091833407079,1338851,30.1941662618529,18 years and over
20210502,Total,2183051,Dose 2,23695,1.08540753285196,1108574,50.7809483149958,50 years and over
20210503,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,1997,,16876,,16 years and over
20210503,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,2,,16 years and over
20210503,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,4138,,954357,,16 years and over
20210503,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,13788,,710108,,16 years and over
20210503,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,2980,,1857731,,16 years and over
20210503,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,7875,,651748,,16 years and over
20210503,Total,4541903,Dose 1,9115,,2828964,,16 years and over
20210503,Total,4434138,Dose 1,9102,0.20527101321609698,2820330,63.60492163302089,18 years and over
20210503,Total,2183051,Dose 1,488,0.0223540357050751,2145242,98.268066114809,50 years and over
20210503,Total,4541903,Dose 2,21663,,1361858,,16 years and over
20210503,Total,4434138,Dose 2,21644,0.488121930350386,1360495,30.682288192203302,18 years and over
20210503,Total,2183051,Dose 2,19980,0.915232855302052,1128554,51.6961811702979,50 years and over
20210504,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,667,,17543,,16 years and over
20210504,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,2,,16 years and over
20210504,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,9651,,964008,,16 years and over
20210504,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,13709,,723817,,16 years and over
20210504,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,2443,,1860174,,16 years and over
20210504,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,13329,,665077,,16 years and over
20210504,Total,4541903,Dose 1,12761,,2841725,,16 years and over
20210504,Total,4434138,Dose 1,12741,0.287338824366765,2833071,63.89226045738771,18 years and over
20210504,Total,2183051,Dose 1,515,0.0235908368608887,2145757,98.2916569516699,50 years and over
20210504,Total,4541903,Dose 2,27038,,1388896,,16 years and over
20210504,Total,4434138,Dose 2,26992,0.6087316181859921,1387487,31.2910198103893,18 years and over
20210504,Total,2183051,Dose 2,23769,1.08879728416789,1152323,52.7849784544658,50 years and over
20210505,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,115,,17658,,16 years and over
20210505,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,2,,16 years and over
20210505,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,10866,,974874,,16 years and over
20210505,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,13113,,736930,,16 years and over
20210505,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,3287,,1863461,,16 years and over
20210505,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,14124,,679201,,16 years and over
20210505,Total,4541903,Dose 1,14268,,2855993,,16 years and over
20210505,Total,4434138,Dose 1,14235,0.32103195705681703,2847306,64.21329241444451,18 years and over
20210505,Total,2183051,Dose 1,517,0.0236824517613194,2146274,98.3153394034313,50 years and over
20210505,Total,4541903,Dose 2,27237,,1416133,,16 years and over
20210505,Total,4434138,Dose 2,27173,0.6128135840607579,1414660,31.903833394450103,18 years and over
20210505,Total,2183051,Dose 2,24050,1.1016691776783998,1176373,53.886647632144204,50 years and over
20210506,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,22,,17680,,16 years and over
20210506,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,2,,16 years and over
20210506,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,8383,,983257,,16 years and over
20210506,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,11384,,748314,,16 years and over
20210506,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,7215,,1870676,,16 years and over
20210506,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,12172,,691373,,16 years and over
20210506,Total,4541903,Dose 1,15620,,2871613,,16 years and over
20210506,Total,4434138,Dose 1,15585,0.351477558885177,2862891,64.5647699733296,18 years and over
20210506,Total,2183051,Dose 1,558,0.0255605572201474,2146832,98.3408999606514,50 years and over
20210506,Total,4541903,Dose 2,23556,,1439689,,16 years and over
20210506,Total,4434138,Dose 2,23525,0.5305428022312341,1438185,32.4343761966813,18 years and over
20210506,Total,2183051,Dose 2,20329,0.931219655427198,1196702,54.8178672875714,50 years and over
20210507,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,12,,17692,,16 years and over
20210507,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,2,,16 years and over
20210507,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,7438,,990695,,16 years and over
20210507,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,9972,,758286,,16 years and over
20210507,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,5877,,1876553,,16 years and over
20210507,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,8555,,699928,,16 years and over
20210507,Total,4541903,Dose 1,13327,,2884940,,16 years and over
20210507,Total,4434138,Dose 1,13294,0.299810244967568,2876185,64.8645802182972,18 years and over
20210507,Total,2183051,Dose 1,417,0.0191017067397876,2147249,98.3600016673912,50 years and over
20210507,Total,4541903,Dose 2,18527,,1458216,,16 years and over
20210507,Total,4434138,Dose 2,18483,0.41683411747672294,1456668,32.851210314158,18 years and over
20210507,Total,2183051,Dose 2,15642,0.716520136268003,1212344,55.5343874238394,50 years and over
20210508,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,17692,,16 years and over
20210508,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,2,,16 years and over
20210508,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,9449,,1000144,,16 years and over
20210508,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,8328,,766614,,16 years and over
20210508,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,6365,,1882918,,16 years and over
20210508,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,11190,,711118,,16 years and over
20210508,Total,4541903,Dose 1,15814,,2900754,,16 years and over
20210508,Total,4434138,Dose 1,15794,0.35619098909415997,2891979,65.2207712073914,18 years and over
20210508,Total,2183051,Dose 1,651,0.029820650090172002,2147900,98.3898223174814,50 years and over
20210508,Total,4541903,Dose 2,19518,,1477734,,16 years and over
20210508,Total,4434138,Dose 2,19351,0.43640951183747606,1476019,33.2876198259955,18 years and over
20210508,Total,2183051,Dose 2,15947,0.730491408583675,1228291,56.26487883242311,50 years and over
20210509,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,17692,,16 years and over
20210509,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,2,,16 years and over
20210509,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,4769,,1004913,,16 years and over
20210509,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,7057,,773671,,16 years and over
20210509,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,5245,,1888163,,16 years and over
20210509,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,7366,,718484,,16 years and over
20210509,Total,4541903,Dose 1,10014,,2910768,,16 years and over
20210509,Total,4434138,Dose 1,9991,0.22532000582751396,2901970,65.44609121321889,18 years and over
20210509,Total,2183051,Dose 1,224,0.0102608688482312,2148124,98.4000831863296,50 years and over
20210509,Total,4541903,Dose 2,14423,,1492157,,16 years and over
20210509,Total,4434138,Dose 2,14412,0.32502371374098,1490431,33.6126435397365,18 years and over
20210509,Total,2183051,Dose 2,9975,0.456929315897796,1238266,56.721808148320896,50 years and over
20210510,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,17692,,16 years and over
20210510,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,2,,16 years and over
20210510,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,8757,,1013670,,16 years and over
20210510,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,5998,,779669,,16 years and over
20210510,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,10203,,1898366,,16 years and over
20210510,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,12628,,731112,,16 years and over
20210510,Total,4541903,Dose 1,18960,,2929728,,16 years and over
20210510,Total,4434138,Dose 1,18937,0.427072860610112,2920907,65.873164073829,18 years and over
20210510,Total,2183051,Dose 1,658,0.0301413022416792,2148782,98.4302244885713,50 years and over
20210510,Total,4541903,Dose 2,18626,,1510783,,16 years and over
20210510,Total,4434138,Dose 2,18498,0.41717240194148203,1508929,34.029815941678,18 years and over
20210510,Total,2183051,Dose 2,13443,0.615789553244519,1251709,57.3375977015654,50 years and over
20210511,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,17692,,16 years and over
20210511,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,2,,16 years and over
20210511,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,8615,,1022285,,16 years and over
20210511,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,6443,,786112,,16 years and over
20210511,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,11387,,1909753,,16 years and over
20210511,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,16378,,747490,,16 years and over
20210511,Total,4541903,Dose 1,20002,,2949730,,16 years and over
20210511,Total,4434138,Dose 1,19926,0.44937708298659207,2940833,66.3225411568156,18 years and over
20210511,Total,2183051,Dose 1,534,0.0244611784149798,2149316,98.4546856669863,50 years and over
20210511,Total,4541903,Dose 2,22821,,1533604,,16 years and over
20210511,Total,4434138,Dose 2,22787,0.5138992065650639,1531716,34.543715148242995,18 years and over
20210511,Total,2183051,Dose 2,16288,0.746111749107098,1267997,58.0837094506725,50 years and over
20210512,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,0,,17692,,16 years and over
20210512,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,2,,16 years and over
20210512,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,7045,,1029330,,16 years and over
20210512,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,6146,,792258,,16 years and over
20210512,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,12561,,1922314,,16 years and over
20210512,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,17259,,764749,,16 years and over
20210512,Total,4541903,Dose 1,19606,,2969336,,16 years and over
20210512,Total,4434138,Dose 1,19564,0.441213151237061,2960397,66.7637543080527,18 years and over
20210512,Total,2183051,Dose 1,502,0.0229953400080896,2149818,98.4776810069943,50 years and over
20210512,Total,4541903,Dose 2,23405,,1557009,,16 years and over
20210512,Total,4434138,Dose 2,23366,0.526956986904783,1555082,35.0706721351478,18 years and over
20210512,Total,2183051,Dose 2,16086,0.7368586441636039,1284083,58.820568094836105,50 years and over
20210513,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,70,,17762,,16 years and over
20210513,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,2,,16 years and over
20210513,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,4430,,1033760,,16 years and over
20210513,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,4877,,797135,,16 years and over
20210513,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,12818,,1935132,,16 years and over
20210513,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,18294,,783043,,16 years and over
20210513,Total,4541903,Dose 1,17318,,2986654,,16 years and over
20210513,Total,4434138,Dose 1,17277,0.389636046510055,2977674,67.1533903545627,18 years and over
20210513,Total,2183051,Dose 1,419,0.0191933216402182,2150237,98.49687432863449,50 years and over
20210513,Total,4541903,Dose 2,23171,,1580180,,16 years and over
20210513,Total,4434138,Dose 2,23095,0.5208453142414601,1578177,35.59151744938929,18 years and over
20210513,Total,2183051,Dose 2,16123,0.7385535198215709,1300206,59.5591216146576,50 years and over
20210514,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,48,,17810,,16 years and over
20210514,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,2,,16 years and over
20210514,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,4856,,1038616,,16 years and over
20210514,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,4576,,801711,,16 years and over
20210514,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,12924,,1948056,,16 years and over
20210514,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,18148,,801191,,16 years and over
20210514,Total,4541903,Dose 1,17828,,3004482,,16 years and over
20210514,Total,4434138,Dose 1,17668,0.398453994891454,2995342,67.5518443494542,18 years and over
20210514,Total,2183051,Dose 1,631,0.0289045010858656,2150868,98.52577882972041,50 years and over
20210514,Total,4541903,Dose 2,22724,,1602904,,16 years and over
20210514,Total,4434138,Dose 2,22630,0.510358495833914,1600807,36.101875945223206,18 years and over
20210514,Total,2183051,Dose 2,14945,0.6845923434679261,1315151,60.2437139581256,50 years and over
20210515,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,53,,17863,,16 years and over
20210515,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,2,,16 years and over
20210515,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,5562,,1044178,,16 years and over
20210515,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,2660,,804371,,16 years and over
20210515,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,11607,,1959663,,16 years and over
20210515,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,17050,,818241,,16 years and over
20210515,Total,4541903,Dose 1,17222,,3021704,,16 years and over
20210515,Total,4434138,Dose 1,16195,0.36523446045206504,3011537,67.9170788099062,18 years and over
20210515,Total,2183051,Dose 1,331,0.0151622660212702,2151199,98.54094109574172,50 years and over
20210515,Total,4541903,Dose 2,19710,,1622614,,16 years and over
20210515,Total,4434138,Dose 2,19404,0.437604783612959,1620211,36.539480728836104,18 years and over
20210515,Total,2183051,Dose 2,12840,0.588167660764682,1327991,60.83188161889029,50 years and over
20210516,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,57,,17920,,16 years and over
20210516,Covid-19 mRNA Vaccine Moderna,4541903,Dose 2,0,,2,,16 years and over
20210516,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 1,4184,,1048362,,16 years and over
20210516,Covid-19 mRNA Vaccine Pfizer,4541903,Dose 2,3057,,807428,,16 years and over
20210516,Covid-19 Vaccine AstraZeneca,4541903,Dose 1,10006,,1969669,,16 years and over
20210516,Covid-19 Vaccine AstraZeneca,4541903,Dose 2,13692,,831933,,16 years and over
20210516,Total,4541903,Dose 1,14247,,3035951,,16 years and over
20210516,Total,4434138,Dose 1,14066,0.317220618753859,3025603,68.2342994286601,18 years and over
20210516,Total,2183051,Dose 1,293,0.0134215829130881,2151492,98.5543626786548,50 years and over
20210516,Total,4541903,Dose 2,16749,,1639363,,16 years and over
20210516,Total,4434138,Dose 2,16312,0.36787307927719,1636523,36.9073538081133,18 years and over
20210516,Total,2183051,Dose 2,10881,0.49843086579287393,1338872,61.330312484683105,50 years and over
20210517,Covid-19 mRNA Vaccine Moderna,4541903,Dose 1,65,,17985,,16 years and over
