age_group,day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max,type
0,99.0,116209.67005527638,115249.1055276382,117261.04522613065,24276.82674874372,23628.597989949747,24945.105527638192,802.0007185929649,726.7185929648241,876.6834170854271,1029103.1785175878,1027970.0251256281,1030154.8391959799,611.2467688442212,543.1005025125628,681.8442211055276,7083.204653266332,6886.256281407035,7296.175879396985,46314.38560301508,45652.09547738694,46989.98994974874,average
1,99.0,53367.44801507537,52906.91959798995,53886.477386934675,12236.513075376884,11879.306532663317,12619.175879396986,401.35844221105526,349.1457286432161,457.54773869346735,518376.517040201,517739.4371859296,518988.8592964824,700.9312713567838,626.2412060301508,773.1809045226131,2806.9370150753775,2709.643216080402,2911.281407035176,26323.907165829154,25859.582914572864,26763.59296482412,average
2,99.0,56802.696713567835,56300.50753768844,57371.89949748744,12756.570000000002,12387.155778894472,13128.281407035176,418.2113216080402,366.8291457286432,471.1356783919598,539276.1455929648,538590.5929648242,539944.6733668342,729.1600653266332,652.5477386934673,804.1658291457286,2925.9701658291456,2828.7738693467336,3030.7688442211056,27444.42577386935,26979.256281407033,27887.70351758794,average
3,99.0,68642.79704522614,68062.25628140704,69346.46733668342,15529.396728643218,15086.065326633166,15984.301507537688,448.81096984924625,395.8492462311558,506.85929648241205,656207.5828944723,655433.2613065327,656977.0854271357,1776.0612663316585,1633.9195979899498,1915.8844221105528,3562.0084271356786,3446.005025125628,3686.7989949748744,33411.17640201005,32897.1608040201,33913.522613065325,average
4,99.0,62027.46468341708,61523.53266331658,62658.42211055276,13622.585643216078,13217.462311557789,14019.095477386934,463.9541256281408,408.22613065326635,519.2462311557789,570270.1875075378,569528.7788944724,571028.9849246232,5049.041442211055,4798.105527638191,5226.663316582914,3125.3975829145725,3020.286432160804,3228.2311557788944,29307.965261306534,28836.613065326634,29765.422110552765,average
5,99.0,59797.64666331657,59329.79396984925,60331.54271356784,11514.86972361809,11203.226130653265,11822.86432160804,570.4487889447237,506.713567839196,633.5879396984925,467447.9932361809,466607.2361809045,468182.8442211055,11648.15572361809,11383.256281407035,11956.447236180904,2641.9473618090447,2545.0502512562816,2736.246231155779,24780.287065326633,24358.281407035174,25191.663316582915,average
6,99.0,66088.62625125627,65580.88944723619,66698.5527638191,12112.465271356785,11806.64824120603,12434.929648241206,901.5530150753768,816.2964824120603,985.2814070351759,462276.51238190953,461354.24623115576,463404.68341708544,38581.394381909544,37845.56783919598,39109.221105527635,2779.0302261306533,2682.396984924623,2882.180904522613,26070.76848241206,25634.859296482413,26522.065326633165,average
7,99.0,12480.533924623116,12322.64824120603,12638.11055276382,2174.009391959799,2035.7638190954774,2308.683417085427,50.15520603015076,31.87939698492462,71.60804020100502,88645.87214572863,88414.4472361809,88883.97989949748,315.0554924623115,261.4070351758794,365.5829145728643,497.3701959798996,459.04522613065325,535.356783919598,4664.052597989949,4502.673366834171,4827.185929648242,average
,,61927.11041896984,61409.45665829146,62524.06469849247,13027.904572864321,12655.528266331658,13407.804648241206,507.06157349246234,450.2072864321608,565.2437185929648,541450.4986645728,540704.7531407035,542195.7437185929,7426.3808015075365,7218.018216080402,7604.123743718593,3177.7332035175878,3072.18216080402,3288.380025125628,27289.62104396985,26840.06532663317,27732.643216080403,aoa
,,28178.13486609456,27960.726674338726,28422.06112981784,6033.047391782044,5890.855614655584,6181.4284804384115,261.7831350602936,242.17866833227828,279.73270863493644,258876.40629775962,258652.06677280954,259072.8837209765,13164.549498411114,12939.088239010785,13324.187989513732,1821.8657836135067,1778.3847146674202,1870.1541754040954,11490.021097792727,11352.27264430571,11629.556045069034,std
