age_group,day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max,type
0,99.0,422517.65204522613,418481.4924623116,426575.1859296482,24102.620633165836,23443.54271356784,24778.884422110554,1184.6060100502514,1088.6231155778894,1292.6180904522614,774072.6020603015,770225.311557789,777944.6683417085,375.7190502512563,315.49748743718595,439.9396984924623,27793.56388944724,27098.587939698493,28502.075376884422,10428.72207035176,10055.437185929648,10800.849246231155,average
1,99.0,191357.8815728643,188752.03015075377,194083.7135678392,12557.996175879394,12135.437185929648,12985.03015075377,519.4137788944723,453.1708542713568,588.1859296482412,410157.23625125625,407504.41708542715,412648.4522613065,390.0420050251256,331.9849246231156,447.62311557788945,14794.646231155779,14334.653266331658,15266.462311557789,5310.7613618090445,5079.29648241206,5555.547738693467,average
2,99.0,223058.66373366836,220254.24120603016,225779.79899497487,12540.546020100504,12117.437185929648,12955.678391959798,538.967216080402,474.1256281407035,606.4874371859296,405656.3133316583,403045.02512562816,408346.4522613065,384.32124120603015,333.32663316582915,443.5577889447236,14774.147934673365,14323.08040201005,15253.316582914573,5304.040190954774,5071.422110552764,5549.195979899498,average
3,99.0,271522.60568341706,268049.63819095475,274422.62814070354,15251.194743718594,14762.633165829146,15740.718592964824,578.1443819095477,510.6934673366834,646.643216080402,493540.98515577894,490749.88442211057,496911.47236180905,936.2884673366834,848.9195979899497,1027.9748743718592,17968.62395477387,17431.02512562814,18503.22110552764,6449.285728643216,6182.824120603015,6730.994974874372,average
4,99.0,230246.65029648237,227727.34170854272,232860.26130653266,13636.547748743718,13185.62311557789,14062.040201005026,596.9768140703518,530.4120603015075,666.6884422110553,438168.47416582913,435702.5778894472,440672.0703517588,2715.3678241206026,2556.7336683417084,2870.030150753769,16064.052256281408,15571.733668341709,16548.0351758794,5767.670281407035,5523.08040201005,6020.356783919598,average
5,99.0,236266.37393969847,234015.24120603016,238475.41206030152,10592.170391959799,10250.155778894472,10950.713567839195,698.9966331658293,623.5879396984925,778.251256281407,328140.6081356784,326089.87939698494,330333.9296482412,5703.711577889449,5494.874371859297,5910.829145728643,12481.410452261305,12102.457286432162,12872.768844221106,4480.681819095477,4275.522613065326,4689.412060301507,average
6,99.0,271560.9836633166,269422.1457286432,273664.84924623114,10587.103422110551,10245.321608040202,10939.78391959799,1070.5454623115577,972.643216080402,1162.894472361809,311918.4635728643,310000.7035175879,313988.94974874373,17861.271341708543,17403.361809045226,18355.3216080402,12477.414658291455,12092.24120603015,12870.557788944723,4479.425190954774,4273.206030150754,4689.391959798995,average
7,99.0,14073.248477386938,13904.59296482412,14254.532663316582,2572.8829949748742,2455.185929648241,2694.5125628140704,111.01435175879395,86.23115577889448,141.73869346733667,91345.39397487436,91128.78894472362,91565.30653266332,227.6235728643216,182.3718592964824,272.1005025125628,3023.675457286432,2902.140703517588,3144.8391959798996,1085.5352613065327,1017.6180904522613,1155.1909547738694,average
,,232575.50742650754,230075.8404522613,235014.54773869348,12730.132766331659,12324.417085427136,13138.420226130655,662.3330810301508,592.4359296482412,735.4384422110553,406625.0095810301,404305.82349246234,409051.4126884422,3574.2931350502513,3433.383793969849,3720.922110552764,14922.191854271357,14481.989949748742,15370.159547738695,5413.265238065326,5184.800879396985,5648.867462311557,aoa
,,112546.18629973715,111510.40594456068,113549.5721008276,5963.095754456583,5811.650907257034,6116.460574899556,336.30495518365257,314.39145393038024,358.25030468934483,192023.39601815122,191034.12886875053,193037.99307927932,6072.131183599129,5932.685765370065,6222.679058989042,6864.026707785671,6703.685962031519,7026.668703090706,2586.978425068725,2503.7335524087434,2670.0679501610343,std
