day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max
0,638002.838,637940,638052,184.171,142,230,0.0,0,0,0.0,0,0,0.0,0,0,21.053,9,37,0.0,0,0
1,637472.811,637354,637587,551.202,467,638,0.0,0,0,0.948,0,6,0.0,0,0,54.747,27,84,11.102,3,25
2,636560.871,636370,636753,1171.681,1036,1311,0.0,0,0,3.393,0,11,0.0,0,0,114.768,79,154,39.379,19,65
3,635003.1,634708,635317,2220.254,2023,2431,0.0,0,0,8.545,1,19,0.0,0,0,218.462,164,267,96.251,66,125
4,632367.574,631887,632814,3979.837,3672,4337,0.0,0,0,18.616,5,38,0.0,0,0,395.912,320,464,202.994,141,261
5,627945.593,627139,628656,6911.078,6395,7503,1.155,0,6,45.931,23,69,0.0,0,0,696.158,597,811,383.693,303,479
6,620574.109,619354,621692,11768.071,11030,12575,4.297,0,13,103.574,72,138,0.003,0,1,1203.862,1070,1343,687.807,580,803
7,608383.647,606416,610343,19746.617,18381,21107,10.672,3,22,208.878,157,259,0.009,0,1,2052.231,1856,2247,1200.394,1059,1363
8,588462.978,585517,591389,32667.543,30766,34559,22.212,7,41,397.65,330,477,0.014,0,1,3459.92,3201,3703,2058.307,1868,2293
9,556475.308,551820,561121,53142.933,50320,56137,42.461,21,66,725.848,635,832,0.041,0,2,5771.079,5362,6159,3486.704,3185,3741
10,506546.996,499735,513649,84411.886,80140,88689,77.012,49,107,1286.994,1132,1420,0.093,0,2,9512.506,8918,10109,5844.412,5360,6203
11,432201.211,422953,442468,129169.225,123168,134603,134.552,97,171,2232.38,2032,2421,0.231,0,2,15423.134,14551,16334,9696.588,8936,10332
12,329845.707,318177,343472,186294.705,178838,192314,227.64,177,272,3805.312,3493,4137,0.522,0,3,24418.299,23204,25942,15870.227,14838,16793
13,206547.631,193627,221754,244410.423,237793,249782,371.159,302,442,6392.655,5875,6851,1.267,0,7,37287.467,35506,39377,25486.409,23898,26991
14,88811.454,78449,101795,276664.367,274404,278293,580.834,495,680,10569.184,9782,11230,2.987,0,10,53919.496,51720,56224,39800.611,37777,41744
15,15604.011,11436,21518,253127.526,246722,258905,858.207,765,959,17163.221,16001,18186,6.897,1,16,72206.348,70113,74320,59637.212,57021,62192
16,0.0,0,0,180234.42,171631,189706,1165.182,1051,1279,27273.668,25583,28698,15.746,5,31,87887.979,86275,89790,84226.655,81014,87229
17,0.0,0,0,117213.962,111880,123270,1404.613,1287,1535,42252.283,39885,44431,33.997,19,54,97396.797,96161,98436,110174.088,107068,113128
18,0.0,0,0,76241.65,72537,80277,1486.409,1360,1604,63575.248,60427,66373,66.3,40,90,101746.012,100791,102630,132139.162,129560,134468
19,0.0,0,0,49582.822,47256,52033,1479.462,1351,1594,92423.067,88479,96141,114.8,80,153,102831.116,102000,103632,145862.457,144400,147347
20,0.0,0,0,32243.883,30532,33992,1504.472,1368,1622,128742.653,124099,133315,178.23,134,227,101867.043,100944,102753,149659.55,148265,150908
21,0.0,0,0,20970.722,19794,22053,1459.776,1335,1589,170533.424,165624,175383,253.362,200,310,99647.781,98715,100531,144847.382,143337,146262
22,0.0,0,0,13638.924,12899,14389,1532.399,1367,1677,213890.91,208892,218897,330.333,277,393,96681.47,95826,97590,134841.574,133277,136740
23,0.0,0,0,8872.399,8364,9421,1475.488,1325,1639,256253.588,251330,260922,407.777,341,472,93301.137,92415,94229,122475.031,120468,124510
24,0.0,0,0,5768.488,5394,6187,1438.777,1311,1652,295993.069,291309,300311,479.717,411,547,89717.391,88891,90674,109406.179,107480,111343
25,0.0,0,0,3750.086,3488,4121,1442.418,1300,1607,332385.657,328273,336387,544.427,463,613,86061.101,85183,87018,96602.875,95110,98494
26,0.0,0,0,2437.594,2196,2644,1398.338,1283,1540,365251.22,361596,369060,602.962,524,673,82425.424,81564,83426,84607.567,83242,86405
27,0.0,0,0,1585.09,1394,1731,1367.675,1246,1489,394596.353,391419,397733,655.03,574,738,78856.852,77906,79815,73662.557,72296,75378
28,0.0,0,0,1032.024,895,1166,1347.024,1213,1504,420621.069,417573,423548,700.13,622,778,75382.327,74435,76307,63857.669,62633,65157
29,0.0,0,0,670.748,558,775,1315.13,1188,1441,443613.066,440836,446360,739.66,660,814,72027.524,71138,72984,55168.512,54081,56259
30,0.0,0,0,435.97,351,526,1290.419,1149,1394,463851.047,461282,466492,774.252,691,850,68798.694,67946,69745,47548.529,46524,48599
31,0.0,0,0,283.884,220,352,1264.167,1146,1379,481649.685,479565,483738,803.934,712,886,65699.486,64895,66629,40904.323,39850,41870
32,0.0,0,0,184.983,125,267,1239.872,1124,1348,497290.299,495268,499151,829.635,739,912,62729.743,61892,63709,35140.049,34361,36115
