day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max
0,710425.004,710364,710467,225.119,188,278,0.0,0,0,0.0,0,0,0.0,0,0,12.39,3,24,0.0,0,0
1,710150.364,710054,710226,462.704,387,543,0.0,0,0,0.641,0,5,0.0,0,0,35.996,16,60,0.739,0,5
2,709817.542,709692,709911,740.533,644,834,0.0,0,0,2.276,0,9,0.0,0,0,70.496,44,103,2.831,0,12
3,709399.243,709243,709539,1081.719,980,1189,0.0,0,0,5.724,0,14,0.0,0,0,117.976,86,160,6.938,0,16
4,708864.341,708675,709045,1511.952,1378,1675,0.0,0,0,11.474,2,26,0.0,0,0,181.13,145,235,13.721,2,32
5,708174.756,707938,708383,2064.185,1873,2254,0.007,0,2,20.18,7,39,0.0,0,0,262.66,217,324,23.734,10,50
6,707283.048,707008,707543,2775.45,2538,3022,0.087,0,2,33.516,19,55,0.0,0,0,368.803,300,438,37.704,17,64
7,706131.679,705822,706463,3689.646,3416,3967,0.288,0,5,52.682,30,82,0.0,0,0,507.146,417,592,56.008,28,85
8,704645.853,704240,705037,4866.542,4534,5228,0.697,0,6,80.709,53,115,0.001,0,1,685.503,584,803,79.453,49,112
9,702721.155,702177,703222,6389.311,5961,6830,1.444,0,7,119.679,88,156,0.005,0,1,917.357,811,1043,109.959,78,151
10,700236.757,699475,700904,8353.21,7800,8922,2.527,0,9,173.001,131,215,0.012,0,1,1214.48,1105,1360,149.078,114,186
11,697027.142,696004,697871,10889.175,10187,11689,4.127,0,12,244.18,182,298,0.019,0,1,1598.95,1451,1778,198.728,152,244
12,692887.204,691552,693907,14156.486,13378,15259,6.268,1,16,338.698,259,405,0.033,0,2,2095.101,1905,2306,262.333,209,318
13,687561.362,685830,688806,18352.085,17341,19845,9.251,1,21,463.875,366,557,0.062,0,2,2736.62,2502,3018,343.988,278,413
14,680722.202,678689,682450,23731.999,22273,25453,13.255,2,24,628.751,504,726,0.092,0,2,3563.351,3284,3895,450.062,367,528
15,671963.472,669369,674233,30609.164,28693,32696,18.566,5,35,843.058,707,949,0.147,0,2,4628.28,4265,4968,586.816,493,684
16,660785.984,657702,663588,39363.551,37038,41760,25.179,12,47,1122.336,977,1262,0.224,0,4,5996.82,5576,6439,763.703,651,870
17,646595.421,642693,650072,50442.174,47698,53435,33.93,19,56,1484.916,1318,1629,0.338,0,4,7752.756,7226,8273,991.143,856,1119
18,628699.56,623592,633029,64362.021,60787,68316,45.207,26,69,1955.806,1766,2161,0.505,0,4,9989.99,9315,10644,1283.46,1157,1439
19,606323.839,600009,611576,81667.561,77523,86446,59.51,40,84,2563.221,2299,2794,0.747,0,5,12838.84,12059,13714,1656.976,1493,1842
20,578651.159,571159,585179,102904.572,97785,108587,77.911,50,107,3345.693,3023,3608,1.116,0,6,16448.828,15485,17496,2134.247,1920,2352
21,544892.51,535647,552806,128560.911,122507,135530,101.072,70,136,4350.542,4005,4661,1.674,0,6,20976.409,19746,22287,2744.027,2502,3006
22,504449.197,493460,514159,158896.934,151499,166858,130.522,97,173,5634.8,5208,6035,2.413,0,9,26606.445,25243,28232,3514.238,3209,3842
23,489804.327,478559,500008,161065.92,153856,168781,167.303,129,231,7272.258,6807,7813,3.501,0,12,33518.226,31831,35535,4480.273,4145,4888
24,471914.133,459799,482526,166311.075,159488,174114,212.758,162,270,9346.042,8758,9945,5.054,0,15,40202.186,38185,42591,5680.496,5248,6138
