age_group,day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max,type
0,99.0,184157.5155326633,182339.44723618092,186108.46231155779,37734.60059798995,36931.13567839196,38558.67336683417,502.3656030150754,443.8994974874372,561.5879396984925,983537.9780954774,981628.4572864322,985308.0753768844,308.3528341708543,259.72361809045225,361.5175879396985,43213.816638190954,42458.175879396986,43981.83417085427,7897.181708542713,7676.959798994975,8123.467336683417,average
1,99.0,81982.37614572865,80962.63819095478,82947.57788944723,19140.708115577887,18702.954773869347,19585.50753768844,370.60945728643213,324.5678391959799,420.3819095477387,506480.9924120603,505510.72361809044,507457.68341708544,541.5952412060302,481.47236180904525,625.8844221105528,14788.379190954773,14452.331658291458,15116.24623115578,6838.134748743718,6631.180904522613,7048.246231155779,average
2,99.0,91781.88048743719,90633.24623115578,92863.43718592965,19841.12101005025,19356.76381909548,20329.442211055277,396.00174874371857,345.90452261306535,449.84422110552765,522013.4408492462,520951.41708542715,523169.27638190956,559.2653467336684,493.52261306532665,621.2010050251256,15328.790728643216,14986.668341708542,15693.452261306533,7088.542296482413,6880.582914572864,7307.56783919598,average
3,99.0,112039.91399999998,110539.57286432161,113321.49246231155,24127.91408040201,23574.889447236183,24695.577889447235,425.71714572864323,370.33668341708545,482.3316582914573,634655.5412512564,633335.0502512563,636099.2311557789,1356.9200653266332,1248.7537688442212,1465.6030150753768,18641.032879396986,18233.24623115578,19085.070351758794,8619.886839195979,8375.874371859296,8875.055276381909,average
4,99.0,97241.33478894472,95908.49748743718,98256.05025125628,21252.447522613067,20749.095477386934,21770.00502512563,431.40352261306526,379.08040201005025,487.22613065326635,554812.497557789,553736.6130653266,556031.0904522613,3877.81724120603,3688.185929648241,4063.6633165829144,16418.6661959799,16058.75376884422,16809.21608040201,7592.897211055276,7368.934673366834,7811.43216080402,average
5,99.0,101512.34496482414,100526.3216080402,102485.20100502513,17637.97311557789,17245.94974874372,18034.91959798995,547.9535477386935,488.52261306532665,613.2613065326633,445196.0971658291,444159.1809045226,446247.1859296482,8731.286055276381,8481.70351758794,8981.75376884422,13629.52765326633,13319.417085427136,13938.944723618091,6302.404447236181,6114.396984924623,6497.613065326633,average
6,99.0,115780.14313065328,114692.94974874372,116786.78391959799,18384.832502512563,18002.628140703517,18803.422110552765,884.1837286432161,807.2763819095477,963.4321608040201,440407.0067286433,439171.1105527638,441651.47236180905,28596.77670351759,28106.663316582915,29047.115577889446,14207.19679396985,13901.5175879397,14509.949748743718,6569.617613065326,6373.437185929648,6769.331658291458,average
7,99.0,7860.230648241206,7599.678391959799,8059.130653266332,3430.975291457287,3148.819095477387,3697.1356783919596,157.96247738693467,129.96984924623115,191.63316582914572,96052.86646231155,95821.20603015076,96370.47738693467,266.0218391959799,226.7286432160804,316.6030150753769,2645.3791155778895,2515.9497487437184,2781.35175879397,1223.3655376884421,1148.3668341708542,1311.321608040201,average
,,99044.46746231156,97900.29396984924,100103.51695979899,20193.821529522615,19714.029522613066,20684.33542713568,464.52465389447235,411.1947236180905,521.2123115577889,522894.5525653267,521789.2198492462,524041.811557789,5529.754415829146,5373.344221105527,5685.417713567838,17359.098649497486,16990.75753768844,17739.508165829146,6516.503800251256,6321.216708542714,6718.004396984925,aoa
,,48345.427176944206,47923.262883289586,48811.439673488494,9383.176171485304,9234.893186431394,9541.011235109412,205.14973958204143,191.790455324092,217.85019662452996,245242.41383007215,244797.8313339042,245637.7942806748,9761.704869081601,9611.730454213639,9895.777842232777,11477.074585438046,11301.099758943761,11655.925998648157,2267.3383153779014,2215.8589411304006,2316.519839709879,std
