w/c 2020-01-27,w/c 2020-04-20,w/c 2020-01-20,w/c 2020-11-30,w/c 2020-12-28,w/c 2020-08-17,w/c 2020-04-13,w/c 2020-11-23,w/c 2021-01-04,w/c 2020-08-10,w/c 2020-07-27,w/c 2020-12-21,w/c 2021-01-18,w/c 2020-08-03,w/c 2020-06-01,w/c 2020-12-14,w/c 2021-01-11,w/c 2020-08-24,w/c 2020-07-20,w/c 2020-10-26,w/c 2020-06-29,w/c 2020-10-19,w/c 2020-10-05,w/c 2020-06-22,w/c 2020-04-27,w/c 2020-09-28,w/c 2020-09-14,w/c 2020-05-04,w/c 2020-12-07,w/c 2021-01-25,w/c 2020-01-13,w/c 2020-05-18,w/c 2020-09-07,w/c 2020-03-16,w/c 2020-07-13,w/c 2020-08-31,2021,w/c 2020-02-03,w/c 2020-11-02,w/c 2019-12-30,w/c 2020-11-16,w/c 2020-03-30,w/c 2020-02-10,w/c 2020-11-09,w/c 2020-05-11,w/c 2020-02-17,w/c 2020-03-09,w/c 2020-09-21,w/c 2020-06-08,w/c 2020-02-24,w/c 2020-10-12,w/c 2020-05-25,w/c 2020-03-23,w/c 2020-01-06,w/c 2020-07-06,w/c 2020-03-02,w/c 2020-06-15,w/c 2020-04-06
1280,1087,1317,1140,1018,999,1067,1130,1276,992,994,1061,1382,1003,1056,1272,1560,983,977,1079,1018,1052,1079,1026,1079,1038,1007,1034,1236,1317,1382,1045,1008,1120,996,988,5535,1254,1105,1276,1130,1098,1259,1139,1064,1247,1169,1046,1000,1165,1062,1017,1118,1560,1025,1229,1019,1100
