Glasgow City,Aberdeen City,Fife,North Lanarkshire,Highland,South Lanarkshire,Shetland Islands,South Ayrshire,Perth and Kinross,Stirling,Inverclyde,Falkirk,West Dunbartonshire,Argyll and Bute,Angus,West Lothian,Na h-Eileanan Siar,Dumfries and Galloway,Aberdeenshire,East Dunbartonshire,Dundee City,East Lothian,East Renfrewshire,Clackmannanshire,City of Edinburgh,East Ayrshire,Orkney Islands,Midlothian,Moray,Scottish Borders,Renfrewshire,North Ayrshire
7364,2248,4335,4186,2715,4252,210,1787,1906,1021,1239,1983,1269,1191,1484,1926,361,2098,2680,1337,1933,1145,1045,638,4849,1602,254,1003,1042,1426,2375,1911
