Fife,Glasgow City,Stirling,West Lothian,West Dunbartonshire,North Lanarkshire,Na h-Eileanan Siar,Perth and Kinross,Highland,Falkirk,East Dunbartonshire,Argyll and Bute,Angus,Dundee City,Inverclyde,East Renfrewshire,Dumfries and Galloway,Aberdeenshire,Clackmannanshire,City of Edinburgh,East Ayrshire,East Lothian,Aberdeen City,Midlothian,Scottish Borders,Orkney Islands,North Ayrshire,South Ayrshire,South Lanarkshire,Shetland Islands,Moray,Renfrewshire
309,1109,102,243,178,511,1,133,54,181,208,86,99,221,132,166,79,161,66,556,159,95,191,161,104,3,208,211,592,8,22,341
