Tayside,Dumfries and Galloway,Ayrshire and Arran,Forth Valley,Borders,Lothian,Highland,Grampian,Fife,Shetland,Orkney,Western Isles,Lanarkshire,Greater Glasgow and Clyde
453,79,578,349,104,1055,140,374,309,8,3,1,1103,2134
