Western Isles,Tayside,Forth Valley,Ayrshire and Arran,Borders,Fife,Dumfries and Galloway,Greater Glasgow and Clyde,Orkney,Shetland,Grampian,Highland,Lanarkshire,Lothian
361,5323,3642,5300,1426,4335,2098,14629,254,210,5970,3906,8438,8923
