age_group,day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max,type
0,99.0,499748.9114120603,496306.47236180905,503877.391959799,42206.12284422111,41269.3216080402,43181.81909547739,2170.342844221105,2053.140703517588,2298.954773869347,574251.9077386934,570465.0050251256,577518.1809045227,322.2649145728643,276.2613065326633,372.52261306532665,63554.54184924623,62419.115577889446,64690.0703517588,13905.203507537686,13498.64824120603,14312.346733668342,average
1,99.0,242474.5603065327,240188.2462311558,244714.80904522614,21408.716879396983,20827.708542713568,21991.552763819094,555.3060753768845,485.63819095477385,626.2211055276382,297618.675080402,295533.3768844221,299783.97989949747,201.49352763819098,166.81909547738692,244.01005025125627,50212.10767336684,49197.53266331658,51207.065326633165,4249.104231155779,4043.7035175879396,4456.502512562814,average
2,99.0,271614.818839196,269450.0904522613,274004.05025125627,21852.300577889448,21268.623115577888,22423.552763819094,568.4424522613066,497.54773869346735,637.0150753768844,293883.24746733665,291443.7688442211,295941.9447236181,198.27119095477383,159.2211055276382,238.39195979899498,51054.791512562806,50081.030150753766,52000.59798994975,4323.967577889447,4120.874371859297,4537.396984924623,average
3,99.0,329135.7431005025,326717.8040201005,332270.6331658292,26633.138723618093,25986.638190954774,27290.256281407033,606.5188944723619,533.6884422110553,682.4120603015075,359002.993522613,356257.391959799,361405.93467336684,485.34723618090453,427.09045226130655,543.5778894472362,62233.10632160804,61080.582914572864,63305.27638190955,5270.673261306533,5043.819095477387,5505.934673366834,average
4,99.0,285200.7035829146,282651.88442211057,287643.4221105528,23525.12789447236,22898.381909547737,24149.75879396985,645.877703517588,569.8190954773869,725.6532663316583,316583.99284924625,314328.8894472362,318864.13065326633,1395.5620954773867,1293.3467336683418,1504.9798994974874,55006.28615577888,53922.72361809045,56069.20100502513,4658.398135678392,4446.462311557789,4877.974874371859,average
5,99.0,269389.68536683416,267478.80904522614,271563.2261306533,19163.401140703518,18650.86432160804,19679.13567839196,785.4116432160805,707.9447236180905,868.3366834170854,241291.18190452261,239302.50251256282,243095.77889447237,2970.8831105527634,2819.994974874372,3123.814070351759,44511.34790452262,43626.38190954774,45375.25125628141,3774.698653266331,3582.748743718593,3966.8693467336684,average
6,99.0,303154.82443718595,301211.351758794,305468.7286432161,19525.470457286432,18995.81407035176,20064.045226130653,1187.5117437185927,1095.3517587939698,1286.502512562814,231080.4159396985,229111.3366834171,232913.72864321608,9271.908376884421,9000.336683417085,9533.130653266331,45125.95175879397,44250.753768844224,45994.48743718593,3831.4039648241205,3641.884422110553,4024.899497487437,average
7,99.0,14123.437592964825,13774.412060301507,14538.763819095477,3968.8851105527638,3645.477386934673,4310.226130653266,255.25356783919594,212.01005025125627,299.6884422110553,80298.59735678392,79841.73869346734,80697.44221105527,137.83639195979896,106.78391959798995,176.678391959799,9478.845582914573,9104.75879396985,9843.331658291458,796.3999396984923,723.9798994974874,873.3417085427136,average
,,276855.3355797739,274722.3837939699,279260.12814070354,22285.395453517587,21692.85364321608,22886.29334170854,846.8331155778894,769.3925879396985,928.0979899497487,299251.376482412,297035.5012562814,301277.6400753769,1872.9458555276378,1781.231783919598,1967.1381909547738,47647.12234484924,46710.35992462312,48560.6601758794,5101.231158919598,4887.765075376885,5319.408291457286,aoa
,,132809.95138922386,131981.75820724483,133832.43663077633,10495.508630934915,10325.363645846477,10671.96264866987,595.4712740039207,575.5136763598658,619.1441622973351,139116.82323394113,138214.86004817244,139887.00060709065,3142.268110297752,3060.6300435123603,3218.8847780871815,16950.146683678686,16701.47884061246,17190.279634986167,3797.907717613964,3708.279623559261,3886.448399235271,std
