age_group,day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max,type
0,99.0,175975.30137185927,174606.7487437186,177498.41206030152,31655.611557788947,31041.658291457286,32265.51256281407,854.2003266331658,774.5879396984925,933.427135678392,972590.6078693469,971035.5628140704,973954.1005025125,634.2032864321609,565.0,707.7437185929648,20266.514336683416,19882.40703517588,20649.020100502512,16802.6301758794,16466.30150753769,17136.422110552765,average
1,99.0,77312.46249748745,76581.46733668342,78134.93969849247,16037.526748743718,15676.899497487437,16402.78894472362,468.2846482412061,410.0150753768844,533.4773869346734,496989.49669849244,496150.3768844221,497739.3768844221,841.6736130653267,765.4572864321608,939.6683417085427,4423.854100502513,4269.060301507538,4572.29648241206,10949.233452261306,10690.537688442211,11208.366834170854,average
2,99.0,85178.69083417085,84273.6582914573,86049.25125628141,16676.579663316585,16292.59296482412,17052.628140703517,500.2944924623115,440.26633165829145,563.1758793969849,513733.8713366834,512833.0854271357,514628.256281407,867.6588291457285,772.4874371859296,952.4020100502513,4599.747266331658,4459.391959798995,4751.884422110553,11385.595613065329,11124.195979899498,11666.140703517587,average
3,99.0,104314.64081407037,103290.61809045226,105503.11055276381,20278.76710050251,19828.020100502512,20755.798994974873,537.3544271356783,475.40201005025125,599.929648241206,623911.1474120603,622601.4673366834,624946.7939698492,2113.930743718594,1979.788944723618,2237.035175879397,5595.405487437186,5429.336683417086,5766.402010050251,13845.794879396986,13522.437185929648,14157.934673366834,average
4,99.0,89397.23305527639,88602.11055276381,90174.95979899497,17856.39466834171,17469.100502512563,18252.773869346733,545.1488592964823,483.09547738693465,610.427135678392,544898.6009447236,544046.5728643216,545796.4572864322,6046.30235678392,5828.718592964824,6276.834170854271,4926.041437185931,4785.321608040201,5083.05527638191,12191.552809045224,11913.96984924623,12458.226130653265,average
5,99.0,87805.722,87085.12060301508,88493.58291457286,15011.503085427135,14700.587939698493,15331.61809045226,692.2960351758794,617.3266331658291,770.7889447236181,440095.0551055276,439247.01005025127,440927.62814070354,13800.97171356784,13460.311557788944,14143.130653266331,4141.546914572865,4005.547738693467,4275.010050251256,10249.935467336685,10013.723618090453,10485.738693467336,average
6,99.0,97072.71318090451,96350.9296482412,97824.89949748744,15760.578467336685,15444.065326633166,16077.924623115578,1106.5520502512563,1015.7738693467337,1197.1005025125628,427307.07113065326,426221.959798995,428265.6582914573,45564.242180904526,45010.391959798995,46250.34170854271,4349.204994974873,4208.29648241206,4494.150753768844,10762.280929648241,10517.75376884422,11008.557788944723,average
7,99.0,12193.394999999997,12050.979899497488,12330.020100502512,2859.1534673366837,2734.964824120603,2985.1608040201004,69.50947236180905,47.869346733668344,94.28140703517587,89287.97577386933,89090.15075376884,89492.61306532663,398.20971356783923,345.85929648241205,451.68341708542715,785.4482110552765,734.5628140703518,839.1708542713568,1945.3339597989952,1855.321608040201,2037.7386934673366,average
,,91156.2698442211,90355.20414572864,92001.14698492462,17017.014344849245,16648.486180904525,17390.525753768845,596.7050389447236,533.0420854271356,662.8260050251256,513601.7282839196,512653.2732412061,514468.86055276374,8783.399054648242,8591.00188442211,8994.854899497486,6135.970343592964,5971.740577889446,6303.873743718594,11016.54466080402,10763.03015075377,11269.890703517587,aoa
,,44528.086762727806,44196.98724276262,44907.56322004824,7862.688940318511,7726.095868431142,7999.108244946773,303.61816412550945,283.7078159742541,322.25455168530834,244068.66624373483,243699.29248711496,244376.02604095737,15549.141917580298,15381.751222215427,15760.533322993757,5886.037686786797,5791.600222951853,5978.818458470685,4241.698096993789,4167.4055259329825,4313.529364712807,std
