day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max
0,113093.0,113093,113093,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
1,113093.0,113093,113093,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
2,113093.0,113093,113093,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
3,113093.0,113093,113093,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
4,113093.0,113093,113093,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5,113093.0,113093,113093,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
6,113063.919,113022,113090,29.081,3,71,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7,112957.949,112864,113030,129.488,60,219,0.0,0,0,0.0,0,0,0.0,0,0,0.827,0,5,0.0,0,0
8,112709.608,112559,112856,351.778,222,497,0.0,0,0,0.079,0,3,0.0,0,0,4.507,0,13,0.432,0,4
9,112240.203,111993,112492,751.519,544,975,0.0,0,0,0.564,0,4,0.0,0,0,14.192,2,32,2.787,0,10
10,111460.982,111088,111829,1380.704,1091,1700,0.0,0,0,2.021,0,7,0.0,0,0,34.502,10,59,10.07,1,25
11,110262.707,109758,110800,2304.734,1885,2712,0.0,0,0,5.62,0,18,0.0,0,0,70.357,40,104,27.975,11,54
12,108526.592,107861,109248,3582.904,3068,4082,0.062,0,2,13.485,2,27,0.0,0,0,128.751,84,178,64.785,36,105
13,106138.977,105273,106988,5257.882,4586,5872,0.308,0,4,29.162,9,51,0.007,0,1,217.973,152,283,130.3,83,175
14,102967.277,101952,104001,7385.054,6683,8134,1.023,0,5,58.674,32,91,0.013,0,1,345.906,264,411,238.207,160,306
15,98895.574,97591,100170,9990.145,9117,10881,2.694,0,8,111.202,74,168,0.027,0,1,520.778,427,612,403.816,298,489
16,93833.474,92451,95162,13068.116,12227,14019,6.046,1,15,198.884,141,266,0.062,0,2,752.875,643,882,644.549,522,760
17,87734.002,86080,89343,16570.491,15563,17706,11.8,3,25,339.991,249,423,0.149,0,3,1048.718,910,1168,978.949,844,1138
18,80622.641,78743,82481,20385.578,19290,21687,20.322,6,38,556.805,431,686,0.352,0,3,1414.91,1266,1580,1424.889,1248,1652
19,72601.075,70466,74578,24354.45,23286,25678,32.72,15,52,875.308,733,1026,0.751,0,4,1852.281,1687,2046,1999.57,1794,2272
20,63894.758,61724,65951,28220.673,27097,29401,48.621,29,73,1329.211,1148,1525,1.49,0,6,2357.665,2182,2582,2716.465,2461,3065
21,54837.045,52750,56877,31670.023,30617,32587,68.251,44,100,1956.718,1736,2224,2.701,0,10,2919.997,2733,3163,3584.915,3283,3889
22,45814.197,43714,47663,34402.755,33402,35258,90.0,61,126,2798.916,2540,3241,4.659,0,15,3524.612,3321,3810,4603.62,4255,4914
23,37268.23,35423,38866,36106.072,35108,36949,112.159,81,153,3899.976,3537,4442,7.638,1,19,4141.508,3903,4417,5760.499,5367,6088
24,29565.796,28045,30939,36632.879,35895,37509,132.294,98,180,5303.832,4873,5992,11.884,3,25,4742.527,4524,4999,7023.745,6609,7398
25,22954.407,21737,24121,35964.241,35093,36715,149.288,113,192,7047.25,6546,7715,17.801,8,33,5298.313,5076,5582,8350.72,7980,8777
26,17525.604,16478,18438,34243.649,33375,35032,162.406,130,207,9158.657,8549,9837,25.523,13,45,5777.429,5514,6032,9684.905,9281,10075
27,13229.153,12467,13986,31733.156,30728,32485,171.641,134,214,11659.963,11003,12364,35.182,15,59,6154.545,5898,6399,10968.46,10612,11399
28,9916.628,9293,10477,28739.904,27705,29552,178.379,142,220,14542.743,13746,15328,46.759,27,75,6419.883,6132,6707,12141.241,11762,12543
29,7408.871,6945,7869,25535.127,24650,26435,183.406,138,230,17790.723,17000,18603,60.086,37,88,6574.815,6306,6868,13140.683,12760,13498
30,5524.806,5177,5908,22341.462,21552,23152,187.542,148,230,21372.146,20555,22302,75.22,43,107,6620.623,6376,6870,13939.918,13455,14268
31,4112.442,3827,4417,19311.763,18627,20005,191.248,156,234,25241.534,24356,26277,91.801,59,124,6570.336,6302,6813,14511.746,14074,14893
32,3057.827,2835,3309,16528.822,15887,17145,194.712,157,242,29336.965,28364,30404,109.714,69,148,6438.331,6210,6691,14853.302,14483,15229
33,2271.439,2071,2489,14027.601,13390,14609,197.356,154,248,33584.645,32622,34611,128.528,92,164,6239.997,5977,6488,14985.077,14651,15366
34,1687.26,1524,1862,11823.741,11331,12332,199.36,160,252,37927.127,37008,38943,147.941,107,191,5991.764,5725,6227,14916.629,14555,15312
35,1252.957,1097,1405,9906.358,9449,10378,201.011,161,251,42301.378,41354,43313,167.457,126,207,5706.462,5425,5989,14683.428,14261,15085
36,928.969,806,1049,8261.274,7848,8735,201.983,162,254,46647.073,45735,47627,187.433,141,231,5396.468,5163,5675,14314.282,13897,14715
37,688.916,581,780,6859.255,6495,7295,202.627,161,254,50918.437,50084,51851,206.9,160,248,5070.571,4826,5305,13838.78,13449,14296
38,510.729,428,599,5674.595,5389,5965,202.571,161,253,55072.484,54264,55931,226.108,181,266,4738.273,4506,4947,13285.304,12913,13635
39,378.984,303,455,4677.669,4403,4958,202.703,157,251,59084.603,58290,59919,244.713,197,288,4407.466,4176,4644,12669.609,12294,13052
40,280.741,207,353,3846.913,3625,4111,202.09,153,252,62929.851,62081,63762,262.49,216,306,4082.319,3849,4267,12017.126,11643,12545
41,208.064,159,261,3154.636,2950,3398,200.843,147,250,66593.465,65845,67405,279.685,228,323,3766.059,3560,3952,11346.551,10912,11850
42,154.062,105,198,2579.915,2421,2774,199.378,157,242,70063.072,69277,70784,296.177,244,339,3463.391,3266,3645,10668.888,10325,11009
43,114.035,71,153,2107.218,1915,2285,197.948,152,247,73331.535,72621,74044,311.424,261,358,3176.365,3000,3362,9995.106,9620,10408
44,84.661,44,117,1717.849,1582,1881,196.318,153,240,76401.586,75694,77046,325.751,268,372,2904.949,2702,3099,9333.659,8997,9740
45,62.418,30,89,1398.549,1276,1555,194.461,154,240,79275.701,78564,79886,339.385,281,384,2651.294,2483,2843,8687.83,8358,9071
46,46.152,18,73,1137.103,1025,1274,192.39,151,243,81955.364,81241,82510,352.304,292,397,2414.477,2246,2616,8067.68,7725,8368
