age_group,day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max,type
0,99.0,131316.50011055276,129754.42713567839,132810.93969849247,42317.15897487438,41009.38693467337,43697.27638190955,2456.2300050251256,2354.5577889447236,2563.7035175879396,936249.2767236182,934491.3065326633,937961.567839196,381.86011557788936,327.63316582914575,441.11557788944725,84856.29826633167,83588.79899497487,86217.81407035176,29668.223778894477,29055.638190954774,30236.251256281408,average
1,99.0,61866.22607035176,61120.633165829146,62555.71356783919,21325.07159296482,20654.57286432161,21973.798994974873,47.21633668341708,30.618090452261306,65.68341708542714,480152.5310552764,479294.8140703518,481090.783919598,17.589286432160808,6.346733668341709,29.55276381909548,73281.95829648242,72233.93467336684,74345.68844221106,684.1484522613066,627.1809045226131,746.9346733668342,average
2,99.0,65898.61013567839,65077.87939698492,66674.42713567839,22231.06401507538,21500.53768844221,22953.984924623117,49.87847236180904,33.653266331658294,70.02010050251256,499186.8144522613,498229.5376884422,500187.02010050253,18.557070351758796,7.608040201005025,31.452261306532662,76403.1615477387,75234.30150753769,77556.39195979899,713.170040201005,653.2412060301508,774.1507537688442,average
3,99.0,79689.85522110552,78733.4472361809,80632.8391959799,27065.473085427133,26253.140703517587,27924.904522613066,53.04092964824121,35.89447236180904,73.47738693467336,608234.7581356785,607000.8190954773,609427.7939698492,45.01152763819095,27.150753768844222,65.53266331658291,93018.6182562814,91653.39195979899,94374.56281407035,868.0743015075375,801.3969849246231,937.1608040201005,average
4,99.0,71999.56653768846,71152.77386934674,72808.82412060302,23741.848899497487,23045.81407035176,24480.170854271357,55.84330653266331,36.71859296482412,77.79899497487438,531378.1242010051,530327.6633165829,532428.2060301508,127.81670854271357,100.96482412060301,159.19095477386935,81590.15977889448,80366.50753768845,82784.77386934674,761.6806432160804,701.1909547738693,828.608040201005,average
5,99.0,68144.98767839198,67436.67336683418,68820.29145728644,20078.73226633166,19460.86432160804,20680.391959798995,70.98332663316582,49.29145728643216,94.98492462311557,441965.5886834172,441061.89949748747,442811.51256281405,294.8081407035176,248.96984924623115,343.97989949748745,69004.61626633165,68025.10050251256,70067.06532663316,644.3209246231156,589.8994974874372,704.2663316582915,average
6,99.0,74728.28454271356,74014.50753768845,75455.0703517588,21133.99253266332,20502.748743718592,21745.738693467338,111.25763316582913,83.86934673366834,140.78391959798995,461487.81895979895,460571.91959798994,462436.0552763819,976.700934673367,880.0150753768844,1056.3266331658292,72634.15735678392,71598.2864321608,73711.09547738693,678.037095477387,618.9145728643216,741.4070351758794,average
7,99.0,15797.344658291458,15464.643216080402,16091.150753768845,3781.532105527638,3455.9195979899496,4121.336683417086,6.8924070351758795,1.4321608040201006,15.346733668341708,80237.04512562814,79875.33165829146,80609.4472361809,7.696798994974874,0.6884422110552764,17.1356783919598,12980.050010050249,12538.78391959799,13430.5175879397,121.2412311557789,98.19095477386935,148.10552763819095,average
,,71180.17186934673,70344.37311557788,71981.15703517589,22709.359184045228,21985.373115577888,23447.200376884422,356.41780213567836,328.25439698492465,387.72487437185936,504861.49466708547,503856.6614321608,505869.0483668341,233.75507286432162,199.9221105527638,268.0358040201005,70471.12747236181,69404.88819095478,71560.98869346734,4267.362058417086,4143.206658291457,4389.610552763819,aoa
,,31380.538941703708,31046.295587963697,31709.73579592759,10517.449516709943,10248.13250605641,10807.641621445153,848.9413658519163,819.0680446651791,879.9088919039087,234298.46975605524,233910.08548097813,234669.49461777628,331.3647899095576,301.1964010810143,355.72422594409124,24477.682249713056,24197.964887500904,24758.723998203222,10265.89662699242,10068.305882103361,10446.26479213123,std
