Index,p_inf,p_hcw,c_hcw,d,q,p_s,rrd,lambda,T_lat,juvp_s,T_inf,T_rec,T_sym,T_hos,K,inf_asym,total_deaths_mean,total_deaths_variance
57,0.411837238,0.451575918,55.40486206,0.832643917,0.058464798,0.224270546,1,0.000644636,1.190125769,0.845968888,8.369113799,6.940200845,4.191719273,30.36155046,10000,0.374869517,24908.063,25154.497031
58,0.077783721,0.19853396,61.41318252,0.050822293,0.501851746,0.842154061,1,0.000310554,7.505709061,0.537105892,15.49044847,24.91400458,9.999938493,1.081391147,10000,0.978094556,88122.099,88270.905199
59,0.786644592,0.50318145,7.689696854,0.701781363,0.885179806,0.08765509,1,0.000535996,13.51805552,0.0493666,5.075287134,5.208516179,1.165497513,2.846682992,10000,0.36188998,7791.868,8225.036575999999
60,0.063554572,0.369486838,42.15005409,0.082930083,0.402716954,0.364905263,1,4.88e-05,3.621332629,0.291933174,19.92372804,7.915378089,0.372763131,12.18970001,10000,0.886831896,20316.672,44250.09441599999
61,0.758750461,0.347192101,48.3801839,0.317375287,0.187858371,0.732191837,1,0.000286246,5.308282732,0.296558948,3.267146387,12.29735173,13.46102513,21.48788162,10000,0.277423229,80508.035,75196.84577500001
62,0.677593791,0.071715549,31.86051703,0.761482364,0.674799034,0.138103411,1,0.00093465,0.781846718,0.671971144,15.8674972,5.720830983,10.2097092,21.17932921,10000,0.46662313,15962.169,14619.616439
63,0.548034357,0.598189691,10.11743292,0.275252402,0.435974265,0.962386592,1,0.000925063,6.915827948,0.87682435,8.598610848,20.73637321,4.579230629,16.45073581,10000,0.398377139,106451.357,94620.435551
64,0.165451585,0.42452283,49.38930189,0.772941651,0.73745943,0.922961261,1,0.000805042,12.12212644,0.898508911,1.731575199,13.10278138,11.46267087,18.67760007,10000,0.773938269,10543.161,13621.275079
65,0.185083104,0.169942534,17.51033014,0.045176576,0.967548059,0.855744006,1,0.000846806,5.03152157,0.665272881,11.42097312,9.588267051,0.517595836,27.7357867,10000,0.625386895,93565.634,83102.846044
66,0.369126887,0.590612128,27.68225203,0.133478526,0.51521953,0.440681077,1,0.000568796,10.81603117,0.658435456,20.80867029,10.89932808,9.54295788,15.17234682,10000,0.538784451,48939.329,47542.06075899999
67,0.495246567,0.385542661,42.594657,0.020777854,0.477273873,0.901925098,1,0.000177357,0.417369551,0.157417722,14.73750311,2.672526526,8.471854143,12.7965011,10000,0.721901046,98895.155,93461.664975
68,0.953799527,0.203746475,68.40908296,0.998227282,0.382222612,0.18187022,1,0.000300041,2.465896351,0.431991995,18.52960529,26.1052416,1.085171658,1.627620703,10000,0.502349641,20444.121,21049.644359
69,0.899067591,0.875362349,68.89579026,0.010540878,0.451102122,0.266340396,1,0.000323624,12.3041999,0.41040981,2.219195092,13.49670137,12.75032125,18.87508934,10000,0.274406523,29652.924,30327.276223999997
70,0.260124043,0.58738126,28.79742133,0.978421716,0.728443188,0.332147354,1,0.00063191,5.350321054,0.263802989,15.69643586,24.51838125,1.467786392,31.54539996,10000,0.387372709,29264.408,31703.911536
71,0.822631765,0.692367966,40.41363913,0.787635668,0.649982746,0.446633443,1,0.000397041,5.493457644,0.448766944,4.316214835,9.035570174,10.72368879,3.136655557,10000,0.190604388,48251.438,46956.074156
72,0.945503427,0.538845478,7.055440505,0.987361386,0.899051204,0.094587131,1,0.000835815,11.22715622,0.03632612,17.34649808,15.7724949,1.924601727,20.2342135,10000,0.052093951,5322.686,5878.039404
73,0.646834232,0.467292509,79.6621509,0.509815478,0.9175889,0.190637146,1,0.000391376,7.424451654,0.855753874,3.673178006,17.30553551,4.098977447,8.916648948,10000,0.79130184,21937.556,21804.332864
74,0.937126976,0.33841201,75.000626,0.371170796,0.59244496,0.346845525,1,0.000621764,2.046632315,0.862735899,11.87182639,26.60036199,12.15669667,2.639825351,10000,0.239096246,39060.001,35848.390999
75,0.569527196,0.800754666,39.76366725,0.415589683,0.069777662,0.06217107,1,0.000258834,3.97890847,0.870199877,6.571225165,11.4588102,0.610517224,22.60696286,10000,0.554279063,7897.07,7973.567099999999
76,0.028034044,0.1814493,59.91392787,0.289095315,0.063002339,0.527184117,1,0.000348229,6.728097927,0.185809611,9.871862372,20.36909523,9.702283154,8.494346076,10000,0.195550245,1228.7,1352.636
77,0.135540544,0.865562641,30.10138121,0.042942186,0.143800552,0.312610531,1,0.000516961,5.775763779,0.342330481,13.72681924,6.395889561,6.915243096,10.36099265,10000,0.853007132,31822.617,30402.098311000005
78,0.344334698,0.886373766,75.79133443,0.587751477,0.509334091,0.650979261,1,0.00062535,13.02719489,0.334168071,5.60881756,25.91444748,7.253303883,23.62035105,10000,0.09849026,63458.331,66085.04943900001
79,0.835684823,0.769248392,28.45928456,0.114495528,0.985201841,0.675081883,1,0.000761913,13.69725277,0.065643924,10.21550486,5.30844147,10.80786488,19.85368484,10000,0.267376251,73926.194,68201.72836400001
80,0.172446899,0.510839239,14.43636633,0.129693224,0.399274785,0.063409231,1,0.000769479,2.614845551,0.201122684,16.94602606,11.55999247,4.682824576,28.22638239,10000,0.558043417,6630.843,6324.956351
81,0.508050805,0.733157919,1.104307733,0.557576275,0.102430347,0.23690931,1,0.000169565,6.117242668,0.692146702,13.59245379,27.07853221,1.760959698,25.41215102,10000,0.874200835,26786.483,24299.999711000004
82,0.390900035,0.075136307,41.26603934,0.927186884,0.486641297,0.011003293,1,0.000139721,6.554083986,0.624683048,14.44719833,10.42596778,7.05564607,29.29789366,10000,0.731734701,1835.708,1694.410736
83,0.232014652,0.159056617,34.76943898,0.381306511,0.907411089,0.551605855,1,0.000498139,9.902253354,0.087339678,20.88408934,19.80294615,6.360859587,16.69949985,10000,0.183243875,59561.223,55977.549271
84,0.354816401,0.281305363,52.01125101,0.192430843,0.817291662,0.944268205,1,0.00089314,4.251625161,0.921177385,17.17336464,3.647391874,1.737486352,15.71354089,10000,0.285508483,104487.488,85642.253856
85,0.43045491,0.298777368,78.00010749,0.074162314,0.363492164,0.248258698,1,0.000965517,12.68719607,0.973658654,9.476863718,1.330045119,9.285457046,34.57511076,10000,0.510505774,27558.131,26371.359839
86,0.253674715,0.218667915,24.35803765,0.307427153,0.470029482,0.725890721,1,0.000675087,5.700427993,0.508257666,13.53483321,26.45006927,10.44144699,30.22703861,10000,0.39287109,79917.536,77872.066704
87,0.70645195,0.355493525,33.84264584,0.226249856,0.971496656,0.081922311,1,0.000416679,11.55929469,0.828154444,13.08976039,19.56906226,1.239466786,1.749252711,10000,0.294425085,10015.714,10597.132204
88,0.416158246,0.924266228,41.91339436,0.164202367,0.035843013,0.203337213,1,0.000470874,9.270942716,0.468762371,17.7475945,23.52935436,0.997141276,27.16929942,10000,0.487444645,22789.51,23212.6819
