datazone,males___AGE0,males___AGE1,males___AGE2,males___AGE3,males___AGE4,males___AGE5,males___AGE6,males___AGE7,males___AGE8,males___AGE9,males___AGE10,males___AGE11,males___AGE12,males___AGE13,males___AGE14,males___AGE15,males___AGE16,males___AGE17,males___AGE18,males___AGE19,males___AGE20,males___AGE21,males___AGE22,males___AGE23,males___AGE24,males___AGE25,males___AGE26,males___AGE27,males___AGE28,males___AGE29,males___AGE30,males___AGE31,males___AGE32,males___AGE33,males___AGE34,males___AGE35,males___AGE36,males___AGE37,males___AGE38,males___AGE39,males___AGE40,males___AGE41,males___AGE42,males___AGE43,males___AGE44,males___AGE45,males___AGE46,males___AGE47,males___AGE48,males___AGE49,males___AGE50,males___AGE51,males___AGE52,males___AGE53,males___AGE54,males___AGE55,males___AGE56,males___AGE57,males___AGE58,males___AGE59,males___AGE60,males___AGE61,males___AGE62,males___AGE63,males___AGE64,males___AGE65,males___AGE66,males___AGE67,males___AGE68,males___AGE69,males___AGE70,males___AGE71,males___AGE72,males___AGE73,males___AGE74,males___AGE75,males___AGE76,males___AGE77,males___AGE78,males___AGE79,males___AGE80,males___AGE81,males___AGE82,males___AGE83,males___AGE84,males___AGE85,males___AGE86,males___AGE87,males___AGE88,males___AGE89,males___AGE90+,females___AGE0,females___AGE1,females___AGE2,females___AGE3,females___AGE4,females___AGE5,females___AGE6,females___AGE7,females___AGE8,females___AGE9,females___AGE10,females___AGE11,females___AGE12,females___AGE13,females___AGE14,females___AGE15,females___AGE16,females___AGE17,females___AGE18,females___AGE19,females___AGE20,females___AGE21,females___AGE22,females___AGE23,females___AGE24,females___AGE25,females___AGE26,females___AGE27,females___AGE28,females___AGE29,females___AGE30,females___AGE31,females___AGE32,females___AGE33,females___AGE34,females___AGE35,females___AGE36,females___AGE37,females___AGE38,females___AGE39,females___AGE40,females___AGE41,females___AGE42,females___AGE43,females___AGE44,females___AGE45,females___AGE46,females___AGE47,females___AGE48,females___AGE49,females___AGE50,females___AGE51,females___AGE52,females___AGE53,females___AGE54,females___AGE55,females___AGE56,females___AGE57,females___AGE58,females___AGE59,females___AGE60,females___AGE61,females___AGE62,females___AGE63,females___AGE64,females___AGE65,females___AGE66,females___AGE67,females___AGE68,females___AGE69,females___AGE70,females___AGE71,females___AGE72,females___AGE73,females___AGE74,females___AGE75,females___AGE76,females___AGE77,females___AGE78,females___AGE79,females___AGE80,females___AGE81,females___AGE82,females___AGE83,females___AGE84,females___AGE85,females___AGE86,females___AGE87,females___AGE88,females___AGE89,females___AGE90+
S01010385,0,2,0,1,2,4,0,0,2,0,1,1,1,2,0,6,2,0,7,4,9,12,20,13,21,17,28,12,24,21,13,17,7,13,19,7,4,2,2,8,7,0,7,5,7,0,0,11,1,4,2,0,11,5,0,7,2,7,5,7,0,4,5,0,1,2,5,2,0,1,2,1,1,2,1,2,1,1,1,0,0,2,0,0,0,0,1,1,0,0,0,4,2,0,0,0,1,0,3,1,1,0,0,1,1,0,1,1,4,1,8,14,27,25,24,19,21,23,13,17,12,11,11,9,8,9,11,11,7,5,0,8,3,10,2,7,5,4,3,2,4,7,0,3,1,5,2,2,3,7,7,3,4,0,1,1,2,0,2,0,1,6,3,5,3,1,1,4,4,0,1,0,2,2,4,0,2,0,1,1,1,2
S01010386,3,3,7,3,1,6,1,0,0,2,4,2,2,2,3,2,3,0,1,2,11,17,17,37,40,27,34,21,21,22,11,10,13,21,5,11,9,2,1,1,5,6,1,6,4,10,9,6,5,8,4,6,10,3,9,6,9,8,6,10,3,9,1,1,2,3,2,2,1,1,0,5,4,2,0,3,0,6,0,7,3,2,2,2,1,0,1,0,1,0,0,0,3,7,2,0,2,4,4,1,0,0,0,2,2,0,2,1,5,4,10,4,12,21,42,42,42,42,25,29,20,17,5,18,10,9,11,8,11,15,5,0,5,1,3,7,4,10,4,10,3,5,10,7,3,4,7,3,7,1,1,3,5,3,3,3,7,2,0,6,1,2,3,4,4,6,2,0,4,8,0,2,1,4,2,0,0,3,2,0,1,3
S01010387,5,10,6,5,6,2,1,0,2,2,0,3,2,4,1,4,1,6,9,20,25,31,19,24,27,42,55,50,25,35,40,25,27,12,17,20,21,15,12,13,13,2,10,8,0,3,4,4,1,1,3,2,4,0,7,12,1,1,3,4,6,6,7,2,9,0,5,2,2,0,0,1,4,0,0,4,0,1,1,1,0,0,0,1,2,0,0,0,0,1,2,6,2,4,4,0,5,3,3,2,7,4,3,4,1,0,1,0,5,2,22,43,86,52,54,57,54,58,33,60,21,45,21,34,26,12,7,5,2,0,1,0,1,0,3,3,7,4,4,3,1,8,7,1,7,5,5,6,4,5,3,5,5,7,5,3,4,6,3,2,4,1,2,7,4,1,3,1,0,3,3,1,4,0,0,2,1,3,0,0,0,0
S01010388,1,4,2,8,4,0,0,4,4,0,6,5,1,1,7,0,1,2,3,2,11,4,8,16,13,10,10,19,9,10,13,15,4,15,8,13,9,11,6,1,5,3,1,2,2,5,4,0,9,0,5,9,8,7,8,7,8,2,1,4,7,7,0,0,4,4,4,5,2,5,3,6,2,5,1,6,3,2,2,5,0,1,2,1,2,0,0,1,0,1,1,4,6,2,2,0,0,1,2,3,0,2,2,4,3,2,6,1,0,5,7,6,7,14,9,13,15,21,27,21,30,15,19,14,9,4,0,10,1,11,6,3,10,8,6,3,2,9,7,11,4,7,6,4,8,7,8,3,6,6,6,5,6,8,3,6,4,3,3,4,3,4,4,4,3,8,4,1,4,4,2,5,3,2,0,2,4,0,5,0,1,1
S01010389,12,1,7,7,8,3,8,4,4,4,0,2,1,1,1,1,1,2,10,4,19,15,12,35,37,31,31,37,22,34,22,25,25,14,11,20,20,23,18,14,20,17,16,4,15,9,12,11,6,8,5,3,6,9,6,6,8,7,5,6,6,0,12,8,4,1,5,4,2,2,2,3,0,1,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,5,4,0,0,10,2,4,5,1,9,0,6,1,5,3,2,2,1,17,21,13,18,35,33,26,28,31,24,13,26,15,10,11,14,12,11,4,14,13,8,9,6,10,6,5,5,2,5,10,5,4,13,7,4,2,8,2,4,0,4,8,1,7,6,3,1,1,4,5,2,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
S01010390,3,2,2,1,2,2,4,2,1,1,5,1,3,1,4,1,0,0,1,3,3,5,2,9,10,23,16,15,19,33,25,17,26,22,22,19,15,8,10,5,11,9,9,3,5,5,14,4,11,6,7,2,3,10,0,4,9,4,7,10,8,3,3,4,4,3,6,1,6,0,2,2,2,1,1,3,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,2,2,0,1,3,2,4,3,0,1,0,1,1,0,2,0,5,3,8,2,2,4,11,10,22,22,24,25,27,15,13,20,27,16,23,17,15,9,9,7,8,9,9,16,3,8,3,6,6,7,5,4,11,9,11,2,7,6,4,12,4,5,2,3,4,4,2,4,4,2,3,4,0,2,1,0,0,3,1,1,4,3,0,0,0,0,0,0,0,1,2
S01010391,3,1,1,0,2,3,3,1,4,2,2,0,2,4,2,0,1,0,0,0,0,3,4,7,12,19,12,13,16,11,13,16,18,12,15,6,8,16,11,6,9,8,5,4,6,2,10,10,5,4,5,4,2,3,9,0,5,4,8,7,4,3,5,5,4,2,1,4,1,2,2,0,2,0,2,0,1,2,0,0,0,0,0,0,1,2,0,0,0,1,2,1,0,1,0,3,5,4,2,2,4,2,1,0,1,2,2,1,1,2,2,1,10,4,9,12,13,25,14,14,22,18,23,8,13,17,12,6,10,0,10,3,6,7,0,7,8,8,7,5,3,4,9,4,2,7,4,1,5,5,5,3,5,4,3,5,1,2,2,2,1,2,2,1,0,1,4,1,2,1,1,1,0,1,1,0,2,0,0,1,1,2
S01010392,3,6,8,9,14,10,12,0,11,4,5,3,1,5,2,2,1,1,1,1,3,3,2,4,11,11,15,10,17,29,27,18,16,20,21,8,31,17,11,22,2,7,6,2,9,11,1,9,1,13,9,4,6,8,7,10,7,2,3,1,4,4,5,2,2,3,3,0,0,3,1,1,3,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,7,5,17,5,13,4,3,5,6,4,4,2,0,0,0,0,3,3,2,4,0,7,2,1,6,12,7,18,18,24,20,16,34,21,15,13,9,15,9,5,12,2,6,0,5,5,7,6,1,2,5,5,4,9,5,5,4,2,6,2,6,6,3,1,2,4,1,3,1,4,0,4,1,1,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1
S01010393,6,7,3,3,4,7,0,2,0,5,2,2,0,1,0,0,1,0,3,3,1,3,11,5,9,13,20,26,19,22,17,8,13,19,15,7,5,9,16,9,9,11,7,8,3,6,0,11,6,5,1,5,0,4,9,7,0,4,3,5,7,3,6,0,5,1,6,4,2,3,4,5,1,0,2,0,1,2,3,0,0,1,0,1,0,1,2,0,0,1,5,4,2,1,3,5,5,6,5,0,0,0,2,1,0,2,1,0,2,0,6,6,3,5,8,15,18,19,26,26,22,21,23,11,12,15,11,3,0,0,5,12,8,8,1,9,4,7,11,6,4,3,4,1,3,3,5,3,6,2,7,2,4,5,7,5,5,6,3,3,1,2,2,5,2,2,1,5,6,3,5,5,5,3,4,3,1,4,1,1,0,2
S01010394,3,11,9,8,6,5,3,1,3,3,6,3,5,3,6,5,4,5,3,1,5,10,11,7,7,9,10,16,5,11,9,7,4,9,7,14,7,10,9,0,3,6,13,12,9,7,6,11,1,5,12,8,9,7,9,3,6,9,5,6,8,5,10,2,8,5,2,3,7,1,4,3,4,0,4,1,2,0,3,3,2,1,3,0,1,0,0,0,0,0,7,3,8,14,3,6,4,4,5,6,4,1,6,1,1,5,2,4,4,3,4,3,6,8,4,16,12,10,19,12,12,1,13,10,11,13,13,3,12,12,1,5,5,0,8,5,6,9,8,2,3,8,6,5,9,1,9,1,5,16,7,4,1,3,2,3,3,1,4,4,0,2,1,3,5,5,3,3,4,1,2,3,3,5,3,5,0,3,1,0,0,3
S01010395,0,2,1,5,0,0,1,4,0,2,3,3,3,2,3,3,5,6,3,0,4,5,3,7,15,11,27,30,26,7,14,13,21,8,12,6,14,16,9,0,11,3,2,5,3,12,8,5,3,7,12,10,6,0,7,4,6,4,5,12,8,9,5,5,0,2,2,6,7,3,5,1,2,1,4,5,1,2,2,1,6,0,1,3,0,0,3,0,0,0,0,2,3,4,2,2,4,3,4,2,1,4,1,4,0,2,4,2,3,4,4,9,8,15,21,25,20,27,13,27,30,23,17,20,10,11,16,4,7,7,6,5,0,6,8,7,5,11,5,1,3,5,3,7,8,5,0,1,0,4,0,4,3,1,3,5,5,4,2,9,5,5,0,2,2,4,2,1,2,0,0,6,4,2,3,1,1,2,0,1,0,8
S01010396,3,3,4,1,0,6,2,5,4,3,2,3,4,1,1,1,4,3,1,0,4,5,1,15,16,22,25,25,19,28,10,14,16,16,11,9,7,15,15,1,10,7,2,8,3,8,5,3,5,5,4,12,2,2,1,0,4,7,2,0,9,5,1,9,7,8,1,2,5,2,0,2,4,2,5,6,5,1,0,1,4,0,2,0,0,1,3,1,0,0,5,4,2,5,2,2,5,5,4,3,5,0,4,1,2,3,1,0,0,1,3,9,7,21,6,23,18,36,15,16,11,18,20,19,13,9,3,6,4,12,12,7,0,5,2,0,12,2,5,2,13,8,2,8,4,5,2,8,8,3,8,6,5,4,10,3,6,7,7,3,3,2,0,1,7,6,1,3,3,3,0,5,3,4,3,2,4,4,3,1,2,0
S01010397,5,3,2,1,3,0,3,4,1,0,0,0,4,4,1,1,3,1,1,9,11,14,16,10,5,4,11,5,2,4,6,4,5,3,6,4,3,1,4,1,2,1,1,3,5,2,4,2,4,4,3,2,3,5,0,3,5,1,2,6,4,4,2,2,3,3,6,2,2,3,1,0,1,0,0,3,0,0,1,1,1,2,1,0,0,0,0,1,1,0,4,2,2,2,0,0,1,0,2,2,2,0,2,0,0,1,3,1,3,1,10,7,12,8,8,6,5,6,5,6,9,4,7,4,4,6,4,3,4,3,2,4,1,5,1,3,1,4,6,6,3,4,5,2,8,1,6,4,1,10,5,4,6,2,3,3,1,2,1,0,2,1,3,3,6,2,3,1,1,1,1,1,4,0,0,0,1,0,0,0,1,3
S01010398,4,5,2,2,4,0,2,5,4,4,2,3,0,0,1,0,0,1,0,2,5,3,10,2,13,8,20,13,18,6,19,18,12,29,14,13,17,12,5,9,8,6,6,1,6,3,4,4,0,4,3,4,1,7,4,7,6,6,3,9,4,4,5,7,2,3,4,4,5,7,3,3,3,3,3,3,3,3,1,0,2,3,1,3,0,1,1,2,2,0,5,6,5,1,3,1,1,5,0,8,1,1,3,2,2,2,3,2,3,8,2,6,3,6,12,11,12,22,28,19,17,24,25,21,18,13,8,8,8,6,6,8,11,9,7,1,8,4,4,4,4,7,6,4,7,13,5,3,9,8,4,2,5,7,4,7,3,5,4,4,3,6,6,3,8,6,1,6,2,3,2,2,4,0,4,3,4,7,4,2,0,16
S01010399,6,2,4,3,0,3,2,10,4,3,4,5,3,2,1,0,1,1,0,2,1,2,9,7,17,17,11,26,24,19,24,25,30,34,24,25,20,16,11,15,7,3,4,3,13,12,5,5,3,5,5,5,3,7,9,1,7,4,4,7,6,10,4,5,5,4,3,3,6,2,7,3,1,3,2,5,3,0,1,2,0,2,0,1,1,2,1,1,0,0,1,7,5,5,4,5,3,3,5,3,7,3,3,1,0,0,1,0,3,3,0,2,4,3,15,9,25,32,28,24,41,30,19,17,23,16,14,18,15,15,14,9,7,14,8,0,7,9,7,4,3,5,2,11,4,8,3,4,8,5,7,6,2,3,3,1,7,3,2,6,7,2,6,5,1,4,5,2,0,5,1,2,1,2,1,3,1,1,0,0,0,0
S01010400,6,0,5,7,7,4,5,4,4,0,4,0,1,7,2,10,2,7,10,5,4,7,8,4,15,3,17,17,19,11,17,4,17,7,13,9,3,6,14,5,8,10,11,1,3,4,10,7,4,11,8,3,5,5,7,6,15,10,13,6,7,6,12,3,10,7,5,6,6,3,8,10,0,3,7,0,2,4,3,1,4,4,0,1,2,0,3,1,2,2,0,1,2,5,4,10,6,5,4,12,1,4,6,3,5,11,10,5,7,4,6,5,8,7,4,14,13,14,20,20,9,14,14,15,6,3,10,6,6,8,8,4,9,5,5,3,4,17,15,10,2,11,12,10,12,9,15,4,4,15,12,4,10,8,7,7,7,7,3,5,11,3,5,2,3,6,7,2,3,2,3,6,2,3,2,1,0,1,0,1,0,8
S01010401,1,0,2,0,0,1,2,0,1,1,1,2,1,1,1,4,3,2,3,1,2,1,1,0,4,0,14,8,4,5,7,9,2,12,5,2,7,5,6,11,9,1,5,2,0,4,4,4,6,8,3,4,6,6,3,6,0,8,4,5,1,5,11,2,6,7,4,7,5,4,3,4,7,4,4,3,3,1,3,3,1,3,2,4,0,0,0,0,2,0,0,3,3,1,0,5,3,2,0,4,5,0,1,2,1,0,0,2,1,0,4,7,10,11,4,11,18,9,23,4,22,10,15,11,1,8,7,6,3,2,8,4,4,2,5,3,2,0,3,7,2,3,1,5,7,1,3,4,4,8,7,4,3,5,3,5,9,7,2,4,7,4,5,2,3,6,0,3,3,3,3,4,0,2,4,2,2,0,4,3,1,0
S01010402,4,9,2,6,0,2,7,6,0,5,1,5,5,6,0,3,4,5,4,2,2,4,5,2,7,20,19,18,16,14,13,11,20,4,11,13,12,11,6,7,4,2,6,4,12,2,8,0,3,5,7,4,4,7,8,8,5,8,8,3,9,9,7,1,9,3,9,1,5,7,5,1,5,1,0,1,1,4,3,3,2,2,1,2,1,1,1,1,0,1,5,4,4,5,5,7,5,5,4,1,1,0,1,1,6,3,2,6,4,4,3,3,8,4,1,16,13,20,15,16,6,11,20,16,6,8,6,9,13,11,0,15,5,1,0,10,10,3,12,12,10,2,4,11,8,14,3,3,10,4,8,5,8,10,3,4,2,4,5,6,2,3,0,3,1,0,1,2,2,1,3,0,2,0,4,1,6,2,0,0,0,5
S01010403,2,6,2,3,2,5,8,7,0,0,4,4,3,2,4,2,0,4,5,3,5,2,3,8,6,10,7,5,16,12,6,6,5,15,6,15,10,7,10,10,4,5,0,0,8,11,4,4,7,9,5,7,6,9,3,13,1,8,11,3,10,4,13,11,1,3,6,10,4,3,7,13,2,5,2,3,3,6,5,5,3,3,4,2,1,3,2,0,6,0,4,2,3,1,3,4,0,0,0,7,4,4,4,3,2,3,2,3,3,1,2,3,4,5,7,12,8,9,20,15,9,13,4,0,3,7,6,4,6,8,3,5,4,3,0,7,6,9,7,9,8,6,6,8,10,17,13,11,9,4,5,8,9,5,5,3,9,2,7,7,11,7,8,5,8,1,3,5,3,3,2,6,6,5,1,0,5,3,3,3,0,13
S01010404,4,5,3,5,2,5,4,3,4,5,1,5,8,1,4,3,3,1,2,6,2,2,6,6,10,5,9,17,1,6,11,9,11,6,3,0,8,10,3,6,1,6,4,9,3,5,11,8,16,16,6,10,6,7,9,6,12,8,9,2,10,7,5,5,9,6,5,3,10,2,0,7,8,4,5,2,4,4,0,1,0,1,3,2,5,2,0,2,1,0,3,2,1,0,0,2,0,5,1,5,1,7,3,0,4,4,3,2,1,4,0,3,1,5,4,6,11,11,12,17,9,7,11,12,10,6,4,5,5,0,6,7,1,10,8,4,5,6,7,8,11,12,5,7,4,13,6,12,5,9,5,8,5,4,3,6,9,4,12,9,7,6,3,3,8,4,4,5,8,3,4,0,3,3,1,3,4,3,4,2,2,5
S01010405,2,4,1,4,6,3,4,10,2,1,1,3,1,2,1,4,3,3,3,0,1,1,1,1,7,6,5,6,3,9,3,12,6,10,8,1,4,10,8,5,4,8,5,5,6,4,8,16,4,10,9,5,3,2,5,9,3,9,6,9,2,7,8,2,6,13,1,8,8,11,5,6,2,3,2,2,1,1,2,2,0,1,1,1,0,2,0,2,0,0,2,6,6,5,0,3,1,3,6,6,3,3,4,4,3,1,3,0,4,0,0,0,0,0,0,5,7,1,1,7,14,5,7,1,4,4,11,4,7,10,5,1,4,8,5,11,7,15,7,9,15,5,5,1,6,12,5,6,11,6,10,5,2,5,2,8,11,6,3,6,7,5,5,1,3,2,2,2,2,1,0,0,1,0,2,1,0,1,0,0,0,2
S01010406,4,2,2,3,0,3,3,3,4,6,4,2,0,1,3,3,1,1,2,6,16,18,12,7,9,14,17,12,7,16,15,12,11,9,13,7,6,1,3,3,0,4,7,2,1,9,8,4,3,9,4,4,4,5,2,6,8,3,6,8,4,0,7,8,6,4,0,4,6,3,1,2,2,3,1,3,0,3,3,0,0,1,1,2,0,0,0,1,0,0,1,3,2,1,5,1,5,1,4,0,1,2,2,2,0,2,0,1,2,3,11,19,20,21,17,10,10,7,15,12,12,7,6,9,4,9,7,5,7,5,4,7,4,12,14,1,5,6,10,1,4,0,6,8,7,10,3,4,5,4,3,3,6,2,3,8,3,4,5,6,1,2,2,4,0,0,1,5,1,3,0,2,1,2,0,1,1,1,0,0,1,2
S01010407,3,3,1,1,3,1,1,0,2,3,0,0,9,2,1,4,1,2,3,17,46,41,22,14,26,18,20,8,9,9,13,5,8,6,1,2,5,0,1,5,8,3,4,3,2,6,5,0,1,3,3,1,2,0,3,1,6,7,1,0,4,1,4,0,4,3,0,2,1,4,0,0,4,2,0,0,2,2,0,1,1,3,0,1,0,0,0,0,0,1,0,6,0,1,0,0,2,8,0,1,1,2,0,4,1,4,2,1,2,6,25,44,40,55,44,27,31,12,17,13,7,2,7,9,5,5,2,5,2,6,3,0,0,4,0,1,4,4,1,7,2,1,0,2,3,5,2,4,2,2,5,2,4,3,6,5,3,1,1,5,4,7,1,2,3,2,1,1,1,2,0,2,0,0,1,1,0,1,2,1,0,4
S01010408,8,4,1,1,3,2,5,7,4,3,5,5,0,0,6,1,1,6,1,2,4,2,4,6,3,3,2,2,3,1,8,4,2,8,3,7,5,4,8,4,4,5,10,3,7,2,0,1,3,5,5,7,4,5,6,5,3,2,4,8,1,3,6,6,1,3,2,5,2,4,1,6,2,0,3,4,1,0,2,0,2,0,1,1,1,0,1,1,0,0,1,4,2,3,3,6,3,5,0,9,1,1,4,2,0,5,3,2,1,3,3,1,0,0,0,1,5,5,3,1,3,2,7,5,2,3,7,2,4,0,4,0,6,6,3,4,4,2,7,1,7,5,3,5,7,3,1,3,3,4,5,0,1,1,2,2,1,3,2,5,2,3,0,1,2,1,4,1,1,1,1,2,0,1,5,0,1,1,2,2,1,8
S01010409,5,6,2,7,4,4,4,4,5,4,3,2,4,4,10,4,4,4,3,1,3,0,2,2,0,1,5,5,0,1,0,0,3,2,4,2,5,6,4,3,4,2,5,8,2,5,2,9,5,3,11,3,5,8,5,9,4,2,7,4,5,4,3,6,3,2,2,1,2,6,2,2,3,2,3,1,2,3,2,0,4,3,0,1,0,0,0,2,1,0,4,4,1,5,4,5,6,5,3,4,5,8,12,7,7,9,9,4,7,2,0,3,5,4,0,4,2,4,5,2,2,7,1,1,3,1,8,4,3,3,5,7,6,1,2,9,10,4,4,7,6,3,8,5,5,10,6,6,4,5,4,10,5,2,3,5,0,0,2,2,3,0,3,6,4,3,1,2,2,2,1,3,0,3,3,2,2,1,1,4,0,4
S01010410,3,6,5,1,6,2,6,5,5,3,6,2,6,4,2,4,4,0,3,6,0,1,1,3,3,4,4,2,0,2,1,4,1,2,6,2,2,2,4,4,2,3,2,1,4,2,5,0,2,8,3,3,6,7,6,7,6,9,7,3,4,7,8,3,4,3,1,4,2,2,2,2,3,2,0,1,2,1,2,1,1,2,0,3,0,1,1,0,1,0,1,3,2,1,2,1,1,3,3,0,9,3,3,4,4,5,2,1,2,4,2,3,1,2,1,1,6,4,3,8,2,5,3,5,5,2,7,6,2,3,4,2,1,3,4,2,4,3,2,4,11,7,5,4,6,12,5,9,9,3,7,7,6,0,6,2,2,3,4,5,0,3,2,1,1,2,1,1,2,2,1,1,0,1,2,1,1,3,1,2,1,2
S01010411,2,8,5,10,12,12,7,9,10,22,15,14,12,9,9,12,12,8,9,5,5,1,6,2,5,3,6,9,4,6,2,2,6,2,5,2,3,4,6,8,3,12,9,7,15,7,16,11,9,3,8,9,8,7,7,7,7,9,7,6,7,4,4,4,6,8,6,5,5,8,4,5,1,3,2,5,3,1,1,7,0,2,3,0,0,1,3,0,0,0,4,1,6,4,7,6,2,10,11,12,3,6,9,24,8,6,5,10,7,6,4,3,7,4,10,11,3,7,3,11,5,4,1,1,1,7,9,7,7,3,6,15,12,7,8,10,8,10,10,6,17,8,7,9,8,7,8,4,7,7,9,14,6,5,2,6,9,9,6,5,4,6,7,3,3,6,5,4,5,1,2,3,0,3,0,1,1,0,0,2,0,6
S01010412,7,4,6,5,1,3,1,1,1,1,3,1,6,7,3,4,2,3,2,1,0,1,4,2,4,11,5,7,8,8,6,11,10,16,11,10,2,8,2,11,1,18,7,1,5,10,17,4,5,9,10,11,6,9,2,4,7,7,3,11,7,0,2,17,0,10,5,1,4,4,5,4,2,3,3,3,2,1,0,3,0,2,0,0,0,2,0,2,0,3,1,5,3,3,4,0,9,2,2,3,3,1,2,3,1,1,7,4,3,1,0,2,4,12,9,8,15,13,14,6,18,7,17,18,16,2,17,7,4,0,8,11,12,6,8,8,16,7,2,7,7,1,4,11,3,3,6,6,6,9,3,8,5,4,4,1,5,1,4,7,8,4,4,5,3,4,0,1,3,4,4,1,7,0,5,3,5,3,3,2,0,1
S01010413,3,6,3,2,3,2,4,6,5,4,0,2,8,9,2,3,6,2,2,0,0,3,3,5,4,5,6,4,7,9,0,3,8,1,4,4,7,4,6,0,4,2,5,4,2,8,7,5,7,6,4,1,8,5,2,4,8,8,9,6,2,2,1,6,6,6,6,5,3,6,8,6,4,9,7,4,3,3,6,5,4,1,1,2,4,6,0,1,1,1,1,7,1,5,6,6,0,3,3,3,4,7,6,3,6,0,4,2,3,4,2,1,1,3,1,3,2,3,4,8,2,4,4,4,8,6,5,7,5,6,4,6,3,6,2,4,3,8,4,14,5,7,1,5,0,4,2,4,7,3,11,4,5,10,6,9,8,6,4,5,12,8,6,3,5,3,13,6,3,4,4,3,0,5,7,3,5,5,1,5,0,15
S01010414,4,3,9,7,9,6,6,8,10,6,7,3,5,6,9,11,5,4,3,6,2,8,4,0,0,4,12,7,13,12,11,6,12,12,12,3,9,11,6,10,1,4,15,4,5,4,0,5,14,13,9,9,7,5,4,5,3,6,11,9,11,5,9,4,1,4,4,8,5,7,7,7,6,1,5,8,3,2,3,3,4,4,2,2,6,1,0,3,2,0,0,8,4,5,7,4,4,11,11,3,5,14,5,3,13,2,5,7,3,1,0,3,3,1,2,9,5,9,3,7,3,10,6,17,7,8,10,0,5,12,5,10,8,8,7,7,12,12,8,5,7,5,11,10,4,12,10,8,11,3,3,8,9,10,5,1,6,0,7,8,7,8,4,4,3,3,3,11,3,4,6,5,4,0,3,4,3,2,4,3,3,18
S01010415,5,2,5,4,7,2,8,4,3,3,0,5,3,1,3,2,3,9,7,8,15,2,5,6,4,17,10,15,8,16,12,13,4,9,8,11,6,13,9,5,10,3,6,9,12,12,7,9,1,11,7,8,5,19,2,4,11,4,8,11,8,6,9,4,2,6,5,0,4,6,5,6,3,1,0,5,2,3,1,3,2,2,0,0,2,3,0,1,2,0,0,4,3,2,7,7,3,7,4,0,4,3,3,2,6,5,5,2,4,3,3,4,2,8,14,10,13,15,9,24,13,9,6,12,9,0,9,9,2,4,11,9,12,3,4,3,2,8,5,10,9,7,9,8,7,14,9,6,7,5,5,8,9,7,5,3,7,5,5,7,3,5,3,8,8,6,4,2,3,2,6,6,3,2,0,4,7,2,2,0,2,2
S01010416,3,4,4,0,5,5,6,5,4,6,0,1,6,1,3,2,5,1,1,0,1,1,1,6,7,7,10,9,4,8,5,4,3,3,8,0,9,7,6,7,7,2,5,10,11,10,5,3,3,4,3,4,7,4,2,8,8,6,1,4,3,5,9,3,8,3,5,1,6,1,2,5,2,1,3,6,2,1,5,1,3,0,2,2,1,1,1,0,1,0,3,3,1,5,5,7,1,7,7,2,0,7,6,3,1,3,1,3,2,2,2,3,0,3,5,8,8,9,9,6,11,3,9,3,4,5,7,6,7,0,6,0,12,3,6,3,5,4,4,5,4,5,4,7,5,2,5,4,8,9,7,7,8,3,6,4,4,4,1,1,8,4,5,7,1,4,6,1,0,7,4,0,5,1,0,1,2,1,3,1,5,8
S01010417,2,1,3,5,6,3,1,5,4,1,0,2,3,3,3,3,4,3,1,3,0,4,7,4,1,6,6,3,6,7,8,0,9,13,2,2,6,3,5,5,0,5,8,2,0,3,2,2,6,7,4,5,3,0,2,5,4,6,3,5,2,1,2,1,3,4,3,5,7,4,0,1,2,1,2,2,1,3,0,1,4,2,3,0,0,0,1,0,0,0,1,5,0,1,2,4,3,5,1,1,4,3,8,4,5,3,6,4,1,0,2,2,1,1,0,4,4,4,8,9,11,4,10,5,5,2,6,3,4,5,4,2,3,2,11,5,2,4,4,4,2,12,8,4,3,3,3,9,6,1,1,7,3,5,5,6,4,3,5,3,8,1,4,5,1,0,3,1,2,2,1,3,1,3,3,2,0,4,1,3,2,2
S01010418,3,8,0,2,4,5,3,6,7,4,2,0,11,6,7,5,2,2,5,5,1,8,4,9,3,7,5,16,12,17,8,15,12,14,21,3,19,6,14,7,9,6,12,5,5,8,4,8,11,11,12,17,14,11,8,4,9,8,7,6,4,3,5,4,5,4,8,8,7,4,8,3,6,1,1,4,0,0,2,2,1,0,2,1,1,1,0,1,0,0,1,12,4,4,2,5,6,2,7,2,2,5,0,3,4,5,5,4,6,2,0,3,2,4,5,7,9,11,18,11,18,22,18,19,13,8,11,9,12,9,9,14,17,11,2,10,10,6,9,11,10,7,9,5,5,6,15,9,9,6,10,10,8,10,8,12,7,4,4,5,4,5,9,3,7,1,0,3,2,1,2,1,1,4,0,1,1,1,1,2,1,1
