datazone,males___AGE0,males___AGE1,males___AGE2,males___AGE3,males___AGE4,males___AGE5,males___AGE6,males___AGE7,males___AGE8,males___AGE9,males___AGE10,males___AGE11,males___AGE12,males___AGE13,males___AGE14,males___AGE15,males___AGE16,males___AGE17,males___AGE18,males___AGE19,males___AGE20,males___AGE21,males___AGE22,males___AGE23,males___AGE24,males___AGE25,males___AGE26,males___AGE27,males___AGE28,males___AGE29,males___AGE30,males___AGE31,males___AGE32,males___AGE33,males___AGE34,males___AGE35,males___AGE36,males___AGE37,males___AGE38,males___AGE39,males___AGE40,males___AGE41,males___AGE42,males___AGE43,males___AGE44,males___AGE45,males___AGE46,males___AGE47,males___AGE48,males___AGE49,males___AGE50,males___AGE51,males___AGE52,males___AGE53,males___AGE54,males___AGE55,males___AGE56,males___AGE57,males___AGE58,males___AGE59,males___AGE60,males___AGE61,males___AGE62,males___AGE63,males___AGE64,males___AGE65,males___AGE66,males___AGE67,males___AGE68,males___AGE69,males___AGE70,males___AGE71,males___AGE72,males___AGE73,males___AGE74,males___AGE75,males___AGE76,males___AGE77,males___AGE78,males___AGE79,males___AGE80,males___AGE81,males___AGE82,males___AGE83,males___AGE84,males___AGE85,males___AGE86,males___AGE87,males___AGE88,males___AGE89,males___AGE90+,females___AGE0,females___AGE1,females___AGE2,females___AGE3,females___AGE4,females___AGE5,females___AGE6,females___AGE7,females___AGE8,females___AGE9,females___AGE10,females___AGE11,females___AGE12,females___AGE13,females___AGE14,females___AGE15,females___AGE16,females___AGE17,females___AGE18,females___AGE19,females___AGE20,females___AGE21,females___AGE22,females___AGE23,females___AGE24,females___AGE25,females___AGE26,females___AGE27,females___AGE28,females___AGE29,females___AGE30,females___AGE31,females___AGE32,females___AGE33,females___AGE34,females___AGE35,females___AGE36,females___AGE37,females___AGE38,females___AGE39,females___AGE40,females___AGE41,females___AGE42,females___AGE43,females___AGE44,females___AGE45,females___AGE46,females___AGE47,females___AGE48,females___AGE49,females___AGE50,females___AGE51,females___AGE52,females___AGE53,females___AGE54,females___AGE55,females___AGE56,females___AGE57,females___AGE58,females___AGE59,females___AGE60,females___AGE61,females___AGE62,females___AGE63,females___AGE64,females___AGE65,females___AGE66,females___AGE67,females___AGE68,females___AGE69,females___AGE70,females___AGE71,females___AGE72,females___AGE73,females___AGE74,females___AGE75,females___AGE76,females___AGE77,females___AGE78,females___AGE79,females___AGE80,females___AGE81,females___AGE82,females___AGE83,females___AGE84,females___AGE85,females___AGE86,females___AGE87,females___AGE88,females___AGE89,females___AGE90+
S01010351,4,7,12,5,6,8,6,8,5,4,7,4,1,5,1,5,8,7,7,2,4,11,5,1,2,10,11,14,15,6,12,3,7,14,7,10,9,5,7,5,4,1,3,3,9,7,7,4,0,4,1,6,8,7,5,7,12,3,7,1,9,5,4,0,1,2,3,7,2,1,1,6,5,0,3,0,0,1,2,0,0,2,0,2,0,0,1,0,0,1,0,6,5,7,6,2,9,5,8,8,7,9,8,5,10,3,6,9,4,6,4,3,3,3,12,16,17,16,9,8,10,15,10,9,15,14,4,10,9,6,9,9,6,9,5,6,9,9,9,7,11,5,5,11,6,6,9,11,4,5,6,4,4,2,8,2,4,5,5,2,3,2,1,2,1,3,2,2,1,2,0,0,1,1,1,5,3,1,0,1,1,1
S01010352,2,2,1,3,4,2,3,9,2,3,1,2,3,2,0,3,1,1,0,0,1,2,0,2,0,9,1,8,0,4,3,0,7,9,3,3,0,3,4,4,6,1,6,0,1,9,3,1,2,3,3,4,4,9,2,0,2,5,4,4,2,4,4,3,1,3,1,4,0,1,2,2,7,2,2,2,3,0,1,2,3,1,1,0,0,0,0,2,1,0,0,4,4,2,1,1,3,2,0,2,0,1,4,1,1,1,3,1,1,1,2,0,0,4,0,3,4,3,7,6,9,4,6,8,8,2,6,1,2,4,7,1,4,2,3,7,4,1,0,8,2,2,5,0,7,3,7,5,5,2,5,5,3,3,1,3,5,3,4,1,3,3,5,1,4,4,4,0,0,5,3,5,1,2,2,2,1,0,1,0,1,1
S01010353,7,13,7,11,8,4,11,14,3,0,4,2,6,7,6,0,3,5,2,8,7,8,13,15,15,14,17,14,15,17,15,18,25,12,6,15,15,19,10,8,11,8,5,11,6,1,10,8,4,4,12,0,4,6,9,10,4,7,8,0,2,9,2,4,2,3,3,3,2,4,3,5,2,0,1,3,2,2,1,3,1,5,0,0,0,3,0,2,1,0,1,15,9,14,12,6,3,15,3,8,5,2,0,3,4,6,3,5,2,3,5,3,8,10,11,4,11,7,14,15,13,14,11,10,6,13,5,1,5,3,2,3,2,11,1,0,1,0,4,3,2,7,4,5,8,2,7,5,4,5,7,5,4,2,3,4,1,3,0,2,4,1,2,6,1,2,3,6,4,3,6,2,4,2,5,3,2,1,2,2,1,2
S01010354,1,9,7,5,6,6,0,3,3,8,2,0,9,0,5,5,0,3,8,5,7,5,5,11,4,11,5,18,5,7,15,4,14,12,1,8,9,4,6,2,4,3,3,6,3,2,5,4,1,2,0,1,7,2,9,4,3,5,3,2,3,2,5,5,6,5,6,3,1,3,4,1,4,3,1,1,2,2,1,2,0,0,1,0,0,1,1,0,0,0,2,4,9,2,7,8,3,8,7,0,0,1,2,5,1,2,4,7,7,1,2,5,5,1,1,5,13,10,5,4,7,9,11,5,11,3,17,4,8,6,6,5,3,5,2,4,1,5,4,13,6,6,3,5,3,7,10,5,6,2,4,2,3,6,6,7,7,3,3,6,3,6,2,2,2,0,4,1,6,2,2,3,1,2,7,1,3,0,2,0,2,6
S01010355,2,5,2,7,7,5,2,1,3,0,5,8,4,6,5,3,2,4,2,2,4,6,8,5,9,7,4,8,7,15,13,11,15,15,3,2,9,9,10,6,9,8,0,3,6,6,0,8,6,6,6,4,7,5,11,5,1,3,7,4,5,3,3,3,5,6,1,2,1,0,0,4,3,4,3,1,3,0,0,4,3,3,3,0,2,0,0,0,0,0,0,2,7,2,7,5,3,5,9,13,1,7,6,6,3,6,4,3,6,3,2,1,8,6,5,5,15,11,4,13,7,13,15,6,3,12,9,8,7,7,7,12,4,5,4,2,4,5,7,5,6,12,5,4,5,5,12,5,5,5,4,3,5,8,0,1,5,2,4,3,2,2,2,5,2,2,3,3,1,2,1,1,0,1,1,0,2,4,0,0,1,2
S01010356,6,2,2,7,8,4,7,4,8,8,4,8,3,6,4,5,7,4,7,3,0,3,7,8,5,5,4,3,7,4,4,6,16,6,13,7,2,8,3,0,2,2,0,10,7,9,3,9,11,3,5,3,5,7,6,9,6,7,7,2,8,4,3,3,1,5,4,3,4,0,2,1,1,3,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,7,3,4,4,7,10,5,4,5,3,4,2,2,3,6,6,10,9,5,4,1,5,3,4,10,9,14,9,12,9,4,13,6,2,4,7,10,7,8,19,7,5,12,7,7,11,7,2,8,7,11,5,11,9,10,14,9,9,6,4,1,4,9,6,1,3,3,1,3,2,3,1,1,3,1,3,1,0,1,3,0,2,1,1,0,0,0,0,0,0,0
S01010357,4,3,3,4,0,2,2,3,5,1,0,1,1,5,3,4,0,1,4,3,3,2,5,6,3,11,6,12,7,6,10,4,3,5,0,6,2,2,7,1,4,6,8,7,0,7,4,5,4,2,7,5,2,2,1,8,6,10,5,5,7,4,0,1,1,0,4,3,1,4,1,3,1,2,1,4,2,2,3,0,0,2,0,0,1,0,0,0,0,0,2,2,3,2,4,5,2,4,5,1,3,2,6,0,1,1,2,4,1,0,3,0,0,7,1,2,3,9,11,15,2,1,6,4,2,0,4,5,3,3,2,5,8,5,2,0,3,1,5,8,6,5,6,5,5,4,1,2,4,2,5,6,5,4,6,2,0,0,4,1,2,4,3,0,1,3,1,2,4,2,0,2,1,2,0,1,0,0,1,1,0,2
S01010358,5,5,6,6,6,5,3,8,3,3,5,2,3,7,8,3,2,10,6,5,6,4,9,7,3,14,10,9,8,9,8,11,7,6,11,10,3,10,6,3,7,6,5,9,5,3,13,6,6,3,4,14,5,8,9,6,13,1,10,5,6,1,4,6,3,8,3,2,7,0,4,6,3,4,1,1,0,2,2,1,0,5,1,3,2,1,1,1,1,1,0,2,0,3,6,2,1,3,4,2,4,2,6,6,0,3,2,1,2,2,3,6,6,15,7,4,15,0,1,11,11,4,10,4,6,0,1,2,0,10,12,4,1,4,8,6,4,7,5,8,2,9,2,9,7,5,7,1,4,6,2,4,4,3,5,1,5,4,7,3,8,2,2,6,1,2,1,2,3,5,7,2,0,1,3,3,3,1,0,1,1,4
S01010359,9,6,10,12,8,9,7,12,5,6,7,4,5,1,3,7,10,2,3,4,6,2,7,6,6,7,13,10,8,7,4,16,8,7,5,8,4,3,6,1,9,6,6,3,11,2,3,4,4,4,1,0,3,3,4,2,4,6,4,5,0,6,9,1,4,2,6,4,3,4,3,2,3,3,0,1,1,4,0,2,0,0,1,0,1,3,2,5,0,2,4,10,9,10,9,7,10,9,5,4,6,4,2,0,0,2,2,0,5,2,4,1,16,5,10,8,12,7,18,11,3,9,14,7,11,10,12,6,2,3,4,8,10,4,3,5,7,1,2,5,10,4,6,5,8,4,3,9,3,6,5,10,7,4,3,4,3,2,4,4,5,3,5,0,2,3,2,4,3,2,5,1,3,2,2,2,4,4,0,0,3,1
S01010360,15,5,8,5,10,10,11,6,9,15,12,4,2,2,6,10,6,2,4,0,8,13,6,9,7,2,19,9,13,4,11,7,8,11,0,4,8,11,5,0,6,7,9,2,7,1,7,4,6,2,6,6,3,1,0,5,4,6,8,2,3,10,4,3,1,4,5,3,0,0,1,1,1,2,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,6,5,9,10,6,12,3,7,10,5,4,13,7,6,7,7,6,2,3,6,2,8,7,7,13,7,11,7,9,20,15,9,11,9,5,4,7,5,5,2,7,7,9,2,5,9,6,6,7,3,2,5,3,15,4,5,7,5,4,3,4,1,3,2,8,0,1,3,8,6,2,4,3,2,2,1,0,0,2,1,0,0,2,0,0,0,0,1,0,0,0
S01010361,6,6,4,5,8,1,3,4,4,2,3,4,7,6,1,4,6,8,5,8,7,11,6,9,8,8,12,14,12,11,7,11,10,9,2,7,11,7,10,7,5,4,6,12,9,2,8,12,9,3,6,6,3,5,9,5,12,1,10,5,6,1,2,4,2,7,4,4,0,1,2,4,4,1,4,4,1,3,0,2,1,2,3,1,0,0,0,0,0,0,0,1,3,3,4,4,5,7,2,4,6,7,1,2,3,0,0,0,0,2,5,2,5,6,4,7,11,7,9,8,6,8,6,1,2,6,6,4,5,5,4,6,3,4,1,5,6,5,2,4,4,2,4,6,4,3,3,3,3,0,0,5,2,3,2,0,3,0,4,2,3,2,3,3,2,2,2,2,4,2,1,4,3,1,0,1,0,1,1,1,0,2
S01010362,1,1,1,2,5,5,3,1,0,1,0,1,0,1,2,2,3,3,3,1,4,9,3,5,15,28,5,15,9,14,10,14,7,4,23,0,10,5,11,6,2,12,2,4,14,10,9,12,15,21,12,8,12,16,13,16,4,2,2,9,1,3,1,7,1,7,5,5,3,7,9,7,3,2,4,5,2,0,0,1,2,1,1,1,2,2,0,0,1,2,2,2,2,4,1,0,3,4,2,0,0,0,1,5,1,3,3,0,1,2,4,4,9,7,7,2,7,8,14,8,5,8,5,11,1,7,2,7,6,3,2,6,5,4,2,0,2,1,4,4,5,3,3,4,5,2,2,9,4,1,5,6,0,1,1,1,2,2,0,2,4,3,4,2,1,0,1,0,5,2,4,0,4,2,2,1,0,4,1,2,0,0
S01010363,2,6,1,3,4,3,5,9,4,4,0,5,2,1,3,0,1,1,0,6,2,3,2,2,1,12,6,14,9,4,15,10,10,17,3,13,9,3,14,2,9,2,3,3,11,7,2,3,1,5,5,9,1,5,5,9,6,8,3,6,6,8,3,5,7,8,3,5,3,6,0,1,5,1,0,3,2,1,2,2,1,1,1,0,1,1,1,1,0,0,0,9,3,2,6,5,6,1,3,6,1,3,0,0,2,5,1,7,0,1,1,5,6,9,4,5,4,15,12,10,5,6,3,7,12,1,9,6,2,12,6,11,5,1,7,9,3,4,1,4,6,6,3,7,8,8,7,5,3,3,1,6,2,8,6,3,3,8,6,4,3,4,5,2,3,1,3,2,3,2,0,0,1,1,1,0,2,0,1,2,1,3
S01010364,5,6,3,6,6,4,4,6,2,7,6,13,6,4,7,4,3,3,3,4,1,0,0,1,1,4,8,9,14,6,4,6,8,4,6,9,5,4,9,4,4,0,7,11,9,8,7,6,10,9,4,4,5,5,10,4,5,6,7,5,6,9,10,5,7,3,8,10,6,9,3,6,3,3,2,7,4,3,2,5,2,3,2,3,4,2,0,0,0,1,0,6,2,7,2,12,6,7,8,2,6,5,7,5,7,4,6,2,3,0,4,0,5,4,5,5,7,6,3,3,4,8,1,5,3,5,4,5,10,4,10,5,8,3,1,9,9,10,6,6,7,2,11,3,11,6,7,10,4,3,7,8,10,9,7,8,7,12,6,4,10,5,6,2,5,0,0,2,6,4,3,2,4,1,0,4,0,0,3,2,0,5
S01010365,10,4,3,6,5,1,6,9,3,5,5,4,5,5,4,5,7,3,1,4,4,9,4,2,6,2,11,2,9,3,5,9,7,5,4,8,6,6,14,1,4,4,7,7,11,10,5,5,7,2,11,6,11,6,7,8,9,6,11,9,7,10,11,11,6,1,8,13,8,5,2,8,0,5,2,4,5,3,5,3,1,2,0,0,0,1,1,0,3,2,4,2,5,4,2,3,6,4,3,4,3,6,6,0,3,7,3,2,4,2,5,0,6,1,5,3,7,9,16,6,8,9,5,6,7,3,12,0,8,0,8,2,9,8,1,4,7,6,7,8,9,7,12,2,9,10,8,17,14,14,5,13,8,10,11,4,8,4,8,12,4,3,7,1,3,5,2,6,5,3,5,5,3,5,8,2,8,3,0,0,5,10
S01010366,6,2,2,4,4,3,5,3,3,5,4,2,5,3,5,4,4,4,4,3,3,4,4,6,6,13,22,6,6,17,18,17,13,9,6,11,11,12,9,13,13,5,7,13,7,11,4,2,6,5,11,5,4,3,5,8,7,4,7,4,3,4,5,15,1,9,6,8,9,5,6,5,7,2,1,5,4,1,1,1,2,1,1,2,2,2,3,0,0,1,0,4,3,4,2,4,1,4,5,12,6,5,1,4,6,1,2,2,2,1,4,4,1,5,10,12,15,12,16,14,15,6,19,10,12,13,5,6,12,9,5,5,10,14,6,6,3,8,6,12,4,8,8,9,8,8,10,3,9,4,3,4,9,9,6,8,6,8,1,8,4,8,10,4,5,7,3,5,6,0,2,1,1,4,4,1,1,2,0,2,1,5
S01010367,8,4,3,9,8,4,4,8,12,4,5,2,4,6,7,5,5,9,23,46,25,27,34,46,27,28,16,14,10,4,19,11,9,11,10,8,6,6,6,9,5,2,9,5,3,7,5,4,9,5,10,4,7,10,7,9,10,2,3,2,5,4,6,4,6,4,10,6,3,11,8,11,8,6,7,1,3,2,1,2,5,2,6,0,4,1,0,0,0,1,2,4,6,7,3,2,8,5,11,2,0,0,5,6,1,2,1,1,8,48,53,48,34,45,60,30,23,17,14,14,10,10,11,16,10,7,2,2,2,5,0,0,2,2,9,6,13,10,10,12,9,9,8,7,10,8,7,11,7,8,10,9,5,15,8,5,7,5,4,8,6,13,6,6,4,4,2,2,3,2,4,4,1,0,5,1,0,0,0,3,2,9
S01010368,4,2,0,3,3,0,9,0,3,4,3,3,3,6,4,5,6,0,4,3,6,4,3,9,4,0,7,7,7,10,1,6,13,0,7,7,8,3,7,1,2,7,6,10,0,5,4,3,6,6,2,3,8,3,9,9,7,7,7,5,7,4,3,2,3,3,4,4,8,5,4,2,2,3,5,3,5,1,3,2,0,2,2,7,2,2,1,1,1,0,3,2,1,2,3,2,2,0,4,0,4,2,4,2,4,6,4,3,2,6,1,8,0,2,1,9,6,5,14,5,7,6,7,4,3,6,10,5,5,3,4,5,3,2,2,6,3,4,5,7,7,5,16,3,7,6,11,8,7,2,7,8,15,3,2,6,2,2,9,1,9,4,9,2,6,2,4,0,4,1,3,3,4,9,4,8,2,6,5,4,2,24
S01010369,4,5,1,2,4,7,2,7,8,5,0,2,6,6,6,2,1,0,0,3,6,4,9,9,14,9,18,14,12,8,9,15,12,13,18,16,10,19,9,7,8,1,2,4,5,1,3,4,2,6,6,4,7,12,2,2,0,3,2,3,3,5,5,2,4,2,2,5,1,5,0,3,0,1,1,2,0,0,2,1,0,1,1,0,1,0,0,2,0,0,0,0,4,4,3,1,4,0,0,0,4,0,1,1,1,0,3,1,1,0,6,2,3,5,10,5,9,10,13,13,10,16,14,17,19,13,10,6,3,5,8,0,2,6,12,0,2,6,5,7,5,2,5,8,2,1,6,4,6,1,7,4,2,7,6,1,2,4,3,4,4,1,1,2,5,0,0,0,2,1,0,0,1,0,0,0,2,0,0,0,0,1
S01010370,7,1,1,4,3,3,1,0,3,3,1,4,3,2,4,2,4,4,3,4,9,7,15,7,4,7,17,2,12,19,10,6,0,14,12,10,1,10,12,1,0,9,5,0,6,5,3,3,8,5,5,7,6,3,3,7,3,7,4,0,4,4,5,2,3,1,5,2,5,3,3,4,1,0,0,1,0,1,3,1,1,0,1,0,0,1,1,0,0,0,1,3,6,3,2,0,0,0,2,0,0,3,3,5,1,2,1,5,2,3,2,0,5,13,6,14,11,12,8,14,6,6,3,0,4,6,6,7,9,4,4,1,2,2,5,7,0,9,2,4,3,8,9,10,8,4,3,7,6,0,7,1,7,5,7,3,4,5,0,3,2,1,6,0,0,4,0,1,0,0,0,0,2,0,2,1,0,0,0,1,0,0
S01010371,4,6,5,4,5,4,4,9,3,4,1,0,4,3,6,3,4,7,7,15,19,15,10,18,24,14,9,14,15,8,11,9,7,1,6,11,13,9,14,8,14,10,12,4,3,8,4,10,12,7,13,6,10,11,6,7,8,4,13,10,8,6,4,5,5,4,8,4,4,4,7,5,2,6,1,1,0,1,6,0,1,2,1,0,1,2,1,1,0,1,0,5,8,5,6,4,7,3,1,2,4,11,6,3,1,2,3,5,2,7,12,16,29,27,28,14,19,13,17,17,10,15,4,14,10,12,6,4,9,4,6,1,2,4,10,12,10,6,8,11,7,13,7,7,6,12,6,6,4,4,11,5,8,8,6,7,4,7,6,8,6,6,3,5,3,0,4,0,5,2,1,1,1,2,2,1,1,3,1,0,0,7
S01010372,3,1,3,2,2,4,6,5,5,9,3,5,0,4,2,2,0,0,2,0,1,3,6,4,6,2,3,10,8,13,5,1,5,4,1,2,1,4,7,4,2,2,6,4,6,7,6,5,8,4,3,3,6,3,0,9,2,1,6,3,1,2,1,1,2,5,3,0,0,2,3,1,1,1,4,0,0,2,0,3,1,1,2,0,0,1,1,1,0,0,0,2,2,5,0,4,5,3,2,4,3,4,5,4,4,1,0,4,1,1,1,3,5,5,2,10,3,1,14,4,7,6,1,8,0,8,5,2,2,3,4,5,4,1,4,7,5,4,7,5,8,8,5,0,6,3,6,4,0,4,1,1,6,1,1,2,7,3,5,0,1,6,1,3,1,4,0,1,3,4,0,0,1,0,0,2,1,2,0,0,0,1
S01010373,0,7,6,3,3,4,2,4,4,1,6,3,5,0,1,3,1,2,1,1,1,5,3,9,4,14,9,14,19,18,22,22,4,13,8,21,11,3,9,7,3,11,1,0,11,5,4,12,2,10,4,1,3,4,4,4,8,2,3,0,5,2,6,4,6,0,2,2,4,3,6,2,1,1,2,0,1,2,3,2,2,2,0,0,1,1,0,0,0,0,0,11,1,4,2,4,4,5,3,6,0,1,1,1,6,2,1,1,0,0,3,8,8,17,15,23,14,15,31,15,25,9,23,9,10,10,9,10,15,4,9,3,0,7,4,4,6,5,3,3,6,2,4,3,3,6,10,2,0,3,1,0,2,4,5,5,1,5,1,0,2,3,5,5,2,2,3,0,2,0,3,1,1,0,3,1,1,0,0,0,0,0
S01010374,4,4,4,4,2,5,4,3,3,0,2,3,5,1,4,2,2,3,3,8,10,16,13,6,8,5,7,12,8,10,10,7,6,8,8,12,12,13,14,14,7,7,14,1,7,4,11,6,4,9,10,7,5,7,6,0,7,9,1,10,5,5,3,7,4,5,0,4,6,3,3,3,1,3,2,1,3,1,5,2,1,0,2,2,1,1,0,0,0,0,1,1,3,3,5,1,3,1,7,7,4,3,3,2,4,4,6,6,3,2,12,25,19,32,23,19,12,10,9,16,7,12,3,9,10,8,6,6,8,0,4,4,7,0,5,6,0,12,6,10,11,8,2,4,12,5,10,8,7,4,2,3,4,1,3,4,3,3,3,7,3,3,2,4,4,2,1,0,3,1,3,2,0,2,2,3,2,3,0,0,2,1
S01010375,1,0,0,0,1,1,2,0,0,2,1,2,3,0,2,1,3,2,2,11,26,52,26,15,20,1,6,8,2,4,7,8,5,2,2,2,1,0,4,2,0,0,3,4,0,2,5,5,4,1,3,2,2,0,1,3,2,1,1,0,2,2,3,0,2,0,2,2,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,2,1,0,0,2,0,1,3,3,3,1,3,2,2,3,4,3,22,29,32,31,13,14,11,5,7,5,3,4,4,3,1,1,4,3,1,4,3,5,3,4,1,0,2,3,1,1,0,3,4,2,1,0,4,0,1,1,1,1,0,0,1,0,3,0,1,1,2,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3
S01010376,2,1,1,1,2,1,1,0,0,1,0,3,1,1,2,1,0,1,2,13,18,25,25,32,17,18,15,8,17,13,5,16,10,9,5,9,9,6,7,12,6,8,7,1,6,9,3,3,0,1,3,5,2,1,3,1,9,0,0,1,3,1,1,0,3,3,1,2,2,3,2,4,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,1,0,4,0,0,1,4,0,2,0,0,0,0,1,3,3,3,3,17,18,42,30,43,30,38,22,11,9,9,13,10,4,8,6,1,1,2,1,0,1,2,3,1,6,5,2,2,4,2,0,1,4,5,0,7,2,3,1,2,3,5,1,1,2,2,1,2,1,1,2,1,1,2,0,2,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0
S01010377,3,6,4,8,2,10,1,10,6,2,5,2,0,0,0,1,0,5,5,21,38,37,36,22,19,24,23,10,14,8,16,7,6,3,10,4,6,4,3,5,1,2,2,0,8,3,1,0,4,14,2,9,3,1,1,6,3,3,3,2,0,5,3,2,0,4,0,0,1,3,0,0,0,3,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,7,3,5,1,1,5,0,6,2,3,4,4,1,1,7,26,55,40,60,39,28,10,14,13,9,11,13,18,8,6,9,8,6,4,4,5,6,4,9,4,3,2,2,4,4,2,2,1,2,8,3,2,6,2,2,3,1,2,0,0,1,2,3,0,0,1,2,3,1,1,1,3,0,3,0,1,0,0,1,0,0,1,0,1,0,0,0
S01010378,1,3,1,0,3,1,5,2,0,3,2,2,1,2,3,4,0,3,6,21,36,44,32,39,27,15,15,13,11,4,3,3,9,5,3,4,3,4,5,6,3,4,0,5,2,1,0,3,1,1,7,3,3,5,1,5,1,0,4,0,1,3,4,0,0,1,3,0,2,0,3,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,1,1,2,2,2,2,2,7,1,0,0,1,3,2,0,4,2,24,65,43,33,18,19,8,9,7,5,6,3,3,4,2,5,5,2,2,0,4,7,2,3,3,3,1,1,6,3,2,3,1,2,0,5,3,2,4,4,2,0,2,5,3,2,1,1,1,0,1,3,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1
S01010379,3,5,4,1,4,2,10,3,6,6,4,3,1,4,6,5,1,2,3,30,57,46,29,42,27,22,21,11,11,15,13,10,10,7,11,8,8,6,6,0,4,5,15,0,4,6,1,2,7,2,4,9,1,6,5,1,2,6,4,4,6,2,6,6,3,7,5,3,1,2,3,2,3,1,2,0,0,0,2,0,1,1,1,0,0,0,2,1,0,1,0,3,2,3,4,6,4,0,6,1,4,3,5,1,2,0,0,1,4,12,36,79,72,42,46,27,21,9,9,10,6,9,6,6,4,3,4,3,4,7,9,4,6,4,8,3,3,3,8,3,7,3,3,2,3,2,6,7,9,5,8,4,1,6,2,5,2,3,2,4,2,4,1,2,3,2,0,0,0,1,0,1,0,0,1,1,2,0,0,0,0,4
S01010380,2,1,2,2,0,0,2,7,4,3,3,6,1,1,2,5,3,3,5,8,17,13,18,16,14,9,12,12,19,10,12,15,11,8,4,8,8,8,7,10,5,4,7,8,5,6,4,7,6,4,7,3,1,4,8,4,9,2,4,0,3,6,0,2,3,8,8,4,3,7,5,1,2,2,1,3,3,1,1,3,2,3,2,1,0,1,3,3,1,2,0,5,1,2,1,3,4,4,2,1,5,4,1,1,0,0,2,1,2,3,9,12,23,21,31,15,13,21,13,10,13,11,11,15,6,6,5,7,7,8,4,4,0,5,4,5,3,1,6,4,5,3,2,11,14,1,2,6,6,6,4,3,10,5,5,7,3,3,4,1,6,3,5,1,6,0,3,2,3,1,3,5,0,5,0,1,1,0,1,0,0,6
S01010381,0,1,1,3,0,0,0,2,1,2,2,1,0,1,0,0,1,1,3,13,14,23,29,11,6,19,18,19,10,9,10,4,11,9,4,12,13,6,10,8,8,9,5,0,5,1,6,0,4,2,2,1,0,0,4,3,2,1,2,1,0,0,1,2,6,1,3,2,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,1,0,0,0,3,1,0,1,1,1,0,3,15,15,33,26,28,28,27,26,33,13,11,17,8,3,11,4,4,4,2,0,2,3,0,4,2,3,0,1,2,2,0,3,1,0,3,0,1,1,1,1,2,0,3,3,3,0,0,1,3,0,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0
S01010382,3,3,2,4,3,1,4,0,1,1,2,0,0,1,1,4,1,2,1,4,11,18,7,14,14,18,15,15,13,11,10,12,9,6,11,10,10,12,7,11,8,13,9,0,10,8,10,3,1,7,6,5,4,2,0,6,4,0,3,7,0,4,0,7,2,3,0,3,0,2,3,1,0,0,0,1,4,2,1,0,1,1,1,0,4,1,0,1,0,0,0,1,3,2,0,2,1,2,4,2,0,4,1,3,0,2,0,1,1,2,10,21,17,22,24,17,21,17,16,13,13,16,12,12,13,12,8,7,6,7,9,1,0,5,2,0,4,4,2,2,7,3,0,5,3,6,5,1,5,6,4,2,1,3,6,4,1,1,0,0,1,0,1,4,1,2,1,0,2,1,1,1,1,1,0,0,1,0,0,1,1,1
S01010383,2,3,2,3,2,2,0,2,4,2,2,4,1,2,2,1,1,2,4,7,6,10,24,11,16,7,8,13,1,13,6,1,6,10,6,4,3,2,3,3,0,4,3,0,7,8,4,8,6,3,8,2,6,3,4,6,4,3,3,1,2,4,4,6,2,1,4,0,2,3,0,0,1,2,3,3,0,1,0,0,1,4,0,0,0,0,0,1,0,0,0,2,3,4,0,0,0,4,4,4,1,2,2,0,3,1,3,2,3,4,15,10,11,22,21,8,5,11,7,7,11,7,6,7,8,4,6,7,5,9,1,6,6,7,4,4,3,5,1,2,1,8,9,3,4,9,4,3,6,3,4,2,2,4,4,3,0,1,3,2,0,4,0,0,0,1,4,1,2,1,0,2,1,0,0,1,1,1,1,0,0,2
S01010384,2,7,3,3,4,3,2,5,4,0,6,0,0,2,1,0,2,3,5,5,26,34,44,64,34,41,27,49,44,34,21,26,15,21,28,13,13,11,8,7,1,1,7,8,10,2,1,3,4,6,3,5,6,3,5,4,1,2,6,1,1,2,8,8,0,4,3,2,0,3,2,3,2,2,1,0,1,0,1,0,1,0,0,0,2,0,1,1,1,2,1,6,0,2,2,3,5,5,0,1,2,0,2,4,0,3,0,0,7,3,19,49,61,47,32,87,30,42,35,22,47,25,37,27,22,12,27,22,20,23,16,20,13,5,1,1,9,6,1,5,5,7,3,9,2,8,2,3,3,5,0,3,1,1,3,3,1,0,1,2,3,3,3,1,0,1,1,1,2,3,0,0,1,0,1,0,2,0,0,1,1,2
