datazone,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90+
S01006578,8,9,7,4,4,7,6,4,5,2,9,0,5,7,3,8,1,5,2,3,9,19,17,27,23,26,63,64,41,61,37,45,35,43,36,49,27,26,32,2,7,19,5,15,19,11,11,7,7,6,5,6,18,12,8,13,6,7,8,9,10,7,8,7,7,6,7,9,10,4,2,7,3,4,3,2,1,4,2,0,0,0,1,0,0,1,1,1,0,1,6
S01006579,9,5,5,5,4,7,13,3,1,2,0,8,2,6,6,0,0,0,2,0,8,16,15,31,22,23,46,43,45,37,46,59,53,42,47,32,26,49,27,23,14,2,11,18,11,16,9,10,12,5,3,2,4,15,13,5,15,6,6,2,4,3,6,6,3,1,7,2,4,6,1,0,1,2,2,2,0,2,1,2,1,1,0,3,4,1,1,1,2,0,4
S01006580,5,4,10,2,8,16,2,3,5,11,4,7,4,3,6,2,4,7,4,0,3,6,7,17,3,15,19,21,24,29,24,29,25,14,22,20,22,25,8,19,13,18,6,10,6,15,10,11,8,13,7,6,6,8,12,1,3,5,12,3,6,6,2,8,3,6,6,5,3,4,1,5,4,0,3,2,1,0,0,0,1,6,1,2,0,3,1,0,4,0,3
S01006581,10,10,10,10,9,9,13,8,12,5,9,3,16,7,8,10,7,15,4,10,7,5,12,8,3,8,8,11,11,10,8,15,5,16,14,12,9,22,8,15,9,12,12,18,17,11,8,13,7,17,12,23,16,13,18,26,33,12,18,18,15,17,22,11,10,8,14,2,4,6,13,13,7,6,8,8,5,6,5,12,5,5,5,2,2,3,4,2,1,1,8
S01006582,5,3,8,5,4,3,8,4,10,2,3,5,3,0,1,2,0,1,4,6,10,18,20,11,24,30,38,45,39,50,38,41,32,20,6,19,20,12,4,17,20,8,6,21,8,3,4,6,7,8,12,4,9,4,5,6,6,7,7,4,8,6,9,10,7,5,2,8,1,1,5,6,3,5,0,1,0,0,0,2,1,0,2,3,1,2,0,0,0,1,2
S01006583,1,3,5,6,2,7,6,3,3,3,2,4,4,5,1,3,4,3,7,20,36,39,34,26,31,22,29,23,32,24,29,22,10,7,6,14,17,14,9,11,14,12,11,8,3,9,6,7,7,6,7,7,7,6,2,3,4,3,2,6,1,2,3,1,2,2,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,3
S01006584,9,4,2,3,3,2,0,8,3,5,2,2,1,3,2,4,0,3,3,18,23,22,17,20,24,17,20,15,21,17,22,12,13,11,10,14,16,14,17,11,6,17,7,9,1,8,2,7,4,8,6,11,11,4,8,9,7,7,6,2,4,6,8,2,4,5,6,1,0,5,2,3,2,1,0,0,1,0,0,2,0,2,1,2,1,0,2,2,0,0,0
S01006585,6,5,5,6,8,6,9,3,7,6,5,0,5,7,4,6,3,2,4,7,10,16,20,16,19,24,31,31,46,35,35,29,21,30,18,14,3,22,18,3,9,14,10,10,10,8,20,1,5,4,9,5,2,4,5,12,8,3,7,2,1,4,7,9,2,3,3,7,7,5,8,6,3,2,4,1,6,2,2,2,1,3,2,5,2,2,2,2,2,0,3
S01006586,1,2,8,5,2,8,2,1,3,1,2,4,2,3,0,2,0,2,3,19,39,50,52,47,45,48,35,42,46,34,34,24,22,19,18,14,11,12,11,8,16,5,1,4,2,11,9,10,7,11,10,4,5,6,3,11,6,3,9,4,8,8,4,12,5,17,13,5,10,16,11,13,11,7,2,9,5,3,7,0,4,1,3,2,2,2,4,2,2,1,10
S01006587,4,5,2,4,5,2,5,3,4,4,0,3,1,0,2,1,0,2,6,7,16,24,20,34,33,30,24,26,24,20,19,16,14,8,9,10,12,9,9,5,4,8,9,10,4,2,2,6,7,7,4,0,4,3,1,0,2,6,8,2,0,4,2,4,2,0,3,1,5,4,2,2,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
S01006588,2,3,2,5,3,4,3,3,1,1,5,1,4,1,1,1,2,3,2,9,28,35,27,34,24,33,27,27,31,18,25,18,18,15,11,9,7,9,13,7,11,5,7,8,6,4,4,9,3,3,3,5,5,4,3,3,9,3,2,3,3,4,2,4,2,5,0,2,3,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S01006589,11,8,6,1,8,5,6,6,10,2,4,1,7,2,1,1,3,3,4,20,22,29,35,24,32,34,31,29,27,24,17,20,14,8,11,9,10,12,12,6,9,6,5,16,9,6,8,0,5,10,6,5,10,6,6,3,8,6,3,1,2,5,3,5,2,2,5,1,2,3,7,3,4,1,2,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1
S01006590,5,4,3,3,3,2,4,2,3,6,0,1,2,2,2,3,2,8,2,8,13,12,19,26,12,23,33,39,43,36,35,32,29,31,24,31,15,22,27,19,13,11,13,2,5,5,6,4,8,5,15,3,2,6,6,7,5,5,10,6,6,10,2,4,2,1,3,1,3,5,2,3,3,1,1,0,0,1,1,0,1,1,2,1,1,2,0,1,1,2,2
S01006591,3,8,6,5,7,5,6,13,6,1,5,2,4,3,2,1,4,3,2,3,5,14,15,19,19,11,30,30,20,36,24,24,27,23,22,25,15,14,20,14,13,8,12,9,13,9,7,6,1,10,8,6,5,3,4,8,5,2,5,12,5,6,5,1,8,3,2,3,3,9,3,4,2,3,1,4,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
S01006592,13,10,7,0,5,6,9,3,3,4,3,3,2,3,4,1,3,3,1,2,4,13,11,14,26,28,27,21,32,29,35,40,34,30,33,27,22,10,18,29,14,5,10,7,25,7,4,9,5,6,6,7,12,4,6,8,7,8,4,6,5,0,3,1,2,2,0,4,0,0,5,0,3,0,2,0,5,0,0,1,4,0,1,0,0,1,0,0,0,0,2
S01006593,11,11,11,5,7,2,4,7,4,7,7,8,2,3,3,5,2,7,3,4,7,3,11,6,7,18,23,38,28,35,39,28,37,26,40,20,25,25,18,14,13,12,14,7,11,8,13,4,9,4,4,13,10,13,6,3,5,8,7,5,8,3,0,2,0,1,7,6,3,6,3,1,6,2,5,3,4,2,0,1,0,0,3,0,1,0,1,1,0,0,4
S01006594,5,6,3,4,4,0,1,1,3,5,1,5,0,3,1,4,1,0,2,2,3,5,7,3,7,14,13,16,17,24,5,16,11,15,13,12,7,4,6,10,6,6,4,9,2,3,5,1,6,9,3,5,7,2,5,9,2,2,4,7,7,2,7,6,7,2,3,0,14,9,1,6,5,3,5,0,9,3,10,3,3,4,7,4,2,6,3,1,1,1,7
S01006595,5,7,6,12,12,5,6,8,7,5,6,7,2,5,2,8,2,5,8,4,6,9,13,16,23,19,25,33,58,26,40,48,25,39,32,37,31,28,22,21,15,19,10,16,12,14,11,5,6,7,11,4,6,10,8,9,14,9,7,10,3,12,6,6,4,6,1,6,5,7,5,4,6,1,0,4,2,2,1,0,3,0,0,1,0,0,1,0,1,0,1
S01006596,7,5,10,7,7,7,9,10,8,11,7,9,4,5,8,4,4,5,4,5,3,8,12,5,15,12,16,17,17,24,12,32,29,30,10,18,18,10,9,11,18,6,14,10,20,10,14,13,12,9,9,13,8,9,13,13,6,7,3,5,10,9,6,5,3,7,5,8,5,6,3,3,6,1,2,1,4,1,2,2,0,1,0,2,5,2,3,3,1,2,15
S01006597,5,3,4,2,0,3,4,0,3,1,3,0,1,2,3,0,1,2,0,2,6,5,15,7,13,17,15,29,28,33,25,28,29,18,20,14,10,12,11,8,9,7,7,6,4,11,6,1,10,3,5,3,3,5,6,1,6,1,6,9,6,0,0,1,1,1,7,1,1,0,0,0,2,1,2,0,1,4,2,0,3,1,0,1,0,0,0,0,0,0,3
S01006598,9,8,15,18,12,11,11,17,15,12,13,16,9,11,11,5,7,8,6,4,2,9,7,6,7,3,9,15,13,16,16,17,9,27,22,14,14,9,13,27,14,19,22,15,27,26,13,18,13,16,8,18,15,13,15,17,17,12,12,19,18,11,11,11,15,9,9,14,0,7,18,13,1,6,5,9,6,2,4,7,3,5,10,1,2,3,1,2,2,1,1
S01006599,3,3,10,6,1,5,1,5,4,5,6,1,3,0,2,0,1,0,1,7,6,7,16,20,2,12,25,28,22,30,31,18,23,25,19,12,12,18,13,5,15,8,9,10,10,11,13,6,11,13,11,5,6,17,8,5,10,10,17,13,13,5,14,9,11,11,10,7,8,5,7,8,3,3,7,3,7,2,9,4,0,2,4,5,3,8,3,3,1,1,4
S01006600,11,7,11,13,3,10,9,2,0,5,6,9,7,10,3,14,3,5,16,28,16,35,11,20,24,23,27,36,22,31,27,34,16,20,17,31,24,11,21,19,19,11,9,17,11,15,12,9,20,15,11,18,13,10,11,23,10,8,15,6,13,14,18,9,12,8,7,1,7,13,11,15,12,6,5,7,12,5,15,12,7,8,11,14,9,13,14,4,8,5,30
S01006601,4,8,5,5,7,12,8,5,14,2,6,6,10,8,5,3,1,7,7,10,6,16,17,8,22,14,28,26,24,18,28,17,30,22,14,24,21,28,27,14,14,14,20,12,12,15,5,13,14,15,15,15,12,22,17,11,16,18,11,15,12,16,7,11,7,6,7,7,9,3,7,9,5,2,9,11,8,5,3,8,3,5,4,0,4,4,3,2,1,3,2
S01006602,10,18,15,12,13,8,6,9,7,10,12,8,10,6,10,3,9,6,8,2,0,7,3,7,5,5,20,16,15,13,19,14,21,18,27,17,13,13,17,15,13,13,19,5,10,12,13,16,9,15,6,11,15,9,13,12,9,10,14,14,8,11,16,3,6,4,8,12,4,7,8,9,5,3,5,5,5,7,11,3,8,10,6,9,7,7,12,6,4,6,9
S01006603,13,13,5,12,14,5,11,8,9,9,15,6,6,4,7,10,6,7,7,4,8,10,10,7,5,12,19,9,12,14,4,11,20,10,16,20,13,13,10,13,12,8,8,9,9,10,12,9,13,6,8,10,10,19,9,10,11,15,10,12,11,4,10,6,8,9,7,7,7,12,8,7,5,7,6,9,5,5,7,2,9,10,5,6,4,6,5,0,2,1,6
S01006604,7,7,4,7,11,7,8,13,9,4,10,7,7,8,3,5,5,3,6,0,4,8,6,13,9,12,8,12,10,20,10,12,9,10,23,3,6,6,12,3,7,1,6,6,6,10,10,6,9,14,4,9,10,4,11,9,12,8,14,15,13,13,13,7,4,4,5,7,3,9,5,14,5,6,2,10,1,6,5,6,6,4,3,0,4,2,1,1,1,0,2
S01006605,14,8,12,14,13,14,14,10,10,9,11,3,10,4,9,6,7,0,5,5,5,13,9,9,5,7,16,10,12,5,9,25,23,12,22,18,15,12,11,6,8,11,13,8,16,10,8,8,5,11,7,4,14,6,10,4,12,10,14,17,6,7,7,3,7,1,6,9,4,5,4,5,8,5,2,4,5,5,3,5,10,4,6,2,5,2,5,7,3,3,10
S01006606,9,9,5,8,10,6,2,7,7,6,2,4,5,2,4,7,10,0,5,2,8,5,9,10,8,10,19,7,15,11,12,9,12,6,11,1,8,1,15,6,11,11,18,9,8,8,9,15,11,9,11,16,22,24,10,7,11,6,5,10,10,20,12,15,10,11,5,5,10,12,10,10,12,8,14,11,9,10,12,7,10,10,12,10,9,5,2,3,1,5,6
S01006607,11,9,11,9,10,6,6,13,8,10,8,10,11,7,6,12,8,4,4,7,9,7,12,8,2,12,16,17,9,20,13,20,13,8,7,22,12,19,22,10,9,8,6,15,9,14,10,11,19,13,5,12,13,23,21,11,15,20,12,16,10,9,8,6,8,10,5,2,10,6,5,7,3,2,7,3,9,6,11,3,4,12,5,5,5,6,2,3,3,1,9
S01006608,41,30,46,30,27,14,25,17,26,23,20,17,14,18,15,22,16,6,14,5,7,19,8,22,25,32,28,49,50,42,48,34,35,42,38,40,49,34,32,35,37,21,23,14,23,15,21,33,16,24,18,20,18,17,21,19,15,19,15,13,12,14,11,11,18,11,13,7,16,14,12,16,9,10,8,6,8,13,8,3,5,6,3,2,2,0,2,3,3,0,2
S01006609,19,12,12,7,10,14,9,12,13,10,9,10,12,7,11,8,9,12,13,3,9,13,4,9,14,20,15,15,14,23,20,19,18,9,8,10,13,18,15,10,15,23,6,9,14,15,12,17,12,10,18,24,20,16,12,16,15,12,12,11,20,12,17,9,17,7,8,4,16,14,11,18,10,5,3,7,4,11,7,4,6,7,8,7,5,8,6,3,5,1,0
S01006610,3,5,7,6,4,4,3,6,1,3,3,6,3,2,4,3,7,6,3,1,5,1,3,2,1,5,8,8,13,5,6,14,13,12,6,5,8,8,6,2,3,4,7,2,3,4,5,3,9,9,2,8,2,7,8,4,10,10,10,9,4,10,5,6,5,5,4,3,4,3,5,2,2,2,0,0,4,4,6,6,3,6,1,5,5,2,5,2,3,0,1
S01006611,15,7,12,19,15,10,10,11,11,10,11,12,10,5,12,7,10,2,5,9,7,3,11,12,10,16,23,18,18,14,7,11,10,21,16,19,22,20,14,10,17,17,10,9,9,22,4,12,10,11,10,15,5,11,18,18,18,12,16,10,14,14,11,11,11,4,7,1,4,6,6,1,3,5,3,3,7,4,2,8,5,9,4,5,5,3,5,7,3,2,3
S01006612,9,6,8,10,4,8,7,8,0,7,9,6,10,7,9,9,7,6,9,6,8,6,3,5,9,12,14,17,15,11,6,11,14,12,16,13,10,16,10,5,15,7,10,15,17,11,10,8,15,6,15,16,14,14,14,25,9,12,18,6,20,14,12,8,12,10,10,4,12,10,6,12,8,6,9,8,3,2,4,3,7,6,3,2,3,2,2,1,5,3,4
S01006613,4,6,5,7,7,7,7,7,7,4,4,10,4,7,8,10,9,5,3,5,3,6,10,8,11,1,7,10,5,16,11,18,9,9,6,5,6,9,6,15,9,14,10,7,8,6,18,8,8,8,9,12,11,15,12,6,14,10,13,7,10,12,5,3,6,9,2,3,9,6,3,3,3,3,4,1,2,1,0,1,0,4,4,1,1,3,0,2,0,0,1
S01006614,7,8,10,3,11,10,4,11,8,13,14,6,8,13,9,10,11,10,8,5,10,9,6,5,5,13,7,11,10,6,11,13,13,18,6,9,13,12,10,10,11,14,6,16,17,4,16,9,16,20,8,12,11,8,7,13,9,7,8,9,9,6,7,5,4,1,2,2,4,2,3,2,1,1,5,3,1,0,0,3,1,1,0,1,1,2,0,0,0,0,3
S01006615,10,9,6,17,13,15,10,20,12,10,18,15,8,12,5,9,8,10,11,9,11,10,8,7,8,5,3,8,8,8,16,6,8,9,19,17,13,17,15,23,12,19,17,6,18,21,20,19,18,17,27,14,11,12,14,10,10,6,5,9,9,9,7,6,6,5,5,3,6,5,3,6,1,4,0,2,4,0,2,2,2,3,1,0,0,1,2,1,1,1,1
S01006616,9,8,7,8,12,10,9,8,7,3,2,7,4,3,4,5,4,7,6,4,6,5,6,3,7,15,11,16,18,34,17,14,20,14,19,11,13,8,9,8,7,11,6,7,7,11,4,12,14,9,16,20,11,10,14,17,26,12,20,15,12,18,12,5,8,7,4,5,7,3,0,3,2,1,6,1,0,3,1,0,3,2,0,0,0,0,1,0,1,1,2
S01006617,9,3,8,9,1,5,8,3,3,8,4,4,2,9,6,2,5,7,6,3,2,5,4,6,2,8,13,10,11,11,9,11,4,2,13,14,7,11,5,6,5,12,3,4,3,12,5,6,11,10,14,16,9,13,13,17,16,8,13,10,8,10,14,13,7,12,6,13,17,7,12,13,4,4,4,6,6,4,5,7,3,3,5,6,2,3,3,1,1,0,3
S01006618,2,3,4,5,3,3,2,2,0,3,1,4,1,3,4,3,1,4,5,0,1,2,3,5,6,1,5,10,10,3,8,6,7,4,8,7,8,5,5,3,4,6,5,3,3,4,7,6,6,8,11,4,8,7,6,9,8,17,10,14,13,12,14,11,9,9,3,9,10,8,7,10,6,4,5,6,5,4,2,3,5,3,3,1,3,1,0,1,0,2,2
S01006619,5,8,11,10,10,18,6,8,6,14,8,10,9,12,6,9,6,11,6,2,4,9,9,17,6,13,7,8,13,14,11,7,20,8,7,15,13,13,12,18,9,10,12,15,13,10,16,21,4,12,12,13,19,14,16,17,15,7,17,19,13,13,15,11,8,12,6,11,11,14,7,13,12,9,6,4,3,2,5,5,2,1,3,7,2,0,1,0,0,0,0
S01006620,5,12,3,7,6,4,5,5,10,3,8,6,5,6,2,6,3,5,3,4,5,1,3,4,4,11,15,16,13,15,10,18,11,15,2,6,11,12,16,5,13,8,15,4,6,12,15,12,8,5,13,6,13,15,9,16,10,17,13,9,13,17,10,19,12,17,14,19,8,9,12,10,9,9,11,8,7,6,6,8,6,2,6,2,2,0,6,1,0,1,1
S01006621,8,5,4,5,2,8,3,4,10,4,7,3,7,6,3,3,5,6,6,1,3,5,3,2,6,8,5,7,6,19,11,7,15,10,11,11,9,5,8,9,4,6,4,9,5,8,5,9,5,11,4,7,6,1,5,6,7,8,5,4,9,3,3,10,7,4,9,10,10,15,4,11,6,5,8,3,4,5,3,1,0,1,1,4,0,1,0,0,0,0,0
S01006622,3,6,4,7,7,10,4,6,4,4,8,2,6,0,5,5,5,7,8,5,7,5,12,2,10,12,10,14,16,15,8,4,19,15,14,12,9,5,8,8,10,7,8,11,8,11,8,13,12,7,10,16,15,13,17,15,15,12,13,19,9,4,13,8,8,3,4,3,1,6,6,4,3,4,2,1,4,2,1,1,1,1,0,1,1,1,0,0,1,0,0
S01006623,1,6,10,4,8,5,3,5,0,6,3,7,4,2,2,1,1,4,5,5,3,11,4,14,8,10,18,21,17,19,5,15,13,13,2,12,8,12,3,10,5,8,7,11,4,13,14,10,7,6,17,8,15,9,12,16,7,9,11,13,4,13,16,6,7,8,9,7,2,6,5,7,11,3,4,6,6,9,5,7,9,7,5,4,3,6,8,2,3,3,17
S01006624,12,4,11,7,7,6,2,8,6,5,5,6,2,0,2,2,5,3,6,3,7,10,14,8,16,15,19,31,29,41,11,20,8,16,23,14,9,19,14,5,16,20,11,0,14,8,3,19,11,6,8,11,13,12,16,21,16,6,10,18,9,3,11,8,5,8,9,7,4,2,6,2,10,6,1,3,3,4,2,0,4,1,4,0,3,2,3,1,0,2,3
S01006625,6,6,7,4,2,7,6,7,9,6,8,9,3,4,4,4,3,6,6,8,5,7,6,6,1,9,13,11,10,7,8,9,10,17,14,16,11,7,12,4,3,6,3,14,5,8,2,9,10,3,12,6,10,14,9,9,12,11,6,10,11,8,9,5,7,11,4,8,3,4,4,5,4,4,5,2,5,7,3,1,2,2,0,4,4,2,2,4,0,1,2
S01006626,10,9,7,11,6,7,7,6,7,6,4,10,5,3,2,5,5,8,1,4,0,7,7,10,8,18,10,24,5,22,13,11,16,12,11,11,12,13,11,8,5,15,4,9,9,20,14,15,8,10,12,5,8,9,12,7,8,5,2,12,4,6,17,6,10,9,5,6,5,9,5,3,4,1,4,6,4,3,4,5,3,5,4,1,4,5,1,0,0,1,7
S01006627,7,4,8,6,5,2,7,2,11,8,8,2,1,2,1,1,4,5,1,6,6,6,3,20,9,13,17,29,28,27,17,32,15,25,20,22,2,18,24,20,17,13,18,15,18,11,13,9,6,5,14,13,14,17,16,13,15,20,10,10,8,5,1,6,5,8,5,6,6,1,6,1,2,2,1,5,2,2,2,3,2,1,0,1,0,0,1,0,0,2,0
S01006628,12,10,5,11,11,5,10,13,12,7,4,1,5,1,5,5,6,1,1,7,7,4,9,29,11,32,29,24,10,33,10,45,33,37,25,26,43,28,17,22,21,18,11,23,11,11,7,19,18,13,4,10,7,7,10,19,14,17,10,13,17,9,6,9,12,3,11,7,2,6,2,5,2,1,1,1,0,0,1,3,2,2,2,2,1,2,0,0,0,1,0
S01006629,10,16,21,12,13,9,14,16,8,15,7,12,8,5,1,4,9,13,4,3,6,7,7,3,13,19,20,19,12,17,14,26,13,15,10,7,12,7,16,6,3,7,19,7,8,8,3,11,3,8,15,7,16,3,13,15,8,15,11,13,5,9,4,7,3,9,5,9,0,12,6,11,7,5,0,8,9,10,5,3,5,9,6,5,7,8,7,7,5,5,23
S01006630,5,5,7,8,7,14,8,7,10,15,11,3,10,8,7,14,11,12,6,8,7,9,9,6,8,10,11,6,7,8,3,7,8,8,11,7,3,6,9,5,11,9,6,5,5,7,4,11,8,7,10,9,11,6,11,8,11,10,7,9,8,7,7,9,8,7,4,9,10,8,8,10,5,4,3,0,9,2,1,2,4,3,4,2,1,2,3,0,0,0,3
S01006631,9,11,9,17,7,9,12,20,7,4,7,8,17,8,7,10,7,2,9,5,5,13,2,9,7,21,15,14,26,20,21,20,15,17,15,24,18,19,8,12,15,11,13,1,8,9,16,18,16,15,15,4,10,9,16,13,19,8,20,15,10,15,12,4,18,14,14,10,7,12,14,9,9,11,11,12,8,7,7,8,7,8,1,8,1,8,5,3,2,7,8
S01006632,16,7,16,13,16,12,13,11,7,8,10,3,8,4,7,4,4,2,11,6,13,10,11,10,10,10,18,12,24,15,14,13,23,12,11,10,8,20,21,13,11,15,16,5,10,11,6,11,16,7,8,9,15,16,4,7,8,10,9,7,8,23,3,12,8,6,9,5,5,6,7,9,0,6,1,1,7,2,3,1,2,3,1,4,1,2,2,2,3,1,1
S01006633,3,10,10,7,11,9,8,13,14,12,10,15,11,14,9,14,15,8,11,8,7,15,7,3,6,10,7,14,9,10,4,14,6,8,13,15,8,13,12,14,9,15,11,7,13,4,10,11,14,12,7,5,6,7,5,9,1,7,10,9,8,3,5,8,5,4,3,2,2,2,2,7,5,5,1,1,4,0,4,0,3,0,2,1,1,1,1,1,1,0,4
S01006634,4,12,14,8,13,12,4,13,3,6,13,6,19,3,7,9,3,5,12,12,6,11,4,10,4,5,17,8,12,15,15,9,16,16,1,6,12,3,7,11,12,10,2,13,4,6,9,6,14,9,5,11,9,5,9,8,9,11,1,5,8,2,3,5,4,5,0,4,8,5,4,3,2,3,1,2,1,0,2,0,2,0,2,1,3,2,1,1,0,0,0
S01006635,13,12,9,10,8,6,12,6,5,8,2,1,9,5,4,10,10,5,5,8,4,8,6,11,2,4,10,6,20,7,12,5,9,15,12,7,5,8,11,6,8,2,8,7,18,10,6,6,8,8,18,4,12,10,11,9,8,13,6,8,7,2,4,5,2,5,4,2,2,4,2,8,6,3,4,7,6,2,6,4,2,2,4,4,2,4,2,0,1,0,2
S01006636,15,17,15,13,12,12,16,15,10,9,19,9,5,7,9,7,4,11,5,9,9,6,4,7,11,14,10,13,14,19,6,6,11,13,11,9,9,11,15,17,11,8,6,11,10,14,8,8,12,10,17,5,4,10,11,16,7,7,5,9,8,6,11,4,10,3,14,10,3,5,7,5,7,2,9,4,3,1,3,3,7,0,3,4,4,0,3,1,1,0,0
S01006637,8,5,3,4,6,8,4,3,7,2,6,4,3,2,1,1,0,4,6,6,10,16,19,13,20,7,19,21,21,29,18,30,25,26,23,30,19,12,15,13,10,4,5,10,8,7,8,3,6,12,11,12,8,7,8,9,3,9,2,9,8,7,9,5,12,13,5,8,3,3,7,9,1,2,3,7,7,2,1,2,3,3,1,1,7,4,4,1,1,2,4
S01006638,5,2,3,0,6,2,4,1,7,1,1,0,5,2,2,0,1,7,2,8,31,44,34,27,37,46,32,25,23,19,18,24,14,12,7,11,8,13,8,10,6,15,1,10,9,13,9,16,8,0,6,7,4,7,8,7,5,4,8,9,4,12,3,6,4,1,1,7,2,3,4,6,4,1,2,4,2,3,5,2,5,1,3,0,1,1,2,1,0,1,3
S01006639,7,6,8,12,2,9,4,5,5,0,4,6,4,2,1,2,5,2,4,15,36,46,39,51,45,34,39,30,32,21,35,22,17,20,9,5,4,7,5,7,3,9,5,18,6,6,7,1,6,6,7,9,10,2,5,11,15,9,10,10,5,6,3,8,8,7,8,8,8,5,7,11,7,4,4,5,5,5,7,7,4,5,11,5,4,2,6,6,2,1,10
S01006640,6,0,14,4,7,4,5,8,0,3,6,0,1,2,1,2,1,3,12,32,54,66,32,40,34,49,38,37,35,35,21,28,19,22,17,5,2,7,3,7,2,1,3,0,7,4,1,11,2,1,2,4,2,3,0,8,2,7,1,4,0,4,11,0,3,6,3,2,0,2,0,1,2,0,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
S01006641,5,13,4,7,4,7,12,8,5,5,4,0,5,5,1,2,6,5,12,36,55,51,47,54,34,45,38,39,40,39,40,24,27,19,16,14,15,9,9,15,15,6,4,9,0,8,9,12,9,12,3,8,3,9,8,12,10,14,7,9,4,6,6,8,5,7,8,6,4,4,5,3,1,1,1,0,2,0,1,2,2,1,0,0,1,1,0,0,1,4,19
S01006642,5,6,3,7,4,3,6,11,6,6,2,0,3,0,0,2,1,6,44,138,148,107,94,61,61,47,32,31,29,29,29,29,17,9,8,14,11,6,13,6,8,13,6,16,12,12,10,2,3,3,9,9,4,6,3,5,4,4,5,3,0,7,3,8,4,2,6,3,5,7,1,2,3,0,3,1,0,0,4,2,1,0,1,2,1,3,0,2,1,1,2
S01006643,2,2,4,1,3,3,5,0,5,1,1,0,0,2,2,1,1,2,2,14,60,58,63,39,47,31,36,21,24,20,14,17,11,13,7,12,4,11,9,18,8,16,8,8,3,5,0,1,3,3,4,9,5,0,3,1,7,7,4,1,4,6,2,2,0,1,1,2,3,2,1,1,5,2,0,0,0,1,1,0,2,0,2,1,0,0,0,0,0,0,3
S01006644,6,10,6,6,9,8,8,6,2,2,1,1,2,4,4,5,1,6,8,28,76,71,70,62,46,57,36,30,34,37,28,23,30,20,9,18,17,17,15,14,18,4,9,5,14,8,14,17,12,5,10,8,6,11,0,5,7,3,2,5,2,7,6,5,6,1,9,1,4,4,3,6,3,2,2,0,0,2,0,3,1,3,2,0,1,0,0,2,2,0,2
S01006645,6,11,10,7,13,11,6,10,9,7,9,5,6,1,4,1,6,2,5,9,9,6,12,15,11,12,25,18,15,29,19,16,20,4,5,16,15,12,16,16,11,9,13,17,1,2,10,10,6,8,10,18,11,15,5,6,3,5,6,6,14,8,5,3,7,3,3,6,4,4,3,1,4,3,2,6,1,3,0,0,1,1,1,0,0,0,1,0,0,1,5
S01006646,3,3,3,3,1,2,4,0,3,1,2,3,2,2,3,5,2,8,42,142,96,58,57,38,28,23,28,25,26,23,16,12,11,11,9,8,10,4,4,5,8,10,7,1,4,5,4,4,5,8,6,0,3,5,3,1,5,2,3,3,2,1,1,0,3,3,0,2,8,4,0,2,1,1,4,2,1,4,1,3,3,1,2,2,4,3,4,1,1,0,13
S01006647,3,6,9,10,6,3,4,6,6,1,4,4,4,2,9,3,4,4,4,5,7,15,10,12,11,10,25,23,26,31,10,9,2,15,18,22,7,5,5,13,3,10,11,8,5,6,11,13,10,7,6,7,3,6,9,7,3,11,5,6,2,3,3,4,1,6,10,4,4,2,4,3,2,1,3,1,3,3,3,3,3,3,2,3,3,0,1,0,0,0,4
S01006648,10,7,6,4,6,10,10,3,7,4,3,7,2,2,9,2,4,8,130,156,121,98,73,76,57,65,49,61,44,33,42,26,31,23,18,17,18,14,19,15,22,13,11,17,16,15,15,15,14,15,8,9,3,11,7,17,8,14,6,6,7,0,2,2,8,7,2,3,7,8,3,6,2,2,1,6,2,1,2,0,0,1,0,0,0,2,0,0,0,1,1
S01006649,10,7,6,13,6,4,9,4,0,3,1,5,4,1,0,3,1,2,5,25,36,46,41,57,45,42,41,18,25,44,19,23,19,21,16,19,15,13,16,10,18,9,20,6,5,14,14,7,5,8,9,6,9,12,12,4,13,9,9,5,9,7,4,4,2,3,3,5,5,1,5,1,3,1,4,3,1,0,3,2,3,0,3,1,2,0,0,1,0,0,1
