intermediate zone,males___AGE0,males___AGE1,males___AGE2,males___AGE3,males___AGE4,males___AGE5,males___AGE6,males___AGE7,males___AGE8,males___AGE9,males___AGE10,males___AGE11,males___AGE12,males___AGE13,males___AGE14,males___AGE15,males___AGE16,males___AGE17,males___AGE18,males___AGE19,males___AGE20,males___AGE21,males___AGE22,males___AGE23,males___AGE24,males___AGE25,males___AGE26,males___AGE27,males___AGE28,males___AGE29,males___AGE30,males___AGE31,males___AGE32,males___AGE33,males___AGE34,males___AGE35,males___AGE36,males___AGE37,males___AGE38,males___AGE39,males___AGE40,males___AGE41,males___AGE42,males___AGE43,males___AGE44,males___AGE45,males___AGE46,males___AGE47,males___AGE48,males___AGE49,males___AGE50,males___AGE51,males___AGE52,males___AGE53,males___AGE54,males___AGE55,males___AGE56,males___AGE57,males___AGE58,males___AGE59,males___AGE60,males___AGE61,males___AGE62,males___AGE63,males___AGE64,males___AGE65,males___AGE66,males___AGE67,males___AGE68,males___AGE69,males___AGE70,males___AGE71,males___AGE72,males___AGE73,males___AGE74,males___AGE75,males___AGE76,males___AGE77,males___AGE78,males___AGE79,males___AGE80,males___AGE81,males___AGE82,males___AGE83,males___AGE84,males___AGE85,males___AGE86,males___AGE87,males___AGE88,males___AGE89,males___AGE90+,females___AGE0,females___AGE1,females___AGE2,females___AGE3,females___AGE4,females___AGE5,females___AGE6,females___AGE7,females___AGE8,females___AGE9,females___AGE10,females___AGE11,females___AGE12,females___AGE13,females___AGE14,females___AGE15,females___AGE16,females___AGE17,females___AGE18,females___AGE19,females___AGE20,females___AGE21,females___AGE22,females___AGE23,females___AGE24,females___AGE25,females___AGE26,females___AGE27,females___AGE28,females___AGE29,females___AGE30,females___AGE31,females___AGE32,females___AGE33,females___AGE34,females___AGE35,females___AGE36,females___AGE37,females___AGE38,females___AGE39,females___AGE40,females___AGE41,females___AGE42,females___AGE43,females___AGE44,females___AGE45,females___AGE46,females___AGE47,females___AGE48,females___AGE49,females___AGE50,females___AGE51,females___AGE52,females___AGE53,females___AGE54,females___AGE55,females___AGE56,females___AGE57,females___AGE58,females___AGE59,females___AGE60,females___AGE61,females___AGE62,females___AGE63,females___AGE64,females___AGE65,females___AGE66,females___AGE67,females___AGE68,females___AGE69,females___AGE70,females___AGE71,females___AGE72,females___AGE73,females___AGE74,females___AGE75,females___AGE76,females___AGE77,females___AGE78,females___AGE79,females___AGE80,females___AGE81,females___AGE82,females___AGE83,females___AGE84,females___AGE85,females___AGE86,females___AGE87,females___AGE88,females___AGE89,females___AGE90+
S02001807,6,10,20,13,14,10,25,18,16,22,29,22,20,20,30,19,15,24,16,15,14,16,18,20,16,11,18,27,19,9,24,5,9,12,18,16,24,26,20,16,21,13,21,12,17,25,20,37,29,35,31,38,35,28,23,21,27,38,34,29,17,33,29,29,22,32,29,17,24,29,34,38,24,29,20,17,20,17,9,9,11,12,10,6,8,2,1,3,3,5,7,9,8,12,15,9,5,17,13,28,17,16,21,21,15,16,13,21,21,19,13,14,22,10,18,13,22,13,20,14,21,10,13,20,14,13,14,15,14,23,16,20,21,14,23,18,22,34,34,39,28,35,39,27,37,46,26,38,29,31,27,29,40,24,30,24,23,29,31,28,39,28,39,26,22,13,16,13,13,14,15,11,10,8,13,6,8,6,8,4,2,14
S02001808,16,15,25,17,16,22,26,20,23,22,14,15,18,17,24,13,18,14,16,18,9,17,14,22,10,11,17,12,17,11,3,15,9,10,21,19,10,15,11,6,7,9,13,13,8,15,15,20,6,19,19,13,7,13,10,23,17,12,7,22,13,10,11,12,12,13,12,12,10,5,2,4,10,5,4,4,6,3,0,5,4,2,3,1,8,3,1,2,0,1,0,19,14,15,16,14,14,15,20,13,18,11,18,21,10,13,11,12,16,12,8,11,14,9,17,8,21,4,21,11,23,9,19,7,17,20,23,11,19,14,23,8,14,11,16,11,9,11,19,17,18,11,14,17,12,17,18,11,11,14,27,13,17,16,14,15,19,18,11,6,12,10,10,9,8,3,3,9,4,3,2,2,4,7,5,2,5,2,2,2,4,3
S02001809,10,9,15,12,15,14,7,12,13,15,18,12,5,11,16,9,15,16,14,16,14,7,13,10,10,16,9,16,8,18,9,9,22,16,13,11,13,12,5,15,15,5,4,7,11,7,2,4,9,18,19,12,18,26,13,17,7,23,10,13,15,18,9,16,18,10,10,2,13,9,17,9,14,16,13,11,4,7,5,4,0,1,4,5,2,0,5,3,3,2,0,12,8,9,12,12,15,6,15,9,15,11,12,12,7,8,16,7,7,8,14,15,4,13,11,12,13,8,16,7,18,17,14,13,16,6,12,14,19,19,9,13,8,10,14,12,10,17,8,7,9,24,21,16,18,19,16,29,12,21,24,21,9,10,15,17,13,11,17,13,17,16,21,9,13,9,6,9,6,7,6,3,6,5,7,5,1,7,2,2,1,9
S02001810,7,11,12,12,19,24,17,14,13,20,21,14,16,18,16,12,14,25,11,16,14,24,20,16,9,15,9,19,14,18,11,14,17,24,17,12,6,18,16,10,16,13,23,8,22,13,8,19,21,19,14,29,22,22,23,26,31,27,23,25,35,17,23,27,12,19,20,17,18,12,25,20,18,18,10,12,15,13,7,9,4,4,7,6,3,5,0,3,1,4,5,12,13,11,22,4,6,7,16,12,11,19,20,13,13,8,16,8,17,12,14,9,10,6,7,13,12,16,13,10,16,21,12,10,21,11,5,13,19,17,15,11,16,19,17,17,13,13,17,21,25,30,29,25,37,19,18,26,30,20,44,31,24,24,20,10,33,26,24,19,25,9,26,12,7,15,11,19,10,9,6,12,6,6,3,4,6,5,5,9,1,13
S02001811,14,22,23,17,25,21,20,20,22,21,27,18,31,22,16,24,23,24,31,15,16,18,19,19,18,22,14,12,15,19,34,16,15,17,27,24,23,22,29,25,12,32,36,22,27,37,43,43,35,40,35,31,22,39,35,35,39,32,26,36,42,34,22,20,23,22,13,28,27,24,34,34,19,19,17,20,22,11,14,18,19,13,4,9,10,11,3,6,6,10,20,12,21,13,27,23,29,14,32,32,21,30,24,22,22,19,12,22,12,22,15,19,15,15,23,21,16,26,25,26,17,17,19,19,22,21,36,36,32,25,26,34,20,33,30,18,45,34,36,41,28,28,31,30,35,35,29,43,22,28,36,30,25,29,27,25,37,16,22,26,29,41,29,19,27,13,15,36,21,17,15,10,13,19,15,13,10,12,9,9,7,51
S02001812,9,11,10,16,17,19,20,22,28,15,21,17,18,23,11,17,17,20,16,27,11,9,20,10,26,20,15,17,23,16,19,21,9,22,14,9,21,18,12,15,15,11,17,21,25,12,23,34,28,25,31,24,37,41,26,38,20,16,33,31,37,26,36,25,17,25,20,33,19,24,19,27,19,20,17,15,8,10,19,12,19,9,7,6,5,6,3,4,2,2,8,20,15,13,9,20,16,9,12,18,15,14,12,19,12,15,15,13,13,21,17,12,15,13,20,14,12,17,17,19,18,10,20,20,16,18,15,21,26,25,19,16,13,16,10,20,24,17,23,18,27,25,43,30,33,27,26,47,30,37,37,27,27,27,21,32,18,21,27,27,28,18,22,16,19,17,14,18,13,7,16,9,9,10,8,11,5,6,4,1,5,10
S02001813,35,26,32,23,14,28,17,23,19,30,15,25,22,26,17,20,20,24,23,30,31,18,27,18,37,36,32,28,25,22,30,21,18,24,19,28,31,19,21,13,19,26,32,19,29,29,24,25,31,27,34,34,32,30,22,38,35,24,33,22,34,34,31,36,41,29,41,30,33,45,31,39,28,18,18,22,23,13,17,16,17,7,11,11,9,9,6,12,4,7,9,24,17,29,24,24,29,26,16,17,21,31,36,14,15,16,21,20,10,15,25,24,29,33,27,33,30,25,20,28,42,28,23,23,35,25,30,17,24,22,25,23,27,22,26,14,26,29,43,39,41,39,27,31,29,46,42,42,30,47,36,30,30,41,48,29,35,41,36,44,30,24,35,22,25,20,14,33,20,27,17,11,16,11,14,19,11,7,12,4,10,22
S02001814,16,22,18,37,34,25,40,34,30,34,39,24,35,25,25,18,23,30,33,27,31,30,27,35,37,34,23,28,44,20,12,15,25,14,20,14,18,22,25,22,20,21,13,18,23,29,29,34,23,24,30,31,24,26,34,23,28,24,34,24,26,25,23,19,18,23,16,23,27,22,18,29,12,20,23,17,13,18,13,16,14,8,9,9,8,5,7,3,2,4,11,18,29,23,26,29,35,22,30,26,34,20,37,25,23,29,24,29,38,26,30,28,18,25,25,32,23,44,37,40,31,30,32,29,12,20,24,28,19,23,25,25,34,22,30,23,39,27,35,33,29,41,26,45,42,44,36,43,39,27,30,29,34,28,22,17,23,28,20,20,25,18,21,25,23,32,26,15,12,20,20,20,24,19,13,12,7,11,11,3,5,16
S02001815,21,20,13,17,19,15,16,15,21,14,12,19,20,13,18,12,7,6,24,15,12,10,11,13,10,15,13,25,27,15,15,16,20,14,6,10,16,11,21,21,14,15,16,27,6,10,4,25,15,11,14,23,18,20,17,17,24,15,17,16,13,16,9,22,14,5,12,9,12,18,7,20,13,26,15,7,10,7,9,7,5,5,5,4,8,6,4,5,2,3,10,14,11,18,3,9,18,16,9,15,17,19,1,17,7,10,15,15,11,12,6,12,7,13,5,20,13,13,13,28,15,21,23,12,15,21,11,8,8,10,11,13,11,15,7,18,12,17,20,22,15,19,14,14,11,24,7,11,10,13,16,21,11,14,13,15,16,23,15,21,15,7,13,13,7,14,10,9,8,11,7,10,12,12,8,4,4,9,6,9,2,19
S02001816,22,19,32,23,16,19,23,28,32,16,21,15,15,35,14,13,20,15,21,17,20,19,24,16,21,19,28,32,19,17,23,15,13,7,16,16,16,25,9,14,22,17,21,18,20,30,13,26,26,23,18,34,30,29,16,13,35,20,31,31,23,15,25,17,24,14,18,21,11,21,26,22,15,10,14,13,12,7,11,4,7,10,4,9,2,3,3,4,3,3,13,20,23,24,28,26,23,36,31,20,17,21,39,20,22,13,6,12,10,28,21,23,21,20,18,27,14,35,29,24,22,28,18,27,20,17,11,16,17,18,12,18,19,17,21,11,18,19,25,32,27,23,24,34,31,22,24,38,25,34,25,29,22,17,34,29,11,13,24,25,16,23,15,13,11,12,22,12,12,11,8,12,9,16,9,5,3,9,6,0,5,15
S02001817,6,11,9,14,14,12,15,11,16,5,13,10,10,8,10,11,21,9,17,7,8,8,18,19,25,12,12,10,15,11,28,10,15,16,14,11,23,15,18,11,17,15,12,9,12,21,17,26,22,23,27,29,25,31,25,21,25,22,31,20,27,18,27,22,19,23,22,18,17,19,27,18,16,19,16,20,20,5,20,9,17,11,9,11,11,2,9,5,9,3,11,8,17,11,6,10,13,11,11,9,11,6,13,9,16,12,10,17,8,12,15,16,20,19,11,13,24,26,28,14,19,17,10,17,18,15,10,23,12,12,15,9,8,15,18,8,17,10,20,15,15,23,31,30,33,30,28,30,20,25,31,23,18,22,15,20,23,9,25,18,28,30,15,19,21,20,19,19,14,19,14,21,16,10,15,17,13,15,7,14,9,41
S02001818,28,21,23,20,25,19,21,23,24,32,23,29,19,26,15,12,12,23,17,21,19,14,16,14,23,22,22,13,27,20,18,14,27,23,21,24,31,25,28,29,15,24,15,17,23,28,29,27,23,28,19,36,28,27,20,23,19,20,24,24,21,18,18,13,19,16,17,12,15,15,13,14,16,15,14,16,10,12,13,9,4,6,7,8,6,8,5,4,2,4,13,15,21,22,29,32,18,22,33,27,25,23,19,22,19,21,17,16,16,21,19,12,16,20,15,19,21,27,31,26,22,24,34,26,21,18,32,34,29,19,27,29,17,16,22,19,25,25,19,23,41,22,30,27,34,25,31,23,26,24,21,30,22,13,21,17,18,23,12,15,17,15,21,22,22,20,20,19,14,15,17,11,15,14,7,8,6,8,2,10,5,20
S02001819,11,16,14,13,18,4,21,15,6,20,9,17,10,16,14,10,10,16,17,9,17,20,10,16,13,9,13,17,14,24,11,22,9,10,15,10,5,5,13,10,9,10,13,13,15,14,12,9,22,15,16,18,31,15,25,23,18,13,23,16,16,18,19,10,18,10,11,19,14,17,19,22,13,20,14,12,9,13,13,10,16,7,8,4,10,6,5,4,1,3,6,15,12,9,17,12,14,9,20,19,17,10,12,15,10,7,18,8,16,12,17,4,17,12,6,20,16,15,5,17,7,26,13,6,12,15,19,26,18,15,9,11,19,17,13,15,10,18,30,18,18,12,30,22,22,15,13,31,22,18,20,22,25,13,13,5,16,21,14,20,22,19,28,17,23,14,18,13,15,16,9,7,10,9,15,5,10,4,7,7,3,24
S02001820,9,10,8,7,7,9,7,6,18,15,15,17,11,14,10,12,16,15,11,8,18,12,6,14,6,21,17,8,11,9,12,11,8,7,4,8,3,8,12,10,13,12,9,9,11,20,20,21,14,13,20,21,31,18,29,33,18,23,34,25,31,29,25,37,27,25,29,20,23,23,20,27,18,17,16,20,22,10,10,13,12,7,11,15,5,9,9,2,5,6,14,6,8,4,10,10,11,10,14,12,13,8,12,12,9,15,15,8,14,10,16,10,8,9,13,12,20,10,7,5,20,11,8,11,9,6,12,9,8,13,15,15,17,13,17,20,27,19,16,12,19,19,29,20,41,32,40,18,28,34,20,26,17,34,23,30,26,26,17,29,29,23,28,20,21,16,20,15,9,18,17,24,22,17,18,12,16,11,15,12,6,35
S02001821,25,30,41,25,43,37,31,36,33,34,20,26,31,33,34,31,31,30,33,51,29,28,35,34,24,29,32,14,20,25,28,28,25,23,22,23,35,28,29,31,20,24,24,26,32,27,37,39,33,36,36,44,41,33,47,37,36,44,51,45,39,50,44,44,38,24,37,50,44,45,41,27,25,32,29,25,18,16,21,18,13,12,11,12,10,3,6,1,3,4,13,20,23,32,30,23,26,32,25,34,37,31,31,37,29,45,28,30,31,26,34,28,35,29,22,42,27,22,32,21,33,34,22,36,31,25,34,30,44,39,29,27,24,34,32,33,33,43,44,41,42,39,47,48,54,46,48,35,44,38,31,48,55,52,42,41,50,47,34,52,30,40,34,33,19,32,29,23,22,23,19,23,18,14,11,7,10,7,5,7,8,23
S02001822,15,14,18,21,17,17,18,22,13,20,15,19,22,21,21,18,25,26,9,26,25,18,20,29,31,25,13,17,15,23,14,14,19,20,19,29,17,20,22,24,27,13,16,21,27,14,25,24,36,32,45,41,32,49,40,33,34,38,48,31,40,34,27,33,27,26,22,30,28,22,42,44,30,28,31,24,25,15,13,17,18,16,12,12,5,7,11,3,2,3,7,11,4,15,18,16,16,22,30,18,21,20,17,25,17,24,23,27,18,23,20,18,18,18,15,14,16,11,19,20,16,24,19,16,16,15,18,22,32,34,12,23,19,17,25,29,25,27,30,29,38,44,33,36,48,53,53,39,39,46,33,23,35,20,24,25,30,29,29,28,42,50,38,34,24,31,18,21,23,21,20,22,13,11,12,6,7,9,4,8,8,16
S02001823,4,11,19,12,12,19,14,15,17,14,17,7,16,13,20,16,6,13,14,8,13,9,10,7,12,6,21,19,5,14,17,17,9,7,8,5,10,7,12,14,14,20,15,13,16,20,17,13,22,22,18,20,18,19,19,19,28,33,20,15,13,18,17,15,23,18,12,20,24,20,19,14,13,18,17,9,11,9,10,5,6,8,9,8,9,5,2,2,6,2,9,7,9,8,15,11,14,17,17,12,12,5,12,5,9,15,17,8,10,18,13,15,7,11,7,14,19,15,11,8,27,6,15,20,9,9,13,17,5,18,12,17,15,15,8,27,18,19,19,25,15,24,19,32,24,15,22,28,21,26,21,17,14,24,17,13,18,18,14,19,25,24,18,13,19,21,11,8,4,9,15,7,12,12,16,10,8,4,8,9,7,19
S02001824,13,15,25,18,10,21,22,24,18,22,25,22,20,21,25,20,12,30,16,29,15,19,30,19,20,24,10,21,11,35,11,20,17,17,17,16,24,18,22,15,19,28,23,23,15,26,22,41,27,43,32,25,34,39,45,37,41,29,28,35,33,41,34,23,38,34,35,32,13,29,30,34,19,29,27,23,19,18,16,14,9,12,10,12,5,14,7,3,4,6,10,18,19,20,21,22,22,14,17,31,17,27,27,21,34,26,21,19,20,15,13,8,16,18,11,20,17,16,23,16,6,21,17,19,19,21,23,20,24,25,22,30,23,23,37,23,37,37,28,35,25,51,34,31,34,27,48,32,36,40,35,41,32,44,29,29,26,36,37,29,25,27,24,31,22,32,25,15,13,20,15,10,12,15,9,9,15,12,7,12,9,16
S02001825,8,11,12,15,17,11,19,15,22,17,15,12,11,8,14,12,12,16,14,10,13,20,10,19,11,16,14,14,17,18,19,12,17,22,4,4,17,34,14,17,12,17,11,17,18,14,9,23,23,19,16,23,31,18,35,22,19,15,23,13,20,19,16,20,13,14,24,20,22,19,29,36,26,10,14,16,17,13,8,18,14,5,6,7,5,4,4,1,8,5,12,9,11,17,10,17,13,4,13,14,20,17,8,18,11,14,13,16,7,8,9,11,13,12,17,21,21,20,19,14,14,26,14,18,23,26,12,14,22,15,25,13,6,15,25,12,9,18,26,16,26,19,22,22,30,22,40,25,17,18,36,23,17,20,19,23,21,27,17,17,20,20,20,14,21,13,15,22,11,9,12,12,10,20,6,10,7,6,9,5,5,10
S02001826,13,17,26,19,22,21,26,22,34,22,17,18,24,29,24,21,34,19,21,30,14,22,13,19,20,19,15,15,12,10,7,8,19,21,14,22,22,18,20,18,11,32,24,26,25,35,23,31,30,34,42,44,23,29,30,37,21,24,43,37,36,31,27,31,26,27,30,30,13,25,31,38,18,17,15,18,13,15,4,11,12,12,13,11,3,8,3,8,4,2,21,20,20,33,19,14,19,21,19,16,16,33,19,23,16,25,26,19,23,27,10,13,18,19,15,15,21,17,23,27,22,23,14,17,25,26,19,22,16,17,28,30,24,24,31,31,24,38,32,40,23,32,21,45,30,23,29,31,40,40,34,37,23,30,25,33,29,27,28,28,32,30,24,23,18,22,22,26,7,20,11,11,22,17,12,7,16,7,15,10,4,58
S02001827,17,16,20,19,29,15,20,28,16,27,19,8,28,14,13,20,5,18,17,25,19,20,19,17,16,25,31,23,13,21,16,24,20,23,19,18,17,14,13,20,14,22,28,23,13,15,25,14,33,28,23,25,22,29,22,30,23,14,14,17,32,10,10,13,13,13,23,23,15,10,15,11,11,12,14,12,10,12,8,10,3,7,5,10,4,8,2,5,4,1,5,14,14,17,30,25,15,24,29,19,23,10,18,14,20,15,19,13,25,14,17,26,20,24,23,12,22,22,19,30,27,45,20,31,30,14,15,32,25,19,23,27,21,24,27,18,30,37,25,21,18,22,20,22,22,24,22,28,22,19,12,15,14,11,17,16,17,23,13,13,11,18,20,7,15,9,17,16,7,18,15,15,15,12,10,6,5,4,6,5,5,14
S02001828,12,18,13,11,18,11,21,11,11,16,22,23,17,19,18,21,30,17,13,21,11,9,6,19,18,30,16,24,18,23,20,21,19,14,14,12,12,27,22,18,17,15,17,26,13,29,21,24,31,41,10,28,26,19,32,26,41,41,26,34,29,26,23,33,27,17,12,22,15,26,30,36,25,24,28,26,18,16,22,16,25,9,15,14,17,8,16,13,4,6,10,8,18,12,6,15,13,19,22,19,11,19,25,18,17,15,19,25,15,23,12,16,8,10,17,15,15,22,8,14,23,11,4,6,4,17,18,16,20,21,21,10,16,26,24,23,14,31,33,19,26,44,34,32,34,36,35,38,30,38,26,30,25,30,28,30,33,29,32,25,34,38,49,16,45,29,31,28,27,26,29,36,23,22,18,18,19,20,9,16,13,44
S02001829,9,8,7,8,7,29,19,18,14,10,19,17,13,13,5,19,15,11,12,10,14,6,9,20,9,12,16,11,8,6,8,4,16,4,13,7,21,15,10,12,11,14,11,9,16,21,10,29,22,27,16,16,19,23,32,30,27,31,20,23,26,32,22,21,28,16,11,23,30,22,22,21,12,13,11,15,13,15,9,11,17,3,9,6,5,10,2,4,3,5,9,12,8,8,21,11,15,14,14,10,18,19,13,9,20,14,13,18,14,13,13,5,7,3,26,6,15,11,12,6,12,16,15,19,13,17,15,17,12,19,19,8,16,11,18,16,15,32,24,27,26,27,27,29,27,24,31,23,27,27,32,38,23,21,36,23,18,20,23,14,23,25,20,13,19,26,13,23,17,5,8,16,10,5,12,5,5,14,9,3,3,15
S02001830,0,14,9,9,6,10,10,10,7,12,13,17,9,8,13,13,9,15,10,15,9,9,12,9,6,8,15,13,13,11,16,9,7,10,9,11,9,11,9,6,18,5,8,12,14,10,4,14,15,14,20,19,25,18,15,30,13,18,11,19,21,17,17,19,18,20,24,8,14,17,22,23,13,15,19,16,15,9,13,12,8,16,9,10,4,5,4,6,2,2,13,8,5,11,8,4,14,11,9,2,15,14,11,7,16,5,6,10,17,7,7,6,3,6,6,10,13,9,6,6,7,3,7,8,10,9,8,9,7,17,12,14,9,9,8,6,4,18,25,14,14,22,16,25,26,21,25,20,15,17,27,15,10,18,12,23,21,16,9,14,15,15,19,13,19,27,10,17,14,11,18,13,11,20,12,10,13,9,6,9,8,33
S02001831,11,13,9,13,19,12,11,14,9,10,8,14,11,11,8,13,7,14,12,20,10,11,3,10,11,19,18,5,15,8,10,5,11,16,7,9,10,7,8,8,9,16,15,22,13,21,18,20,16,25,18,18,20,20,21,17,28,24,12,22,23,22,15,23,23,21,18,21,18,26,28,30,19,24,16,16,11,13,11,6,16,16,9,4,3,6,3,2,3,3,3,10,9,11,6,11,19,13,18,12,16,15,13,16,9,11,12,11,16,9,12,8,11,10,10,16,11,22,8,16,23,11,5,13,11,10,17,13,11,7,15,7,12,26,19,18,18,12,14,22,30,23,15,22,11,36,18,26,34,23,18,23,23,24,26,23,19,23,15,20,29,24,32,19,16,17,13,24,12,16,12,17,15,8,10,3,7,4,8,6,6,7
S02001832,21,20,26,16,27,25,24,32,17,24,19,13,24,27,36,19,28,17,23,29,14,15,12,23,23,16,24,14,20,20,19,19,14,27,20,33,27,22,29,11,17,21,18,19,29,27,28,28,22,27,31,35,29,32,27,25,32,22,31,43,39,40,23,22,24,28,25,31,31,31,42,37,29,22,26,17,11,23,10,17,14,13,11,8,7,8,10,8,4,3,13,24,18,18,17,23,31,23,22,17,23,21,17,27,29,24,17,24,17,18,13,24,16,16,18,17,23,30,26,35,22,34,29,16,22,26,20,34,25,30,21,21,19,26,35,30,16,31,32,29,38,46,33,40,26,24,34,25,39,28,31,29,31,38,22,46,36,21,39,24,42,30,37,26,27,34,23,22,20,25,12,23,13,18,13,15,9,15,7,7,12,36
S02001833,11,10,9,11,9,11,7,7,15,9,8,9,8,13,6,15,7,10,2,8,13,7,15,14,12,13,10,1,6,17,16,7,9,10,9,14,5,20,14,6,9,9,6,10,9,12,11,18,15,12,20,9,13,20,22,19,29,22,25,22,29,17,20,14,31,20,14,15,29,25,25,24,17,25,11,13,25,12,10,9,18,10,6,6,8,1,1,3,4,4,8,4,8,10,10,6,8,13,2,7,16,10,11,3,13,9,8,9,7,6,5,12,9,8,8,17,4,12,12,10,14,15,11,7,4,16,15,6,17,3,13,8,10,14,20,11,7,14,13,9,25,22,24,13,17,33,31,24,33,21,23,17,15,19,30,19,22,23,20,32,17,21,32,22,20,18,23,13,12,14,12,13,14,13,7,14,0,6,9,6,8,22
S02001834,17,11,7,11,16,14,6,11,10,18,14,18,20,19,11,20,12,12,30,68,110,96,97,65,64,34,45,42,59,51,19,14,22,20,24,15,23,18,20,24,17,18,6,16,20,19,21,16,16,30,21,21,11,11,8,26,16,23,15,14,20,23,10,18,18,13,19,14,22,27,26,19,14,10,17,16,12,21,10,8,12,17,12,10,3,9,5,4,7,4,12,9,8,14,16,10,14,20,8,19,15,20,9,10,13,13,14,18,11,25,80,121,127,124,85,76,55,47,46,33,50,26,32,19,32,20,23,14,25,25,24,13,19,11,13,20,11,23,19,15,32,22,24,22,26,22,29,21,13,22,28,20,23,16,23,16,27,21,27,26,26,19,26,24,24,13,25,16,19,20,19,13,9,17,9,9,15,8,5,11,8,15
S02001835,9,5,11,8,6,5,6,11,8,5,14,10,8,11,5,12,21,36,56,195,328,407,366,229,123,82,70,65,38,45,44,36,20,29,12,21,21,16,17,15,12,15,11,10,12,14,12,5,12,8,14,14,19,6,10,21,11,13,19,10,11,17,20,14,9,11,12,7,10,12,5,17,13,12,9,10,14,17,4,18,13,14,7,4,4,5,4,7,1,0,6,3,4,5,2,4,12,7,5,6,4,4,7,9,6,7,5,14,44,77,315,533,584,460,209,100,82,77,46,49,54,37,17,15,15,16,9,12,5,12,9,7,5,13,12,15,13,12,9,13,13,13,12,10,14,12,16,11,6,11,13,15,8,6,9,17,16,12,9,14,16,7,11,13,10,17,13,6,9,10,18,15,8,8,11,11,14,9,8,3,5,28
S02001836,9,12,16,16,9,16,23,11,17,27,19,15,14,25,24,22,13,24,20,32,50,63,70,56,41,25,18,57,49,20,7,14,22,31,23,19,36,21,17,32,9,15,21,27,12,18,24,12,19,19,10,35,20,12,11,35,20,27,30,27,28,19,22,29,23,23,39,21,29,36,38,28,35,29,30,24,15,17,13,18,15,20,14,22,8,10,9,9,9,7,29,9,7,19,16,16,15,17,24,24,28,11,21,23,23,17,11,11,16,22,32,70,73,80,48,22,27,28,28,22,34,28,25,16,19,28,30,15,27,30,21,17,19,20,19,14,22,18,10,17,32,27,23,23,27,18,25,28,29,30,28,24,21,20,33,28,38,39,33,32,36,41,36,31,24,25,25,19,26,23,21,19,15,10,19,11,21,18,17,11,8,41
