simu,x,y,age_group
136,-5.7375452864237895,0.3335377375016381,0
137,-4.851101255377734,0.09187323808398803,0
138,-5.788049025116621,0.3463129860479793,0
139,-5.653966390915169,0.36189068715542305,0
140,-5.698533651775111,0.3081571887294245,0
141,-5.795207856909006,0.3488709492786786,0
142,-5.202886096738303,0.19007296044166402,0
143,-4.916165202097355,0.16702769224177957,0
144,-5.097332058050718,0.5220768929305857,0
145,-5.06307413405914,0.18703554790077828,0
146,-5.065132135298617,0.10055352772115653,0
147,-5.045241388793355,0.10056594819324,0
148,-5.283256145758511,0.19249743655334758,0
149,-5.624741994072106,0.3692705389448195,0
150,-5.792410480330624,0.34790993371014345,0
151,-4.913377786054773,0.015418758283409077,0
152,-5.589599656031842,0.286675993979506,0
153,-5.3256757656785965,0.18050869599356004,0
154,-5.218892139248274,0.3230442836527583,0
155,-5.383843507734291,0.39365607263269764,0
156,-5.318092621004926,0.22539713986556106,0
157,-5.591380289787431,0.29070650603049036,0
158,-5.599176440134124,0.3543911364000138,0
159,-4.987143784087614,0.2930038717140909,0
0,-5.168032971976264,0.17674204551806558,1
1,-4.585393741151986,0.2440610013759151,1
2,-5.283651409553378,0.21984686398406478,1
3,-5.794071444632563,0.3555407428256119,1
4,-5.553548092904263,0.2556279189692116,1
5,-5.475037865901496,0.25960904502798937,1
6,-4.6957990176762525,0.2958359754761477,1
7,-5.339768059072447,0.21089400597797187,1
8,-5.280501968254981,0.17689010611563943,1
9,-5.766557946751503,0.34314947757546727,1
10,-5.313356174540521,0.17063494532057114,1
11,-5.440445080556298,0.388309111512495,1
12,-5.227173229825759,0.32282544143671327,1
13,-5.547369409264709,0.266032937764213,1
14,-5.142354916814219,0.7539374585937982,1
15,-4.977815464625631,0.5937699592078335,1
16,-5.795737285110593,0.3485464221871969,1
17,-5.451247746643502,0.26836764276672365,1
18,-4.5620098575237265,0.22814801772399587,1
19,-5.290173582066664,0.3581672448004652,1
20,-5.324840325028749,0.31855099222452377,1
21,-5.384622485095313,0.307092561904102,1
22,-5.518227729404302,0.2598505303167597,1
23,-5.111467079791309,0.4347053969720769,1
24,-4.495159702627154,0.4542200536188367,1
25,-4.688467773305716,0.5339155016834145,1
26,-5.248468597749624,0.15917487879697254,1
27,-4.1058752888803,2.0665550022568597,1
28,-5.019898388819915,0.39964401662984894,1
29,-4.332736140082533,2.3632655214549643,1
30,-5.794578763139147,0.3477440201719969,1
31,-5.7418949125253835,0.33121249885948884,1
32,-5.7305892559770655,0.32413999219484224,1
33,-4.5537601699028505,0.9193167966452617,1
34,-5.095217504787548,0.3564370393973034,1
35,-4.995041010100018,0.28416901115073123,1
36,-5.5246966595755485,0.24601906982387173,1
37,-5.662887037700156,0.3297230731525733,1
38,-5.641011221388634,0.3406328616426622,1
39,-4.90664039813835,0.35177769295209754,1
40,-5.429820479483945,0.19445344597441627,1
41,-5.187583436306426,0.19498083708365946,1
42,-5.784045010954635,0.3443524168382328,1
43,-5.772534774448034,0.34487451471782343,1
44,-4.464264879897442,0.44789093930370927,1
45,-4.67812589757769,0.2488741410215162,1
46,-5.758829815455231,0.3961333775297866,1
47,-4.613228168259674,0.7320795546596729,1
48,-5.16697544138459,0.2337781202102982,1
49,-5.426957802791469,0.2206829729052239,1
50,-4.605933024173461,0.5598872415903333,1
51,-4.584125177080905,0.2225169227076572,1
52,-4.413737144514016,0.9168439046203679,1
53,-5.796922691033738,0.34891202891629336,1
54,-4.869281373654775,0.061686125545731434,1
55,-5.056966779132154,0.08407857432069293,1
56,-4.616181681024105,0.2142722726326764,1
57,-5.445723492131779,0.5095320842744622,1
58,-5.162621599409252,0.10529494610681049,1
59,-5.711039872299622,0.3333509335169533,1
60,-5.711174800230663,0.31333187817724056,1
61,-4.814597083844313,0.28121737182323886,1
62,-5.606120938791419,0.37025868732646405,1
63,-4.424654527428624,0.5191221013489926,1
64,-5.663829012752679,0.31727205362268535,1
65,-4.705256627093583,0.23837688589417108,1
66,-5.341921243782837,0.2101672258836907,1
67,-4.510942263441271,0.562838957590946,1
68,-5.534956189489851,0.4239827840697753,1
69,-5.497241760240167,0.267106241349928,1
70,-5.448470943123501,0.2673036872510742,1
71,-5.192389591251585,0.31801039771449735,1
72,-5.744443372626913,0.32978094692809407,1
73,-5.521266175990798,0.3846026513241837,1
74,-5.313940319705577,0.38298483009965917,1
75,-5.708727095967072,0.3571997911793197,1
76,-5.785500001247687,0.3479437703496,1
77,-5.498973895489038,0.2547480306885991,1
78,-5.198767965164153,0.15887414854326964,1
79,-5.008791251421291,0.17184900287668545,1
80,-5.729934679940013,0.3332860303507371,1
81,-5.4924242150584694,0.31981859478030544,1
82,-5.785794601021793,0.3453932439199491,1
83,-5.3064248762096975,0.17371359988112003,1
84,-4.512908012491444,0.4363737091636901,1
85,-5.540033251115127,0.2702066668112599,1
86,-4.9399101150511,0.15743683158211977,1
87,-5.702641387143067,0.32809273534686045,1
88,-5.572076470324558,0.291836381854478,1
89,-5.61011740193008,0.37536682063109733,1
90,-4.75734278837545,0.24617664777670922,1
91,-5.7945383807053545,0.3479305795461886,1
92,-5.7828250867857856,0.34522947508362556,1
93,-4.6927657185491505,0.2135788480800527,1
94,-5.792024489850957,0.35054368822028426,1
95,-5.083763243670951,0.3277106694315398,1
96,-4.847200038457841,0.27206333475712713,1
97,-4.851997981377975,0.8079150039319016,1
98,-5.153742970572647,0.40103238643694755,1
99,-5.281736682580164,0.21155021224761983,1
100,-5.76928288642203,0.3400587424001565,1
101,-4.834658648967839,0.3964159068025003,1
102,-4.195297503429662,1.2485079869140374,1
103,-5.151657598363621,0.2872507073911619,1
104,-4.605115901271725,0.37177144629230074,1
105,-5.509559084926894,0.2910079692564973,1
106,-5.412025804991479,0.31823924115795604,1
107,-5.406736689958697,0.25204900484521586,1
108,-5.055263313693685,0.14494651752784363,1
109,-5.699574102631964,0.3322186772152775,1
110,-4.858807777717624,0.12119410997927701,1
111,-5.4671601992307695,0.22949013529271745,1
112,-5.312192011994478,0.25265193143151116,1
113,-5.738032032168913,0.34790638061577794,1
114,-5.288487333926916,0.19392235210464165,1
115,-5.430365084156678,0.285765967843287,1
116,-4.8913720226726,0.2334626822797881,1
117,-5.064052739753769,0.13050187076899777,1
118,-4.774363483049849,0.6310101448101924,1
119,-5.688063991037115,0.335741303836347,1
120,-5.293830382884757,0.28875718034095627,1
121,-5.558946441618483,0.28210954103556657,1
122,-4.637570964916629,0.09238081967646988,1
123,-5.634180901484648,0.2980267342922427,1
124,-5.069385557583666,0.20759989725839934,1
125,-4.894904097902227,0.2378035681226273,1
126,-5.381142504642823,0.4971915072518027,1
127,-5.537453953391374,0.3376858884405423,1
128,-5.3519323024229575,0.6065026422103825,1
129,-5.3293926492653885,0.2464661739521827,1
130,-4.798473096998658,0.05458497548183792,1
131,-5.037861267341986,0.31109015266770274,1
132,-4.881930910997199,0.5214439365731216,1
133,-4.972979210513366,0.5617952139391993,1
134,-4.796602162009808,0.09288709312834954,1
135,-5.053682077263605,0.11483139751122298,1
136,-5.637759531254775,0.31111501494407884,1
137,-4.684381003453709,0.058419481954551225,1
138,-5.79545654647422,0.34819762387131187,1
139,-5.486151459387866,0.39005080975765394,1
140,-5.787652413818476,0.34476906118861766,1
141,-5.7333569859685,0.3544178892799262,1
142,-5.620719597270383,0.30292782260417084,1
143,-5.634121160998052,0.312302977508461,1
144,-5.105191143727376,0.5517135205175112,1
145,-5.455499924247734,0.2835673823545504,1
146,-5.295452376552345,0.18075894565047873,1
147,-4.956692388824441,0.07601219373186786,1
148,-5.382619419557999,0.2277602957190139,1
149,-4.518302158783953,0.55577761097474,1
150,-5.788898872173338,0.3473462159685509,1
151,-5.074865959214458,0.07800496610427388,1
152,-4.943200526562911,0.1090660695649843,1
153,-5.137880612645095,0.11813880925112726,1
154,-5.103205763864445,0.3351206156787413,1
155,-4.593095838955927,0.543235325091746,1
156,-5.7751946009280415,0.3432518963873987,1
157,-5.686718921228738,0.3189464764557888,1
158,-4.9989089622725,0.3804942557877299,1
159,-4.78850978742798,0.3109133995307883,1
0,-5.160108244204068,0.17078156472724257,2
1,-4.541250465727169,0.23291755727950378,2
2,-5.273598928731011,0.21190908783317672,2
3,-5.793220142344792,0.35832853683578636,2
4,-5.557788130723217,0.25614598951240725,2
5,-5.463356082698331,0.25523912699472,2
6,-4.650262052795731,0.2885797153801928,2
7,-5.326157277289389,0.20469093099374078,2
8,-5.276173855823964,0.17237918169743588,2
9,-5.76728500488536,0.3439523571960624,2
10,-5.305886368204344,0.16607939261736887,2
11,-5.425866679652158,0.3882571314500438,2
12,-5.205426040603424,0.31881935013541196,2
13,-5.545043316197558,0.26345930946782126,2
14,-5.1202938658086214,0.7506195333013178,2
15,-4.9454723140111225,0.5929341634985685,2
16,-5.795591036651998,0.3486076508988973,2
17,-5.437460891909457,0.26306949932531476,2
18,-4.513125146214634,0.215168426633011,2
19,-5.2815557037848855,0.35381520468956534,2
20,-5.306867619069572,0.31366482975179233,2
21,-5.368885489090205,0.3026889464159048,2
22,-5.538935659382798,0.2660971422224508,2
23,-5.085839932406308,0.43528377838005405,2
24,-4.440926779099819,0.44706546589821894,2
25,-4.645848860013888,0.5305935170622639,2
26,-5.2355545863846675,0.15182563989736703,2
27,-4.047159717920798,2.0593646199752476,2
28,-4.989240961893022,0.39829269794629324,2
29,-4.282663599651524,2.3755682907684537,2
30,-5.794553233840767,0.3478172719081231,2
31,-5.739586057165229,0.3304078154589771,2
32,-5.735603185276838,0.3256020110768262,2
33,-4.505264598631829,0.9201966249146747,2
34,-5.064508948665412,0.35386460369165446,2
35,-4.967848976332919,0.27794478977793685,2
36,-5.517907656245695,0.24278759480973747,2
37,-5.657168425982243,0.3284463739100895,2
38,-5.635555548396438,0.3395452251222222,2
39,-4.871072723346975,0.3462423095271051,2
40,-5.431998239040572,0.1948888345685695,2
41,-5.1923256377047124,0.19524097525169057,2
42,-5.7847343046030275,0.3450895564377116,2
43,-5.775117283918999,0.34297533928520296,2
44,-4.413546939944988,0.43744408803676954,2
45,-4.641807044675026,0.2326579285183502,2
46,-5.757194365881569,0.40346583804266356,2
47,-4.570117612069162,0.7235061366636129,2
48,-5.146771906040777,0.22381161310178954,2
49,-5.416076520545508,0.21492355517377618,2
50,-4.558760824456467,0.5602071881286909,2
51,-4.537514572197734,0.21258518090611772,2
52,-4.3620127681350995,0.9159755177067731,2
53,-5.796927594376615,0.348831152141207,2
54,-4.841663408957714,0.047426296806962726,2
55,-5.051876109587587,0.07897036420555742,2
56,-4.566961441743086,0.20264098774411202,2
57,-5.433052515355512,0.5076983505916903,2
58,-5.1611042605021025,0.1018792794022493,2
59,-5.712048363487018,0.33154031150162594,2
60,-5.717833446750287,0.3149392438531494,2
61,-4.774665414778847,0.27382675866552053,2
62,-5.5982917014906635,0.3715014713125232,2
63,-4.37083555482466,0.5120233054858986,2
64,-5.6720725541272845,0.3221157463836525,2
65,-4.672714656397021,0.2291475180975389,2
66,-5.326312650503745,0.2032804304430897,2
67,-4.45893356767641,0.5626205182859718,2
68,-5.522830047073263,0.42892344056122217,2
69,-5.486374204934574,0.26240015751561374,2
70,-5.446793090191738,0.26411686962310854,2
71,-5.168427877491257,0.31515076175310974,2
72,-5.749298056349715,0.332799352516305,2
73,-5.511513615890786,0.3797998633268139,2
74,-5.293250854489544,0.3819986567175001,2
75,-5.705278338343127,0.3557829946571628,2
76,-5.786028421552886,0.3480231558334286,2
77,-5.496151376668899,0.2519994655963858,2
78,-5.210091341232458,0.15755958660186203,2
79,-4.976686164468083,0.16129361536499967,2
80,-5.728853796350562,0.33191468671372915,2
81,-5.4797673230826405,0.3177979275133389,2
82,-5.785540367870588,0.3452444370081587,2
83,-5.303799711115637,0.16892454370561621,2
84,-4.462647137423974,0.43034166754231373,2
85,-5.530265409391767,0.2663362985174955,2
86,-4.912224064337192,0.14589031412488643,2
87,-5.6983155233511145,0.3269005098305602,2
88,-5.562671499137804,0.28836217984253,2
89,-5.603672858250469,0.37160944522684425,2
90,-4.7178890974911445,0.237603226724937,2
91,-5.7945722229095225,0.3478867418552096,2
92,-5.7829329020397635,0.34517543263505895,2
93,-4.652599231002926,0.2004979818382771,2
94,-5.7922333764783716,0.3495245435314531,2
95,-5.06222947744579,0.31885644139632835,2
96,-4.810653206852487,0.26166062874021356,2
97,-4.868206840830428,0.8052495974510006,2
98,-5.127671364743595,0.39764366494698644,2
99,-5.26430608785345,0.20433783618273785,2
100,-5.765796061501528,0.3383461846043125,2
101,-4.795914563168155,0.39084049055617015,2
102,-4.128781272308027,1.260222845872075,2
103,-5.1242274218418125,0.28097999718055333,2
104,-4.555466271758282,0.3643804964177093,2
105,-5.498523775759736,0.2875102144069347,2
106,-5.396407346205663,0.31385877568319526,2
107,-5.395204662791161,0.24659561183728962,2
108,-5.028772848239259,0.1342509152478203,2
109,-5.6953648320986066,0.33120525781638516,2
110,-4.826843308411597,0.10637298863708614,2
111,-5.464876785194141,0.226529072136598,2
112,-5.297084638900468,0.24643791631790032,2
113,-5.73589402336304,0.3474454354277802,2
114,-5.308534603101531,0.19925043602429077,2
115,-5.424404356110666,0.28018856427790506,2
116,-4.855864208942429,0.22414047300933826,2
117,-5.041588986928895,0.11955310475045251,2
118,-4.733380098754311,0.6318340200160154,2
119,-5.689485823244331,0.3373811779900671,2
120,-5.302249030739153,0.28587439995652597,2
121,-5.5516416127867805,0.2785692965852091,2
122,-4.589600716289748,0.07781203166416134,2
123,-5.631998216651004,0.2971179521352778,2
124,-5.041336469093148,0.20048808943447005,2
125,-4.866533141588769,0.22335029935818118,2
126,-5.367041924744902,0.4932850543502629,2
127,-5.52942584658798,0.3340882578157366,2
128,-5.332557677104874,0.6136630173858187,2
129,-5.311769789498237,0.24161649907582,2
130,-4.764512633046715,0.039060935512648345,2
131,-5.014078973657521,0.30299511706759785,2
132,-4.8480850903512716,0.5198804229485873,2
133,-4.939958692082754,0.5572158479546037,2
134,-4.759934381870757,0.07713858239810684,2
135,-5.030602402583051,0.10306970221591545,2
136,-5.638272353069669,0.30974022943908136,2
137,-4.64646921315284,0.04000001488724396,2
138,-5.79547569939915,0.34819641184143785,2
139,-5.474908720729336,0.38922879266144406,2
140,-5.786766141592534,0.3443858648233174,2
141,-5.735547864427948,0.3551438502477515,2
142,-5.614128747367607,0.3001119823994766,2
143,-5.632291499635234,0.31491243390596274,2
144,-5.077429828271784,0.5545602120789376,2
145,-5.44548810764657,0.27592433575856357,2
146,-5.27692611084119,0.17284095400797342,2
147,-4.9301718110745485,0.06218919609583247,2
148,-5.37234161883974,0.2217941338392748,2
149,-4.4654815122877025,0.560327464551035,2
150,-5.7889175713391055,0.3468178225749522,2
151,-5.051082825688366,0.06645794450097754,2
152,-4.915637967550498,0.09662210839235809,2
153,-5.135751410740561,0.11339921515699239,2
154,-5.074972429647541,0.3302064409246659,2
155,-4.543847390048755,0.5389238794508803,2
156,-5.77398366126953,0.3429217070017191,2
157,-5.683748130552527,0.3172122546079258,2
158,-4.974075840358155,0.36486304075316395,2
159,-4.752742291100579,0.30301150442094493,2
0,-4.244647336187042,-0.08305812368081202,3
1,-2.7328018732079875,0.07110518854176837,3
2,-4.506816231571969,0.01846279041756234,3
3,-5.78825555868557,0.36859508435921984,3
4,-5.210652893528224,0.12327631766160843,3
5,-4.981677259845608,0.12205081095460445,3
6,-3.0020967558598954,0.20618457774884538,3
7,-4.650968396368864,-0.00090959460627453,3
8,-4.529830942824109,-0.07816334224554462,3
9,-5.722661325047597,0.3364243536456312,3
10,-4.6056305702360865,-0.09212893429383996,3
11,-4.889111106839521,0.44808930778945993,3
12,-4.35247791280548,0.27706760719292656,3
13,-5.174129401822198,0.13864373949463715,3
14,-4.140816677407862,1.3603268830057265,3
15,-3.7169972351292904,0.9607553419313435,3
16,-5.793133355445196,0.34854811440913885,3
17,-4.922883073970576,0.14264305036583433,3
18,-2.6693008758877723,0.029420467869909993,3
19,-4.544470440806621,0.36675474231535987,3
20,-4.604429899670497,0.2605474313766635,3
21,-4.752278633488424,0.23799946332489105,3
22,-5.164984582212451,0.14505144530736092,3
23,-4.061805721755463,0.5619655261710207,3
24,-2.4957833578380013,0.6018409278946076,3
25,-2.992218248464686,0.8004161923107022,3
26,-4.426421814218415,-0.13098640685143598,3
27,-1.5191615276452768,4.609222887842151,3
28,-3.827240182423189,0.47171009209813536,3
29,-2.092722849102601,5.3692486032783595,3
30,-5.79058366944525,0.3462538734399398,3
31,-5.657608476534056,0.3040851277834244,3
32,-5.641953014066596,0.291956803879055,3
33,-2.6473402581781893,1.7636745325985326,3
34,-4.014967086751982,0.3637528317599558,3
35,-3.773592876901624,0.1742407441692638,3
36,-5.104112152631169,0.08635998890297777,3
37,-5.456696199345679,0.29993228464186594,3
38,-5.402048302333973,0.3268350420887771,3
39,-3.543988327654475,0.34837127913105786,3
40,-4.897972807185519,-0.029880927436466653,3
41,-4.308221177638452,-0.028586397662572174,3
42,-5.764311108036276,0.33805391168063786,3
43,-5.743719947490802,0.33869045677977905,3
44,-2.4190911746066344,0.5807359439031798,3
45,-2.9675762824369336,0.07744234549457871,3
46,-5.700416408419486,0.47464543448101104,3
47,-2.8050897734522535,1.2782695982941892,3
48,-4.211946515284665,0.04813214900402909,3
49,-4.869332611359139,0.023019626374752942,3
50,-2.7811299169066763,0.8724811074722815,3
51,-2.7221737966936934,0.021393216706293725,3
52,-2.2997591183227906,1.7603401713405065,3
53,-5.796291177301486,0.34929533696487824,3
54,-3.471837253241902,-0.3848513329763618,3
55,-3.973052249488784,-0.311043014275469,3
56,-2.7973302677138814,-0.0016706115788566102,3
57,-4.907916964492925,0.7465813732360501,3
58,-4.269119897674355,-0.24757336403467617,3
59,-5.586694667914282,0.31019552472158063,3
60,-5.61087978845636,0.2707272604431499,3
61,-3.3033343440365885,0.16975505014711484,3
62,-5.312975576741402,0.40177377060087405,3
63,-2.319267650760195,0.7494968430666883,3
64,-5.480739766377989,0.27670350033591923,3
65,-3.056733907041826,0.06161748542552359,3
66,-4.648064334127948,-0.004918492582902888,3
67,-2.5363164265748375,0.8751695114695347,3
68,-5.130442786464554,0.5399653750895789,3
69,-5.043417746496393,0.13993146071773435,3
70,-4.92377870454075,0.1408138028606089,3
71,-4.265030394558097,0.26390272588040914,3
72,-5.671871817984744,0.303331427887506,3
73,-5.100138177948131,0.4326408311522956,3
74,-4.568811013846142,0.4321850248645587,3
75,-5.572562952206441,0.3671797215027233,3
76,-5.76971603436813,0.34676231875476693,3
77,-5.072791654773878,0.11709003722234418,3
78,-4.358069716787972,-0.11666196360581434,3
79,-3.798331072603293,-0.10479926417038833,3
80,-5.632124513013033,0.307942472145958,3
81,-5.0225054577106185,0.27405872091718975,3
82,-5.767938126068167,0.34025156064845097,3
83,-4.595428683479997,-0.0887256401103826,3
84,-2.544472741304253,0.5498525271460274,3
85,-5.148276078341919,0.14837761411920117,3
86,-3.6432417132981736,-0.14086665642278973,3
87,-5.557723530876194,0.2976858285839069,3
88,-5.226716600278744,0.2030160895687561,3
89,-5.3246625618358205,0.409447293727799,3
90,-3.162820097456872,0.08408719515994802,3
91,-5.790629485398346,0.3466426559410122,3
92,-5.761731822005189,0.33973488481545416,3
93,-3.004677088574958,-0.007158942512825408,3
94,-5.784065973701177,0.3535052129518665,3
95,-4.012121375322779,0.2845177353070167,3
96,-3.3899338039178897,0.14619515785364912,3
97,-3.4643803410500738,1.4188321517907274,3
98,-4.166516883005665,0.47212766778260756,3
99,-4.4949618161986,-0.003252107362707391,3
100,-5.717862549535337,0.3242874096774978,3
101,-3.355568956839171,0.45990253301813894,3
102,-1.7369510791484024,2.580515595851026,3
103,-4.159569492482846,0.18610852131475267,3
104,-2.7723702371241132,0.3935366408746525,3
105,-5.068873107491427,0.1999981614520244,3
106,-4.818572438375499,0.26657814141722147,3
107,-4.814597878264159,0.10160895503018005,3
108,-3.9259135580753046,-0.17287255074549768,3
109,-5.5490755407862835,0.3066961146822831,3
110,-3.4332768793970243,-0.23821061438097993,3
111,-4.984158083515725,0.05060062028650327,3
112,-4.571182916395447,0.10140165152140869,3
113,-5.646602119952319,0.34617817957470665,3
114,-4.553949048264188,-0.030648971655867698,3
115,-4.888509171853491,0.18777732818892048,3
116,-3.503281324871993,0.04955144882984144,3
117,-3.963571997623818,-0.20795301588501316,3
118,-3.2036690309076623,1.0437780417803246,3
119,-5.537785797097917,0.3187898729216039,3
120,-4.590752973776649,0.1983906622629373,3
121,-5.197771275286143,0.17876498404199107,3
122,-2.849487302434616,-0.3093749312573712,3
123,-5.389796435885541,0.22387041424197587,3
124,-3.951618692944053,-0.011994656201855226,3
125,-3.526377139695817,0.051697756363223664,3
126,-4.742428227164439,0.7166854392391789,3
127,-5.145326925871166,0.31805884511996685,3
128,-4.669382661659277,0.9912020494477894,3
129,-4.61113056743054,0.09001912028186966,3
130,-3.286939941114895,-0.40302732671130026,3
131,-3.8874987811737007,0.23688808858979676,3
132,-3.4799020497551125,0.7729216855683708,3
133,-3.7035841414692805,0.8664276588344495,3
134,-3.27183719257683,-0.31148749713460555,3
135,-3.9248325929960752,-0.2481728454661678,3
136,-5.4115717985340455,0.2543881968728013,3
137,-2.9903518158213513,-0.39978921197536016,3
138,-5.792723674173008,0.34759342600412574,3
139,-5.008318405985683,0.4574652185421215,3
140,-5.7718054388629,0.3382376561196853,3
141,-5.646588438327722,0.3638546961647595,3
142,-5.351563609015491,0.23151377514248347,3
143,-5.400826125027167,0.26505370207940016,3
144,-4.042630470898664,0.8562293904037618,3
145,-4.940393095521731,0.17335015972916842,3
146,-4.5309093197783685,-0.07935735339759213,3
147,-3.6860071167084705,-0.347697445336486,3
148,-4.765253472424148,0.03998022485993268,3
149,-2.5528018840192077,0.8646455337109092,3
150,-5.776567001797719,0.3445896242518223,3
