simu,x,y,age_group
0,-5.22592668848928,0.18532350262504996,0
1,-5.776332888551804,0.34592321238969514,0
2,-5.271063096168578,0.20852789658943932,0
3,-5.770206276547725,0.4093970728721784,0
4,-5.4078780414677805,0.19855579181262242,0
5,-5.207219921016958,0.18090006873484196,0
6,-4.720305977876527,0.2766029941934719,0
7,-5.5282761500136814,0.2647543129077247,0
8,-5.006254383448347,0.08030471922997438,0
9,-5.791335873324105,0.3480284662153414,0
10,-5.016833533401018,0.06185530395035772,0
11,-5.6383337254383274,0.36229706961101293,0
12,-4.608362319204491,0.2722709495273134,0
13,-5.570596350219799,0.27226930845531166,0
14,-5.683333018760982,0.4071530139378534,0
15,-4.742720138149759,0.6201453111604538,0
16,-5.789590320542135,0.3487852726611154,0
17,-5.689464410990013,0.3219948216951777,0
18,-4.932581826590473,0.24122230706657968,0
19,-5.33465059035619,0.3410796339704498,0
20,-4.7904308569927565,0.26636116047797076,0
21,-5.389116617275226,0.2998895027641975,0
22,-5.619014624250973,0.2890214547214357,0
23,-4.500872716948924,0.4942742703596116,0
24,-4.994370726668342,0.3872247727901523,0
25,-4.793487168686934,0.4728384825927129,0
26,-5.090206926689724,0.09949196352513201,0
27,-4.953270451671774,1.0645361835404703,0
28,-4.983439401397241,0.38735938042026974,0
29,-5.101975637387093,1.1604895684355783,0
30,-5.644341408343089,0.29249562530225853,0
31,-4.961118118228259,0.0820175648195768,0
32,-5.610928858531801,0.27825969179208365,0
33,-5.427197810579202,0.49450548723216275,0
34,-4.98510132887303,0.34113428222291836,0
35,-5.057690534016616,0.26468139613961195,0
36,-5.218550876364876,0.13013946658816103,0
37,-4.620632830419703,0.16929298079925573,0
38,-5.1010582012146255,0.30170288179567856,0
39,-5.270047533868092,0.3347623090126123,0
40,-5.277777166613164,0.12966575458438476,0
41,-5.209389643048814,0.19126164032648252,0
42,-5.78502068751056,0.3446661003234238,0
43,-5.768757697001405,0.3419111911722888,0
44,-5.562928889834921,0.35339910637639665,0
45,-4.777289326079281,0.22851654573492125,0
46,-5.74612938423504,0.4164824968260283,0
47,-5.205685011749497,0.4920602558920394,0
48,-5.357829976514765,0.2559073570895441,0
49,-5.673748927517563,0.30518649389277264,0
50,-4.9621915441151465,0.47167185801122335,0
51,-5.576597508424619,0.31773381074103046,0
52,-5.298987340827518,0.5246312576012799,0
53,-5.793740535858771,0.3504148736341102,0
54,-5.717237478647523,0.3233263885209081,0
55,-5.242119542324622,0.14568161656116912,0
56,-5.519883280726145,0.30892163944881396,0
57,-4.4917212454072954,0.9043535333360854,0
58,-5.416431450100275,0.19967896926467146,0
59,-5.750288143364133,0.33965910887819684,0
60,-5.739509504018538,0.3244525065199982,0
61,-5.405309859379635,0.3111975671746291,0
62,-4.8788402466295935,0.4451886182818654,0
63,-4.573730663738226,0.44879836645177085,0
64,-5.675736656932915,0.31958224096756344,0
65,-4.979994588681102,0.23964177114138044,0
66,-5.132808597738301,0.14048124382009605,0
67,-5.576881686828631,0.3770818589766223,0
68,-5.183670851371167,0.49679062615604763,0
69,-5.345350904703772,0.22043357049553605,0
70,-5.522240479616459,0.27920069739007003,0
71,-5.204048554684411,0.3027448727556744,0
72,-5.777249288617032,0.341572663778923,0
73,-4.58442811064623,0.45829326849493507,0
74,-4.605375826027514,0.4223736506938743,0
75,-4.575437748234766,0.4335648029210125,0
76,-5.7938563583093545,0.34826827074926975,0
77,-5.489092113551025,0.24917696142364704,0
78,-5.510289249657928,0.25223285341474255,0
79,-5.722979354598216,0.3304446045208213,0
80,-5.593267484730411,0.29746792722035675,0
81,-4.920481513815048,0.25079511536928323,0
82,-5.143181413554515,0.15480231004883016,0
83,-5.724324854074644,0.32153833637001805,0
84,-4.572008912105372,0.3872640234093048,0
85,-4.779039872844967,0.0417693146132965,0
86,-5.21615894168391,0.20736367059808572,0
87,-4.840568263087816,0.15492852307106014,0
88,-5.285489953919383,0.21561762072494667,0
89,-4.455233783506375,0.5076380096158181,0
90,-4.625331136484058,0.21380084291999824,0
91,-5.717093350702464,0.32318121918058473,0
92,-5.746948891989882,0.335910847178919,0
93,-5.783989816300467,0.3468449106847082,0
94,-5.7962876439498405,0.34900915147635103,0
95,-5.394256397107349,0.3213356405559477,0
96,-4.862596785536109,0.2476156048841666,0
97,-4.9144879111127295,0.7045937160525692,0
98,-5.444110387014275,0.36483464392167037,0
99,-5.409564320115486,0.2396621429505529,0
100,-5.627414669257718,0.29572161971282823,0
101,-4.454074066633224,0.3742029442688354,0
102,-5.560283562840095,0.4543945160056075,0
103,-4.980181635062852,0.2523554752282395,0
104,-5.6002593806450145,0.3458488122668202,0
105,-5.380707882232223,0.257963907523745,0
106,-4.598358921083938,0.23627719658360666,0
107,-5.343550453596844,0.23210858954774102,0
108,-5.342247123696994,0.21775823074632836,0
109,-5.539920873027854,0.30310686136119774,0
110,-4.840470405619124,0.10258080729972673,0
111,-5.780383556545498,0.34243767116553264,0
112,-5.245900861142425,0.23031323175653876,0
113,-5.257116880892538,0.3359134393562658,0
114,-5.749791999421709,0.3335926399809686,0
115,-5.402736170861748,0.27270400044150817,0
116,-5.010992177631421,0.2310534199821327,0
117,-5.655568943745309,0.30469456784029186,0
118,-4.66396082471073,0.613475703769254,0
119,-5.021219575652812,0.24996613137746096,0
120,-5.315731953575258,0.27585016239034243,0
121,-5.293692631176155,0.20456069708007976,0
122,-4.873261255696668,0.13161775149488736,0
123,-5.461184360348723,0.2449458103235255,0
124,-4.865418382336392,0.15893886137814459,0
125,-5.790839114840094,0.34754004307977865,0
126,-4.661255289160549,0.675239717014901,0
127,-5.760537949064112,0.34545995725520984,0
128,-5.365083220968667,0.5732607750907218,0
129,-5.00902161371443,0.17253128424858938,0
130,-4.944653647459738,0.08887038068233,0
131,-4.781492994994634,0.2716440689133834,0
132,-5.406642596445786,0.4017179384032964,0
133,-4.532173309810344,0.6248675396295379,0
134,-5.467776857090174,0.25862262713927514,0
135,-5.023706874285008,0.10212469408607841,0
