simu,x,y
0,-5.168032971976264,0.17674204551806558
1,-4.585393741151986,0.2440610013759151
2,-5.283651409553378,0.21984686398406478
3,-5.794071444632563,0.3555407428256119
4,-5.553548092904263,0.2556279189692116
5,-5.475037865901496,0.25960904502798937
6,-4.6957990176762525,0.2958359754761477
7,-5.339768059072447,0.21089400597797187
8,-5.280501968254981,0.17689010611563943
9,-5.766557946751503,0.34314947757546727
10,-5.313356174540521,0.17063494532057114
11,-5.440445080556298,0.388309111512495
12,-5.227173229825759,0.32282544143671327
13,-5.547369409264709,0.266032937764213
14,-5.142354916814219,0.7539374585937982
15,-4.977815464625631,0.5937699592078335
16,-5.795737285110593,0.3485464221871969
17,-5.451247746643502,0.26836764276672365
18,-4.5620098575237265,0.22814801772399587
19,-5.290173582066664,0.3581672448004652
20,-5.324840325028749,0.31855099222452377
21,-5.384622485095313,0.307092561904102
22,-5.518227729404302,0.2598505303167597
23,-5.111467079791309,0.4347053969720769
24,-4.495159702627154,0.4542200536188367
25,-4.688467773305716,0.5339155016834145
26,-5.248468597749624,0.15917487879697254
27,-4.1058752888803,2.0665550022568597
28,-5.019898388819915,0.39964401662984894
29,-4.332736140082533,2.3632655214549643
30,-5.794578763139147,0.3477440201719969
31,-5.7418949125253835,0.33121249885948884
32,-5.7305892559770655,0.32413999219484224
33,-4.5537601699028505,0.9193167966452617
34,-5.095217504787548,0.3564370393973034
35,-4.995041010100018,0.28416901115073123
36,-5.5246966595755485,0.24601906982387173
37,-5.662887037700156,0.3297230731525733
38,-5.641011221388634,0.3406328616426622
39,-4.90664039813835,0.35177769295209754
40,-5.429820479483945,0.19445344597441627
41,-5.187583436306426,0.19498083708365946
42,-5.784045010954635,0.3443524168382328
43,-5.772534774448034,0.34487451471782343
44,-4.464264879897442,0.44789093930370927
45,-4.67812589757769,0.2488741410215162
46,-5.758829815455231,0.3961333775297866
47,-4.613228168259674,0.7320795546596729
48,-5.16697544138459,0.2337781202102982
49,-5.426957802791469,0.2206829729052239
50,-4.605933024173461,0.5598872415903333
51,-4.584125177080905,0.2225169227076572
52,-4.413737144514016,0.9168439046203679
53,-5.796922691033738,0.34891202891629336
54,-4.869281373654775,0.061686125545731434
55,-5.056966779132154,0.08407857432069293
56,-4.616181681024105,0.2142722726326764
57,-5.445723492131779,0.5095320842744622
58,-5.162621599409252,0.10529494610681049
59,-5.711039872299622,0.3333509335169533
60,-5.711174800230663,0.31333187817724056
61,-4.814597083844313,0.28121737182323886
62,-5.606120938791419,0.37025868732646405
63,-4.424654527428624,0.5191221013489926
64,-5.663829012752679,0.31727205362268535
65,-4.705256627093583,0.23837688589417108
66,-5.341921243782837,0.2101672258836907
67,-4.510942263441271,0.562838957590946
68,-5.534956189489851,0.4239827840697753
69,-5.497241760240167,0.267106241349928
70,-5.448470943123501,0.2673036872510742
71,-5.192389591251585,0.31801039771449735
72,-5.744443372626913,0.32978094692809407
73,-5.521266175990798,0.3846026513241837
74,-5.313940319705577,0.38298483009965917
75,-5.708727095967072,0.3571997911793197
76,-5.785500001247687,0.3479437703496
77,-5.498973895489038,0.2547480306885991
78,-5.198767965164153,0.15887414854326964
79,-5.008791251421291,0.17184900287668545
80,-5.729934679940013,0.3332860303507371
81,-5.4924242150584694,0.31981859478030544
82,-5.785794601021793,0.3453932439199491
83,-5.3064248762096975,0.17371359988112003
84,-4.512908012491444,0.4363737091636901
85,-5.540033251115127,0.2702066668112599
86,-4.9399101150511,0.15743683158211977
87,-5.702641387143067,0.32809273534686045
88,-5.572076470324558,0.291836381854478
89,-5.61011740193008,0.37536682063109733
90,-4.75734278837545,0.24617664777670922
91,-5.7945383807053545,0.3479305795461886
92,-5.7828250867857856,0.34522947508362556
93,-4.6927657185491505,0.2135788480800527
94,-5.792024489850957,0.35054368822028426
95,-5.083763243670951,0.3277106694315398
96,-4.847200038457841,0.27206333475712713
97,-4.851997981377975,0.8079150039319016
98,-5.153742970572647,0.40103238643694755
99,-5.281736682580164,0.21155021224761983
100,-5.76928288642203,0.3400587424001565
101,-4.834658648967839,0.3964159068025003
102,-4.195297503429662,1.2485079869140374
103,-5.151657598363621,0.2872507073911619
104,-4.605115901271725,0.37177144629230074
105,-5.509559084926894,0.2910079692564973
106,-5.412025804991479,0.31823924115795604
107,-5.406736689958697,0.25204900484521586
108,-5.055263313693685,0.14494651752784363
109,-5.699574102631964,0.3322186772152775
110,-4.858807777717624,0.12119410997927701
111,-5.4671601992307695,0.22949013529271745
112,-5.312192011994478,0.25265193143151116
113,-5.738032032168913,0.34790638061577794
114,-5.288487333926916,0.19392235210464165
115,-5.430365084156678,0.285765967843287
116,-4.8913720226726,0.2334626822797881
117,-5.064052739753769,0.13050187076899777
118,-4.774363483049849,0.6310101448101924
119,-5.688063991037115,0.335741303836347
120,-5.293830382884757,0.28875718034095627
121,-5.558946441618483,0.28210954103556657
122,-4.637570964916629,0.09238081967646988
123,-5.634180901484648,0.2980267342922427
124,-5.069385557583666,0.20759989725839934
125,-4.894904097902227,0.2378035681226273
126,-5.381142504642823,0.4971915072518027
127,-5.537453953391374,0.3376858884405423
128,-5.3519323024229575,0.6065026422103825
129,-5.3293926492653885,0.2464661739521827
130,-4.798473096998658,0.05458497548183792
131,-5.037861267341986,0.31109015266770274
132,-4.881930910997199,0.5214439365731216
133,-4.972979210513366,0.5617952139391993
134,-4.796602162009808,0.09288709312834954
135,-5.053682077263605,0.11483139751122298
136,-5.637759531254775,0.31111501494407884
137,-4.684381003453709,0.058419481954551225
138,-5.79545654647422,0.34819762387131187
139,-5.486151459387866,0.39005080975765394
140,-5.787652413818476,0.34476906118861766
141,-5.7333569859685,0.3544178892799262
142,-5.620719597270383,0.30292782260417084
143,-5.634121160998052,0.312302977508461
144,-5.105191143727376,0.5517135205175112
145,-5.455499924247734,0.2835673823545504
146,-5.295452376552345,0.18075894565047873
147,-4.956692388824441,0.07601219373186786
148,-5.382619419557999,0.2277602957190139
149,-4.518302158783953,0.55577761097474
150,-5.788898872173338,0.3473462159685509
151,-5.074865959214458,0.07800496610427388
152,-4.943200526562911,0.1090660695649843
153,-5.137880612645095,0.11813880925112726
154,-5.103205763864445,0.3351206156787413
155,-4.593095838955927,0.543235325091746
156,-5.7751946009280415,0.3432518963873987
157,-5.686718921228738,0.3189464764557888
158,-4.9989089622725,0.3804942557877299
159,-4.78850978742798,0.3109133995307883
