simu,x,y
0,0.36853254014684,-1.521394558570476
1,6.508719549291227,-1.3202257323058522
2,-0.9768090355214266,-1.0588396178626878
3,-5.75730203236584,0.4320796538752893
4,-3.539199796700895,-0.5372517857781616
5,-2.4699411112074943,-0.674318302733628
6,5.924558705901369,-0.6829158241190758
7,-1.0413729702094567,-1.1796194847740022
8,-0.8739975523814282,-1.3824465312249195
9,-5.545393639774835,0.30812287377612585
10,-0.9761370008061034,-1.4867369801008337
11,-2.031939862454995,0.5843591843499383
12,0.27554806339690485,-0.24497074532356444
13,-3.512719995786874,-0.4673155088825579
14,0.6894622339826461,3.1929686141666673
15,2.900542349119303,2.163217344161439
16,-5.775067607270564,0.3463595554747506
17,-2.252253383867932,-0.5969250876407961
18,7.152408445974146,-1.54825052509714
19,-0.8979118992601789,0.11101349383627004
20,-0.8249895523153339,-0.2821691545339179
21,-1.4245139519718761,-0.25849049357563436
22,-3.4737474412176907,-0.39788412466034434
23,1.5792558498946285,0.8863307494855299
24,7.689219585127746,0.25612216180760733
25,5.4304165718464175,1.2262564810147087
26,-0.14299281545339992,-1.7054145884524559
27,11.556636048746817,13.398113756215018
28,2.5130015557579597,0.5880331474363134
29,9.027229305653622,15.896105252568303
30,-5.7601986597677985,0.33530151827537014
31,-5.115850321384711,0.12341060211815075
32,-5.273534833536609,0.15771861160494538
33,7.147114426928061,4.552185185084022
34,1.6978580323150365,0.10816101291253127
35,2.406822724311577,-0.8241931840474621
36,-3.413768037881008,-0.5903894878086876
37,-4.246061558071318,0.07482554036221185
38,-4.069252284963008,0.19798820787941943
39,3.592232963465324,-0.08684162880696075
40,-2.6679218101641204,-0.9813586917603694
41,-0.4310810380464152,-1.1683666134626907
42,-5.674532469719453,0.3088537006653906
43,-5.565750359600556,0.3000913475219556
44,7.9913002117590795,0.2830948277186353
45,5.368576933781686,-1.4237515348884875
46,-5.392975508033797,0.8756839714793111
47,6.361153532156428,2.6559438963182282
48,0.7441208662629261,-1.1239336258546537
49,-1.908895304320417,-1.03722090535121
50,6.860195423660631,1.9183140611341223
51,6.891700977257888,-1.5160557955671714
52,8.696923270557967,4.685276439171421
53,-5.7916657041520185,0.3508433376402606
54,3.7848777223209162,-2.801139618634854
55,1.4050868548353135,-2.3604546473697487
56,6.633897999416126,-1.5239031982372486
57,-2.124155128996006,1.4659440557701096
58,0.5655881616820777,-2.164860908289358
59,-5.04105925283228,0.17564749014420303
60,-5.006141429739475,0.01415018421664898
61,4.549799861900953,-0.8070738117036682
62,-3.6735740209347734,0.48257318282360273
63,8.632773737138024,0.9493480790134029
64,-4.820131739717939,0.1554255448782161
65,5.4742614707941035,-1.3909727738304787
66,-0.9947721106511166,-1.2058348805533603
67,7.776035794920324,1.825335428655788
68,-2.980358151444479,0.86496902998126
69,-2.608123960307308,-0.5839527060108789
70,-2.9545316575640364,-0.42756177605414564
71,0.3757779938210791,-0.33040541140043866
72,-5.453819185291608,0.22766152601202655
73,-2.785461428215427,0.49005676788519653
74,-0.5641976110911746,0.43215722526099654
75,-4.723668762963614,0.3717342076051787
76,-5.6622120498651185,0.33227246696341545
77,-2.7946433576871224,-0.653494507451479
78,-0.17807491233817618,-1.5663074618269086
79,2.447848761539441,-1.7209546463009382
80,-5.110067351373864,0.16675903171660858
81,-2.4992153337425727,-0.0949572400734255
82,-5.613937692977466,0.29157054501058516
83,-0.8094209208241566,-1.5093523443296966
84,7.714172441097694,0.2737957969488849
85,-3.115868391527673,-0.5353870275251705
86,3.098192421990697,-1.9380186404843156
87,-4.7017695905856804,0.08392643593996442
88,-3.3784824321163494,-0.31547158158051025
89,-3.700532272197635,0.4519667074580122
90,5.157476505802936,-1.2257737236517658
91,-5.764060151759047,0.3378353609450591
92,-5.678062481614841,0.32030158753430926
93,5.254117860359401,-1.599972403117906
94,-5.7364607219213175,0.36416856659974517
95,1.382000904266918,-0.37759565092329717
96,4.138070035488694,-1.0016975225057991
97,0.36038224834901034,3.8996119426700804
98,0.9479134947312632,0.4262415193432648
99,-0.39885055151925075,-1.2157820003116493
100,-5.59467769576513,0.2962245057472806
101,4.373262621823012,0.1334265949988088
102,10.899719456840078,7.429604055158125
103,1.0189972566128584,-0.6214352331361952
104,6.776338775030133,-0.00699938869941677
105,-2.818338932886284,-0.37063637003453764
106,-1.5946065034821315,-0.1421105829521298
107,-1.764793370667809,-0.7907805236415513
108,2.015440992759387,-1.9490740998794633
109,-4.744587817389933,0.14276564599441846
110,3.8923222606337147,-2.345445392722466
111,-2.4903003947267437,-0.8962726413155259
112,-1.0135908259911277,-0.8338971100236436
113,-5.106925193936399,0.3157056611108552
114,-2.1453609096090824,-0.831096819153659
115,-2.157234787138258,-0.44785124969086254
116,3.7139868345744618,-1.268869544152614
117,1.8719472664366457,-2.0608632142088417
118,5.010094570681236,2.3288925701166923
119,-4.805840273688119,0.20262216458066099
120,-1.231268259437206,-0.41494381148405285
121,-3.2814761009154996,-0.416674051774023
122,6.422953747953004,-2.699220102933302
123,-4.308626135334645,-0.143436981867541
124,1.9774512872925842,-1.3346300836349836
125,3.3956928289638153,-1.2942272908725776
126,-1.3580778336664316,1.392963607736928
127,-3.1642104993347053,0.07027024294906027
128,-1.085350004090416,2.4814037147077075
129,-0.8397525575178849,-0.8836207463344109
130,4.707821995036833,-2.9475492955163958
131,1.401703821430762,-0.4352547609143122
132,3.821012869726067,1.4082495168372013
133,2.995117257416628,1.8238381650449544
134,4.698374843308639,-2.5858661213350382
135,1.8364550655886713,-2.231178816534515
136,-4.233672140833303,-0.07289975623707631
137,5.854845343056576,-3.0115979745727937
138,-5.778314745520207,0.34344155795151615
139,-2.557742367266839,0.5389825239308456
140,-5.720700435380363,0.31732688682965315
141,-5.180995922905085,0.42924409332548535
142,-3.9323535554810314,-0.19779314824903918
143,-4.254068925340874,-0.03092467047309829
144,1.546475849280025,1.8737524457351051
145,-2.153337658279741,-0.490483005896345
146,-0.47219173742039844,-1.5090245945491416
147,3.0731346055983026,-2.649941821344387
148,-1.485504711824651,-1.001058225217609
149,7.5670268165595855,1.4356816648045392
150,-5.694950265868022,0.324969818589022
151,1.8010405406428065,-2.5740658660924463
152,3.0966952894709694,-2.341506123949006
153,0.12808138851710715,-1.861512459964793
154,1.5582912143664032,-0.14855284057252582
155,6.547134529456339,1.3673530808675227
156,-5.504710994631903,0.27032777993102486
157,-4.711271105415245,0.013709251112743244
158,1.480875864305722,0.31668883475724563
159,4.330163220621775,-0.6881718789959871
