simu,x,y
0,-4.244647336187042,-0.08305812368081202
1,-2.7328018732079875,0.07110518854176837
2,-4.506816231571969,0.01846279041756234
3,-5.78825555868557,0.36859508435921984
4,-5.210652893528224,0.12327631766160843
5,-4.981677259845608,0.12205081095460445
6,-3.0020967558598954,0.20618457774884538
7,-4.650968396368864,-0.00090959460627453
8,-4.529830942824109,-0.07816334224554462
9,-5.722661325047597,0.3364243536456312
10,-4.6056305702360865,-0.09212893429383996
11,-4.889111106839521,0.44808930778945993
12,-4.35247791280548,0.27706760719292656
13,-5.174129401822198,0.13864373949463715
14,-4.140816677407862,1.3603268830057265
15,-3.7169972351292904,0.9607553419313435
16,-5.793133355445196,0.34854811440913885
17,-4.922883073970576,0.14264305036583433
18,-2.6693008758877723,0.029420467869909993
19,-4.544470440806621,0.36675474231535987
20,-4.604429899670497,0.2605474313766635
21,-4.752278633488424,0.23799946332489105
22,-5.164984582212451,0.14505144530736092
23,-4.061805721755463,0.5619655261710207
24,-2.4957833578380013,0.6018409278946076
25,-2.992218248464686,0.8004161923107022
26,-4.426421814218415,-0.13098640685143598
27,-1.5191615276452768,4.609222887842151
28,-3.827240182423189,0.47171009209813536
29,-2.092722849102601,5.3692486032783595
30,-5.79058366944525,0.3462538734399398
31,-5.657608476534056,0.3040851277834244
32,-5.641953014066596,0.291956803879055
33,-2.6473402581781893,1.7636745325985326
34,-4.014967086751982,0.3637528317599558
35,-3.773592876901624,0.1742407441692638
36,-5.104112152631169,0.08635998890297777
37,-5.456696199345679,0.29993228464186594
38,-5.402048302333973,0.3268350420887771
39,-3.543988327654475,0.34837127913105786
40,-4.897972807185519,-0.029880927436466653
41,-4.308221177638452,-0.028586397662572174
42,-5.764311108036276,0.33805391168063786
43,-5.743719947490802,0.33869045677977905
44,-2.4190911746066344,0.5807359439031798
45,-2.9675762824369336,0.07744234549457871
46,-5.700416408419486,0.47464543448101104
47,-2.8050897734522535,1.2782695982941892
48,-4.211946515284665,0.04813214900402909
49,-4.869332611359139,0.023019626374752942
50,-2.7811299169066763,0.8724811074722815
51,-2.7221737966936934,0.021393216706293725
52,-2.2997591183227906,1.7603401713405065
53,-5.796291177301486,0.34929533696487824
54,-3.471837253241902,-0.3848513329763618
55,-3.973052249488784,-0.311043014275469
56,-2.7973302677138814,-0.0016706115788566102
57,-4.907916964492925,0.7465813732360501
58,-4.269119897674355,-0.24757336403467617
59,-5.586694667914282,0.31019552472158063
