day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max
0,710313.987,710256,710377,327.435,269,384,0.0,0,0,0.0,0,0,0.0,0,0,21.048,8,35,0.0,0,0
1,709872.203,709764,709986,716.205,605,807,0.0,0,0,3.581,0,13,0.0,0,0,57.866,26,83,0.914,0,4
2,709266.611,709113,709414,1238.319,1097,1380,0.0,0,0,13.387,2,26,0.0,0,0,111.647,78,145,3.409,0,12
3,708425.658,708207,708609,1954.868,1784,2147,0.0,0,0,32.534,15,54,0.0,0,0,187.29,145,232,8.212,0,22
4,707248.682,706974,707519,2951.472,2723,3203,0.0,0,0,64.314,40,94,0.0,0,0,293.075,235,350,16.497,3,33
5,705599.584,705198,706034,4342.2,3923,4691,0.002,0,1,114.116,80,149,0.0,0,0,440.111,379,542,29.393,13,50
6,703286.796,702731,703862,6288.417,5782,6755,0.005,0,1,188.033,142,233,0.0,0,0,645.388,559,757,48.735,26,76
7,700047.607,699261,700755,9010.822,8367,9668,0.037,0,2,297.038,244,353,0.0,0,0,930.02,818,1040,77.034,49,113
8,695513.458,694427,696424,12815.028,12097,13694,0.089,0,2,454.142,384,551,0.001,0,1,1328.977,1201,1482,117.71,81,152
9,689184.517,687675,690481,18118.718,17088,19383,0.19,0,2,680.944,601,805,0.001,0,1,1883.207,1719,2074,176.534,134,221
10,680377.17,678360,682049,25487.433,24072,27129,0.379,0,3,1000.963,876,1168,0.004,0,1,2660.149,2431,2916,259.561,202,316
11,668172.888,665545,670624,35677.592,33524,37880,0.666,0,5,1453.604,1304,1639,0.018,0,1,3742.828,3449,4082,375.983,313,441
12,651379.521,647826,654778,49665.056,46725,52687,1.105,0,6,2092.318,1895,2342,0.046,0,2,5244.679,4893,5674,539.553,461,646
13,628480.631,623817,633089,68671.246,64864,72711,1.705,0,8,2986.555,2772,3285,0.068,0,2,7320.949,6837,7866,767.573,668,909
14,597695.943,591560,603945,94076.935,88997,99475,2.677,0,10,4236.734,3891,4576,0.129,0,2,10177.271,9481,10880,1085.526,955,1263
15,557059.328,549136,565494,127357.217,120562,133885,4.015,0,11,5972.632,5571,6512,0.223,0,3,14059.99,13135,14925,1526.018,1355,1740
16,504830.064,495003,516160,169637.261,160451,177377,5.89,0,15,8376.887,7800,9116,0.357,0,3,19255.071,18128,20391,2134.352,1941,2349
17,440112.288,428106,453749,221107.497,210275,230679,8.611,1,20,11669.75,10946,12561,0.546,0,4,26085.97,24565,27649,2966.897,2747,3190
18,363814.636,350343,379224,280153.739,268256,290402,12.381,1,25,16129.286,15156,17253,0.857,0,5,34809.446,32991,36614,4093.303,3813,4402
19,279857.346,265969,296022,342259.3,330583,352220,17.59,6,35,22087.605,20791,23373,1.319,0,6,45560.208,43364,47791,5593.053,5241,5987
20,195606.631,182292,211763,399820.578,389285,408785,24.749,9,43,29893.02,28160,31454,1.936,0,8,58177.953,55491,60802,7553.757,7076,8092
21,120706.901,109650,133947,443532.967,436472,449633,34.799,14,56,39870.129,37528,41894,2.856,0,9,72085.104,69266,74816,10051.935,9455,10634
22,63711.874,56221,72643,465948.453,463279,468258,48.605,27,74,52260.806,49468,54759,4.095,0,11,86214.945,83314,88703,13143.903,12497,13899
23,56624.795,49772,64762,436713.116,434827,438484,67.041,45,99,67114.457,63840,69851,5.922,0,15,99279.963,96791,101775,16821.297,16061,17696
24,49302.978,43214,56658,409995.354,408563,411440,90.922,56,128,84282.242,80568,87659,8.527,0,21,108390.876,106152,110748,21031.272,20089,21923
25,42216.367,36834,48651,385123.923,383539,386688,122.885,89,159,103117.612,98915,106899,12.089,3,25,114378.695,112048,116507,25574.84,24654,26509
26,35675.063,31080,41151,361649.032,359383,363651,162.304,115,207,123137.111,118774,127182,17.234,5,34,117877.677,116086,119631,30289.392,29282,31376
27,29834.286,25907,34558,339301.526,336486,342065,210.594,158,268,143957.117,139376,148253,24.26,9,43,119395.821,117844,120900,35014.583,33888,36138
28,24760.674,21391,28642,317927.46,314842,321052,266.333,205,315,165297.28,160292,169774,34.27,16,55,119340.309,118142,120714,39604.037,38522,40760
