age_group,day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max,type
0,99.0,56837.5683718593,56079.778894472365,57410.778894472365,6342.285653266333,5925.326633165829,6759.628140703518,489.8621507537689,432.24120603015075,552.9497487437186,1077182.335763819,1076273.9296482413,1078101.5778894473,557.3106934673367,487.286432160804,638.5979899497487,65426.417673366836,64605.9648241206,66327.0703517588,13159.966140703518,12892.819095477387,13430.391959798995,average
1,99.0,26378.77465326633,25988.829145728643,26648.165829145728,3196.545316582914,2972.0854271356784,3429.9899497487436,426.6634924623116,372.89447236180905,483.5678391959799,548719.7423316584,548175.4472361809,549262.5376884422,1085.833015075377,975.5175879396985,1208.0050251256282,421.2251155778895,379.75879396984925,466.66331658291455,12750.647743718593,12500.386934673366,13029.934673366834,average
2,99.0,27931.265447236176,27548.437185929648,28215.376884422112,3332.42875879397,3088.286432160804,3575.7236180904524,443.83195979899494,389.34170854271355,500.77386934673365,571644.6995527638,571151.0854271357,572159.0301507538,1131.5191256281407,1038.175879396985,1233.6733668341708,438.48827638190954,392.035175879397,486.08040201005025,13293.37488442211,13035.326633165829,13568.371859296483,average
3,99.0,33809.26258291457,33345.331658291456,34157.71356783919,4057.023190954774,3765.281407035176,4350.442211055276,475.89484924623105,419.88442211055275,537.8391959798995,694806.2249899497,694188.6482412061,695508.4371859296,2756.0046733668337,2589.291457286432,2915.236180904523,534.6782613065327,487.3115577889447,587.5527638190955,16183.526135678394,15883.301507537688,16509.854271356784,average
4,99.0,30266.11027638191,29873.5175879397,30566.08040201005,3558.700095477387,3295.43216080402,3819.9095477386936,492.9510100502512,435.964824120603,556.5075376884422,603392.0987638191,602776.3467336684,604041.0904522613,7847.1290150753775,7605.381909547738,8130.13567839196,469.38666834170857,424.7638190954774,515.2562814070352,14196.522824120602,13928.633165829146,14480.914572864322,average
5,99.0,28150.20531658291,27825.256281407033,28418.35175879397,3008.8975979899496,2817.467336683417,3197.904522613065,596.7342211055276,531.1809045226131,671.8040201005025,495924.9559849246,495288.00502512563,496614.69849246234,18313.056713567836,17910.959798994976,18665.447236180906,395.8172763819095,356.63819095477385,439.4321608040201,12007.180321608043,11762.40703517588,12262.56783919598,average
6,99.0,30710.133316582913,30347.552763819094,31003.75376884422,3166.6538492462314,2968.0100502512564,3366.256281407035,928.197,842.5427135678392,1015.427135678392,478960.3238994975,477811.3417085427,479957.93467336684,60924.447914572855,60155.86934673367,61966.33668341709,417.37172361809047,376.2110552763819,464.00502512562815,12638.086396984925,12381.4824120603,12909.64824120603,average
7,99.0,5786.959522613066,5671.929648241206,5901.597989949749,568.3065326633165,474.36180904522615,664.9246231155779,55.72757788944724,36.85427135678392,77.91959798994975,95820.62017587939,95622.69346733668,96023.12060301508,499.88808542713565,432.2211055276382,561.7738693467337,74.5463718592965,56.91959798994975,94.36180904522612,2259.2315728643216,2158.462311557789,2365.326633165829,average
,,29983.784935929645,29585.079145728647,30290.227386934675,3403.8551243718593,3163.281407035176,3645.597361809045,488.7327826633166,432.6130653266332,549.5986180904522,570806.3751827889,570160.9371859296,571458.5533919598,11639.39865452261,11399.337939698493,11914.900753768843,8522.241420854274,8384.950376884422,8672.552763819096,12061.067002512564,11817.852386934674,12319.626256281408,aoa
,,13848.282839976491,13673.696315112411,13974.189255528538,1575.9645686749516,1485.1141697519834,1666.4169380709857,238.54894032615908,220.38766818737653,256.7245976271973,270712.63606140733,270555.58970842726,270882.9794886817,20824.245619307672,20587.693359965368,21148.48611346953,22993.16567334992,22717.07765048791,23296.403620208697,4160.5006128542,4100.722794178651,4225.202356518,std
