age_group,day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max,type
0,99.0,130251.16991457286,128695.0,131855.6984924623,84272.67078894473,82204.66331658291,86341.13567839196,850.5093065326633,771.3366834170854,934.3366834170854,911818.033758794,910019.095477387,913640.1909547739,732.6568391959796,648.0653266331658,805.3819095477387,30804.539668341706,30235.00502512563,31402.889447236183,44646.20788944723,43814.60301507538,45459.65829145729,average
1,99.0,60735.71488944724,59925.30150753769,61549.9648241206,42461.37424623116,41311.98492462312,43556.030150753766,441.818391959799,386.0150753768844,502.89447236180905,465932.225839196,464934.7688442211,466949.22110552766,916.6285427135679,823.7839195979899,1008.6281407035176,712.2208844221105,646.6231155778894,780.4572864321608,27724.848668341707,27169.015075376883,28327.989949748742,average
2,99.0,64640.54847236181,63748.5527638191,65527.66331658291,44270.166170854274,43081.13065326633,45435.89447236181,466.67399497487435,409.1507537688442,530.3668341708543,484436.8282713568,483318.7286432161,485590.73869346734,955.2692763819094,850.427135678392,1050.2311557788944,742.3858994974876,674.3266331658291,811.0201005025126,28904.614085427136,28282.683417085427,29492.49246231156,average
3,99.0,78175.34711557788,77072.70854271356,79279.28140703517,53894.631266331664,52523.68844221105,55289.246231155776,498.1749798994975,438.13065326633165,562.3517587939698,589183.4527788946,587891.4974874372,590441.703517588,2331.0478190954773,2183.311557788945,2464.140703517588,904.5572512562815,824.3517587939698,983.748743718593,35190.03598994975,34478.5175879397,35888.73366834171,average
4,99.0,70373.51331155779,69447.40703517589,71304.3567839196,47277.75305025125,46093.91959798995,48533.60301507538,524.764864321608,463.96984924623115,588.9597989949749,510392.7215829146,509204.0904522613,511520.1608040201,6614.458371859297,6383.35175879397,6857.849246231156,793.6273768844221,721.3316582914573,866.9195979899497,30870.038371859297,30248.793969849245,31512.21608040201,average
5,99.0,66225.84687437187,65454.66331658291,66996.97487437187,39985.83191959799,38941.150753768845,40995.86934673367,678.730824120603,605.5326633165829,756.1105527638191,415069.48034673376,413980.45728643215,416161.4522613065,15260.634381909545,14910.306532663317,15639.944723618091,670.6802814070351,607.0301507537688,740.4020100502513,26107.93576884422,25583.874371859296,26660.26633165829,average
6,99.0,72409.12073366833,71621.48743718593,73226.04020100503,42085.19434170854,41045.33668341709,43110.90452261306,1079.8151809045228,993.1407035175879,1173.0402010050252,399338.38583417085,397978.0,400602.391959799,50542.33867336683,49889.76884422111,51456.175879396986,705.7041256281408,636.391959798995,778.0904522613065,27480.0478040201,26900.587939698493,28037.020100502512,average
7,99.0,12127.275085427138,11889.366834170854,12354.708542713568,7528.610628140704,7162.587939698493,7898.020100502513,68.12836180904522,45.02512562814071,93.57286432160804,80934.97305527638,80634.17085427136,81241.42713567839,421.0128190954774,353.7035175879397,472.8542713567839,126.37424120603015,100.49748743718592,156.7788944723618,4912.588296482412,4724.778894472362,5110.266331658291,average
,,69367.31704962312,68481.81092964824,70261.83605527639,45222.02905150754,44045.55778894472,46395.0879396985,576.0769880653265,514.037688442211,642.7041457286432,482138.2626834172,480995.1011306533,483268.4108040201,9721.755840452259,9505.339824120603,9969.400753768843,4432.511216080401,4305.69472361809,4565.038316582914,28229.53960929648,27650.3567839196,28811.08040201005,aoa
,,32021.93014137312,31662.748599119193,32397.520613786306,20945.40929306653,20479.969737742143,21415.3082228817,301.4988566103646,282.7786391726316,321.20830427976523,229741.3864868945,229352.8734558799,230136.1598558473,17250.119237443963,17054.347434815518,17539.05409183831,10658.41507368552,10479.229562507442,10846.91690791197,11176.386707448595,10991.585504062623,11352.884544381888,std
