day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max
0,600961.156,600930,600992,81.725,55,111,0.0,0,0,0.0,0,0,0.0,0,0,11.594,1,25,0.0,0,0
1,600851.186,600803,600902,156.831,112,200,0.0,0,0,2.324,0,13,0.0,0,0,30.388,9,48,0.404,0,3
2,600725.26,600656,600791,233.697,179,288,0.0,0,0,8.444,1,20,0.0,0,0,54.117,29,81,1.566,0,7
3,600578.057,600504,600648,316.576,262,388,0.0,0,0,19.33,6,35,0.0,0,0,82.252,49,126,3.642,0,11
4,600402.554,600291,600483,411.455,343,485,0.0,0,0,35.876,18,61,0.0,0,0,114.562,79,163,7.015,0,16
5,600192.778,600081,600286,523.041,440,594,0.015,0,1,59.162,34,94,0.0,0,0,151.033,106,203,11.864,2,25
6,599939.311,599819,600059,656.256,570,744,0.14,0,3,90.338,60,133,0.0,0,0,193.325,149,249,18.031,6,33
7,599633.712,599480,599776,816.349,704,935,0.464,0,4,130.626,92,172,0.001,0,1,242.552,186,305,25.501,10,42
8,599261.435,599071,599428,1012.041,897,1132,1.058,0,8,181.92,130,236,0.004,0,1,300.631,244,363,34.035,14,51
9,598804.682,598584,599024,1254.092,1108,1388,1.915,0,8,246.689,193,309,0.01,0,1,370.256,301,455,44.055,21,64
10,598244.202,597998,598511,1554.566,1403,1702,3.156,0,10,326.926,270,388,0.025,0,1,453.751,383,546,55.789,34,80
11,597553.957,597271,597855,1927.338,1753,2107,4.805,0,13,425.444,350,498,0.05,0,2,555.551,475,654,69.931,42,100
12,596700.512,596373,596994,2391.033,2204,2582,6.883,0,15,546.806,461,623,0.091,0,2,680.376,583,775,86.894,57,122
13,595645.638,595294,595977,2968.135,2734,3201,9.487,1,20,696.079,592,785,0.148,0,2,833.714,717,940,107.53,79,146
14,594338.425,593913,594764,3687.587,3428,3971,12.736,3,25,879.085,760,991,0.235,0,3,1023.457,887,1156,132.714,93,184
15,592713.058,592218,593196,4585.192,4281,4890,16.703,4,31,1104.34,984,1242,0.344,0,4,1258.751,1105,1409,163.315,123,217
16,590694.056,590027,591344,5702.787,5287,6118,21.518,6,35,1381.8,1244,1541,0.499,0,4,1552.184,1425,1722,200.949,152,249
17,588184.193,587416,589011,7099.907,6580,7585,27.515,14,46,1725.067,1568,1910,0.725,0,5,1914.474,1729,2139,247.642,182,293
18,585062.564,584088,586028,8838.536,8287,9502,34.812,18,59,2148.625,1962,2370,0.993,0,7,2367.947,2183,2603,305.141,249,362
19,581183.735,579937,582288,11001.014,10224,11857,43.751,27,75,2672.77,2458,2926,1.353,0,7,2930.429,2709,3190,376.86,305,437
20,576371.769,574866,577844,13680.37,12713,14665,54.671,32,89,3318.872,3052,3613,1.816,0,7,3635.127,3334,3926,466.394,389,550
21,570424.818,568656,572291,16982.543,15781,18100,67.926,42,99,4121.429,3846,4458,2.426,0,9,4508.152,4194,4865,577.57,486,667
22,563094.964,560947,565425,21033.065,19657,22317,83.847,53,112,5115.791,4767,5517,3.218,0,10,5591.433,5174,6047,715.024,621,819
23,556197.639,553593,558807,23889.794,22406,25367,102.966,61,136,6349.813,5959,6780,4.21,0,11,6917.48,6441,7429,886.011,792,991
24,547735.331,544690,550836,27762.924,26132,29471,126.022,84,162,7877.054,7370,8429,5.551,0,14,8311.507,7734,8855,1096.509,957,1227
25,537921.262,534279,541634,32245.065,30322,34101,154.233,117,196,9715.181,9095,10340,7.471,1,17,9875.793,9182,10577,1347.622,1189,1490
26,526840.724,522603,531212,37136.183,35004,39401,187.501,146,245,11911.186,11201,12752,10.158,1,21,11644.772,10818,12400,1644.018,1497,1802
27,514510.485,509876,519696,42332.231,39903,44861,226.777,171,276,14513.113,13663,15583,13.793,4,26,13632.293,12597,14516,1985.83,1828,2200
28,500928.02,495492,506800,47788.145,45162,50442,272.698,211,319,17580.371,16530,18763,18.736,7,35,15817.061,14665,16869,2375.615,2168,2601
29,486085.706,480127,492674,53456.507,50697,56117,324.628,267,376,21158.548,19840,22402,25.478,11,48,18198.871,16857,19430,2819.374,2605,3041
30,469991.456,463448,477488,59292.872,56068,62181,380.661,325,438,25302.446,23714,26855,34.482,17,55,20755.058,19382,21963,3322.014,3061,3585
31,452675.003,445500,461106,65230.903,61592,68211,440.787,371,506,30055.383,28133,31735,46.758,28,74,23483.263,22062,24741,3884.835,3558,4178
32,434177.79,426596,443418,71199.012,67494,74035,503.386,430,576,35468.907,33270,37522,62.582,41,90,26359.091,24766,27761,4507.888,4147,4865
33,414586.426,406457,424566,77111.717,73326,80005,567.054,493,645,41588.063,39044,43892,83.065,57,120,29351.543,27616,30791,5191.286,4825,5554
34,394016.252,385250,404697,82877.469,79147,86136,629.95,556,702,48457.593,45464,51079,109.322,80,154,32420.051,30633,33913,5934.784,5569,6334
35,372630.203,363667,384122,88352.713,84562,91365,690.696,600,782,56100.256,52701,59227,141.345,108,187,35549.602,33650,37191,6735.899,6268,7207
36,350613.855,341061,362389,93400.218,89856,96132,747.615,656,847,64549.146,60624,67895,180.58,136,230,38694.742,36840,40351,7588.417,7098,8023
37,328186.635,318643,340226,97891.778,94767,100401,800.272,709,901,73826.973,69511,77539,227.632,177,281,41785.132,39937,43665,8494.198,7956,9025
38,305568.041,295624,317818,101715.107,98981,103826,847.205,761,955,83930.027,79079,88023,283.384,227,341,44777.758,42901,46854,9436.77,8926,10022
39,283012.414,273059,295340,104736.554,102607,106700,888.028,794,996,94860.045,89542,99301,347.919,281,413,47611.17,45667,49545,10413.451,9901,10934
40,260777.807,251039,273150,106863.373,105023,108406,922.394,837,1030,106590.375,100792,111454,422.475,342,504,50220.099,48246,51749,11414.008,10896,11921
41,239098.324,229544,251062,108025.605,106847,109136,951.713,869,1067,119088.284,112886,124184,506.61,414,595,52551.203,50590,54158,12425.298,11894,12963
42,218211.456,208815,229636,108160.408,107135,109178,976.569,890,1070,132294.14,125507,137720,600.211,495,689,54552.469,53024,56016,13440.83,12839,14062
43,198303.787,189266,209260,107302.93,106249,108217,997.44,913,1095,146149.966,139169,151803,703.871,581,803,56166.061,54734,57496,14438.645,13797,15085
44,179519.847,171022,190178,105485.724,104347,106735,1015.595,935,1108,160578.33,153070,166601,817.13,691,912,57356.223,56318,58610,15412.588,14797,16141
45,161991.414,154387,171901,102764.346,101240,104199,1031.504,937,1142,175497.661,167655,181994,939.908,810,1045,58085.605,57058,59014,16346.729,15689,17155
46,145791.715,138747,154842,99237.986,97245,101261,1045.343,946,1155,190806.243,182520,197443,1071.867,956,1183,58354.243,57489,59323,17222.365,16558,17853
47,130948.411,124493,139293,95024.842,93031,97418,1057.97,968,1172,206399.139,197815,212981,1212.043,1085,1331,58161.776,57369,59137,18029.147,17301,18547
48,117459.095,111726,125001,90271.403,88185,92936,1070.633,987,1173,222173.05,213516,228793,1360.755,1220,1475,57515.628,56557,58357,18747.289,18027,19266
49,105291.563,100041,112094,85106.919,82652,88134,1081.871,997,1193,238028.56,229394,244740,1518.163,1360,1646,56445.922,55169,57278,19374.699,18668,19957
50,94384.374,89571,100708,79672.646,77196,83009,1093.167,990,1195,253850.614,245085,260477,1683.374,1522,1834,54991.941,53901,55836,19903.491,19359,20415
51,84660.323,80360,90186,74097.512,71573,77628,1102.723,999,1209,269542.499,260388,275911,1853.583,1660,2029,53199.942,52165,54303,20338.43,19681,20873
52,76032.27,72226,80929,68498.607,65860,72262,1111.934,1011,1222,285011.635,275892,291515,2028.068,1808,2198,51115.606,50065,52249,20668.785,19962,21200
53,68395.455,65010,72726,62982.865,60624,66516,1121.453,1029,1220,300184.77,291219,306766,2207.666,1986,2384,48795.546,47517,49985,20893.369,20363,21382
54,61661.928,58576,65438,57619.415,55258,60928,1129.537,1039,1209,314980.061,306304,321342,2391.204,2181,2585,46300.883,45043,47712,21019.808,20539,21468
55,55734.441,52948,59062,52483.606,50270,55643,1137.245,1042,1223,329348.101,320976,335414,2577.325,2365,2748,43675.449,42232,45163,21045.814,20507,21551
56,50521.301,48061,53524,47624.264,45424,50493,1144.226,1046,1250,343213.608,334951,349201,2765.207,2542,2934,40989.994,39598,42688,20981.707,20519,21512
57,45933.678,43780,48562,43062.993,41178,45714,1151.172,1048,1242,356559.019,348440,362276,2953.429,2732,3135,38284.886,36825,40113,20835.15,20362,21315
58,41906.574,39936,44167,38821.416,36964,41294,1157.655,1046,1252,369360.663,361473,374909,3141.358,2928,3329,35582.85,34172,37530,20606.151,20159,21045
