age_group,day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max,type
0,99.0,247625.32845226125,244575.29145728642,251103.8391959799,32893.365738693465,31670.130653266333,34125.37185929648,1283.157623115578,1182.8391959798994,1378.5678391959798,898370.9875226129,894885.3869346734,901520.824120603,414.68006532663316,359.8492462311558,476.9396984924623,15659.409718592964,15037.819095477387,16271.306532663317,12645.178316582915,12233.778894472362,13065.643216080402,average
1,99.0,116316.9591155779,114724.20603015076,118173.36180904522,16624.219080402007,15948.0,17308.386934673366,426.36043216080407,370.03015075376885,483.3115577889447,467005.10669849237,465224.72361809044,468619.16582914576,333.51292964824125,287.78391959798995,386.3718592964824,9621.988005025127,9225.316582914573,10033.849246231155,5014.534633165829,4795.959798994975,5230.934673366834,average
2,99.0,127807.33101507538,126039.10050251256,129796.08542713568,17279.180819095476,16595.643216080403,17984.195979899498,451.7111407035176,394.04522613065325,517.5276381909548,480512.70294974884,478576.2512562814,482255.96482412063,342.41112060301504,290.04522613065325,398.09045226130655,10001.695788944726,9588.497487437186,10423.03015075377,5211.106221105527,4979.175879396985,5436.010050251256,average
3,99.0,157346.77154271357,155208.53768844221,159825.7185929648,21008.575623115576,20175.256281407033,21863.05025125628,483.14377889447235,421.21608040201005,551.9798994974874,582978.698603015,580497.904522613,585095.7336683417,831.6587085427136,754.9849246231156,913.9798994974874,12158.814095477386,11656.005025125629,12669.150753768845,6335.718256281407,6082.527638190954,6593.824120603015,average
4,99.0,132638.5687286432,130900.63316582915,134549.84924623117,18503.607447236183,17784.51256281407,19202.0351758794,501.6304271356784,441.0603015075377,568.6331658291457,514802.8365527639,512836.6582914573,516516.17085427133,2397.8915477386936,2266.2663316582916,2538.005025125628,10710.119969849247,10279.005025125629,11141.542713567838,5580.963432160804,5356.326633165829,5811.256281407035,average
5,99.0,124787.72454773869,123309.13567839196,126528.4120603015,15530.947296482413,14943.582914572864,16149.819095477387,642.4261206030151,573.7085427135678,715.9547738693467,419543.7459648241,417781.75376884424,421029.7688442211,5452.372748743718,5253.884422110553,5668.613065326633,8988.480964824119,8620.964824120603,9367.10552763819,4684.3038542713575,4483.974874371859,4886.608040201005,average
6,99.0,136689.07718090454,135101.824120603,138457.21608040202,16292.632346733668,15679.331658291458,16897.472361809047,1014.1396733668342,923.5628140703518,1105.5226130653266,423882.2539447236,422102.7336683417,425485.24623115576,17956.22344723618,17510.929648241206,18336.145728643216,9428.701175879396,9073.125628140704,9783.738693467336,4913.207020100502,4711.557788944724,5127.321608040201,average
7,99.0,17031.30673366834,16791.49246231156,17323.40703517588,2960.249819095477,2769.3366834170856,3153.592964824121,72.38706532663316,50.085427135678394,96.59798994974874,86179.63178894474,85850.93969849247,86496.60301507538,162.28786934673366,127.49748743718592,199.19597989949747,1711.8347286432163,1606.1859296482412,1824.4371859296482,892.8032060301507,823.9145728643216,968.7437185929648,average
,,132530.38341457286,130831.27763819095,134469.73618090453,17636.597271356783,16945.724246231155,18335.490577889446,609.3695326633166,544.5684673366834,677.2619346733668,484159.4955031407,482219.54396984924,485877.43467336684,3486.379804648241,3356.4051507537692,3614.667713567839,9785.130555904523,9385.864949748746,10189.270100502512,5659.726867462312,5433.402010050251,5890.042713567839,aoa
,,62752.54549509367,61984.15904175397,63623.993828033956,8173.815011647147,7888.888042908594,8460.22921684825,376.6698670245707,353.6421679754799,397.2283482918723,223216.58104835686,222346.43799762288,223993.26455854846,6115.365766205274,5977.708263777178,6229.79673287806,3909.885797082684,3763.9064108255648,4052.114752022222,3253.7788277443706,3161.259464523992,3347.475288224766,std
