age_group,day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max,type
0,99.0,84167.07329648241,83410.11557788945,84932.3768844221,40753.92428140704,39782.9648241206,41698.42211055276,872.4422110552764,789.643216080402,956.2261306532663,1019172.112281407,1018192.824120603,1020184.216080402,822.988231155779,722.2160804020101,919.3316582914573,20771.148834170854,20412.72864321608,21148.130653266333,70313.58263316583,69470.86934673367,71234.29648241206,average
1,99.0,39390.244728643214,39000.59798994975,39833.3567839196,20536.843592964826,19991.256281407033,21085.497487437187,402.4073467336683,350.50251256281405,457.6532663316583,516126.81985929655,515575.2261306533,516755.75376884424,838.6649246231157,749.6683417085427,931.1507537688442,10127.656226130654,9893.366834170854,10376.201005025127,35693.43698492462,35175.62814070352,36194.68844221105,average
2,99.0,41775.30112562814,41375.16582914573,42181.824120603014,21409.021613065328,20854.653266331658,21960.391959798995,417.3019547738693,362.9497487437186,471.4422110552764,537391.203201005,536798.3015075377,537977.7236180905,874.0953567839194,781.6582914572864,960.8090452261307,10558.365075376883,10326.341708542714,10797.8391959799,37210.59697487437,36703.53768844221,37721.68844221105,average
3,99.0,50523.38037688442,50051.452261306535,51026.959798994976,26065.24017085427,25415.346733668342,26709.422110552765,447.8034371859297,394.1356783919598,502.58793969849245,653554.7867135678,652855.472361809,654240.8592964824,2129.4480552763816,1994.9346733668342,2286.2713567839196,12855.067457286434,12587.231155778894,13126.361809045226,45301.074839195986,44718.10552763819,45898.56281407035,average
4,99.0,45561.68787939699,45120.88944723618,45989.391959798995,22863.803256281408,22283.070351758794,23430.105527638192,457.6910402010051,399.321608040201,514.9748743718593,567822.326482412,567148.1859296482,568540.0502512563,6057.985577889447,5801.894472361809,6264.994974874372,11274.695271356783,11025.552763819096,11515.281407035176,39740.09433165829,39210.68844221105,40296.10050251256,average
5,99.0,42930.984336683425,42569.68844221105,43310.582914572864,19334.3802160804,18849.4824120603,19787.924623115578,529.0860452261306,467.1758793969849,594.4070351758794,466753.3762663317,466045.36180904525,467515.0552763819,14081.29071356784,13736.266331658291,14420.070351758794,9537.09336683417,9323.075376884422,9757.48743718593,33611.1864321608,33149.67336683417,34074.74371859297,average
6,99.0,46969.61016080401,46593.01005025126,47359.48743718593,20350.03909045226,19872.81407035176,20810.874371859296,813.8032763819094,737.7286432160804,892.427135678392,457294.1634170854,456409.44221105526,458263.8592964824,46775.61247738692,46143.497487437184,47379.33668341709,10038.570648241206,9804.195979899498,10267.27135678392,35376.46465326633,34894.91959798995,35873.09547738694,average
7,99.0,10291.300396984923,10130.86432160804,10456.603015075378,3643.9265175879395,3428.597989949749,3858.577889447236,45.254336683417094,29.462311557788944,64.46231155778895,87928.5052964824,87704.24120603016,88151.72864321608,377.8186683417086,312.9246231155779,429.1005025125628,1794.8032261306532,1696.9899497487438,1891.140703517588,6323.699005025125,6138.984924623115,6518.582914572864,average
,,45201.19778768845,44781.47298994975,45636.322864321606,21869.647342336684,21309.773241206032,22417.652010050253,498.22370603015077,441.3649497487437,556.7726130653267,538255.4116896985,537591.1319095477,538953.6557788944,8994.73800062814,8780.382537688442,9198.883165829146,10869.675013190954,10633.68530150754,11109.964195979901,37946.26698178392,37432.800879396986,38476.469849246234,aoa
,,20068.742808668176,19906.63814614607,20230.678662189664,10128.527539258333,9920.122265808403,10331.039247524013,257.92520879356334,238.40612106760227,277.1801389900709,256459.6961053687,256272.81257456265,256648.65920595065,15957.6196470548,15768.77876898049,16138.158214796136,5177.041631956934,5106.192269172784,5252.982674161058,17468.151442941282,17289.09636733956,17666.389538013944,std
