age_group,day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max,type
0,99.0,157807.29585427136,156449.60301507538,159378.83417085427,36177.891904522614,35329.778894472365,36997.30150753769,821.2954723618092,742.1306532663317,903.5125628140704,911325.4229346733,909769.6180904523,912992.1909547739,461.56248241206026,402.7537688442211,524.2462311557789,82620.35185427136,81499.4824120603,83719.95477386935,33769.2394321608,33172.46231155779,34377.608040201005,average
1,99.0,71451.02632160803,70670.6231155779,72195.68844221106,18237.05050251256,17791.206030150755,18708.527638190953,515.5695628140703,453.1256281407035,582.1306532663317,468377.3508944724,467503.8140703518,469325.3216080402,677.7597185929648,595.8190954773869,775.070351758794,23215.03613567839,22771.562814070352,23658.085427135677,24306.81483417086,23841.819095477385,24786.819095477385,average
2,99.0,77446.40707035175,76586.41708542714,78295.92462311558,19008.630381909545,18503.773869346733,19502.47738693467,544.084,481.76884422110555,611.1507537688442,485377.6327336683,484453.1859296482,486404.5879396985,700.6860000000001,628.8140703517588,782.8291457286432,24202.15542211055,23702.889447236183,24667.96984924623,25333.665412060298,24834.180904522615,25852.54271356784,average
3,99.0,93834.83865829147,92834.00502512563,94872.55778894473,23139.997407035182,22573.72864321608,23726.42713567839,584.2871658291457,516.3618090452261,650.9748743718593,590584.3954572865,589340.7989949749,591772.5175879397,1704.5700603015077,1562.1507537688442,1823.7788944723618,29464.10020100503,28917.18592964824,29998.527638190953,30841.366527638187,30243.80904522613,31434.46231155779,average
4,99.0,83150.10682914572,82351.27135678392,84004.20100502513,20303.599547738693,19788.633165829146,20811.53768844221,599.1726834170854,525.3869346733668,673.035175879397,513761.28727135673,512763.75376884424,514760.7487437186,4859.903190954775,4679.653266331658,5039.030150753769,25849.62158291457,25376.8391959799,26315.56783919598,27062.57712060301,26567.32663316583,27571.653266331658,average
5,99.0,79736.59669849246,79073.8040201005,80445.06030150753,17157.85027638191,16759.145728643216,17555.688442211056,744.9196733668342,662.9849246231156,822.7889447236181,417909.4272713568,416890.47236180905,418759.4974874372,11153.155487437187,10829.698492462312,11488.070351758794,21842.508809045223,21406.386934673366,22264.06030150754,22870.211447236183,22436.6783919598,23318.50753768844,average
6,99.0,88049.12814572864,87358.90452261307,88763.88944723619,18048.07920603015,17648.19095477387,18441.170854271357,1183.1061557788944,1083.1608040201006,1284.6231155778894,410316.95638693473,409251.7638190955,411329.36180904525,36839.348015075375,36302.70854271357,37379.68844221105,22972.45955778894,22529.376884422112,23426.03015075377,24058.657336683416,23642.552763819094,24503.206030150755,average
7,99.0,14394.225899497487,14206.70351758794,14612.371859296483,3239.083934673367,3062.251256281407,3419.100502512563,62.39743718592965,40.537688442211056,88.2462311557789,81083.76112562815,80797.21105527638,81366.18090452261,308.8949145728643,265.40201005025125,357.713567839196,4114.064286432161,3945.1306532663316,4289.62311557789,4307.440557788946,4140.221105527638,4479.35175879397,average
,,83233.70318467336,82441.41645728644,84071.06595477386,19414.022895100505,18932.088567839197,19895.27889447236,631.8540188442212,563.1821608040201,702.0577889447236,484842.0292594221,483846.3272613066,485838.800879397,7088.234983668342,6908.375,7271.303391959798,29285.03723115578,28768.606783919597,29792.477386934675,24068.746583542714,23609.881281407033,24540.518844221104,aoa
,,38950.935730431665,38636.69027298216,39319.195954750714,8990.756454531864,8804.1089071232,9169.916997058548,316.5411166083608,294.6861239322854,337.51304933668774,229045.20073574036,228704.2451610102,229421.89923275507,12577.58113952464,12413.623747867288,12742.372436904703,22828.516866079455,22561.131792188837,23089.26716172043,8803.67994438313,8670.115183523556,8937.958822761964,std
