day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max
0,665181.871,665134,665228,244.498,199,292,0.0,0,0,0.0,0,0,0.0,0,0,14.568,5,32,0.0,0,0
1,664863.606,664776,664944,516.22,442,597,0.0,0,0,1.782,0,8,0.0,0,0,40.528,18,64,0.513,0,4
2,664449.099,664341,664565,859.407,754,952,0.0,0,0,6.775,0,18,0.0,0,0,77.645,49,104,1.973,0,8
3,663893.566,663731,664036,1312.918,1191,1452,0.0,0,0,16.357,4,37,0.0,0,0,128.263,91,165,4.735,0,13
4,663138.465,662914,663334,1924.673,1757,2140,0.0,0,0,32.114,14,54,0.0,0,0,197.007,155,240,9.526,1,20
5,662110.735,661788,662394,2753.6,2523,3045,0.009,0,1,56.313,34,82,0.0,0,0,290.164,240,344,17.156,6,33
6,660710.16,660258,661111,3878.959,3559,4230,0.068,0,2,92.8,61,126,0.0,0,0,416.546,352,479,28.262,14,48
7,658806.462,658262,659331,5406.791,4950,5844,0.218,0,4,145.3,106,193,0.001,0,1,588.131,516,676,43.374,24,66
8,656223.197,655512,656857,7475.636,6922,8078,0.559,0,6,220.375,168,277,0.001,0,1,820.355,725,933,63.583,39,93
9,652724.082,651707,653616,10273.728,9533,11112,1.137,0,7,327.276,261,392,0.002,0,1,1133.288,1003,1273,90.592,59,122
10,647993.745,646592,649265,14046.786,13016,15278,2.035,0,11,475.407,393,563,0.004,0,1,1559.845,1372,1701,126.941,92,183
11,641612.589,639764,643312,19129.512,17713,20629,3.382,0,11,678.623,586,789,0.007,0,1,2136.812,1950,2340,176.965,134,230
12,633039.845,630632,635307,25943.86,24046,27888,5.19,0,15,959.555,824,1069,0.019,0,1,2914.6,2698,3171,244.417,190,304
13,621580.528,618432,624636,35027.715,32463,37557,7.8,0,18,1343.761,1168,1479,0.034,0,1,3962.684,3614,4282,335.863,272,408
