age_group,day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max,type
0,99.0,73919.3430603015,73386.17085427136,74498.57788944723,7146.974346733669,6884.814070351758,7397.396984924623,624.8906432160804,568.2462311557789,685.427135678392,1073225.1944271356,1072429.5326633167,1074082.8944723618,820.0121457286432,733.7185929648241,924.3015075376884,34399.874462311556,33880.41206030151,34880.20100502513,57136.211336683424,56403.88944723618,57853.8391959799,average
1,99.0,34465.607452261305,34182.50753768844,34750.14070351759,3602.6191055276386,3459.924623115578,3747.9497487437184,259.50528140703517,222.01507537688443,299.678391959799,541466.9480603015,540945.0703517587,541968.4472361809,735.1281256281405,653.9095477386935,829.2713567839196,23516.11955778894,23130.311557788944,23911.19095477387,25533.543402010055,25162.869346733667,25896.78391959799,average
2,99.0,36592.099075376886,36316.84422110553,36887.29145728643,3755.7547939698493,3612.4422110552764,3905.427135678392,266.722608040201,229.58291457286433,306.42713567839195,563857.5670653267,563351.3165829146,564356.91959799,765.7051005025129,680.0050251256281,852.4824120603015,24516.03283919598,24119.577889447235,24917.67336683417,26619.485386934673,26258.75376884422,26980.773869346733,average
3,99.0,44242.15305025125,43902.23115577889,44577.41206030151,4572.058261306533,4398.603015075377,4752.025125628141,287.8558341708542,248.52763819095478,329.1206030150754,685862.7617437188,685261.8894472362,686475.4120603015,1866.3561306532663,1730.1356783919598,1988.467336683417,29840.50724623116,29398.442211055277,30298.125628140704,32408.094859296485,31969.00502512563,32856.08542713568,average
4,99.0,39973.01559296482,39656.98492462312,40290.633165829146,4010.4520954773866,3849.311557788945,4174.683417085427,290.0835577889447,252.33668341708542,332.5326633165829,596780.7013668342,596147.7336683417,597364.9547738694,5310.16240201005,5095.562814070352,5539.201005025126,26183.78078894472,25766.613065326634,26615.81407035176,28427.31998994975,28028.78391959799,28829.874371859296,average
5,99.0,38462.972788944724,38152.040201005024,38761.6783919598,3388.3530502512567,3262.8492462311556,3517.1356783919596,335.35795979899495,290.19095477386935,383.60804020100505,492176.0949447236,491543.7185929648,492840.27638190956,12335.252939698494,11982.336683417085,12610.829145728643,22133.95690954774,21769.402010050253,22508.02512562814,24034.045889447232,23697.834170854272,24389.94974874372,average
6,99.0,43056.131512562824,42681.38693467337,43438.763819095475,3562.1198040201007,3418.3768844221104,3702.381909547739,530.9585175879397,473.93467336683415,591.9597989949749,487412.40149748744,486587.70854271355,488375.66834170854,40922.14942713568,40254.31155778895,41538.57788944724,23278.89098994975,22861.824120603014,23640.42713567839,25272.06364824121,24914.24623115578,25641.97487437186,average
7,99.0,9122.31283919598,9030.180904522613,9214.804020100502,641.9362964824121,585.9095477386935,701.4673366834171,29.74506532663317,18.613065326633166,43.87437185929648,92733.08297989951,92534.74874371859,92923.9296482412,332.41730150753773,277.1859296482412,389.86934673366835,4166.507532663316,4011.43216080402,4330.698492462311,4524.2764824120595,4397.477386934674,4656.422110552764,average
,,39979.204421482405,39663.543341708544,40302.412688442215,3835.033469221106,3684.028894472362,3987.308417085427,328.13993341708544,287.9309045226131,371.5785175879397,566689.3440106784,566100.2148241206,567298.5628140704,7885.897946608041,7675.895728643217,8084.125000000001,23504.458790829147,23117.251884422112,23887.769472361808,27994.380124371863,27604.1074120603,28388.21293969849,aoa
,,17630.704592955008,17510.075418544384,17763.502805158467,1775.7536017711263,1718.9953222566905,1828.8012981332781,181.20306633713724,167.4515883740306,195.42816169691702,269603.4507324361,269459.04389973526,269759.6518695868,13953.353085059023,13748.217021501561,14135.665871672545,8807.004454122825,8703.342555520152,8903.238519752394,14396.436628661046,14230.107655599764,14556.755973834606,std
