age_group,day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max,type
0,99.0,171935.2402512563,170432.02512562813,173381.96984924623,58951.765477386936,57688.05025125628,60210.788944723616,1788.5061256281406,1677.854271356784,1898.2914572864322,889294.2956281408,887584.5728643216,891045.904522613,408.44310050251255,357.99497487437185,468.19095477386935,79485.31702512562,78423.39195979899,80574.79396984924,11935.03916080402,11634.70351758794,12247.201005025127,average
1,99.0,81755.74933165828,80856.72864321608,82610.60804020101,29704.81334170854,28941.21608040201,30476.24623115578,329.9621859296483,279.286432160804,382.9145728643216,452063.8976733668,451064.17085427133,453116.7638190955,179.42654271356784,139.15577889447235,222.89949748743717,60068.15689447237,59135.89447236181,61002.88944723618,2608.675834170854,2482.256281407035,2735.1608040201004,average
2,99.0,87856.49891959799,86876.95477386935,88667.18592964824,30966.710145728644,30201.618090452263,31763.9648241206,346.930135678392,293.3115577889447,401.61306532663315,468684.0039346733,467697.5778894472,469782.0150753769,187.1260150753769,147.93467336683418,233.6281407035176,62622.133572864324,61713.522613065325,63595.68844221105,2719.423603015075,2592.4472361809044,2854.386934673367,average
3,99.0,106932.99367336683,105718.92462311558,107940.75879396984,37699.15259296482,36795.07537688442,38618.959798994976,371.3070703517588,313.1507537688442,427.5075376884422,570436.3912211055,569196.487437186,571766.5728643216,454.8496331658292,386.90452261306535,515.7336683417085,76237.21517587939,75090.21608040201,77385.21105527638,3310.607221105528,3166.422110552764,3463.924623115578,average
4,99.0,94399.9951356784,93463.94974874372,95190.4824120603,33074.4070201005,32310.72864321608,33873.78391959799,386.4985527638191,332.8743718592965,443.2814070351759,498842.00077386934,497715.70854271355,500004.1859296482,1297.1136130653267,1202.035175879397,1410.4221105527638,66878.7938643216,65947.13567839196,67941.75376884422,2904.1757085427134,2770.407035175879,3037.8492462311556,average
5,99.0,87529.44002512562,86823.83417085427,88127.96984924623,27968.765336683413,27367.40703517588,28567.57286432161,482.9856532663316,419.8291457286432,548.2562814070352,412177.1586231156,411296.5527638191,413074.84924623114,2988.8335979899493,2832.7989949748744,3145.3668341708544,56557.54785929649,55799.115577889446,57350.21608040201,2456.296130653266,2337.8492462311556,2582.281407035176,average
6,99.0,95041.46217587941,94241.21608040201,95705.72361809046,29440.377844221104,28825.291457286432,30097.32663316583,757.4582261306533,681.0402010050251,836.9748743718593,423943.0939296482,422998.11557788943,424925.6030150754,9892.38003517588,9604.462311557789,10178.221105527638,59522.72028643216,58720.452261306535,60348.59798994975,2585.4671909547737,2464.105527638191,2714.0502512562816,average
7,99.0,11398.603281407035,11029.96984924623,11800.396984924622,5268.7573969849245,4790.527638190954,5732.542713567839,71.03666834170855,49.20603015075377,96.04020100502512,83108.68244221105,82687.73869346734,83545.81909547739,86.7740502512563,62.74874371859296,114.11557788944724,10646.5308241206,10245.020100502512,11044.03015075377,462.0930251256282,410.57286432160805,517.0301507537688,average
,,92106.24784924623,91180.45037688442,92928.13693467336,31634.34364447236,30864.989321608038,32417.64824120603,566.8355772613065,505.8190954773869,629.3599246231156,474818.6905282663,473780.1155778895,475907.71419597993,1936.8683234924624,1841.7543969849246,2036.0722361809046,59002.30193781407,58134.34359296482,59905.397613065325,3622.7222342964824,3482.3454773869344,3768.985552763819,aoa
,,43533.634659201445,43218.61524861462,43818.44057330977,14651.47547820828,14427.873056922159,14878.236454078029,528.7294118958793,504.8006849459808,551.9151687703105,221041.14827166288,220680.95629921506,221411.4562517975,3357.5415168652285,3271.1269977636043,3441.688940931093,21170.74380256082,20952.956013934876,21402.04325441375,3463.660346569392,3394.1583012840774,3535.7240746483835,std
