day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max
0,600934.245,600895,600970,113.866,77,150,0.0,0,0,0.0,0,0,0.0,0,0,6.772,1,16,0.0,0,0
1,600775.643,600724,600825,246.146,198,302,0.0,0,0,0.486,0,4,0.0,0,0,19.018,6,33,0.681,0,4
2,600558.875,600454,600652,422.145,333,511,0.0,0,0,1.865,0,8,0.0,0,0,37.304,20,63,2.639,0,9
3,600249.876,600118,600383,671.619,554,785,0.0,0,0,4.534,0,13,0.0,0,0,63.449,41,95,6.541,1,17
4,599797.144,599646,599969,1038.066,897,1187,0.0,0,0,9.227,1,21,0.0,0,0,100.522,69,135,13.148,2,27
5,599121.496,598891,599340,1587.212,1398,1786,0.074,0,3,16.737,5,31,0.0,0,0,154.675,115,195,23.114,8,42
6,598101.31,597750,598416,2421.789,2162,2724,0.407,0,4,29.223,13,46,0.001,0,1,232.899,187,285,37.369,18,59
7,596542.722,595964,596938,3704.83,3374,4218,1.148,0,8,49.395,26,73,0.008,0,1,348.634,292,420,57.143,34,87
8,594145.157,593261,594695,5686.328,5248,6427,2.388,0,9,80.306,48,109,0.031,0,2,524.273,441,607,85.974,51,123
9,590434.942,589017,591318,8764.316,8028,9921,4.251,0,12,127.336,90,171,0.067,0,2,791.448,686,924,129.147,89,168
10,584693.537,582549,586013,13540.403,12369,15277,6.938,0,16,198.725,151,253,0.13,0,2,1199.834,1038,1380,193.31,145,237
11,575818.339,572745,577839,20931.021,19188,23391,11.132,1,24,305.415,240,365,0.25,0,3,1830.254,1610,2084,291.593,224,362
12,562173.073,557348,565503,32292.942,29471,36291,17.134,5,29,468.248,397,556,0.435,0,3,2799.356,2508,3127,442.223,362,542
13,541413.187,534525,546453,49535.348,45385,55205,26.315,12,44,716.204,613,848,0.708,0,5,4294.99,3856,4756,673.208,558,777
14,510396.575,500320,518114,75163.458,68834,83487,39.974,22,59,1094.433,957,1252,1.168,0,6,6586.617,5915,7295,1029.976,861,1185
15,465396.328,451367,476466,111995.38,102998,123416,60.19,37,88,1674.955,1443,1935,1.927,0,8,10051.251,9149,11165,1576.469,1370,1813
