week commencing,Ayrshire and Arran,Borders,Dumfries and Galloway,Fife,Forth Valley,Grampian,Greater Glasgow and Clyde,Highland,Lanarkshire,Lothian,Orkney,Shetland,Tayside,Western Isles
2019-12-30,14.201855709145995,8.675284115554785,12.433631292425567,9.410878976096367,12.415460515568334,9.665554700196733,10.638478952833239,11.653200745804847,10.467233009708737,9.24512959889504,2.253267237494367,10.874293170943888,11.536243030186501,16.772269847185985
2020-01-06,16.365948007682526,17.784332436887308,19.490557161099538,12.90634831007502,15.029241676740615,12.659310580788642,15.021532281400535,14.76072094468614,14.714805825242719,10.915936152912215,11.266336187471834,8.699434536755112,18.746394924053067,14.908684308609764
2020-01-13,15.419157627072794,16.48303981955409,14.11385173734794,12.90634831007502,11.108569934982194,10.435377640920366,12.595959080154556,14.605344934742076,12.515169902912621,8.632500529088743,4.506534474988734,4.349717268377556,14.17996539127091,18.635855385762206
2020-01-20,13.931344171828929,12.579161967554437,14.11385173734794,12.90634831007502,12.74218316071487,10.007698229407236,10.000170215663246,11.963952765692976,12.211771844660195,9.189436047094468,9.013068949977468,4.349717268377556,12.858104210728706,18.635855385762206
2020-01-27,12.984553791219197,11.71163355599896,14.449895826332414,10.620849130165901,10.945208612408926,9.32341117098623,11.234233774191901,12.7408328154133,11.453276699029127,8.57680697728817,4.506534474988734,10.874293170943888,11.89675062487983,18.635855385762206
2020-02-03,11.90250764195093,10.410340938665742,14.78593991531689,10.889731386625796,8.984872741529715,11.205200581644,10.425709373776575,10.720944686140461,12.81856796116505,10.637468393909353,11.266336187471834,13.049151805132666,11.656412228417611,20.49944092433843
2020-02-10,10.27943841804853,10.84410514444348,14.449895826332414,10.75529025839585,11.925376547848531,10.178769994012487,10.340601542153909,10.565568676196396,11.756674757281553,9.523597357897902,6.7598017124831,8.699434536755112,11.89675062487983,5.590756615728662
2020-02-17,14.201855709145995,9.976576732888002,13.105719470394515,11.830819284235433,10.61848596726239,11.205200581644,10.127831963097245,10.254816656308266,10.922330097087379,8.465419873687024,2.253267237494367,8.699434536755112,11.776581426648722,14.908684308609764
2020-02-24,13.390321097194795,15.181747202220873,12.433631292425567,10.620849130165901,9.31159538667625,9.49448293559148,10.851248531889905,12.119328775637042,10.315533980582524,9.523597357897902,9.013068949977468,6.524575902566333,11.536243030186501,18.635855385762206
2020-03-02,14.201855709145995,13.880454584887657,13.441763559378991,10.620849130165901,12.252099192995065,9.06680352407835,12.042758174607227,10.876320696084525,11.453276699029127,9.24512959889504,11.266336187471834,8.699434536755112,10.334551047875408,11.181513231457323
2020-03-09,14.742878783780128,12.579161967554437,12.09758720344109,10.75529025839585,8.984872741529715,10.948592934736121,10.383155457965243,12.119328775637042,10.846480582524272,10.1362264277042,13.5196034249662,6.524575902566333,11.295904633724284,20.49944092433843
2020-03-16,13.660832634511863,15.615511407998612,13.777807648363465,9.410878976096367,10.781847289835659,11.290736463946626,11.234233774191901,11.187072715972654,10.467233009708737,9.412210254296758,15.77287066246057,6.524575902566333,11.055566237262065,9.317927692881103
2020-03-23,14.607623015121597,9.976576732888002,9.409234491565293,13.175230566534914,12.088737870421799,9.580018817894107,7.106503940492605,10.876320696084525,10.391383495145632,8.019871459282443,18.026137899954936,19.573727707699,11.536243030186501,9.317927692881103
2020-03-30,16.365948007682526,18.21809664266505,24.531218495866657,11.024172514855744,15.682686967033685,12.06055940467026,20.383325673628487,15.848353014294593,17.52123786407767,12.698129810530535,20.279405137449302,17.398869073510223,15.141318977119784,11.181513231457323
2020-04-06,17.71850569426786,16.049275613776352,17.81033671617716,14.654082977064343,17.96974548305943,13.5146694038149,21.234403989855146,15.537600994406462,20.782766990291265,17.4320817135792,24.785939612438032,17.398869073510223,20.06825610459527,14.908684308609764
2020-04-13,21.37041144804826,13.446690379109917,14.11385173734794,15.191847489984136,13.885712418727742,14.455564109143786,20.510987421062488,16.625233064014918,20.631067961165048,15.092952537955155,9.013068949977468,6.524575902566333,20.548932897519705,14.908684308609764
2020-04-20,18.800551843536127,13.012926173332177,14.449895826332414,13.712995079454707,15.846048289606953,12.573774698486014,22.042928390270472,14.605344934742076,18.052184466019416,14.368936364547713,13.5196034249662,4.349717268377556,18.26571813112863,18.635855385762206
2020-04-27,16.50120377634106,11.71163355599896,15.121984004301366,14.78852410529429,17.47966151533963,11.889487640065006,17.447105482646514,12.119328775637042,15.700849514563108,15.59419450416031,6.7598017124831,13.049151805132666,16.823687752355315,9.317927692881103
2020-05-04,13.525576865853328,10.410340938665742,11.761543114456616,12.234142668925276,16.989577547619824,10.948592934736121,14.638547039098537,12.896208825357366,15.700849514563108,11.528565222718514,4.506534474988734,13.049151805132666,12.257258219573158,3.727171077152441
2020-05-11,16.230692239023995,12.145397761776698,13.105719470394515,10.889731386625796,13.885712418727742,9.408947053288854,14.55343920747587,12.896208825357366,12.742718446601941,12.475355603328248,11.266336187471834,13.049151805132666,15.141318977119784,7.454342154304882
2020-05-18,13.390321097194795,13.880454584887657,10.417366758518718,9.007555591406524,9.638318031822786,8.296980583354717,13.106606069890551,11.342448725916718,11.453276699029127,10.526081290308207,18.026137899954936,4.349717268377556,12.617765814266487,9.317927692881103
2020-05-25,11.90250764195093,7.807755703999306,11.089454936487666,12.09970154069533,8.168066128663376,9.408947053288854,10.425709373776575,11.497824735860783,10.770631067961165,8.688194080889314,11.266336187471834,10.874293170943888,12.617765814266487,13.045098770033544
