day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max
0,638213.151,638178,638238,67.346,42,102,0.0,0,0,0.0,0,0,0.0,0,0,0.511,0,3,0.0,0,0
1,638124.679,638084,638165,145.092,110,181,0.0,0,0,0.038,0,1,0.0,0,0,1.429,0,6,1.107,0,8
2,638007.455,637946,638066,245.92,197,306,0.0,0,0,0.132,0,3,0.0,0,0,2.807,0,10,4.277,0,14
3,637849.736,637760,637934,379.457,307,450,0.0,0,0,0.312,0,3,0.0,0,0,4.791,0,15,9.914,2,23
4,637637.486,637505,637748,557.507,461,677,0.0,0,0,0.611,0,5,0.0,0,0,7.554,1,18,19.311,6,34
5,637351.3,637181,637514,795.763,654,946,0.002,0,1,1.073,0,6,0.0,0,0,11.322,2,22,33.474,14,52
6,636965.023,636728,637182,1116.342,935,1311,0.008,0,1,1.86,0,7,0.0,0,0,16.567,4,31,54.456,31,84
7,636447.583,636140,636701,1543.549,1335,1820,0.022,0,1,3.033,0,9,0.0,0,0,23.688,10,45,83.732,53,115
8,635752.343,635334,636103,2116.166,1836,2471,0.061,0,2,4.842,0,12,0.0,0,0,33.329,19,55,125.037,78,166
9,634822.059,634232,635246,2880.361,2519,3370,0.172,0,3,7.706,0,20,0.0,0,0,46.092,26,70,181.337,129,238
10,633580.644,632689,634171,3898.179,3421,4644,0.337,0,3,11.917,2,24,0.0,0,0,63.374,33,91,258.183,190,319
11,631924.079,630724,632641,5253.33,4643,6258,0.596,0,4,18.176,6,33,0.0,0,0,86.392,52,122,362.21,264,452
12,629717.388,628134,630622,7055.066,6274,8396,1.001,0,6,27.385,10,45,0.0,0,0,117.124,81,151,502.557,398,605
13,626784.361,624808,627971,9447.676,8438,11110,1.676,0,8,40.515,18,61,0.001,0,1,158.417,116,202,691.009,571,813
14,622897.4,620531,624457,12613.109,11309,14529,2.736,0,8,58.881,34,86,0.002,0,1,213.285,157,275,943.472,785,1103
15,617753.651,614669,619780,16793.775,15097,19264,4.141,0,11,84.599,51,114,0.003,0,1,286.668,226,357,1281.079,1082,1507
16,610965.893,606979,613720,22301.687,20048,25504,6.316,0,14,120.627,76,167,0.005,0,1,383.585,308,488,1730.313,1490,2038
17,602057.583,597050,605770,29513.848,26324,33499,9.198,1,21,169.487,114,213,0.007,0,1,512.214,412,638,2329.221,2014,2703
18,590415.847,583950,595183,38909.753,34961,44036,13.217,4,25,236.381,178,288,0.014,0,1,682.22,569,831,3122.78,2708,3594
19,575301.19,566926,581488,51066.953,46076,57783,18.74,7,34,326.941,254,401,0.02,0,1,905.918,767,1062,4174.721,3711,4819
20,555858.157,545257,563566,66628.936,60474,75085,25.933,8,48,448.904,355,534,0.034,0,1,1197.745,1036,1417,5566.507,4956,6388
21,531100.67,517760,540681,86322.536,78772,96780,35.763,15,60,612.272,509,744,0.053,0,2,1577.262,1355,1842,7395.356,6564,8425
22,500047.456,483591,512076,110821.997,101330,123568,49.008,28,73,831.183,703,971,0.079,0,2,2067.54,1791,2398,9796.315,8776,11177
23,483991.448,465995,497298,118466.003,108539,131834,66.484,41,94,1121.77,930,1325,0.119,0,2,2693.672,2394,3076,12922.981,11678,14802
